$NML Br1 inflow Tw year 2006 YC 03/22/2023,
",,,",
Jday,Tw
88.16666667,4.726234487
88.20833333,4.621381372
88.25,4.608584869
88.29166667,4.608584869
88.33333333,4.558086639
88.375,4.584144043
88.41666667,4.529733265
88.45833333,4.581170186
88.5,4.657419017
88.54166667,4.746213438
88.58333333,4.780950204
88.625,4.954105889
88.66666667,4.955525943
88.70833333,4.974219714
88.75,5.023328371
88.79166667,5.158736008
88.83333333,5.256763742
88.875,5.217881477
88.91666667,5.173860634
88.95833333,5.174970936
89,5.086080603
89.04166667,5.030045418
89.08333333,4.974265275
89.125,4.924174502
89.16666667,4.874083728
89.20833333,4.836568421
89.25,4.817810768
89.29166667,4.883583611
89.33333333,4.883134743
89.375,4.861114709
89.41666667,4.930267848
89.45833333,5.003476306
89.5,4.991678715
89.54166667,5.083618141
89.58333333,5.170748669
89.625,5.245946425
89.66666667,5.315437547
89.70833333,5.378746481
89.75,5.410273428
89.79166667,5.502121623
89.83333333,5.450828402
89.875,5.55029901
89.91666667,5.609933614
89.95833333,5.50595882
90,5.46191873
90.04166667,5.444573913
90.08333333,5.416907997
90.125,5.482480835
90.16666667,5.548025782
90.20833333,5.42178203
90.25,5.400236138
90.29166667,5.372570221
90.33333333,5.437908746
90.375,5.249943801
90.41666667,5.327353066
90.45833333,5.331582032
90.5,5.247967107
90.54166667,5.263655178
90.58333333,5.291321095
90.625,5.31826185
90.66666667,5.274497108
90.70833333,5.308952428
90.75,5.227925832
90.79166667,5.35136305
90.83333333,5.353226217
90.875,5.354157801
90.91666667,5.350419683
90.95833333,5.341030167
91,5.272634522
91.04166667,5.185891053
91.08333333,4.7924084
91.125,4.939307782
91.16666667,4.851851887
91.20833333,4.680654791
91.25,4.566341717
91.29166667,4.536944027
91.33333333,4.528591092
91.375,4.446680471
91.41666667,4.391082808
91.45833333,4.449878188
91.5,4.5489325
91.54166667,4.797533442
91.58333333,4.705410362
91.625,4.830526043
91.66666667,4.921688772
91.70833333,4.97614196
91.75,4.984086377
91.79166667,5.095178312
91.83333333,5.189781267
91.875,5.311736939
91.91666667,5.254230411
91.95833333,5.193502635
92,5.24186217
92.04166667,5.281673955
92.08333333,6.007461163
92.125,5.279141621
92.16666667,5.197595922
92.20833333,5.163097473
92.25,5.226081927
92.29166667,5.204679364
92.33333333,5.193093029
92.375,5.186318571
92.41666667,5.191130448
92.45833333,5.20860785
92.5,5.163100797
92.54166667,5.213567097
92.58333333,5.307585846
92.625,5.319810015
92.66666667,5.373555971
92.70833333,5.422750606
92.75,5.464023512
92.79166667,5.591646017
92.83333333,5.623295169
92.875,5.632032208
92.91666667,5.633734233
92.95833333,5.720083831
93,6.640751045
93.04166667,6.628818206
93.08333333,6.609187621
93.125,6.568046911
93.16666667,6.597789036
93.20833333,6.601637909
93.25,6.705708151
93.29166667,6.631333167
93.33333333,6.607467489
93.375,6.583601811
93.41666667,6.551504134
93.45833333,6.539571295
93.5,6.567285846
93.54166667,6.571134718
93.58333333,6.440100302
93.625,6.497022724
93.66666667,6.314240623
93.70833333,6.29354153
93.75,6.24249797
93.79166667,6.203387249
93.83333333,6.206553835
93.875,6.214251581
93.91666667,6.139876597
93.95833333,6.107778919
94,6.452527215
94.04166667,6.350608383
94.08333333,6.235143107
94.125,6.087886576
94.16666667,6.168646657
94.20833333,6.197694688
94.25,6.191905853
94.29166667,6.147984318
94.33333333,6.116153193
94.375,6.057592048
94.41666667,6.105975358
94.45833333,6.23179001
94.5,6.327920007
94.54166667,6.426833098
94.58333333,6.470190786
94.625,6.478651391
94.66666667,6.436582214
94.70833333,6.338786093
94.75,6.219396899
94.79166667,6.090799154
94.83333333,6.024815997
94.875,5.841496451
94.91666667,5.761023006
94.95833333,5.670371726
95,5.28176075
95.04166667,5.23352226
95.08333333,5.221372386
95.125,5.155513025
95.16666667,5.139652033
95.20833333,5.103274048
95.25,5.091463014
95.29166667,5.010994356
95.33333333,5.03725892
95.375,5.073636905
95.41666667,5.113592406
95.45833333,5.123438323
95.5,5.199771809
95.54166667,5.339054656
95.58333333,5.462498677
95.625,5.536376901
95.66666667,5.592376467
95.70833333,5.584326023
95.75,5.584664863
95.79166667,5.588742126
95.83333333,5.649891854
95.875,5.521270366
95.91666667,5.531014263
95.95833333,5.487008803
96,4.874098381
96.04166667,4.920274692
96.08333333,4.875140003
96.125,4.919632456
96.16666667,4.885565939
96.20833333,4.845999013
96.25,4.804680876
96.29166667,4.888047122
96.33333333,4.756043764
96.375,4.825746692
96.41666667,4.854459592
96.45833333,4.925960342
96.5,5.048756131
96.54166667,5.228447349
96.58333333,5.502274829
96.625,5.661578819
96.66666667,5.828369119
96.70833333,5.972363136
96.75,6.096286885
96.79166667,6.152082001
96.83333333,6.081937113
96.875,6.286192352
96.91666667,6.326906018
96.95833333,6.338953593
97,6.232333089
97.04166667,6.216895429
97.08333333,6.116231988
97.125,6.119558933
97.16666667,6.037941608
97.20833333,5.961576402
97.25,5.947091431
97.29166667,5.86736195
97.33333333,5.809974524
97.375,5.751289968
97.41666667,5.726290054
97.45833333,5.772159268
97.5,5.878288586
97.54166667,6.04411499
97.58333333,6.239277471
97.625,6.435977951
97.66666667,6.588666278
97.70833333,6.689292169
97.75,6.753578105
97.79166667,6.753267772
97.83333333,6.72420644
97.875,6.755271855
97.91666667,6.755800636
97.95833333,6.662666544
98,6.751168301
98.04166667,6.636799543
98.08333333,6.789078362
98.125,6.789048771
98.16666667,6.724922098
98.20833333,6.738817686
98.25,6.647826371
98.29166667,6.748520237
98.33333333,6.611271705
98.375,6.615560368
98.41666667,6.53308187
98.45833333,6.520320982
98.5,6.490396477
98.54166667,6.464637288
98.58333333,6.52552365
98.625,6.607116207
98.66666667,6.73435992
98.70833333,6.737115988
98.75,6.77652235
98.79166667,6.772108619
98.83333333,6.736552584
98.875,6.710395305
98.91666667,6.67597397
98.95833333,6.68915272
99,6.57397379
99.04166667,6.51713768
99.08333333,6.521370493
99.125,6.375334861
99.16666667,6.392339642
99.20833333,6.340303834
99.25,6.288778905
99.29166667,6.160904585
99.33333333,6.127614793
99.375,6.114550472
99.41666667,6.110788234
99.45833333,6.154933388
99.5,6.226686638
99.54166667,6.274223515
99.58333333,6.269997891
99.625,6.316059651
99.66666667,6.332886211
99.70833333,6.34240397
99.75,6.338931234
99.79166667,6.328149697
99.83333333,6.31736816
99.875,6.306586623
99.91666667,6.277351422
99.95833333,6.2496695
100,6.082429718
100.0416667,6.194157395
100.0833333,6.166828128
100.125,6.134237501
100.1666667,6.114296502
100.2083333,6.094059972
100.25,6.074317606
100.2916667,5.975235056
100.3333333,5.970070593
100.375,5.977458861
100.4166667,5.900541115
100.4583333,5.91531765
100.5,5.930389717
100.5416667,5.982308238
100.5833333,5.943717675
100.625,5.990987941
100.6666667,6.023578568
100.7083333,6.078038469
100.75,6.125110102
100.7916667,6.05093438
100.8333333,6.066229137
100.875,6.071713186
100.9166667,6.131630592
100.9583333,6.104301325
101,5.951901918
101.0416667,5.994963274
101.0833333,5.958759948
101.125,5.922755611
101.1666667,5.891248575
101.2083333,5.773119719
101.25,5.848084839
101.2916667,5.823737201
101.3333333,5.717543462
101.375,5.712568756
101.4166667,5.712568756
101.4583333,5.721315884
101.5,5.735515121
101.5416667,5.769126174
101.5833333,5.799838506
101.625,5.85174937
101.6666667,5.895191522
101.7083333,5.849469317
101.75,5.902781453
101.7916667,5.926850674
101.8333333,6.024098298
101.875,6.036033414
101.9166667,6.024098298
101.9583333,6.011964193
102,6.074609978
102.0416667,6.048798875
102.0833333,6.015327447
102.125,6.075974028
102.1666667,6.063171323
102.2083333,6.050162924
102.25,6.0483476
102.2916667,6.029393482
102.3333333,6.029393482
102.375,6.042196187
102.4166667,6.065483573
102.4583333,6.106615325
102.5,6.157925347
102.5416667,6.237358721
102.5833333,6.355305185
102.625,6.470427292
102.6666667,6.57084735
102.7083333,6.666416257
102.75,6.765790842
102.7916667,6.781423677
102.8333333,6.774381951
102.875,6.746359316
102.9166667,6.807211592
102.9583333,6.745923224
103,6.739395136
103.0416667,6.657780209
103.0833333,6.660658149
103.125,6.579043222
103.1666667,6.50548024
103.2083333,6.428104287
103.25,6.393927956
103.2916667,6.369862685
103.3333333,6.308926122
103.375,6.274431867
103.4166667,6.27330441
103.4583333,6.344552431
103.5,6.428569943
103.5416667,6.715153426
103.5833333,6.879138836
103.625,7.128226096
103.6666667,7.357760478
103.7083333,7.555069501
103.75,7.603821253
103.7916667,7.651211907
103.8333333,7.666976799
103.875,7.69900952
103.9166667,7.749472061
103.9583333,7.723712165
104,7.75826836
104.0416667,7.689657299
104.0833333,7.532966441
104.125,7.439216399
104.1666667,7.300709725
104.2083333,7.264022645
104.25,6.959653331
104.2916667,7.061183549
104.3333333,6.992047756
104.375,6.956149564
104.4166667,6.952138816
104.4583333,6.852343021
104.5,6.940579514
104.5416667,6.98314691
104.5833333,7.043105868
104.625,7.106716592
104.6666667,7.399237852
104.7083333,7.344772453
104.75,7.357516475
104.7916667,7.354458779
104.8333333,7.324440902
104.875,7.301329454
104.9166667,7.246888095
104.9583333,7.236806264
105,7.284505183
105.0416667,7.198686961
105.0833333,7.148273734
105.125,7.066771207
105.1666667,6.995199672
105.2083333,6.814549239
105.25,6.87309198
105.2916667,6.822555823
105.3333333,6.870994559
105.375,6.761965742
105.4166667,6.747298346
105.4583333,6.751448053
105.5,6.714117091
105.5416667,6.735152469
105.5833333,6.701971214
105.625,6.73352428
105.6666667,6.811463796
105.7083333,6.8094149
105.75,6.734749587
105.7916667,6.719916202
105.8333333,6.778282542
105.875,6.675748027
105.9166667,6.822924372
105.9583333,6.58309598
106,6.499897991
106.0416667,6.451016993
106.0833333,6.412050286
106.125,6.367690774
106.1666667,6.333426414
106.2083333,6.374224712
106.25,6.339960351
106.2916667,6.315429423
106.3333333,6.29560084
106.375,6.204511424
106.4166667,6.190511762
106.4583333,6.185809416
106.5,6.185809416
106.5416667,6.195723707
106.5833333,6.185809416
106.625,6.190511762
106.6666667,6.175204667
106.7083333,6.154289055
106.75,6.112039304
106.7916667,6.106827359
106.8333333,6.066773623
106.875,5.951589394
106.9166667,5.993637992
106.9583333,5.686560005
107,5.597573659
107.0416667,5.511644965
107.0833333,5.352487308
107.125,5.212725961
107.1666667,5.169588883
107.2083333,5.145630787
107.25,5.063023153
107.2916667,5.024250013
107.3333333,4.864443979
107.375,4.90228958
107.4166667,4.917888655
107.4583333,4.94674634
107.5,4.994159411
107.5416667,5.209759734
107.5833333,5.452921451
107.625,5.686271033
107.6666667,5.817973404
107.7083333,5.929640492
107.75,6.062218647
107.7916667,6.066170469
107.8333333,6.211320344
107.875,6.187738463
107.9166667,6.135652271
107.9583333,6.184140587
108,5.955694737
108.0416667,5.912260441
108.0833333,5.791246455
108.125,5.674201715
108.1666667,5.579739602
108.2083333,5.480741826
108.25,5.408476074
108.2916667,5.276523411
108.3333333,5.240403517
108.375,5.307378246
108.4166667,5.267361689
108.4583333,5.361547325
108.5,5.531973888
108.5416667,5.715389093
108.5833333,6.018426763
108.625,6.267393902
108.6666667,6.498081996
108.7083333,6.766731374
108.75,6.977212752
108.7916667,7.10454593
108.8333333,7.208645598
108.875,7.160554178
108.9166667,6.869530958
108.9583333,7.099853017
109,7.011552337
109.0416667,6.927158915
109.0833333,6.904283274
109.125,6.902663882
109.1666667,6.785511483
109.2083333,6.780311095
109.25,6.753585841
109.2916667,6.606048508
109.3333333,6.589384489
109.375,6.386619679
109.4166667,6.395138975
109.4583333,6.393937807
109.5,6.5399332
109.5416667,6.737530191
109.5833333,6.892301184
109.625,7.280476689
109.6666667,7.400736201
109.7083333,7.574830341
109.75,7.755751277
109.7916667,7.769051783
109.8333333,7.746130306
109.875,7.68310996
109.9166667,7.735891238
109.9583333,7.736065329
110,7.590135111
110.0416667,7.524339539
110.0833333,7.37577643
110.125,7.326719887
110.1666667,7.256871377
110.2083333,7.152512751
110.25,7.070151804
110.2916667,6.996892008
110.3333333,6.897297175
110.375,6.880209803
110.4166667,6.82760843
110.4583333,6.921588977
110.5,7.059034276
110.5416667,7.25252597
110.5833333,7.368531557
110.625,7.687450097
110.6666667,7.725279486
110.7083333,7.852966441
110.75,8.008801841
110.7916667,8.03001667
110.8333333,8.00248783
110.875,7.934264372
110.9166667,7.847308005
110.9583333,7.890286228
111,7.804447438
111.0416667,7.721203975
111.0833333,7.550682831
111.125,7.540406303
111.1666667,7.421636297
111.2083333,7.333277813
111.25,7.262723326
111.2916667,7.140066884
111.3333333,7.113514625
111.375,7.061246174
111.4166667,7.149020129
111.4583333,7.211559931
111.5,7.365451981
111.5416667,7.567278583
111.5833333,7.77745286
111.625,7.991752173
111.6666667,8.19999594
111.7083333,8.238801025
111.75,8.273806375
111.7916667,8.261128712
111.8333333,8.231103573
111.875,8.179415174
111.9166667,8.149136242
111.9583333,8.027393511
112,8.077872902
112.0416667,7.982130104
112.0833333,7.732175435
112.125,7.786162321
112.1666667,7.662697874
112.2083333,7.54475969
112.25,7.435533178
112.2916667,7.349891473
112.3333333,7.278666499
112.375,7.247085185
112.4166667,7.166820087
112.4583333,7.164911166
112.5,7.21121596
112.5416667,7.312051673
112.5833333,7.369895954
112.625,7.562178866
112.6666667,7.414100324
112.7083333,7.463333183
112.75,7.487924911
112.7916667,7.464161306
112.8333333,7.415984771
112.875,7.357812037
112.9166667,7.355658021
112.9583333,7.28901594
113,7.236062493
113.0416667,7.172084061
113.0833333,7.106925864
113.125,7.046597634
113.1666667,7.006395424
113.2083333,6.970665405
113.25,6.939586465
113.2916667,6.93835009
113.3333333,6.871855579
113.375,6.958596071
113.4166667,7.022574503
113.4583333,7.042776367
113.5,7.113643132
113.5416667,7.184745394
113.5833333,7.255612158
113.625,7.289512528
113.6666667,7.251388458
113.7083333,7.241028811
113.75,7.158409227
113.7916667,7.245726613
113.8333333,7.114149211
113.875,7.084485535
113.9166667,7.040225519
113.9583333,7.005910763
114,6.925885136
114.0416667,6.882276013
114.0833333,6.848489796
114.125,6.824162258
114.1666667,6.799649842
114.2083333,6.779944263
114.25,6.755616725
114.2916667,6.745763935
114.3333333,6.778540957
114.375,6.75519273
114.4166667,6.799225847
114.4583333,6.971725943
114.5,7.113468852
114.5416667,7.17379353
114.5833333,7.256419701
114.625,7.31410946
114.6666667,7.441358692
114.7083333,7.464868124
114.75,7.546915305
114.7916667,7.552524232
114.8333333,7.545667676
114.875,7.601970146
114.9166667,7.563985966
114.9583333,7.497661162
115,7.281822812
115.0416667,7.247037185
115.0833333,7.161550319
