$NML dam release year 2006 YC 03/22/2023,,,
",,,",,,
Jday,spillway,upper intake,lower intake
16.58333333,0.001,123.6585021,0.001
16.625,0.001,123.8284015,0.001
16.66666667,0.001,123.8284015,0.001
16.70833333,0.001,123.6585021,0.001
16.75,0.001,123.8567181,0.001
16.79166667,0.001,123.9133513,0.001
16.83333333,0.001,123.7717684,0.001
16.875,0.001,123.8284015,0.001
16.91666667,0.001,123.8850347,0.001
16.95833333,0.001,123.8000849,0.001
17,0.001,123.9133513,0.001
17.04166667,0.001,123.9416678,0.001
17.08333333,0.001,123.8000849,0.001
17.125,0.001,123.7717684,0.001
17.16666667,0.001,123.8000849,0.001
17.20833333,0.001,123.4886026,0.001
17.25,0.001,124.2248336,0.001
17.29166667,0.001,123.8567181,0.001
17.33333333,0.001,123.2620699,0.001
17.375,0.001,111.2841569,0.001
17.41666667,0.001,110.7178253,0.001
17.45833333,0.001,111.0576242,0.001
17.5,0.001,110.5479258,0.001
17.54166667,0.001,110.4346595,0.001
17.58333333,0.001,110.604559,0.001
17.625,0.001,110.4629761,0.001
17.66666667,0.001,110.3213932,0.001
17.70833333,0.001,110.9726745,0.001
17.75,0.001,110.7178253,0.001
17.79166667,0.001,110.3497098,0.001
17.83333333,0.001,110.4346595,0.001
17.875,0.001,110.26476,0.001
17.91666667,0.001,110.2081269,0.001
17.95833333,0.001,110.2930766,0.001
18,0.001,110.1514937,0.001
18.04166667,0.001,110.0382274,0.001
18.08333333,0.001,110.0099108,0.001
18.125,0.001,110.802775,0.001
18.16666667,0.001,110.6895087,0.001
18.20833333,0.001,110.6895087,0.001
18.25,0.001,110.8877248,0.001
18.29166667,0.001,110.604559,0.001
18.33333333,0.001,110.5762424,0.001
18.375,0.001,110.5479258,0.001
18.41666667,0.001,110.1514937,0.001
18.45833333,0.001,110.7744584,0.001
18.5,0.001,110.1231771,0.001
18.54166667,0.001,110.8877248,0.001
18.58333333,0.001,111.1708906,0.001
18.625,0.001,38.53886451,0.001
18.66666667,0.001,105.8190571,0.001
18.70833333,0.001,110.7178253,0.001
18.75,0.001,110.8594082,0.001
18.79166667,0.001,110.3213932,0.001
18.83333333,0.001,110.5479258,0.001
18.875,0.001,110.2364434,0.001
18.91666667,0.001,110.4063429,0.001
18.95833333,0.001,110.3780263,0.001
19,0.001,109.9249611,0.001
19.04166667,0.001,92.90669687,0.001
19.08333333,0.001,92.36868186,0.001
19.125,0.001,92.05719949,0.001
19.16666667,0.001,91.83066686,0.001
19.20833333,0.001,91.6324508,0.001
19.25,0.001,92.28373213,0.001
19.29166667,0.001,91.54750106,0.001
19.33333333,0.001,91.74571712,0.001
19.375,0.001,91.91561659,0.001
19.41666667,0.001,91.83066686,0.001
19.45833333,0.001,91.74571712,0.001
19.5,0.001,92.08551607,0.001
19.54166667,0.001,92.17046581,0.001
19.58333333,0.001,91.57581764,0.001
19.625,0.001,92.3120487,0.001
19.66666667,0.001,91.60413422,0.001
19.70833333,0.001,92.48194818,0.001
19.75,0.001,91.97224975,0.001
19.79166667,0.001,91.85898343,0.001
19.83333333,0.001,92.02888291,0.001
19.875,0.001,91.94393317,0.001
19.91666667,0.001,92.3120487,0.001
19.95833333,0.001,91.60413422,0.001
20,0.001,88.71584313,0.001
20.04166667,0.001,5.71994903,0.001
20.08333333,0.001,0.962763698,0.001
20.125,0.001,0.962763698,0.001
20.16666667,0.001,0.962763698,0.001
20.20833333,0.001,0.962763698,0.001
20.25,0.001,0.962763698,0.001
20.29166667,0.001,8.579923545,0.001
20.33333333,0.001,89.19722498,0.001
20.375,0.001,92.08551607,0.001
20.41666667,0.001,92.28373213,0.001
20.45833333,0.001,33.21534759,0.001
20.5,0.001,90.10335551,0.001
20.54166667,0.001,86.08240125,0.001
20.58333333,0.001,5.691632451,0.001
20.625,0.001,0.396432111,0.001
20.66666667,0.001,6.399546935,0.001
20.70833333,0.001,87.63981311,0.001
20.75,0.001,90.41483789,0.001
20.79166667,0.001,90.92453632,0.001
20.83333333,0.001,90.35820473,0.001
20.875,0.001,90.64137052,0.001
20.91666667,0.001,86.87526547,0.001
20.95833333,0.001,5.861531927,0.001
21,0.001,0.396432111,0.001
21.04166667,0.001,0.396432111,0.001
21.08333333,0.001,0.396432111,0.001
21.125,0.001,0.396432111,0.001
21.16666667,0.001,0.396432111,0.001
21.20833333,0.001,0.396432111,0.001
21.25,0.001,0.396432111,0.001
21.29166667,0.001,0.396432111,0.001
21.33333333,0.001,0.396432111,0.001
21.375,0.001,0.396432111,0.001
21.41666667,0.001,0.396432111,0.001
21.45833333,0.001,0.396432111,0.001
21.5,0.001,0.396432111,0.001
21.54166667,0.001,6.767662466,0.001
21.58333333,0.001,87.61149653,0.001
21.625,0.001,90.47147105,0.001
21.66666667,0.001,89.59365709,0.001
21.70833333,0.001,90.44315447,0.001
21.75,0.001,90.55642078,0.001
21.79166667,0.001,90.35820473,0.001
21.83333333,0.001,90.44315447,0.001
21.875,0.001,90.44315447,0.001
21.91666667,0.001,86.93189863,0.001
21.95833333,0.001,5.889848506,0.001
22,0.001,1.160979754,0.001
22.04166667,0.001,1.359195809,0.001
22.08333333,0.001,1.359195809,0.001
22.125,0.001,1.359195809,0.001
22.16666667,0.001,1.359195809,0.001
22.20833333,0.001,1.359195809,0.001
22.25,0.001,1.359195809,0.001
22.29166667,0.001,1.359195809,0.001
22.33333333,0.001,8.268441172,0.001
22.375,0.001,88.85742602,0.001
22.41666667,0.001,91.97224975,0.001
22.45833333,0.001,91.88730001,0.001
22.5,0.001,91.80235028,0.001
22.54166667,0.001,91.83066686,0.001
22.58333333,0.001,91.88730001,0.001
22.625,0.001,91.83066686,0.001
22.66666667,0.001,92.17046581,0.001
22.70833333,0.001,91.94393317,0.001
22.75,0.001,92.17046581,0.001
22.79166667,0.001,92.11383265,0.001
22.83333333,0.001,91.94393317,0.001
22.875,0.001,88.48931049,0.001
22.91666667,0.001,6.116381141,0.001
22.95833333,0.001,1.500778706,0.001
23,0.001,1.500778706,0.001
23.04166667,0.001,1.500778706,0.001
23.08333333,0.001,1.500778706,0.001
23.125,0.001,1.500778706,0.001
23.16666667,0.001,1.500778706,0.001
23.20833333,0.001,1.500778706,0.001
23.25,0.001,1.500778706,0.001
23.29166667,0.001,9.004672236,0.001
23.33333333,0.001,89.0273255,0.001
23.375,0.001,91.88730001,0.001
23.41666667,0.001,91.7740337,0.001
23.45833333,0.001,92.11383265,0.001
23.5,0.001,92.02888291,0.001
23.54166667,0.001,92.19878239,0.001
23.58333333,0.001,92.05719949,0.001
23.625,0.001,92.08551607,0.001
23.66666667,0.001,91.91561659,0.001
23.70833333,0.001,91.80235028,0.001
23.75,0.001,92.14214923,0.001
23.79166667,0.001,92.14214923,0.001
23.83333333,0.001,88.57426023,0.001
23.875,0.001,5.861531927,0.001
23.91666667,0.001,0.962763698,0.001
23.95833333,0.001,0.962763698,0.001
24,0.001,0.962763698,0.001
24.04166667,0.001,0.962763698,0.001
24.08333333,0.001,0.962763698,0.001
24.125,0.001,0.962763698,0.001
24.16666667,0.001,0.962763698,0.001
24.20833333,0.001,0.962763698,0.001
24.25,0.001,0.962763698,0.001
24.29166667,0.001,6.342913776,0.001
24.33333333,0.001,44.42871301,0.001
24.375,0.001,46.24097409,0.001
24.41666667,0.001,46.26929067,0.001
24.45833333,0.001,45.98612488,0.001
24.5,0.001,45.44810987,0.001
24.54166667,0.001,45.44810987,0.001
24.58333333,0.001,47.71343622,0.001
24.625,0.001,90.24493841,0.001
24.66666667,0.001,91.74571712,0.001
24.70833333,0.001,91.94393317,0.001
24.75,0.001,91.7740337,0.001
24.79166667,0.001,92.02888291,0.001
24.83333333,0.001,92.00056633,0.001
24.875,0.001,92.00056633,0.001
24.91666667,0.001,88.40436075,0.001
24.95833333,0.001,5.804898768,0.001
25,0.001,0.764547643,0.001
25.04166667,0.001,0.764547643,0.001
25.08333333,0.001,0.764547643,0.001
25.125,0.001,0.764547643,0.001
25.16666667,0.001,0.764547643,0.001
25.20833333,0.001,0.764547643,0.001
25.25,0.001,6.201330879,0.001
25.29166667,0.001,44.93841144,0.001
25.33333333,0.001,45.6746425,0.001
25.375,0.001,45.64632592,0.001
25.41666667,0.001,45.64632592,0.001
25.45833333,0.001,45.73127566,0.001
25.5,0.001,46.18434093,0.001
25.54166667,0.001,45.61800934,0.001
25.58333333,0.001,45.1366275,0.001
25.625,0.001,47.54353674,0.001
25.66666667,0.001,96.07815376,0.001
25.70833333,0.001,97.947048,0.001
25.75,0.001,97.72051536,0.001
25.79166667,0.001,97.86209826,0.001
25.83333333,0.001,97.83378168,0.001
25.875,0.001,98.14526405,0.001
25.91666667,0.001,93.95441031,0.001
25.95833333,0.001,6.342913776,0.001
26,0.001,1.387512389,0.001
26.04166667,0.001,1.387512389,0.001
26.08333333,0.001,1.387512389,0.001
26.125,0.001,1.387512389,0.001
26.16666667,0.001,1.387512389,0.001
26.20833333,0.001,1.387512389,0.001
26.25,0.001,1.387512389,0.001
26.29166667,0.001,1.387512389,0.001
26.33333333,0.001,1.387512389,0.001
26.375,0.001,1.387512389,0.001
26.41666667,0.001,1.387512389,0.001
26.45833333,0.001,6.711029308,0.001
26.5,0.001,44.8534617,0.001
26.54166667,0.001,46.18434093,0.001
26.58333333,0.001,46.32592383,0.001
26.625,0.001,49.07263203,0.001
26.66666667,0.001,101.8264194,0.001
26.70833333,0.001,104.2616452,0.001
26.75,0.001,103.8935297,0.001
26.79166667,0.001,103.5537307,0.001
26.83333333,0.001,103.8935297,0.001
26.875,0.001,103.666997,0.001
26.91666667,0.001,99.56109302,0.001
26.95833333,0.001,6.399546935,0.001
27,0.001,1.076030016,0.001
27.04166667,0.001,1.076030016,0.001
27.08333333,0.001,1.076030016,0.001
27.125,0.001,1.076030016,0.001
27.16666667,0.001,1.076030016,0.001
27.20833333,0.001,1.076030016,0.001
27.25,0.001,6.767662466,0.001
27.29166667,0.001,44.68356223,0.001
27.33333333,0.001,45.9578083,0.001
27.375,0.001,45.92949172,0.001
27.41666667,0.001,46.04275803,0.001
27.45833333,0.001,45.61800934,0.001
27.5,0.001,45.27821039,0.001
27.54166667,0.001,45.87285856,0.001
27.58333333,0.001,49.3841144,0.001
27.625,0.001,120.6286281,0.001
27.66666667,0.001,123.8567181,0.001
27.70833333,0.001,123.8850347,0.001
27.75,0.001,123.8284015,0.001
27.79166667,0.001,123.6585021,0.001
27.83333333,0.001,123.8567181,0.001
27.875,0.001,124.1682005,0.001
27.91666667,0.001,123.8850347,0.001
27.95833333,0.001,123.998301,0.001
28,0.001,119.1561659,0.001
28.04166667,0.001,8.438340648,0.001
28.08333333,0.001,1.7839445,0.001
28.125,0.001,1.7839445,0.001
28.16666667,0.001,1.7839445,0.001
28.20833333,0.001,1.7839445,0.001
28.25,0.001,6.880928784,0.001
28.29166667,0.001,44.91009486,0.001
28.33333333,0.001,45.98612488,0.001
28.375,0.001,45.64632592,0.001
28.41666667,0.001,46.07107461,0.001
28.45833333,0.001,46.18434093,0.001
28.5,0.001,45.27821039,0.001
28.54166667,0.001,45.53305961,0.001
28.58333333,0.001,45.27821039,0.001
28.625,0.001,48.08155175,0.001
28.66666667,0.001,96.19142008,0.001
28.70833333,0.001,98.08863089,0.001
28.75,0.001,97.74883194,0.001
28.79166667,0.001,98.40011327,0.001
28.83333333,0.001,98.06031431,0.001
28.875,0.001,98.03199773,0.001
28.91666667,0.001,97.91873142,0.001
28.95833333,0.001,94.15262636,0.001
29,0.001,6.116381141,0.001
29.04166667,0.001,0.821180801,0.001
29.08333333,0.001,0.821180801,0.001
29.125,0.001,0.821180801,0.001
29.16666667,0.001,0.821180801,0.001
29.20833333,0.001,0.821180801,0.001
29.25,0.001,0.821180801,0.001
29.29166667,0.001,0.821180801,0.001
29.33333333,0.001,0.821180801,0.001
29.375,0.001,0.821180801,0.001
29.41666667,0.001,0.821180801,0.001
29.45833333,0.001,6.427863514,0.001
29.5,0.001,44.00396432,0.001
29.54166667,0.001,45.64632592,0.001
29.58333333,0.001,45.53305961,0.001
29.625,0.001,48.76114965,0.001
29.66666667,0.001,108.2542829,0.001
29.70833333,0.001,111.0009911,0.001
29.75,0.001,111.1142574,0.001
29.79166667,0.001,110.5196092,0.001
29.83333333,0.001,110.0948605,0.001
29.875,0.001,110.604559,0.001
29.91666667,0.001,105.5642078,0.001
29.95833333,0.001,6.880928784,0.001
30,0.001,1.359195809,0.001
30.04166667,0.001,1.359195809,0.001
30.08333333,0.001,1.359195809,0.001
30.125,0.001,1.359195809,0.001
30.16666667,0.001,1.359195809,0.001
30.20833333,0.001,1.359195809,0.001
30.25,0.001,6.569446411,0.001
30.29166667,0.001,43.74911511,0.001
30.33333333,0.001,45.36316013,0.001
30.375,0.001,45.30652697,0.001
30.41666667,0.001,44.91009486,0.001
30.45833333,0.001,45.22157723,0.001
30.5,0.001,45.24989381,0.001
30.54166667,0.001,44.9950446,0.001
30.58333333,0.001,45.24989381,0.001
30.625,0.001,47.96828543,0.001
30.66666667,0.001,101.2884044,0.001
30.70833333,0.001,104.0634291,0.001
30.75,0.001,103.7519468,0.001
30.79166667,0.001,103.6953136,0.001
30.83333333,0.001,103.6386804,0.001
30.875,0.001,103.666997,0.001
30.91666667,0.001,101.8547359,0.001
30.95833333,0.001,47.65680306,0.001
31,0.001,43.74911511,0.001
31.04166667,0.001,4.049270848,0.001
31.08333333,0.001,0.849497381,0.001
31.125,0.001,0.849497381,0.001
