$NML Br1 inflow year 2006 YC 03/22/2023,
",,,",
Jday,Inflow
92.04166667,56.94700373
92.08333333,56.94700373
92.125,56.94700373
92.16666667,56.94700373
92.20833333,56.94700373
92.25,56.94700373
92.29166667,56.94700373
92.33333333,56.94700373
92.375,56.94700373
92.41666667,56.94700373
92.45833333,56.94700373
92.5,56.94700373
92.54166667,56.94700373
92.58333333,56.94700373
92.625,56.94700373
92.66666667,56.94700373
92.70833333,56.94700373
92.75,56.94700373
92.79166667,56.94700373
92.83333333,56.94700373
92.875,56.94700373
92.91666667,56.94700373
92.95833333,56.94700373
93,92.96443556
93.04166667,92.96443556
93.08333333,92.96443556
93.125,92.96443556
93.16666667,92.96443556
93.20833333,92.96443556
93.25,92.96443556
93.29166667,92.96443556
93.33333333,92.96443556
93.375,92.96443556
93.41666667,92.96443556
93.45833333,92.96443556
93.5,92.96443556
93.54166667,92.96443556
93.58333333,92.96443556
93.625,92.96443556
93.66666667,92.96443556
93.70833333,92.96443556
93.75,92.96443556
93.79166667,92.96443556
93.83333333,92.96443556
93.875,92.96443556
93.91666667,92.96443556
93.95833333,92.96443556
94,134.8120957
94.04166667,134.8120957
94.08333333,134.8120957
94.125,134.8120957
94.16666667,134.8120957
94.20833333,134.8120957
94.25,134.8120957
94.29166667,134.8120957
94.33333333,134.8120957
94.375,134.8120957
94.41666667,134.8120957
94.45833333,134.8120957
94.5,134.8120957
94.54166667,134.8120957
94.58333333,134.8120957
94.625,134.8120957
94.66666667,134.8120957
94.70833333,134.8120957
94.75,134.8120957
94.79166667,134.8120957
94.83333333,134.8120957
94.875,134.8120957
94.91666667,134.8120957
94.95833333,134.8120957
95,88.34864257
95.04166667,88.34864257
95.08333333,88.34864257
95.125,88.34864257
95.16666667,88.34864257
95.20833333,88.34864257
95.25,88.34864257
95.29166667,88.34864257
95.33333333,88.34864257
95.375,88.34864257
95.41666667,88.34864257
95.45833333,88.34864257
95.5,88.34864257
95.54166667,88.34864257
95.58333333,88.34864257
95.625,88.34864257
95.66666667,88.34864257
95.70833333,88.34864257
95.75,88.34864257
95.79166667,88.34864257
95.83333333,88.34864257
95.875,88.34864257
95.91666667,88.34864257
95.95833333,88.34864257
96,68.49568204
96.04166667,68.49568204
96.08333333,68.49568204
96.125,68.49568204
96.16666667,68.49568204
96.20833333,68.49568204
96.25,68.49568204
96.29166667,68.49568204
96.33333333,68.49568204
96.375,68.49568204
96.41666667,68.49568204
96.45833333,68.49568204
96.5,68.49568204
96.54166667,68.49568204
96.58333333,68.49568204
96.625,68.49568204
96.66666667,68.49568204
96.70833333,68.49568204
96.75,68.49568204
96.79166667,68.49568204
96.83333333,68.49568204
96.875,68.49568204
96.91666667,68.49568204
96.95833333,68.49568204
97,67.39322664
97.04166667,67.39322664
97.08333333,67.39322664
97.125,67.39322664
97.16666667,67.39322664
97.20833333,67.39322664
97.25,67.39322664
97.29166667,67.39322664
97.33333333,67.39322664
97.375,67.39322664
97.41666667,67.39322664
97.45833333,67.39322664
97.5,67.39322664
97.54166667,67.39322664
97.58333333,67.39322664
97.625,67.39322664
97.66666667,67.39322664
97.70833333,67.39322664
97.75,67.39322664
97.79166667,67.39322664
97.83333333,67.39322664
97.875,67.39322664
97.91666667,67.39322664
97.95833333,67.39322664
98,68.83000901
98.04166667,68.83000901
98.08333333,68.83000901
98.125,68.83000901
98.16666667,68.83000901
98.20833333,68.83000901
98.25,68.83000901
98.29166667,68.83000901
98.33333333,68.83000901
98.375,68.83000901
98.41666667,68.83000901
98.45833333,68.83000901
98.5,68.83000901
98.54166667,68.83000901
98.58333333,68.83000901
98.625,68.83000901
98.66666667,68.83000901
98.70833333,68.83000901
98.75,68.83000901
98.79166667,68.83000901
98.83333333,68.83000901
98.875,68.83000901
98.91666667,68.83000901
98.95833333,68.83000901
99,71.78702443
99.04166667,71.78702443
99.08333333,71.78702443
99.125,71.78702443
99.16666667,71.78702443
99.20833333,71.78702443
99.25,71.78702443
99.29166667,71.78702443
99.33333333,71.78702443
99.375,71.78702443
99.41666667,71.78702443
99.45833333,71.78702443
99.5,71.78702443
99.54166667,71.78702443
99.58333333,71.78702443
99.625,71.78702443
99.66666667,71.78702443
99.70833333,71.78702443
99.75,71.78702443
99.79166667,71.78702443
99.83333333,71.78702443
99.875,71.78702443
99.91666667,71.78702443
99.95833333,71.78702443
100,68.85509663
100.0416667,68.85509663
100.0833333,68.85509663
100.125,68.85509663
100.1666667,68.85509663
100.2083333,68.85509663
100.25,68.85509663
100.2916667,68.85509663
100.3333333,68.85509663
100.375,68.85509663
100.4166667,68.85509663
100.4583333,68.85509663
100.5,68.85509663
100.5416667,68.85509663
100.5833333,68.85509663
100.625,68.85509663
100.6666667,68.85509663
100.7083333,68.85509663
100.75,68.85509663
100.7916667,68.85509663
100.8333333,68.85509663
100.875,68.85509663
100.9166667,68.85509663
100.9583333,68.85509663
101,70.43987948
101.0416667,70.43987948
101.0833333,70.43987948
101.125,70.43987948
101.1666667,70.43987948
101.2083333,70.43987948
101.25,70.43987948
101.2916667,70.43987948
101.3333333,70.43987948
101.375,70.43987948
101.4166667,70.43987948
101.4583333,70.43987948
101.5,70.43987948
101.5416667,70.43987948
101.5833333,70.43987948
101.625,70.43987948
101.6666667,70.43987948
101.7083333,70.43987948
101.75,70.43987948
101.7916667,70.43987948
101.8333333,70.43987948
101.875,70.43987948
101.9166667,70.43987948
101.9583333,70.43987948
102,72.5483028
102.0416667,72.5483028
102.0833333,72.5483028
102.125,72.5483028
102.1666667,72.5483028
102.2083333,72.5483028
102.25,72.5483028
102.2916667,72.5483028
102.3333333,72.5483028
102.375,72.5483028
102.4166667,72.5483028
102.4583333,72.5483028
102.5,72.5483028
102.5416667,72.5483028
102.5833333,72.5483028
102.625,72.5483028
102.6666667,72.5483028
102.7083333,72.5483028
102.75,72.5483028
102.7916667,72.5483028
102.8333333,72.5483028
102.875,72.5483028
102.9166667,72.5483028
102.9583333,72.5483028
103,76.44811445
103.0416667,76.44811445
103.0833333,76.44811445
103.125,76.44811445
103.1666667,76.44811445
103.2083333,76.44811445
103.25,76.44811445
103.2916667,76.44811445
103.3333333,76.44811445
103.375,76.44811445
103.4166667,76.44811445
103.4583333,76.44811445
103.5,76.44811445
103.5416667,76.44811445
103.5833333,76.44811445
103.625,76.44811445
103.6666667,76.44811445
103.7083333,76.44811445
103.75,76.44811445
103.7916667,76.44811445
103.8333333,76.44811445
103.875,76.44811445
103.9166667,76.44811445
103.9583333,76.44811445
104,76.15663988
104.0416667,76.15663988
104.0833333,76.15663988
104.125,76.15663988
104.1666667,76.15663988
104.2083333,76.15663988
104.25,76.15663988
104.2916667,76.15663988
104.3333333,76.15663988
104.375,76.15663988
104.4166667,76.15663988
104.4583333,76.15663988
104.5,76.15663988
104.5416667,76.15663988
104.5833333,76.15663988
104.625,76.15663988
104.6666667,76.15663988
104.7083333,76.15663988
104.75,76.15663988
104.7916667,76.15663988
104.8333333,76.15663988
104.875,76.15663988
104.9166667,76.15663988
104.9583333,76.15663988
105,84.95573288
105.0416667,84.95573288
105.0833333,84.95573288
105.125,84.95573288
105.1666667,84.95573288
105.2083333,84.95573288
105.25,84.95573288
105.2916667,84.95573288
105.3333333,84.95573288
105.375,84.95573288
105.4166667,84.95573288
105.4583333,84.95573288
105.5,84.95573288
105.5416667,84.95573288
105.5833333,84.95573288
105.625,84.95573288
105.6666667,84.95573288
105.7083333,84.95573288
105.75,84.95573288
105.7916667,84.95573288
105.8333333,84.95573288
105.875,84.95573288
105.9166667,84.95573288
105.9583333,84.95573288
106,83.76320759
106.0416667,83.76320759
106.0833333,83.76320759
106.125,83.76320759
106.1666667,83.76320759
106.2083333,83.76320759
106.25,83.76320759
106.2916667,83.76320759
106.3333333,83.76320759
106.375,83.76320759
106.4166667,83.76320759
106.4583333,83.76320759
106.5,83.76320759
106.5416667,83.76320759
106.5833333,83.76320759
106.625,83.76320759
106.6666667,83.76320759
106.7083333,83.76320759
106.75,83.76320759
106.7916667,83.76320759
106.8333333,83.76320759
106.875,83.76320759
106.9166667,83.76320759
106.9583333,83.76320759
107,78.36773739
107.0416667,78.36773739
107.0833333,78.36773739
107.125,78.36773739
107.1666667,78.36773739
107.2083333,78.36773739
107.25,78.36773739
107.2916667,78.36773739
107.3333333,78.36773739
107.375,78.36773739
107.4166667,78.36773739
107.4583333,78.36773739
107.5,78.36773739
107.5416667,78.36773739
107.5833333,78.36773739
107.625,78.36773739
107.6666667,78.36773739
107.7083333,78.36773739
107.75,78.36773739
107.7916667,78.36773739
107.8333333,78.36773739
107.875,78.36773739
107.9166667,78.36773739
107.9583333,78.36773739
108,79.69164559
108.0416667,79.69164559
108.0833333,79.69164559
108.125,79.69164559
108.1666667,79.69164559
108.2083333,79.69164559
108.25,79.69164559
108.2916667,79.69164559
108.3333333,79.69164559
108.375,79.69164559
108.4166667,79.69164559
108.4583333,79.69164559
108.5,79.69164559
108.5416667,79.69164559
108.5833333,79.69164559
108.625,79.69164559
108.6666667,79.69164559
108.7083333,79.69164559
108.75,79.69164559
108.7916667,79.69164559
108.8333333,79.69164559
108.875,79.69164559
108.9166667,79.69164559
108.9583333,79.69164559
109,76.63018575
109.0416667,76.63018575
109.0833333,76.63018575
109.125,76.63018575
109.1666667,76.63018575
109.2083333,76.63018575
109.25,76.63018575
109.2916667,76.63018575
109.3333333,76.63018575
109.375,76.63018575
109.4166667,76.63018575
109.4583333,76.63018575
109.5,76.63018575
109.5416667,76.63018575
109.5833333,76.63018575
109.625,76.63018575
109.6666667,76.63018575
109.7083333,76.63018575
109.75,76.63018575
109.7916667,76.63018575
109.8333333,76.63018575
109.875,76.63018575
109.9166667,76.63018575
109.9583333,76.63018575
110,77.21695761
110.0416667,77.21695761
110.0833333,77.21695761
110.125,77.21695761
110.1666667,77.21695761
110.2083333,77.21695761
110.25,77.21695761
110.2916667,77.21695761
110.3333333,77.21695761
110.375,77.21695761
110.4166667,77.21695761
110.4583333,77.21695761
110.5,77.21695761
110.5416667,77.21695761
110.5833333,77.21695761
110.625,77.21695761
110.6666667,77.21695761
110.7083333,77.21695761
110.75,77.21695761
110.7916667,77.21695761
110.8333333,77.21695761
110.875,77.21695761
110.9166667,77.21695761
110.9583333,77.21695761
111,83.06876236
111.0416667,83.06876236
111.0833333,83.06876236
111.125,83.06876236
111.1666667,83.06876236
111.2083333,83.06876236
111.25,83.06876236
111.2916667,83.06876236
111.3333333,83.06876236
111.375,83.06876236
111.4166667,83.06876236
111.4583333,83.06876236
111.5,83.06876236
111.5416667,83.06876236
111.5833333,83.06876236
111.625,83.06876236
111.6666667,83.06876236
111.7083333,83.06876236
111.75,83.06876236
111.7916667,83.06876236
111.8333333,83.06876236
111.875,83.06876236
111.9166667,83.06876236
111.9583333,83.06876236
112,82.03688217
112.0416667,82.03688217
112.0833333,82.03688217
112.125,82.03688217
112.1666667,82.03688217
112.2083333,82.03688217
112.25,82.03688217
112.2916667,82.03688217
112.3333333,82.03688217
112.375,82.03688217
112.4166667,82.03688217
112.4583333,82.03688217
112.5,82.03688217
112.5416667,82.03688217
112.5833333,82.03688217
112.625,82.03688217
112.6666667,82.03688217
112.7083333,82.03688217
112.75,82.03688217
112.7916667,82.03688217
112.8333333,82.03688217
112.875,82.03688217
112.9166667,82.03688217
112.9583333,82.03688217
113,78.67138378
113.0416667,78.67138378
113.0833333,78.67138378
113.125,78.67138378
113.1666667,78.67138378
113.2083333,78.67138378
113.25,78.67138378
113.2916667,78.67138378
113.3333333,78.67138378
113.375,78.67138378
113.4166667,78.67138378
113.4583333,78.67138378
113.5,78.67138378
113.5416667,78.67138378
113.5833333,78.67138378
113.625,78.67138378
113.6666667,78.67138378
113.7083333,78.67138378
113.75,78.67138378
113.7916667,78.67138378
113.8333333,78.67138378
113.875,78.67138378
113.9166667,78.67138378
113.9583333,78.67138378
114,77.34747557
114.0416667,77.34747557
114.0833333,77.34747557
114.125,77.34747557
114.1666667,77.34747557
114.2083333,77.34747557
114.25,77.34747557
114.2916667,77.34747557
114.3333333,77.34747557
114.375,77.34747557
114.4166667,77.34747557
114.4583333,77.34747557
114.5,77.34747557
114.5416667,77.34747557
114.5833333,77.34747557
114.625,77.34747557
114.6666667,77.34747557
114.7083333,77.34747557
114.75,77.34747557
114.7916667,77.34747557
114.8333333,77.34747557
114.875,77.34747557
114.9166667,77.34747557
114.9583333,77.34747557
115,79.69775166
115.0416667,79.69775166
115.0833333,79.69775166
115.125,79.69775166
115.1666667,79.69775166
115.2083333,79.69775166
115.25,79.69775166
115.2916667,79.69775166
115.3333333,79.69775166
115.375,79.69775166
115.4166667,79.69775166
115.4583333,79.69775166
115.5,79.69775166
115.5416667,79.69775166
115.5833333,79.69775166
115.625,79.69775166
115.6666667,79.69775166
115.7083333,79.69775166
115.75,79.69775166
115.7916667,79.69775166
115.8333333,79.69775166
115.875,79.69775166
115.9166667,79.69775166
115.9583333,79.69775166
116,83.47082774
116.0416667,83.47082774
116.0833333,83.47082774
116.125,83.47082774
116.1666667,83.47082774
116.2083333,83.47082774
116.25,83.47082774
116.2916667,83.47082774
116.3333333,83.47082774
116.375,83.47082774
116.4166667,83.47082774
116.4583333,83.47082774
116.5,83.47082774
116.5416667,83.47082774
116.5833333,83.47082774
116.625,83.47082774
116.6666667,83.47082774
116.7083333,83.47082774
116.75,83.47082774
116.7916667,83.47082774
116.8333333,83.47082774
116.875,83.47082774
116.9166667,83.47082774
116.9583333,83.47082774
117,98.07714318
117.0416667,98.07714318
117.0833333,98.07714318
117.125,98.07714318
117.1666667,98.07714318
117.2083333,98.07714318
117.25,98.07714318
117.2916667,98.07714318
117.3333333,98.07714318
117.375,98.07714318
117.4166667,98.07714318
117.4583333,98.07714318
117.5,98.07714318
117.5416667,98.07714318
117.5833333,98.07714318
117.625,98.07714318
117.6666667,98.07714318
117.7083333,98.07714318
117.75,98.07714318
117.7916667,98.07714318
117.8333333,98.07714318
117.875,98.07714318
117.9166667,98.07714318
117.9583333,98.07714318
118,111.2834226
118.0416667,111.2834226
118.0833333,111.2834226
118.125,111.2834226
118.1666667,111.2834226
118.2083333,111.2834226
118.25,111.2834226
118.2916667,111.2834226
118.3333333,111.2834226
118.375,111.2834226
118.4166667,111.2834226
118.4583333,111.2834226
118.5,111.2834226
118.5416667,111.2834226
118.5833333,111.2834226
118.625,111.2834226
118.6666667,111.2834226
118.7083333,111.2834226
118.75,111.2834226
118.7916667,111.2834226
118.8333333,111.2834226
118.875,111.2834226
118.9166667,111.2834226
118.9583333,111.2834226
119,123.0335056
119.0416667,123.0335056
119.0833333,123.0335056
119.125,123.0335056
119.1666667,123.0335056
119.2083333,123.0335056
119.25,123.0335056
119.2916667,123.0335056
119.3333333,123.0335056
119.375,123.0335056
119.4166667,123.0335056
119.4583333,123.0335056
119.5,123.0335056
119.5416667,123.0335056
119.5833333,123.0335056
119.625,123.0335056
119.6666667,123.0335056
119.7083333,123.0335056
119.75,123.0335056
119.7916667,123.0335056
119.8333333,123.0335056
119.875,123.0335056
119.9166667,123.0335056
119.9583333,123.0335056
120,122.4300758
120.0416667,122.4300758
120.0833333,122.4300758
120.125,122.4300758
120.1666667,122.4300758
120.2083333,122.4300758
120.25,122.4300758
120.2916667,122.4300758
120.3333333,122.4300758
120.375,122.4300758
120.4166667,122.4300758
120.4583333,122.4300758
120.5,122.4300758
120.5416667,122.4300758
120.5833333,122.4300758
120.625,122.4300758
120.6666667,122.4300758
120.7083333,122.4300758
120.75,122.4300758
120.7916667,122.4300758
120.8333333,122.4300758
120.875,122.4300758
120.9166667,122.4300758
120.9583333,122.4300758
121,115.7872577
121.0416667,115.7872577
121.0833333,115.7872577
121.125,115.7872577
121.1666667,115.7872577
121.2083333,115.7872577
121.25,115.7872577
121.2916667,115.7872577
121.3333333,115.7872577
121.375,115.7872577
121.4166667,115.7872577
121.4583333,115.7872577
121.5,115.7872577
121.5416667,115.7872577
121.5833333,115.7872577
121.625,115.7872577
121.6666667,115.7872577
121.7083333,115.7872577
121.75,115.7872577
121.7916667,115.7872577
121.8333333,115.7872577
121.875,115.7872577
121.9166667,115.7872577
121.9583333,115.7872577
122,106.925979
122.0416667,106.925979
122.0833333,106.925979
122.125,106.925979
122.1666667,106.925979
122.2083333,106.925979
122.25,106.925979
122.2916667,106.925979
122.3333333,106.925979
122.375,106.925979
122.4166667,106.925979
122.4583333,106.925979
122.5,106.925979
122.5416667,106.925979
122.5833333,106.925979
122.625,106.925979
122.6666667,106.925979
122.7083333,106.925979
122.75,106.925979
122.7916667,106.925979
122.8333333,106.925979
122.875,106.925979
122.9166667,106.925979
122.9583333,106.925979
123,100.0537914
123.0416667,100.0537914
123.0833333,100.0537914
123.125,100.0537914
123.1666667,100.0537914
123.2083333,100.0537914
123.25,100.0537914
123.2916667,100.0537914
123.3333333,100.0537914
123.375,100.0537914
123.4166667,100.0537914
123.4583333,100.0537914
123.5,100.0537914
123.5416667,100.0537914
123.5833333,100.0537914
123.625,100.0537914
123.6666667,100.0537914
123.7083333,100.0537914
123.75,100.0537914
123.7916667,100.0537914
123.8333333,100.0537914
123.875,100.0537914
123.9166667,100.0537914
123.9583333,100.0537914
124,94.38626068
124.0416667,94.38626068
124.0833333,94.38626068
124.125,94.38626068
124.1666667,94.38626068
124.2083333,94.38626068
124.25,94.38626068
124.2916667,94.38626068
124.3333333,94.38626068
124.375,94.38626068
124.4166667,94.38626068
124.4583333,94.38626068
124.5,94.38626068
124.5416667,94.38626068
124.5833333,94.38626068
124.625,94.38626068
124.6666667,94.38626068
124.7083333,94.38626068
124.75,94.38626068
124.7916667,94.38626068
124.8333333,94.38626068
124.875,94.38626068
124.9166667,94.38626068
124.9583333,94.38626068
125,91.32897539
125.0416667,91.32897539
125.0833333,91.32897539
125.125,91.32897539
125.1666667,91.32897539
125.2083333,91.32897539
125.25,91.32897539
125.2916667,91.32897539
125.3333333,91.32897539
125.375,91.32897539
125.4166667,91.32897539
125.4583333,91.32897539
125.5,91.32897539
125.5416667,91.32897539
125.5833333,91.32897539
125.625,91.32897539
125.6666667,91.32897539
125.7083333,91.32897539
125.75,91.32897539
125.7916667,91.32897539
125.8333333,91.32897539
125.875,91.32897539
125.9166667,91.32897539
125.9583333,91.32897539
126,89.15738036
126.0416667,89.15738036
126.0833333,89.15738036
126.125,89.15738036
126.1666667,89.15738036
126.2083333,89.15738036
126.25,89.15738036
126.2916667,89.15738036
126.3333333,89.15738036
126.375,89.15738036
126.4166667,89.15738036
126.4583333,89.15738036
126.5,89.15738036
126.5416667,89.15738036
126.5833333,89.15738036
126.625,89.15738036
126.6666667,89.15738036
126.7083333,89.15738036
126.75,89.15738036
126.7916667,89.15738036
126.8333333,89.15738036
126.875,89.15738036
126.9166667,89.15738036
126.9583333,89.15738036
127,90.43812466
127.0416667,90.43812466
127.0833333,90.43812466
127.125,90.43812466
127.1666667,90.43812466
127.2083333,90.43812466
127.25,90.43812466
127.2916667,90.43812466
127.3333333,90.43812466
127.375,90.43812466
127.4166667,90.43812466
127.4583333,90.43812466
127.5,90.43812466
127.5416667,90.43812466
127.5833333,90.43812466
127.625,90.43812466
127.6666667,90.43812466
127.7083333,90.43812466
127.75,90.43812466
127.7916667,90.43812466
127.8333333,90.43812466
127.875,90.43812466
127.9166667,90.43812466
127.9583333,90.43812466
128,105.9175371
128.0416667,105.9175371
128.0833333,105.9175371
128.125,105.9175371
128.1666667,105.9175371
128.2083333,105.9175371
128.25,105.9175371
128.2916667,105.9175371
128.3333333,105.9175371
128.375,105.9175371
128.4166667,105.9175371
128.4583333,105.9175371
128.5,105.9175371
128.5416667,105.9175371
128.5833333,105.9175371
128.625,105.9175371
128.6666667,105.9175371
128.7083333,105.9175371
128.75,105.9175371
128.7916667,105.9175371
128.8333333,105.9175371
128.875,105.9175371
128.9166667,105.9175371
128.9583333,105.9175371
129,124.8155004
129.0416667,124.8155004
129.0833333,124.8155004
129.125,124.8155004
129.1666667,124.8155004
129.2083333,124.8155004
129.25,124.8155004
129.2916667,124.8155004
129.3333333,124.8155004
129.375,124.8155004
129.4166667,124.8155004
129.4583333,124.8155004
129.5,124.8155004
129.5416667,124.8155004
129.5833333,124.8155004
129.625,124.8155004
129.6666667,124.8155004
129.7083333,124.8155004
129.75,124.8155004
129.7916667,124.8155004
129.8333333,124.8155004
129.875,124.8155004
129.9166667,124.8155004
129.9583333,124.8155004
130,126.7625346
130.0416667,126.7625346
130.0833333,126.7625346
130.125,126.7625346
130.1666667,126.7625346
130.2083333,126.7625346
130.25,126.7625346
130.2916667,126.7625346
130.3333333,126.7625346
130.375,126.7625346
130.4166667,126.7625346
130.4583333,126.7625346
130.5,126.7625346
130.5416667,126.7625346
130.5833333,126.7625346
130.625,126.7625346
130.6666667,126.7625346
130.7083333,126.7625346
130.75,126.7625346
130.7916667,126.7625346
130.8333333,126.7625346
130.875,126.7625346
130.9166667,126.7625346
130.9583333,126.7625346
131,133.5298452
131.0416667,133.5298452
131.0833333,133.5298452
131.125,133.5298452
131.1666667,133.5298452
131.2083333,133.5298452
131.25,133.5298452
131.2916667,133.5298452
131.3333333,133.5298452
131.375,133.5298452
131.4166667,133.5298452
131.4583333,133.5298452
131.5,133.5298452
131.5416667,133.5298452
131.5833333,133.5298452
131.625,133.5298452
131.6666667,133.5298452
131.7083333,133.5298452
131.75,133.5298452
131.7916667,133.5298452
131.8333333,133.5298452
131.875,133.5298452
131.9166667,133.5298452
131.9583333,133.5298452
132,140.2856181
132.0416667,140.2856181
132.0833333,140.2856181
132.125,140.2856181
132.1666667,140.2856181
132.2083333,140.2856181
132.25,140.2856181
132.2916667,140.2856181
132.3333333,140.2856181
132.375,140.2856181
132.4166667,140.2856181
132.4583333,140.2856181
132.5,140.2856181
132.5416667,140.2856181
132.5833333,140.2856181
132.625,140.2856181
132.6666667,140.2856181
132.7083333,140.2856181
132.75,140.2856181
132.7916667,140.2856181
132.8333333,140.2856181
132.875,140.2856181
132.9166667,140.2856181
132.9583333,140.2856181
133,142.3681292
133.0416667,142.3681292
133.0833333,142.3681292
133.125,142.3681292
133.1666667,142.3681292
133.2083333,142.3681292
133.25,142.3681292
133.2916667,142.3681292
133.3333333,142.3681292
133.375,142.3681292
133.4166667,142.3681292
133.4583333,142.3681292
133.5,142.3681292
133.5416667,142.3681292
133.5833333,142.3681292
133.625,142.3681292
133.6666667,142.3681292
133.7083333,142.3681292
133.75,142.3681292
133.7916667,142.3681292
133.8333333,142.3681292
133.875,142.3681292
133.9166667,142.3681292
133.9583333,142.3681292
134,144.9701062
134.0416667,144.9701062
134.0833333,144.9701062
134.125,144.9701062
134.1666667,144.9701062
134.2083333,144.9701062
134.25,144.9701062
134.2916667,144.9701062
134.3333333,144.9701062
134.375,144.9701062
134.4166667,144.9701062
134.4583333,144.9701062
134.5,144.9701062
134.5416667,144.9701062
134.5833333,144.9701062
134.625,144.9701062
134.6666667,144.9701062
134.7083333,144.9701062
134.75,144.9701062
134.7916667,144.9701062
134.8333333,144.9701062
134.875,144.9701062
134.9166667,144.9701062
134.9583333,144.9701062
135,147.906762
135.0416667,147.906762
135.0833333,147.906762
135.125,147.906762
135.1666667,147.906762
135.2083333,147.906762
135.25,147.906762
135.2916667,147.906762
135.3333333,147.906762
135.375,147.906762
135.4166667,147.906762
135.4583333,147.906762
135.5,147.906762
135.5416667,147.906762
135.5833333,147.906762
135.625,147.906762
135.6666667,147.906762
135.7083333,147.906762
135.75,147.906762
135.7916667,147.906762
135.8333333,147.906762
135.875,147.906762
135.9166667,147.906762
135.9583333,147.906762
136,153.3446118
136.0416667,153.3446118
136.0833333,153.3446118
136.125,153.3446118
136.1666667,153.3446118
136.2083333,153.3446118
136.25,153.3446118
136.2916667,153.3446118
136.3333333,153.3446118
136.375,153.3446118
136.4166667,153.3446118
136.4583333,153.3446118
136.5,153.3446118
136.5416667,153.3446118
136.5833333,153.3446118
136.625,153.3446118
136.6666667,153.3446118
136.7083333,153.3446118
136.75,153.3446118
136.7916667,153.3446118
136.8333333,153.3446118
136.875,153.3446118
136.9166667,153.3446118
136.9583333,153.3446118
137,161.5454355
137.0416667,161.5454355
137.0833333,161.5454355
137.125,161.5454355
137.1666667,161.5454355
137.2083333,161.5454355
137.25,161.5454355
137.2916667,161.5454355
137.3333333,161.5454355
137.375,161.5454355
137.4166667,161.5454355
137.4583333,161.5454355
137.5,161.5454355
137.5416667,161.5454355
137.5833333,161.5454355
137.625,161.5454355
137.6666667,161.5454355
137.7083333,161.5454355
137.75,161.5454355
137.7916667,161.5454355
137.8333333,161.5454355
137.875,161.5454355
137.9166667,161.5454355
137.9583333,161.5454355
138,172.2710821
138.0416667,172.2710821
138.0833333,172.2710821
138.125,172.2710821
138.1666667,172.2710821
138.2083333,172.2710821
138.25,172.2710821
138.2916667,172.2710821
138.3333333,172.2710821
138.375,172.2710821
138.4166667,172.2710821
138.4583333,172.2710821
138.5,172.2710821
138.5416667,172.2710821
138.5833333,172.2710821
138.625,172.2710821
138.6666667,172.2710821
138.7083333,172.2710821
138.75,172.2710821
138.7916667,172.2710821
138.8333333,172.2710821
138.875,172.2710821
138.9166667,172.2710821
138.9583333,172.2710821
139,169.2459764
139.0416667,169.2459764
139.0833333,169.2459764
139.125,169.2459764
139.1666667,169.2459764
139.2083333,169.2459764
139.25,169.2459764
139.2916667,169.2459764
139.3333333,169.2459764
139.375,169.2459764
139.4166667,169.2459764
139.4583333,169.2459764
139.5,169.2459764
139.5416667,169.2459764
139.5833333,169.2459764
139.625,169.2459764
139.6666667,169.2459764
139.7083333,169.2459764
139.75,169.2459764
139.7916667,169.2459764
139.8333333,169.2459764
139.875,169.2459764
139.9166667,169.2459764
139.9583333,169.2459764
140,158.6179645
140.0416667,158.6179645
140.0833333,158.6179645
140.125,158.6179645
140.1666667,158.6179645
140.2083333,158.6179645
140.25,158.6179645
140.2916667,158.6179645
140.3333333,158.6179645
140.375,158.6179645
140.4166667,158.6179645
140.4583333,158.6179645
140.5,158.6179645
140.5416667,158.6179645
140.5833333,158.6179645
140.625,158.6179645
140.6666667,158.6179645
140.7083333,158.6179645
140.75,158.6179645
140.7916667,158.6179645
140.8333333,158.6179645
140.875,158.6179645
140.9166667,158.6179645
140.9583333,158.6179645
141,157.7565262
141.0416667,157.7565262
141.0833333,157.7565262
141.125,157.7565262
141.1666667,157.7565262
141.2083333,157.7565262
141.25,157.7565262
141.2916667,157.7565262
141.3333333,157.7565262
141.375,157.7565262
141.4166667,157.7565262
141.4583333,157.7565262
141.5,157.7565262
141.5416667,157.7565262
141.5833333,157.7565262
141.625,157.7565262
141.6666667,157.7565262
141.7083333,157.7565262
141.75,157.7565262
141.7916667,157.7565262
141.8333333,157.7565262
141.875,157.7565262
141.9166667,157.7565262
141.9583333,157.7565262
142,164.2932395
142.0416667,164.2932395
142.0833333,164.2932395
142.125,164.2932395
142.1666667,164.2932395
142.2083333,164.2932395
142.25,164.2932395
142.2916667,164.2932395
142.3333333,164.2932395
142.375,164.2932395
142.4166667,164.2932395
142.4583333,164.2932395
142.5,164.2932395
142.5416667,164.2932395
142.5833333,164.2932395
142.625,164.2932395
142.6666667,164.2932395
142.7083333,164.2932395
142.75,164.2932395
142.7916667,164.2932395
142.8333333,164.2932395
142.875,164.2932395
142.9166667,164.2932395
142.9583333,164.2932395
143,135.4502525
143.0416667,135.4502525
143.0833333,135.4502525
143.125,135.4502525
143.1666667,135.4502525
143.2083333,135.4502525
143.25,135.4502525
143.2916667,135.4502525
143.3333333,135.4502525
143.375,135.4502525
143.4166667,135.4502525
143.4583333,135.4502525
143.5,135.4502525
143.5416667,135.4502525
143.5833333,135.4502525
143.625,135.4502525
143.6666667,135.4502525
143.7083333,135.4502525
143.75,135.4502525
143.7916667,135.4502525
143.8333333,135.4502525
143.875,135.4502525
