$NML Br1 inflow year 2006 YC 03/22/2023,
",,,",
Jday,Inflow
5.875,50.78883675
5.916666667,50.78883675
5.958333333,50.78883675
6,54.39386424
6.041666667,54.39386424
6.083333333,54.39386424
6.125,54.39386424
6.166666667,54.39386424
6.208333333,54.39386424
6.25,54.39386424
6.291666667,54.39386424
6.333333333,54.39386424
6.375,54.39386424
6.416666667,54.39386424
6.458333333,54.39386424
6.5,54.39386424
6.541666667,54.39386424
6.583333333,54.39386424
6.625,54.39386424
6.666666667,54.39386424
6.708333333,54.39386424
6.75,54.39386424
6.791666667,54.39386424
6.833333333,54.39386424
6.875,54.39386424
6.916666667,54.39386424
6.958333333,54.39386424
7,46.08411003
7.041666667,46.08411003
7.083333333,46.08411003
7.125,46.08411003
7.166666667,46.08411003
7.208333333,46.08411003
7.25,46.08411003
7.291666667,46.08411003
7.333333333,46.08411003
7.375,46.08411003
7.416666667,46.08411003
7.458333333,46.08411003
7.5,46.08411003
7.541666667,46.08411003
7.583333333,46.08411003
7.625,46.08411003
7.666666667,46.08411003
7.708333333,46.08411003
7.75,46.08411003
7.791666667,46.08411003
7.833333333,46.08411003
7.875,46.08411003
7.916666667,46.08411003
7.958333333,46.08411003
8,46.76370793
8.041666667,46.76370793
8.083333333,46.76370793
8.125,46.76370793
8.166666667,46.76370793
8.208333333,46.76370793
8.25,46.76370793
8.291666667,46.76370793
8.333333333,46.76370793
8.375,46.76370793
8.416666667,46.76370793
8.458333333,46.76370793
8.5,46.76370793
8.541666667,46.76370793
8.583333333,46.76370793
8.625,46.76370793
8.666666667,46.76370793
8.708333333,46.76370793
8.75,46.76370793
8.791666667,46.76370793
8.833333333,46.76370793
8.875,46.76370793
8.916666667,46.76370793
8.958333333,46.76370793
9,46.70707478
9.041666667,46.70707478
9.083333333,46.70707478
9.125,46.70707478
9.166666667,46.70707478
9.208333333,46.70707478
9.25,46.70707478
9.291666667,46.70707478
9.333333333,46.70707478
9.375,46.70707478
9.416666667,46.70707478
9.458333333,46.70707478
9.5,46.70707478
9.541666667,46.70707478
9.583333333,46.70707478
9.625,46.70707478
9.666666667,46.70707478
9.708333333,46.70707478
9.75,46.70707478
9.791666667,46.70707478
9.833333333,46.70707478
9.875,46.70707478
9.916666667,46.70707478
9.958333333,46.70707478
10,40.5493806
10.04166667,40.5493806
10.08333333,40.5493806
10.125,40.5493806
10.16666667,40.5493806
10.20833333,40.5493806
10.25,40.5493806
10.29166667,40.5493806
10.33333333,40.5493806
10.375,40.5493806
10.41666667,40.5493806
10.45833333,40.5493806
10.5,40.5493806
10.54166667,40.5493806
10.58333333,40.5493806
10.625,40.5493806
10.66666667,40.5493806
10.70833333,40.5493806
10.75,40.5493806
10.79166667,40.5493806
10.83333333,40.5493806
10.875,40.5493806
10.91666667,40.5493806
10.95833333,40.5493806
11,41.3705614
11.04166667,41.3705614
11.08333333,41.3705614
11.125,41.3705614
11.16666667,41.3705614
11.20833333,41.3705614
11.25,41.3705614
11.29166667,41.3705614
11.33333333,41.3705614
11.375,41.3705614
11.41666667,41.3705614
11.45833333,41.3705614
11.5,41.3705614
11.54166667,41.3705614
11.58333333,41.3705614
11.625,41.3705614
11.66666667,41.3705614
11.70833333,41.3705614
11.75,41.3705614
11.79166667,41.3705614
11.83333333,41.3705614
11.875,41.3705614
11.91666667,41.3705614
11.95833333,41.3705614
12,40.0256998
12.04166667,40.0256998
12.08333333,40.0256998
12.125,40.0256998
12.16666667,40.0256998
12.20833333,40.0256998
12.25,40.0256998
12.29166667,40.0256998
12.33333333,40.0256998
12.375,40.0256998
12.41666667,40.0256998
12.45833333,40.0256998
12.5,40.0256998
12.54166667,40.0256998
12.58333333,40.0256998
12.625,40.0256998
12.66666667,40.0256998
12.70833333,40.0256998
12.75,40.0256998
12.79166667,40.0256998
12.83333333,40.0256998
12.875,40.0256998
12.91666667,40.0256998
12.95833333,40.0256998
13,39.28462531
13.04166667,39.28462531
13.08333333,39.28462531
13.125,39.28462531
13.16666667,39.28462531
13.20833333,39.28462531
13.25,39.28462531
13.29166667,39.28462531
13.33333333,39.28462531
13.375,39.28462531
13.41666667,39.28462531
13.45833333,39.28462531
13.5,39.28462531
13.54166667,39.28462531
13.58333333,39.28462531
13.625,39.28462531
13.66666667,39.28462531
13.70833333,39.28462531
13.75,39.28462531
13.79166667,39.28462531
13.83333333,39.28462531
13.875,39.28462531
13.91666667,39.28462531
13.95833333,39.28462531
14,34.26774734
14.04166667,34.26774734
14.08333333,34.26774734
14.125,34.26774734
14.16666667,34.26774734
14.20833333,34.26774734
14.25,34.26774734
14.29166667,34.26774734
14.33333333,34.26774734
14.375,34.26774734
14.41666667,34.26774734
14.45833333,34.26774734
14.5,34.26774734
14.54166667,34.26774734
14.58333333,34.26774734
14.625,34.26774734
14.66666667,34.26774734
14.70833333,34.26774734
14.75,34.26774734
14.79166667,34.26774734
14.83333333,34.26774734
14.875,34.26774734
14.91666667,34.26774734
14.95833333,34.26774734
15,36.04519361
15.04166667,36.04519361
15.08333333,36.04519361
15.125,36.04519361
15.16666667,36.04519361
15.20833333,36.04519361
15.25,36.04519361
15.29166667,36.04519361
15.33333333,36.04519361
15.375,36.04519361
15.41666667,36.04519361
15.45833333,36.04519361
15.5,36.04519361
15.54166667,36.04519361
15.58333333,36.04519361
15.625,36.04519361
15.66666667,36.04519361
15.70833333,36.04519361
15.75,36.04519361
15.79166667,36.04519361
15.83333333,36.04519361
15.875,36.04519361
15.91666667,36.04519361
15.95833333,36.04519361
16,37.62442383
16.04166667,37.62442383
16.08333333,37.62442383
16.125,37.62442383
16.16666667,37.62442383
16.20833333,37.62442383
16.25,37.62442383
16.29166667,37.62442383
16.33333333,37.62442383
16.375,37.62442383
16.41666667,37.62442383
16.45833333,37.62442383
16.5,37.62442383
16.54166667,37.62442383
16.58333333,37.62442383
16.625,37.62442383
16.66666667,37.62442383
16.70833333,37.62442383
16.75,37.62442383
16.79166667,37.62442383
16.83333333,37.62442383
16.875,37.62442383
16.91666667,37.62442383
16.95833333,37.62442383
17,39.5782678
17.04166667,39.5782678
17.08333333,39.5782678
17.125,39.5782678
17.16666667,39.5782678
17.20833333,39.5782678
17.25,39.5782678
17.29166667,39.5782678
17.33333333,39.5782678
17.375,39.5782678
17.41666667,39.5782678
17.45833333,39.5782678
17.5,39.5782678
17.54166667,39.5782678
17.58333333,39.5782678
17.625,39.5782678
17.66666667,39.5782678
17.70833333,39.5782678
17.75,39.5782678
17.79166667,39.5782678
17.83333333,39.5782678
17.875,39.5782678
17.91666667,39.5782678
17.95833333,39.5782678
18,39.38005175
18.04166667,39.38005175
18.08333333,39.38005175
18.125,39.38005175
18.16666667,39.38005175
18.20833333,39.38005175
18.25,39.38005175
18.29166667,39.38005175
18.33333333,39.38005175
18.375,39.38005175
18.41666667,39.38005175
18.45833333,39.38005175
18.5,39.38005175
18.54166667,39.38005175
18.58333333,39.38005175
18.625,39.38005175
18.66666667,39.38005175
18.70833333,39.38005175
18.75,39.38005175
18.79166667,39.38005175
18.83333333,39.38005175
18.875,39.38005175
18.91666667,39.38005175
18.95833333,39.38005175
19,36.67233291
19.04166667,36.67233291
19.08333333,36.67233291
19.125,36.67233291
19.16666667,36.67233291
19.20833333,36.67233291
19.25,36.67233291
19.29166667,36.67233291
19.33333333,36.67233291
19.375,36.67233291
19.41666667,36.67233291
19.45833333,36.67233291
19.5,36.67233291
19.54166667,36.67233291
19.58333333,36.67233291
19.625,36.67233291
19.66666667,36.67233291
19.70833333,36.67233291
19.75,36.67233291
19.79166667,36.67233291
19.83333333,36.67233291
19.875,36.67233291
19.91666667,36.67233291
19.95833333,36.67233291
20,47.97064807
20.04166667,47.97064807
20.08333333,47.97064807
20.125,47.97064807
20.16666667,47.97064807
20.20833333,47.97064807
20.25,47.97064807
20.29166667,47.97064807
20.33333333,47.97064807
20.375,47.97064807
20.41666667,47.97064807
20.45833333,47.97064807
20.5,47.97064807
20.54166667,47.97064807
20.58333333,47.97064807
20.625,47.97064807
20.66666667,47.97064807
20.70833333,47.97064807
20.75,47.97064807
20.79166667,47.97064807
20.83333333,47.97064807
20.875,47.97064807
20.91666667,47.97064807
20.95833333,47.97064807
21,38.39314602
21.04166667,38.39314602
21.08333333,38.39314602
21.125,38.39314602
21.16666667,38.39314602
21.20833333,38.39314602
21.25,38.39314602
21.29166667,38.39314602
21.33333333,38.39314602
21.375,38.39314602
21.41666667,38.39314602
21.45833333,38.39314602
21.5,38.39314602
21.54166667,38.39314602
21.58333333,38.39314602
21.625,38.39314602
21.66666667,38.39314602
21.70833333,38.39314602
21.75,38.39314602
21.79166667,38.39314602
21.83333333,38.39314602
21.875,38.39314602
21.91666667,38.39314602
21.95833333,38.39314602
22,42.07430134
22.04166667,42.07430134
22.08333333,42.07430134
22.125,42.07430134
22.16666667,42.07430134
22.20833333,42.07430134
22.25,42.07430134
22.29166667,42.07430134
22.33333333,42.07430134
22.375,42.07430134
22.41666667,42.07430134
22.45833333,42.07430134
22.5,42.07430134
22.54166667,42.07430134
22.58333333,42.07430134
22.625,42.07430134
22.66666667,42.07430134
22.70833333,42.07430134
22.75,42.07430134
22.79166667,42.07430134
22.83333333,42.07430134
22.875,42.07430134
22.91666667,42.07430134
22.95833333,42.07430134
23,42.1657493
23.04166667,42.1657493
23.08333333,42.1657493
23.125,42.1657493
23.16666667,42.1657493
23.20833333,42.1657493
23.25,42.1657493
23.29166667,42.1657493
23.33333333,42.1657493
23.375,42.1657493
23.41666667,42.1657493
23.45833333,42.1657493
23.5,42.1657493
23.54166667,42.1657493
23.58333333,42.1657493
23.625,42.1657493
23.66666667,42.1657493
23.70833333,42.1657493
23.75,42.1657493
23.79166667,42.1657493
23.83333333,42.1657493
23.875,42.1657493
23.91666667,42.1657493
23.95833333,42.1657493
24,32.70974171
24.04166667,32.70974171
24.08333333,32.70974171
24.125,32.70974171
24.16666667,32.70974171
24.20833333,32.70974171
24.25,32.70974171
24.29166667,32.70974171
24.33333333,32.70974171
24.375,32.70974171
24.41666667,32.70974171
24.45833333,32.70974171
24.5,32.70974171
24.54166667,32.70974171
24.58333333,32.70974171
24.625,32.70974171
24.66666667,32.70974171
24.70833333,32.70974171
24.75,32.70974171
24.79166667,32.70974171
24.83333333,32.70974171
24.875,32.70974171
24.91666667,32.70974171
24.95833333,32.70974171
25,42.17173441
25.04166667,42.17173441
25.08333333,42.17173441
25.125,42.17173441
25.16666667,42.17173441
25.20833333,42.17173441
25.25,42.17173441
25.29166667,42.17173441
25.33333333,42.17173441
25.375,42.17173441
25.41666667,42.17173441
25.45833333,42.17173441
25.5,42.17173441
25.54166667,42.17173441
25.58333333,42.17173441
25.625,42.17173441
25.66666667,42.17173441
25.70833333,42.17173441
25.75,42.17173441
25.79166667,42.17173441
25.83333333,42.17173441
25.875,42.17173441
25.91666667,42.17173441
25.95833333,42.17173441
26,42.41591085
26.04166667,42.41591085
26.08333333,42.41591085
26.125,42.41591085
26.16666667,42.41591085
26.20833333,42.41591085
26.25,42.41591085
26.29166667,42.41591085
26.33333333,42.41591085
26.375,42.41591085
26.41666667,42.41591085
26.45833333,42.41591085
26.5,42.41591085
26.54166667,42.41591085
26.58333333,42.41591085
26.625,42.41591085
26.66666667,42.41591085
26.70833333,42.41591085
26.75,42.41591085
26.79166667,42.41591085
26.83333333,42.41591085
26.875,42.41591085
26.91666667,42.41591085
26.95833333,42.41591085
27,47.48461887
27.04166667,47.48461887
27.08333333,47.48461887
27.125,47.48461887
27.16666667,47.48461887
27.20833333,47.48461887
27.25,47.48461887
27.29166667,47.48461887
27.33333333,47.48461887
27.375,47.48461887
27.41666667,47.48461887
27.45833333,47.48461887
27.5,47.48461887
27.54166667,47.48461887
27.58333333,47.48461887
27.625,47.48461887
27.66666667,47.48461887
27.70833333,47.48461887
27.75,47.48461887
27.79166667,47.48461887
27.83333333,47.48461887
27.875,47.48461887
27.91666667,47.48461887
27.95833333,47.48461887
28,37.90479315
28.04166667,37.90479315
28.08333333,37.90479315
28.125,37.90479315
28.16666667,37.90479315
28.20833333,37.90479315
28.25,37.90479315
28.29166667,37.90479315
28.33333333,37.90479315
28.375,37.90479315
28.41666667,37.90479315
28.45833333,37.90479315
28.5,37.90479315
28.54166667,37.90479315
28.58333333,37.90479315
28.625,37.90479315
28.66666667,37.90479315
28.70833333,37.90479315
28.75,37.90479315
28.79166667,37.90479315
28.83333333,37.90479315
28.875,37.90479315
28.91666667,37.90479315
28.95833333,37.90479315
29,41.8036592
29.04166667,41.8036592
29.08333333,41.8036592
29.125,41.8036592
29.16666667,41.8036592
29.20833333,41.8036592
29.25,41.8036592
29.29166667,41.8036592
29.33333333,41.8036592
29.375,41.8036592
29.41666667,41.8036592
29.45833333,41.8036592
29.5,41.8036592
29.54166667,41.8036592
29.58333333,41.8036592
29.625,41.8036592
29.66666667,41.8036592
29.70833333,41.8036592
29.75,41.8036592
29.79166667,41.8036592
29.83333333,41.8036592
29.875,41.8036592
29.91666667,41.8036592
29.95833333,41.8036592
30,49.00906681
30.04166667,49.00906681
30.08333333,49.00906681
30.125,49.00906681
30.16666667,49.00906681
30.20833333,49.00906681
30.25,49.00906681
30.29166667,49.00906681
30.33333333,49.00906681
30.375,49.00906681
30.41666667,49.00906681
30.45833333,49.00906681
30.5,49.00906681
30.54166667,49.00906681
30.58333333,49.00906681
30.625,49.00906681
30.66666667,49.00906681
30.70833333,49.00906681
30.75,49.00906681
30.79166667,49.00906681
30.83333333,49.00906681
30.875,49.00906681
30.91666667,49.00906681
30.95833333,49.00906681
31,42.13231257
31.04166667,42.13231257
31.08333333,42.13231257
31.125,42.13231257
31.16666667,42.13231257
31.20833333,42.13231257
31.25,42.13231257
31.29166667,42.13231257
31.33333333,42.13231257
31.375,42.13231257
31.41666667,42.13231257
31.45833333,42.13231257
31.5,42.13231257
31.54166667,42.13231257
31.58333333,42.13231257
31.625,42.13231257
31.66666667,42.13231257
31.70833333,42.13231257
31.75,42.13231257
31.79166667,42.13231257
31.83333333,42.13231257
31.875,42.13231257
31.91666667,42.13231257
31.95833333,42.13231257
32,43.87726772
32.04166667,43.87726772
32.08333333,43.87726772
32.125,43.87726772
32.16666667,43.87726772
32.20833333,43.87726772
32.25,43.87726772
32.29166667,43.87726772
32.33333333,43.87726772
32.375,43.87726772
32.41666667,43.87726772
32.45833333,43.87726772
32.5,43.87726772
32.54166667,43.87726772
32.58333333,43.87726772
32.625,43.87726772
32.66666667,43.87726772
32.70833333,43.87726772
32.75,43.87726772
32.79166667,43.87726772
32.83333333,43.87726772
32.875,43.87726772
32.91666667,43.87726772
32.95833333,43.87726772
33,50.2545235
33.04166667,50.2545235
33.08333333,50.2545235
33.125,50.2545235
33.16666667,50.2545235
33.20833333,50.2545235
33.25,50.2545235
33.29166667,50.2545235
33.33333333,50.2545235
33.375,50.2545235
33.41666667,50.2545235
33.45833333,50.2545235
33.5,50.2545235
33.54166667,50.2545235
33.58333333,50.2545235
33.625,50.2545235
33.66666667,50.2545235
33.70833333,50.2545235
33.75,50.2545235
33.79166667,50.2545235
33.83333333,50.2545235
33.875,50.2545235
33.91666667,50.2545235
33.95833333,50.2545235
34,53.9635226
34.04166667,53.9635226
34.08333333,53.9635226
34.125,53.9635226
34.16666667,53.9635226
34.20833333,53.9635226
34.25,53.9635226
34.29166667,53.9635226
34.33333333,53.9635226
34.375,53.9635226
34.41666667,53.9635226
34.45833333,53.9635226
34.5,53.9635226
34.54166667,53.9635226
34.58333333,53.9635226
34.625,53.9635226
34.66666667,53.9635226
34.70833333,53.9635226
34.75,53.9635226
34.79166667,53.9635226
34.83333333,53.9635226
34.875,53.9635226
34.91666667,53.9635226
34.95833333,53.9635226
35,45.03226236
35.04166667,45.03226236
35.08333333,45.03226236
35.125,45.03226236
35.16666667,45.03226236
35.20833333,45.03226236
35.25,45.03226236
35.29166667,45.03226236
35.33333333,45.03226236
35.375,45.03226236
35.41666667,45.03226236
35.45833333,45.03226236
35.5,45.03226236
35.54166667,45.03226236
35.58333333,45.03226236
35.625,45.03226236
35.66666667,45.03226236
35.70833333,45.03226236
35.75,45.03226236
35.79166667,45.03226236
35.83333333,45.03226236
35.875,45.03226236
35.91666667,45.03226236
35.95833333,45.03226236
36,54.75284635
36.04166667,54.75284635
36.08333333,54.75284635
36.125,54.75284635
36.16666667,54.75284635
36.20833333,54.75284635
36.25,54.75284635
36.29166667,54.75284635
36.33333333,54.75284635
36.375,54.75284635
36.41666667,54.75284635
36.45833333,54.75284635
36.5,54.75284635
36.54166667,54.75284635
36.58333333,54.75284635
36.625,54.75284635
36.66666667,54.75284635
36.70833333,54.75284635
36.75,54.75284635
36.79166667,54.75284635
36.83333333,54.75284635
36.875,54.75284635
36.91666667,54.75284635
36.95833333,54.75284635
37,54.04213539
37.04166667,54.04213539
37.08333333,54.04213539
37.125,54.04213539
37.16666667,54.04213539
37.20833333,54.04213539
37.25,54.04213539
37.29166667,54.04213539
37.33333333,54.04213539
37.375,54.04213539
37.41666667,54.04213539
37.45833333,54.04213539
37.5,54.04213539
37.54166667,54.04213539
37.58333333,54.04213539
37.625,54.04213539
37.66666667,54.04213539
37.70833333,54.04213539
37.75,54.04213539
37.79166667,54.04213539
37.83333333,54.04213539
37.875,54.04213539
37.91666667,54.04213539
37.95833333,54.04213539
38,54.28071888
38.04166667,54.28071888
38.08333333,54.28071888
38.125,54.28071888
38.16666667,54.28071888
38.20833333,54.28071888
38.25,54.28071888
38.29166667,54.28071888
38.33333333,54.28071888
38.375,54.28071888
38.41666667,54.28071888
38.45833333,54.28071888
38.5,54.28071888
38.54166667,54.28071888
38.58333333,54.28071888
38.625,54.28071888
38.66666667,54.28071888
38.70833333,54.28071888
38.75,54.28071888
38.79166667,54.28071888
38.83333333,54.28071888
38.875,54.28071888
38.91666667,54.28071888
38.95833333,54.28071888
39,50.6311091
39.04166667,50.6311091
39.08333333,50.6311091
39.125,50.6311091
39.16666667,50.6311091
39.20833333,50.6311091
39.25,50.6311091
39.29166667,50.6311091
39.33333333,50.6311091
39.375,50.6311091
39.41666667,50.6311091
39.45833333,50.6311091
39.5,50.6311091
39.54166667,50.6311091
39.58333333,50.6311091
39.625,50.6311091
39.66666667,50.6311091
39.70833333,50.6311091
39.75,50.6311091
39.79166667,50.6311091
39.83333333,50.6311091
39.875,50.6311091
39.91666667,50.6311091
39.95833333,50.6311091
40,51.7879143
40.04166667,51.7879143
40.08333333,51.7879143
40.125,51.7879143
40.16666667,51.7879143
40.20833333,51.7879143
40.25,51.7879143
40.29166667,51.7879143
40.33333333,51.7879143
40.375,51.7879143
40.41666667,51.7879143
40.45833333,51.7879143
40.5,51.7879143
40.54166667,51.7879143
40.58333333,51.7879143
40.625,51.7879143
40.66666667,51.7879143
40.70833333,51.7879143
40.75,51.7879143
40.79166667,51.7879143
40.83333333,51.7879143
40.875,51.7879143
40.91666667,51.7879143
40.95833333,51.7879143
41,48.53150767
41.04166667,48.53150767
41.08333333,48.53150767
41.125,48.53150767
41.16666667,48.53150767
41.20833333,48.53150767
41.25,48.53150767
41.29166667,48.53150767
41.33333333,48.53150767
41.375,48.53150767
41.41666667,48.53150767
41.45833333,48.53150767
41.5,48.53150767
41.54166667,48.53150767
41.58333333,48.53150767
41.625,48.53150767
41.66666667,48.53150767
41.70833333,48.53150767
41.75,48.53150767
41.79166667,48.53150767
41.83333333,48.53150767
41.875,48.53150767
41.91666667,48.53150767
41.95833333,48.53150767
42,41.31727816
42.04166667,41.31727816
42.08333333,41.31727816
42.125,41.31727816
42.16666667,41.31727816
42.20833333,41.31727816
42.25,41.31727816
42.29166667,41.31727816
42.33333333,41.31727816
42.375,41.31727816
42.41666667,41.31727816
42.45833333,41.31727816
42.5,41.31727816
42.54166667,41.31727816
42.58333333,41.31727816
42.625,41.31727816
42.66666667,41.31727816
42.70833333,41.31727816
42.75,41.31727816
42.79166667,41.31727816
42.83333333,41.31727816
42.875,41.31727816
42.91666667,41.31727816
42.95833333,41.31727816
43,43.0097747
43.04166667,43.0097747
43.08333333,43.0097747
43.125,43.0097747
43.16666667,43.0097747
43.20833333,43.0097747
43.25,43.0097747
43.29166667,43.0097747
43.33333333,43.0097747
43.375,43.0097747
43.41666667,43.0097747
43.45833333,43.0097747
43.5,43.0097747
43.54166667,43.0097747
43.58333333,43.0097747
43.625,43.0097747
43.66666667,43.0097747
43.70833333,43.0097747
43.75,43.0097747
43.79166667,43.0097747
43.83333333,43.0097747
43.875,43.0097747
43.91666667,43.0097747
43.95833333,43.0097747
44,50.87760921
44.04166667,50.87760921
44.08333333,50.87760921
44.125,50.87760921
44.16666667,50.87760921
44.20833333,50.87760921
44.25,50.87760921
44.29166667,50.87760921
44.33333333,50.87760921
44.375,50.87760921
44.41666667,50.87760921
44.45833333,50.87760921
44.5,50.87760921
44.54166667,50.87760921
44.58333333,50.87760921
44.625,50.87760921
44.66666667,50.87760921
44.70833333,50.87760921
44.75,50.87760921
44.79166667,50.87760921
44.83333333,50.87760921
44.875,50.87760921
44.91666667,50.87760921
44.95833333,50.87760921
45,44.76587542
45.04166667,44.76587542
45.08333333,44.76587542
45.125,44.76587542
45.16666667,44.76587542
45.20833333,44.76587542
45.25,44.76587542
45.29166667,44.76587542
45.33333333,44.76587542
45.375,44.76587542
45.41666667,44.76587542
45.45833333,44.76587542
45.5,44.76587542
45.54166667,44.76587542
45.58333333,44.76587542
45.625,44.76587542
45.66666667,44.76587542
45.70833333,44.76587542
45.75,44.76587542
45.79166667,44.76587542
45.83333333,44.76587542
45.875,44.76587542
45.91666667,44.76587542
45.95833333,44.76587542
46,44.62196885
46.04166667,44.62196885
46.08333333,44.62196885
46.125,44.62196885
46.16666667,44.62196885
46.20833333,44.62196885
46.25,44.62196885
46.29166667,44.62196885
46.33333333,44.62196885
46.375,44.62196885
46.41666667,44.62196885
46.45833333,44.62196885
46.5,44.62196885
46.54166667,44.62196885
46.58333333,44.62196885
46.625,44.62196885
46.66666667,44.62196885
46.70833333,44.62196885
46.75,44.62196885
46.79166667,44.62196885
46.83333333,44.62196885
46.875,44.62196885
46.91666667,44.62196885
46.95833333,44.62196885
47,49.12985759
47.04166667,49.12985759
47.08333333,49.12985759
47.125,49.12985759
47.16666667,49.12985759
47.20833333,49.12985759
47.25,49.12985759
47.29166667,49.12985759
47.33333333,49.12985759
47.375,49.12985759
47.41666667,49.12985759
47.45833333,49.12985759
47.5,49.12985759
47.54166667,49.12985759
47.58333333,49.12985759
47.625,49.12985759
47.66666667,49.12985759
47.70833333,49.12985759
47.75,49.12985759
47.79166667,49.12985759
47.83333333,49.12985759
47.875,49.12985759
47.91666667,49.12985759
47.95833333,49.12985759
48,44.52910248
48.04166667,44.52910248
48.08333333,44.52910248
48.125,44.52910248
48.16666667,44.52910248
48.20833333,44.52910248
48.25,44.52910248
48.29166667,44.52910248
48.33333333,44.52910248
48.375,44.52910248
48.41666667,44.52910248
48.45833333,44.52910248
48.5,44.52910248
48.54166667,44.52910248
48.58333333,44.52910248
48.625,44.52910248
48.66666667,44.52910248
48.70833333,44.52910248
48.75,44.52910248
48.79166667,44.52910248
48.83333333,44.52910248
48.875,44.52910248
48.91666667,44.52910248
48.95833333,44.52910248
49,36.4639572
49.04166667,36.4639572
49.08333333,36.4639572
49.125,36.4639572
49.16666667,36.4639572
49.20833333,36.4639572
49.25,36.4639572
49.29166667,36.4639572
49.33333333,36.4639572
49.375,36.4639572
49.41666667,36.4639572
49.45833333,36.4639572
49.5,36.4639572
49.54166667,36.4639572
49.58333333,36.4639572
49.625,36.4639572
49.66666667,36.4639572
49.70833333,36.4639572
49.75,36.4639572
49.79166667,36.4639572
49.83333333,36.4639572
49.875,36.4639572
49.91666667,36.4639572
49.95833333,36.4639572
50,40.06106805
50.04166667,40.06106805
50.08333333,40.06106805
50.125,40.06106805
50.16666667,40.06106805
50.20833333,40.06106805
50.25,40.06106805
50.29166667,40.06106805
50.33333333,40.06106805
50.375,40.06106805
50.41666667,40.06106805
50.45833333,40.06106805
50.5,40.06106805
50.54166667,40.06106805
50.58333333,40.06106805
50.625,40.06106805
50.66666667,40.06106805
50.70833333,40.06106805
50.75,40.06106805
50.79166667,40.06106805
50.83333333,40.06106805
50.875,40.06106805
50.91666667,40.06106805
50.95833333,40.06106805
51,38.92745928
51.04166667,38.92745928
51.08333333,38.92745928
51.125,38.92745928
51.16666667,38.92745928
51.20833333,38.92745928
51.25,38.92745928
51.29166667,38.92745928
51.33333333,38.92745928
51.375,38.92745928
51.41666667,38.92745928
51.45833333,38.92745928
51.5,38.92745928
51.54166667,38.92745928
51.58333333,38.92745928
51.625,38.92745928
51.66666667,38.92745928
51.70833333,38.92745928
51.75,38.92745928
51.79166667,38.92745928
51.83333333,38.92745928
51.875,38.92745928
51.91666667,38.92745928
51.95833333,38.92745928
52,42.84908928
52.04166667,42.84908928
52.08333333,42.84908928
52.125,42.84908928
52.16666667,42.84908928
52.20833333,42.84908928
52.25,42.84908928
52.29166667,42.84908928
52.33333333,42.84908928
52.375,42.84908928
52.41666667,42.84908928
52.45833333,42.84908928
52.5,42.84908928
