$Tulloch Br1 inflow Tw year 2005 YC 04/11/2023,
",,,",
Jday,Inflow Tw
62.70833333,9.86
62.75,9.86
62.79166667,9.54
62.83333333,9.54
62.875,9.39
62.91666667,9.39
62.95833333,9.39
63,9.39
63.04166667,9.39
63.08333333,9.39
63.125,9.39
63.16666667,9.39
63.20833333,9.39
63.25,9.39
63.29166667,9.39
63.33333333,9.54
63.375,9.54
63.41666667,9.54
63.45833333,9.54
63.5,9.54
63.54166667,9.7
63.58333333,9.7
63.625,9.86
63.66666667,9.86
63.70833333,9.86
63.75,9.54
63.79166667,9.39
63.83333333,9.23
63.875,9.23
63.91666667,9.23
63.95833333,9.08
64,9.08
64.04166667,9.08
64.08333333,9.08
64.125,9.08
64.16666667,9.08
64.20833333,8.92
64.25,8.92
64.29166667,8.92
64.33333333,9.08
64.375,9.39
64.41666667,9.7
64.45833333,9.86
64.5,10.17
64.54166667,10.48
64.58333333,10.64
64.625,10.79
64.66666667,10.48
64.70833333,10.17
64.75,9.86
64.79166667,9.7
64.83333333,9.54
64.875,9.39
64.91666667,9.39
64.95833333,9.23
65,9.39
65.04166667,9.23
65.08333333,9.23
65.125,9.23
65.16666667,9.23
65.20833333,9.08
65.25,9.23
65.29166667,9.23
65.33333333,9.23
65.375,9.54
65.41666667,10.17
65.45833333,10.95
65.5,11.26
65.54166667,11.42
65.58333333,11.42
65.625,11.26
65.66666667,10.95
65.70833333,10.64
65.75,10.17
65.79166667,10.01
65.83333333,9.7
65.875,9.86
65.91666667,9.7
65.95833333,9.54
66,9.54
66.04166667,9.54
66.08333333,9.54
66.125,9.39
66.16666667,9.39
66.20833333,9.39
66.25,9.23
66.29166667,9.23
66.33333333,9.23
66.375,9.54
66.41666667,10.17
66.45833333,10.64
66.5,11.11
66.54166667,11.11
66.58333333,11.26
66.625,11.42
66.66666667,11.11
66.70833333,10.95
66.75,10.48
66.79166667,10.17
66.83333333,10.01
66.875,9.86
66.91666667,9.7
66.95833333,9.7
67,9.54
67.04166667,9.54
67.08333333,9.54
67.125,9.39
67.16666667,9.39
67.20833333,9.39
67.25,9.39
67.29166667,9.39
67.33333333,9.39
67.375,9.54
67.41666667,10.17
67.45833333,10.95
67.5,11.26
67.54166667,11.42
67.58333333,11.73
67.625,11.57
67.66666667,11.42
67.70833333,11.26
67.75,10.95
67.79166667,10.64
67.83333333,10.33
67.875,10.01
67.91666667,10.01
67.95833333,9.86
68,9.7
68.04166667,9.7
68.08333333,9.7
68.125,9.7
68.16666667,9.7
68.20833333,9.7
68.25,9.54
68.29166667,9.54
68.33333333,9.54
68.375,9.86
68.41666667,10.33
68.45833333,10.95
68.5,11.42
68.54166667,11.73
68.58333333,11.73
68.625,11.57
68.66666667,11.57
68.70833333,11.11
68.75,10.79
68.79166667,10.33
68.83333333,10.17
68.875,10.17
68.91666667,10.01
68.95833333,9.7
69,9.7
69.04166667,9.86
69.08333333,9.86
69.125,9.7
69.16666667,9.7
69.20833333,9.54
69.25,9.54
69.29166667,9.54
69.33333333,9.54
69.375,9.23
69.41666667,10.33
69.45833333,10.95
69.5,11.42
69.54166667,11.57
69.58333333,8.77
69.625,8.77
69.66666667,8.77
69.70833333,8.77
69.75,8.92
69.79166667,9.54
69.83333333,9.7
69.875,9.7
69.91666667,9.54
69.95833333,9.7
70,9.7
70.04166667,9.7
70.08333333,9.7
70.125,9.08
70.16666667,9.08
70.20833333,9.08
70.25,9.08
70.29166667,9.08
70.33333333,9.08
70.375,9.23
70.41666667,9.23
70.45833333,9.39
70.5,9.39
70.54166667,9.39
70.58333333,9.39
70.625,9.23
70.66666667,9.23
70.70833333,8.92
70.75,8.77
70.79166667,8.77
70.83333333,8.77
70.875,8.77
70.91666667,8.92
70.95833333,8.92
71,9.08
71.04166667,9.08
71.08333333,9.08
71.125,9.08
71.16666667,9.39
71.20833333,9.39
71.25,9.39
71.29166667,9.39
71.33333333,9.39
71.375,9.7
71.41666667,10.33
71.45833333,10.79
71.5,11.11
71.54166667,11.11
71.58333333,10.95
71.625,10.95
71.66666667,10.79
71.70833333,10.48
71.75,10.17
71.79166667,9.7
71.83333333,9.39
71.875,9.39
71.91666667,9.39
71.95833333,9.39
72,9.23
72.04166667,9.23
72.08333333,9.23
72.125,9.23
72.16666667,9.23
72.20833333,9.23
72.25,9.39
72.29166667,9.23
72.33333333,9.39
72.375,9.54
72.41666667,9.7
72.45833333,10.01
72.5,10.01
72.54166667,9.86
72.58333333,9.7
72.625,9.54
72.66666667,9.7
72.70833333,9.54
72.75,8.77
72.79166667,8.77
72.83333333,8.77
72.875,8.77
72.91666667,8.77
72.95833333,8.92
73,8.92
73.04166667,8.92
73.08333333,8.92
73.125,9.08
73.16666667,9.08
73.20833333,9.08
73.25,9.08
73.29166667,8.92
73.33333333,8.92
73.375,9.39
73.41666667,10.01
73.45833333,10.01
73.5,10.48
73.54166667,11.11
73.58333333,10.95
73.625,11.11
73.66666667,11.11
73.70833333,10.48
73.75,8.77
73.79166667,8.77
73.83333333,8.92
73.875,8.92
73.91666667,8.92
73.95833333,8.92
74,8.77
74.04166667,8.77
74.08333333,8.77
74.125,8.77
74.16666667,8.77
74.20833333,8.92
74.25,8.92
74.29166667,8.92
74.33333333,8.92
74.375,9.23
74.41666667,9.7
74.45833333,10.33
74.5,10.64
74.54166667,10.79
74.58333333,10.79
74.625,10.79
74.66666667,10.64
74.70833333,10.33
74.75,10.17
74.79166667,9.86
74.83333333,9.39
74.875,9.23
74.91666667,9.08
74.95833333,9.08
75,9.08
75.04166667,9.08
75.08333333,8.92
75.125,8.92
75.16666667,8.92
75.20833333,8.92
75.25,8.92
75.29166667,8.77
75.33333333,8.77
75.375,8.92
75.41666667,9.23
75.45833333,9.54
75.5,10.01
75.54166667,10.17
75.58333333,10.01
75.625,9.86
75.66666667,8.77
75.70833333,8.77
75.75,8.77
75.79166667,8.77
75.83333333,8.77
75.875,8.77
75.91666667,8.77
75.95833333,8.77
76,8.77
76.04166667,8.77
76.08333333,8.77
76.125,8.77
76.16666667,8.77
76.20833333,8.77
76.25,8.77
76.29166667,8.77
76.33333333,8.92
76.375,8.92
76.41666667,9.08
76.45833333,9.08
76.5,9.08
76.54166667,9.39
76.58333333,9.54
76.625,9.7
76.66666667,9.7
76.70833333,9.54
76.75,9.54
76.79166667,9.39
76.83333333,9.39
76.875,9.39
76.91666667,9.23
76.95833333,9.08
77,9.08
77.04166667,9.08
77.08333333,9.08
77.125,9.08
77.16666667,9.08
77.20833333,9.08
77.25,9.08
77.29166667,9.08
77.33333333,9.08
77.375,9.23
77.41666667,9.23
77.45833333,9.39
77.5,9.39
77.54166667,9.54
77.58333333,9.7
77.625,9.7
77.66666667,9.7
77.70833333,8.92
77.75,8.77
77.79166667,8.77
77.83333333,8.77
77.875,8.77
77.91666667,8.77
77.95833333,8.77
78,8.77
78.04166667,8.77
78.08333333,8.92
78.125,8.92
78.16666667,8.92
78.20833333,9.08
78.25,9.08
78.29166667,9.08
78.33333333,9.08
78.375,9.23
78.41666667,9.23
78.45833333,9.39
78.5,9.54
78.54166667,9.7
78.58333333,9.7
78.625,9.7
78.66666667,9.7
78.70833333,8.77
78.75,8.77
78.79166667,8.77
78.83333333,8.77
78.875,8.77
78.91666667,8.77
78.95833333,8.77
79,8.77
79.04166667,8.92
79.08333333,8.92
79.125,8.92
79.16666667,8.92
79.20833333,8.92
79.25,8.92
79.29166667,8.92
79.33333333,9.08
79.375,9.08
79.41666667,9.23
79.45833333,9.39
79.5,9.54
79.54166667,9.7
79.58333333,9.7
79.625,9.54
79.66666667,9.7
79.70833333,9.54
79.75,9.54
79.79166667,9.54
79.83333333,9.54
79.875,9.54
79.91666667,9.23
79.95833333,9.23
80,9.23
80.04166667,9.23
80.08333333,9.23
80.125,9.08
80.16666667,9.08
80.20833333,9.08
80.25,9.08
80.29166667,9.08
80.33333333,9.08
80.375,9.08
80.41666667,9.23
80.45833333,9.23
80.5,9.54
80.54166667,9.7
80.58333333,9.7
80.625,9.54
80.66666667,9.39
80.70833333,9.54
80.75,9.7
80.79166667,9.7
80.83333333,9.54
80.875,9.39
80.91666667,9.39
80.95833333,9.39
81,9.23
81.04166667,9.39
81.08333333,9.23
81.125,9.23
81.16666667,9.23
81.20833333,9.23
81.25,9.7
81.29166667,9.54
81.33333333,9.23
81.375,9.39
81.41666667,9.39
81.45833333,9.39
81.5,9.54
81.54166667,8.92
81.58333333,8.77
81.625,8.77
81.66666667,8.77
81.70833333,8.77
81.75,8.77
81.79166667,9.08
81.83333333,9.08
81.875,8.77
81.91666667,8.77
81.95833333,8.77
82,8.77
82.04166667,8.77
82.08333333,8.77
82.125,8.77
82.16666667,8.77
82.20833333,8.77
82.25,8.92
82.29166667,8.92
82.33333333,8.92
82.375,8.92
82.41666667,8.92
82.45833333,9.08
82.5,9.08
82.54166667,9.08
82.58333333,9.23
82.625,9.23
82.66666667,9.23
82.70833333,9.23
82.75,9.23
82.79166667,9.23
82.83333333,9.39
82.875,9.39
82.91666667,9.23
82.95833333,9.23
83,9.23
83.04166667,9.23
83.08333333,9.23
83.125,9.23
83.16666667,9.39
83.20833333,9.39
83.25,9.39
83.29166667,9.39
83.33333333,9.39
83.375,9.39
83.41666667,9.39
83.45833333,9.54
83.5,9.54
83.54166667,9.54
83.58333333,9.54
83.625,9.54
83.66666667,9.54
83.70833333,9.54
83.75,9.39
83.79166667,9.54
83.83333333,9.39
83.875,9.39
83.91666667,9.39
83.95833333,9.39
84,9.39
84.04166667,9.39
84.08333333,9.39
84.125,9.39
84.16666667,9.39
84.20833333,9.39
84.25,9.39
84.29166667,9.23
84.33333333,9.23
84.375,9.23
84.41666667,9.23
84.45833333,9.23
84.5,9.39
84.54166667,9.39
84.58333333,9.39
84.625,9.54
84.66666667,9.54
84.70833333,9.54
84.75,9.39
84.79166667,9.39
84.83333333,9.39
84.875,9.39
84.91666667,9.39
84.95833333,9.39
85,9.39
85.04166667,9.23
85.08333333,9.23
85.125,9.39
85.16666667,9.39
85.20833333,9.39
85.25,9.39
85.29166667,9.39
85.33333333,9.23
85.375,9.39
85.41666667,9.39
85.45833333,9.23
85.5,9.39
85.54166667,9.39
85.58333333,9.54
85.625,9.54
85.66666667,9.54
85.70833333,9.54
85.75,9.39
85.79166667,9.39
85.83333333,9.39
85.875,9.39
85.91666667,9.39
85.95833333,9.39
86,9.23
86.04166667,9.39
86.08333333,9.39
86.125,9.23
86.16666667,9.39
86.20833333,9.23
86.25,9.39
86.29166667,9.39
86.33333333,9.23
86.375,9.39
86.41666667,9.39
86.45833333,9.39
86.5,9.39
86.54166667,9.54
86.58333333,9.39
86.625,9.54
86.66666667,9.39
86.70833333,9.39
86.75,9.39
86.79166667,9.54
86.83333333,9.7
86.875,9.86
86.91666667,9.7
86.95833333,9.54
87,9.39
87.04166667,9.39
87.08333333,9.39
87.125,9.39
87.16666667,9.39
87.20833333,9.39
87.25,9.39
87.29166667,9.39
87.33333333,9.39
87.375,9.39
87.41666667,9.39
87.45833333,9.39
87.5,9.39
87.54166667,9.54
87.58333333,9.54
87.625,9.54
87.66666667,9.54
87.70833333,9.54
87.75,9.54
87.79166667,9.54
87.83333333,9.54
87.875,9.39
87.91666667,9.39
87.95833333,9.39
88,9.39
88.04166667,9.39
88.08333333,9.39
88.125,9.39
88.16666667,9.39
88.20833333,9.39
88.25,9.39
88.29166667,9.39
88.33333333,9.23
88.375,9.39
88.41666667,9.39
88.45833333,9.23
88.5,9.23
88.54166667,9.39
88.58333333,9.39
88.625,9.39
88.66666667,9.39
88.70833333,9.39
88.75,9.39
88.79166667,9.39
88.83333333,9.39
88.875,9.39
88.91666667,9.39
88.95833333,9.39
89,9.39
89.04166667,9.23
89.08333333,9.39
89.125,9.39
89.16666667,9.39
89.20833333,9.39
89.25,9.39
89.29166667,9.39
89.33333333,9.54
89.375,9.54
89.41666667,9.39
89.45833333,9.54
89.5,9.7
89.54166667,9.7
89.58333333,9.7
89.625,9.7
89.66666667,9.86
89.70833333,9.86
89.75,9.86
89.79166667,9.7
89.83333333,9.54
89.875,9.54
89.91666667,9.54
89.95833333,9.39
90,9.39
90.04166667,9.23
90.08333333,9.39
90.125,9.39
90.16666667,9.39
90.20833333,9.39
90.25,9.39
90.29166667,9.39
90.33333333,9.39
90.375,9.39
90.41666667,9.54
90.45833333,9.39
90.5,9.54
90.54166667,9.7
90.58333333,9.7
90.625,9.7
90.66666667,9.7
90.70833333,9.7
90.75,9.7
90.79166667,9.54
90.83333333,9.39
90.875,9.39
90.91666667,9.39
90.95833333,9.54
91,9.54
91.04166667,9.54
91.08333333,9.54
91.125,9.54
91.16666667,9.54
91.20833333,9.39
91.25,9.39
91.29166667,9.39
91.33333333,9.39
91.375,9.39
91.41666667,9.39
91.45833333,9.54
91.5,9.54
91.54166667,9.7
91.58333333,9.86
91.625,9.86
91.66666667,9.86
91.70833333,9.7
91.75,9.7
91.79166667,9.7
91.83333333,9.7
91.875,9.7
91.91666667,9.7
91.95833333,9.7
92,9.7
92.04166667,9.7
92.08333333,9.54
92.125,9.54
92.16666667,9.54
92.20833333,9.39
92.25,9.39
92.29166667,9.39
92.33333333,9.39
92.375,9.54
92.41666667,9.54
92.45833333,9.39
92.5,9.39
92.54166667,9.54
92.58333333,9.54
92.625,9.7
92.66666667,9.86
92.70833333,9.7
92.75,9.7
92.79166667,9.7
92.83333333,9.54
92.875,9.54
92.91666667,9.54
92.95833333,9.39
93,9.39
93.04166667,9.39
93.08333333,9.465
93.125,9.54
93.16666667,9.39
93.20833333,9.39
93.25,9.39
93.29166667,9.39
93.33333333,9.39
93.375,9.39
93.41666667,9.54
93.45833333,9.54
93.5,9.39
93.54166667,9.39
93.58333333,9.54
93.625,9.7
93.66666667,9.7
93.70833333,9.54
93.75,9.54
93.79166667,9.54
93.83333333,9.54
93.875,9.54
93.91666667,9.54
93.95833333,9.54
94,9.39
94.04166667,9.39
94.08333333,9.39
94.125,9.39
94.16666667,9.39
94.20833333,9.39
94.25,9.39
94.29166667,9.39
94.33333333,9.39
94.375,9.39
94.41666667,9.54
94.45833333,9.7
94.5,9.7
94.54166667,9.86
94.58333333,10.17
94.625,10.17
94.66666667,10.01
94.70833333,10.01
94.75,9.86
94.79166667,9.86
94.83333333,9.86
94.875,9.7
94.91666667,9.54
94.95833333,9.54
95,9.7
95.04166667,9.54
95.08333333,9.39
95.125,9.39
95.16666667,9.54
95.20833333,9.39
95.25,9.39
95.29166667,9.39
95.33333333,9.7
95.375,9.54
95.41666667,9.7
95.45833333,9.86
95.5,9.86
95.54166667,10.01
95.58333333,10.17
95.625,10.33
95.66666667,10.33
95.70833333,10.17
95.75,10.01
95.79166667,10.01
95.83333333,9.86
95.875,9.7
95.91666667,9.7
95.95833333,9.7
96,9.7
96.04166667,9.7
96.08333333,9.7
96.125,9.54
96.16666667,9.54
96.20833333,9.86
96.25,9.54
96.29166667,9.54
96.33333333,9.54
96.375,9.7
96.41666667,9.7
96.45833333,10.79
96.5,10.64
96.54166667,10.48
96.58333333,10.33
96.625,11.73
96.66666667,11.88
96.70833333,11.11
96.75,10.95
96.79166667,8.92
96.83333333,8.77
96.875,8.77
96.91666667,8.77
96.95833333,8.77
97,8.77
97.04166667,8.77
97.08333333,8.77
97.125,8.77
97.16666667,8.77
97.20833333,8.77
97.25,9.08
97.29166667,8.77
97.33333333,8.77
97.375,8.77
97.41666667,8.77
97.45833333,8.77
97.5,8.77
97.54166667,8.77
97.58333333,8.77
97.625,8.77
97.66666667,8.77
97.70833333,8.77
97.75,8.77
97.79166667,8.77
97.83333333,8.77
97.875,8.77
97.91666667,8.77
97.95833333,8.77
98,8.77
98.04166667,8.92
98.08333333,8.77
98.125,8.77
98.16666667,8.77
98.20833333,8.77
98.25,8.77
98.29166667,8.77
98.33333333,8.77
98.375,8.77
98.41666667,8.77
98.45833333,8.77
98.5,8.77
98.54166667,8.77
98.58333333,8.77
98.625,8.77
98.66666667,8.77
98.70833333,8.77
98.75,8.77
98.79166667,8.77
98.83333333,8.77
98.875,8.77
98.91666667,8.77
98.95833333,8.77
99,8.77
99.04166667,8.77
99.08333333,8.77
99.125,8.77
99.16666667,8.77
99.20833333,8.77
99.25,8.77
99.29166667,8.77
99.33333333,8.77
99.375,8.92
99.41666667,9.08
99.45833333,9.08
99.5,9.08
99.54166667,9.23
99.58333333,9.39
99.625,9.08
99.66666667,8.77
99.70833333,8.77
99.75,8.77
99.79166667,8.77
99.83333333,8.77
99.875,8.77
99.91666667,8.77
99.95833333,8.77
100,8.77
100.0416667,8.77
100.0833333,8.77
100.125,8.77
100.1666667,8.77
100.2083333,8.77
100.25,8.77
100.2916667,8.77
100.3333333,8.61
100.375,8.77
100.4166667,8.92
100.4583333,9.08
100.5,9.23
100.5416667,9.39
100.5833333,9.54
100.625,9.7
100.6666667,9.7
100.7083333,9.7
100.75,9.23
100.7916667,8.77
100.8333333,8.77
100.875,8.77
100.9166667,8.77
100.9583333,8.77
101,8.77
101.0416667,8.92
101.0833333,8.77
101.125,8.92
101.1666667,8.77
101.2083333,8.77
101.25,8.92
101.2916667,8.92
101.3333333,8.92
101.375,8.92
101.4166667,8.92
101.4583333,9.23
101.5,9.39
101.5416667,9.54
101.5833333,10.01
101.625,9.08
101.6666667,8.92
101.7083333,8.77
101.75,8.77
101.7916667,8.77
101.8333333,8.77
101.875,8.77
101.9166667,8.77
101.9583333,8.77
102,8.77
102.0416667,8.77
102.0833333,8.77
102.125,8.77
102.1666667,8.77
102.2083333,8.77
102.25,8.77
102.2916667,8.77
102.3333333,8.77
102.375,8.92
102.4166667,8.77
102.4583333,8.77
102.5,8.92
102.5416667,8.92
102.5833333,8.92
102.625,8.77
102.6666667,8.92
102.7083333,8.77
102.75,8.77
102.7916667,8.77
102.8333333,8.77
102.875,8.77
102.9166667,8.77
102.9583333,8.77
103,8.77
103.0416667,8.77
103.0833333,8.77
103.125,8.77
103.1666667,8.77
103.2083333,8.77
103.25,8.92
103.2916667,8.92
103.3333333,9.08
103.375,9.08
103.4166667,9.23
103.4583333,9.39
103.5,9.39
103.5416667,9.54
103.5833333,9.7
103.625,9.86
103.6666667,10.01
103.7083333,10.01
103.75,9.7
103.7916667,9.7
103.8333333,9.86
103.875,9.7
103.9166667,9.54
103.9583333,9.7
104,9.54
104.0416667,9.54
104.0833333,9.54
104.125,9.39
104.1666667,9.7
104.2083333,9.39
104.25,9.39
104.2916667,9.39
104.3333333,9.39
104.375,9.39
104.4166667,9.39
104.4583333,9.39
104.5,9.7
104.5416667,8.92
104.5833333,8.92
104.625,8.92
104.6666667,8.92
104.7083333,8.92
104.75,8.77
104.7916667,8.77
104.8333333,8.77
104.875,8.77
104.9166667,8.77
104.9583333,8.77
105,8.77
105.0416667,8.77
105.0833333,8.77
105.125,8.77
105.1666667,8.77
105.2083333,8.77
105.25,8.77
105.2916667,8.77
105.3333333,8.77
105.375,8.77
105.4166667,8.92
105.4583333,9.08
105.5,9.23
105.5416667,9.39
105.5833333,9.54
105.625,9.7
105.6666667,9.54
105.7083333,8.77
105.75,8.77
105.7916667,8.77
105.8333333,8.77
105.875,8.77
105.9166667,8.77
105.9583333,8.77
106,8.77
106.0416667,8.77
106.0833333,8.77
106.125,8.77
106.1666667,8.77
106.2083333,8.77
106.25,8.77
106.2916667,8.77
106.3333333,8.77
106.375,8.92
106.4166667,9.23
106.4583333,9.39
106.5,9.39
106.5416667,9.54
106.5833333,9.7
106.625,9.7
106.6666667,9.7
106.7083333,9.54
106.75,8.77
106.7916667,8.77
106.8333333,8.77
106.875,8.77
106.9166667,8.77
106.9583333,8.77
107,8.77
107.0416667,8.77
107.0833333,8.77
107.125,8.77
107.1666667,8.77
107.2083333,8.77
107.25,8.77
107.2916667,8.77
107.3333333,8.92
107.375,9.08
107.4166667,9.23
107.4583333,9.23
107.5,9.39
107.5416667,9.7
107.5833333,9.7
107.625,10.01
107.6666667,10.01
107.7083333,10.01
107.75,9.86
107.7916667,9.7
107.8333333,9.7
107.875,9.7
107.9166667,9.54
107.9583333,9.7
108,9.54
108.0416667,9.7
108.0833333,9.7
108.125,9.54
108.1666667,9.54
108.2083333,9.54
108.25,9.54
108.2916667,9.39
108.3333333,9.39
108.375,9.54
108.4166667,9.54
108.4583333,9.7
108.5,9.86
108.5416667,9.39
108.5833333,8.77
108.625,8.77
108.6666667,8.77
108.7083333,8.77
108.75,8.77
108.7916667,8.77
108.8333333,8.77
108.875,8.77
108.9166667,8.77
108.9583333,8.77
109,8.77
109.0416667,8.77
109.0833333,8.77
109.125,8.61
109.1666667,8.61
109.2083333,8.61
109.25,8.61
109.2916667,8.61
109.3333333,8.61
109.375,8.92
109.4166667,8.92
109.4583333,8.77
109.5,8.77
109.5416667,8.77
109.5833333,8.77
109.625,8.77
109.6666667,8.77
109.7083333,8.77
109.75,8.77
109.7916667,8.77
109.8333333,8.77
109.875,8.77
109.9166667,8.77
109.9583333,8.77
110,8.92
110.0416667,8.77
110.0833333,8.77
110.125,8.77
110.1666667,8.77
110.2083333,8.77
110.25,8.77
110.2916667,8.77
110.3333333,8.77
110.375,8.92
110.4166667,9.08
110.4583333,9.08
110.5,9.23
110.5416667,9.54
110.5833333,9.7
110.625,9.86
110.6666667,9.08
110.7083333,8.77
110.75,8.77
110.7916667,8.77
110.8333333,8.77
110.875,8.77
110.9166667,8.77
110.9583333,8.77
111,8.77
111.0416667,8.77
111.0833333,8.77
111.125,8.77
111.1666667,8.77
111.2083333,8.77
111.25,8.61
111.2916667,8.61
111.3333333,8.92
111.375,8.77
111.4166667,8.77
111.4583333,8.92
111.5,8.92
111.5416667,8.92
111.5833333,8.92
111.625,8.92
111.6666667,8.92
111.7083333,8.77
111.75,8.77
111.7916667,8.77
111.8333333,8.77
111.875,8.77
111.9166667,8.77
111.9583333,8.77
112,8.77
112.0416667,8.77
112.0833333,8.77
112.125,8.77
112.1666667,8.77
112.2083333,8.77
112.25,8.77
112.2916667,8.92
112.3333333,8.92
112.375,9.08
112.4166667,8.92
112.4583333,8.92
112.5,8.77
112.5416667,8.77
112.5833333,8.77
112.625,8.77
112.6666667,8.77
112.7083333,8.77
112.75,8.77
112.7916667,8.77
112.8333333,8.77
112.875,8.77
112.9166667,8.77
112.9583333,8.77
113,8.77
113.0416667,8.77
113.0833333,8.77
113.125,8.77
113.1666667,8.77
113.2083333,8.77
113.25,8.77
113.2916667,8.77
113.3333333,8.77
113.375,8.92
113.4166667,9.08
113.4583333,9.08
113.5,9.08
113.5416667,9.23
113.5833333,9.39
113.625,9.23
113.6666667,8.77
113.7083333,8.77
113.75,8.77
113.7916667,8.77
113.8333333,8.77
113.875,8.77
113.9166667,8.77
113.9583333,8.77
114,8.77
114.0416667,8.77
114.0833333,8.77
114.125,8.77
114.1666667,8.77
114.2083333,8.77
114.25,8.77
114.2916667,8.77
114.3333333,8.92
114.375,8.92
114.4166667,9.08
114.4583333,9.08
114.5,9.39
114.5416667,9.39
114.5833333,9.39
114.625,8.92
114.6666667,8.77
114.7083333,8.77
114.75,8.77
114.7916667,8.77
114.8333333,8.77
114.875,8.77
114.9166667,8.77
114.9583333,8.77
115,8.77
115.0416667,8.77
115.0833333,8.77
115.125,8.77
115.1666667,8.61
115.2083333,8.77
115.25,8.77
115.2916667,8.77
115.3333333,8.77
115.375,8.92
115.4166667,9.08
115.4583333,9.39
115.5,8.92
115.5416667,8.92
115.5833333,8.92
115.625,8.92
115.6666667,8.77
115.7083333,8.77
115.75,8.77
115.7916667,8.77
115.8333333,8.77
115.875,8.77
115.9166667,8.77
115.9583333,8.77
116,8.77
116.0416667,8.77
116.0833333,8.77
116.125,8.77
116.1666667,8.77
116.2083333,8.77
116.25,8.77
116.2916667,8.77
116.3333333,8.92
116.375,8.92
116.4166667,9.08
116.4583333,8.92
116.5,8.77
116.5416667,8.77
116.5833333,8.77
116.625,8.77
116.6666667,8.77
116.7083333,8.77
116.75,8.77
116.7916667,8.77
116.8333333,8.77
116.875,8.77
116.9166667,8.77
116.9583333,8.77
117,8.77
117.0416667,8.77
117.0833333,8.77
117.125,8.77
117.1666667,8.77
117.2083333,8.77
117.25,8.92
117.2916667,8.92
117.3333333,8.92
117.375,8.92
117.4166667,9.23
117.4583333,8.92
117.5,8.77
117.5416667,8.92
117.5833333,8.92
117.625,8.77
117.6666667,8.77
117.7083333,8.77
117.75,8.77
117.7916667,8.77
117.8333333,8.77
117.875,8.77
117.9166667,8.77
117.9583333,8.77
118,8.77
118.0416667,8.77
118.0833333,8.77
118.125,8.77
118.1666667,8.77
118.2083333,8.77
118.25,8.77
118.2916667,8.92
118.3333333,8.92
118.375,9.08
118.4166667,9.08
118.4583333,8.92
118.5,8.77
118.5416667,8.77
118.5833333,8.77
118.625,8.77
118.6666667,8.77
118.7083333,8.77
118.75,8.77
118.7916667,8.77
118.8333333,8.77
118.875,8.77
118.9166667,8.77
118.9583333,8.77
119,9.08
119.0416667,8.77
119.0833333,8.77
119.125,8.77
119.1666667,8.77
119.2083333,8.77
119.25,8.77
119.2916667,8.77
119.3333333,8.77
119.375,8.77
119.4166667,8.77
119.4583333,8.92
119.5,8.92
119.5416667,8.92
119.5833333,8.92
119.625,8.92
119.6666667,8.77
119.7083333,8.77
119.75,8.77
119.7916667,8.77
119.8333333,8.77
119.875,8.77
119.9166667,8.77
119.9583333,8.77
120,8.77
120.0416667,8.77
120.0833333,8.77
120.125,8.77
120.1666667,8.77
120.2083333,8.77
120.25,8.77
120.2916667,8.77
120.3333333,8.77
120.375,8.77
120.4166667,8.77
120.4583333,8.77
120.5,8.77
120.5416667,8.92
120.5833333,8.92
120.625,8.92
120.6666667,8.77
120.7083333,8.77
120.75,8.77
120.7916667,8.77
120.8333333,8.77
120.875,8.77
120.9166667,8.77
120.9583333,8.77
121,8.77
121.0416667,8.92
121.0833333,8.92
121.125,8.92
121.1666667,8.77
121.2083333,8.77
121.25,8.77
121.2916667,8.77
121.3333333,8.77
121.375,8.77
121.4166667,8.77
121.4583333,8.77
121.5,8.77
121.5416667,8.92
121.5833333,8.92
121.625,8.92
121.6666667,8.77
121.7083333,8.77
121.75,8.77
121.7916667,8.77
121.8333333,8.77
121.875,8.77
121.9166667,8.77
121.9583333,8.77
122,8.77
122.0416667,8.77
122.0833333,8.77
122.125,8.77
122.1666667,8.77
122.2083333,8.77
122.25,8.92
122.2916667,8.77
122.3333333,8.77
122.375,8.77
122.4166667,8.77
122.4583333,8.77
122.5,8.77
122.5416667,8.77
122.5833333,8.77
122.625,8.77
122.6666667,8.77
122.7083333,8.77
122.75,8.77
122.7916667,8.77
122.8333333,8.77
122.875,8.77
122.9166667,8.77
122.9583333,8.77
123,8.77
123.0416667,8.77
123.0833333,8.77
123.125,8.77
123.1666667,8.77
123.2083333,8.77
123.25,8.77
123.2916667,8.77
123.3333333,8.77
123.375,8.92
123.4166667,9.08
123.4583333,9.39
123.5,9.08
123.5416667,9.08
123.5833333,9.08
123.625,9.08
123.6666667,9.08
123.7083333,9.08
123.75,9.08
123.7916667,9.08
123.8333333,8.92
123.875,9.08
123.9166667,9.08
123.9583333,9.08
124,8.92
124.0416667,8.92
124.0833333,8.92
124.125,8.92
124.1666667,8.92
124.2083333,8.92
124.25,8.92
124.2916667,8.92
124.3333333,9.23
124.375,9.08
124.4166667,9.23
124.4583333,9.08
124.5,9.23
124.5416667,9.23
124.5833333,9.23
124.625,9.08
124.6666667,8.77
124.7083333,8.77
124.75,8.77
124.7916667,8.77
124.8333333,8.77
124.875,8.77
124.9166667,8.77
124.9583333,8.77
125,8.77
125.0416667,8.77
125.0833333,8.77
125.125,8.77
125.1666667,8.77
125.2083333,8.77
125.25,8.77
125.2916667,8.77
125.3333333,8.77
125.375,8.77
125.4166667,8.77
125.4583333,8.77
125.5,8.77
