$used Ripon Tw  for Tulloch qdt Tw year 2006  YC 04/10/2023,
",,,",
Jday,Inflow Tw
91.75,17.11111111
91.79166667,17.05555556
91.83333333,16.83333333
91.875,16.66666667
91.91666667,16.5
91.95833333,16.44444444
92,16.27777778
92.04166667,16.16666667
92.08333333,16.11111111
92.125,16.27777778
92.16666667,15.94444444
92.20833333,15.83333333
92.25,15.66666667
92.29166667,15.5
92.33333333,15.55555556
92.375,15.5
92.41666667,15.72222222
92.45833333,16
92.5,16.38888889
92.54166667,16.72222222
92.58333333,17
92.625,17.27777778
92.66666667,17.33333333
92.70833333,17.33333333
92.75,17.16666667
92.79166667,17
92.83333333,16.72222222
92.875,16.55555556
92.91666667,16.38888889
92.95833333,16.27777778
93,16.05555556
93.04166667,15.94444444
93.08333333,15.94444444
93.125,15.94444444
93.16666667,15.94444444
93.20833333,15.66666667
93.25,15.5
93.29166667,15.38888889
93.33333333,15.33333333
93.375,15.22222222
93.41666667,15.27777778
93.45833333,15.44444444
93.5,15.77777778
93.54166667,16.27777778
93.58333333,16.72222222
93.625,16.88888889
93.66666667,17
93.70833333,17.22222222
93.75,17.22222222
93.79166667,17
93.83333333,16.77777778
93.875,16.5
93.91666667,16.33333333
93.95833333,16.05555556
94,16.05555556
94.04166667,15.83333333
94.08333333,15.61111111
94.125,15.55555556
94.16666667,15.33333333
94.20833333,15.33333333
94.25,15.11111111
94.29166667,15.05555556
94.33333333,14.77777778
94.375,14.66666667
94.41666667,14.94444444
94.45833333,15.44444444
94.5,16
94.54166667,16.22222222
94.58333333,16.61111111
94.625,17.05555556
94.66666667,17.33333333
94.70833333,17.44444444
94.75,17.38888889
94.79166667,17.27777778
94.83333333,17.11111111
94.875,16.83333333
94.91666667,16.61111111
94.95833333,16.33333333
95,16.11111111
95.04166667,16
95.08333333,15.72222222
95.125,15.61111111
95.16666667,15.5
95.20833333,15.44444444
95.25,15.22222222
95.29166667,15
95.33333333,14.77777778
95.375,14.66666667
95.41666667,14.72222222
95.45833333,15.11111111
95.5,15.72222222
95.54166667,16.22222222
95.58333333,16.83333333
95.625,17.38888889
95.66666667,17.77777778
95.70833333,17.94444444
95.75,17.94444444
95.79166667,17.83333333
95.83333333,17.72222222
95.875,17.61111111
95.91666667,17.72222222
95.95833333,17.38888889
96,17.11111111
96.04166667,16.94444444
96.08333333,16.77777778
96.125,16.66666667
96.16666667,16.5
96.20833333,16.33333333
96.25,16.11111111
96.29166667,15.94444444
96.33333333,15.83333333
96.375,15.66666667
96.41666667,15.72222222
96.45833333,16.05555556
96.5,16.38888889
96.54166667,17.05555556
96.58333333,17.5
96.625,18.11111111
96.66666667,18.5
96.70833333,18.72222222
96.75,18.61111111
96.79166667,18.55555556
96.83333333,18.38888889
96.875,18.16666667
96.91666667,17.88888889
96.95833333,17.83333333
97,17.5
97.04166667,17.33333333
97.08333333,17.16666667
97.125,17.05555556
97.16666667,17.05555556
97.20833333,16.94444444
97.25,16.77777778
97.29166667,16.77777778
97.33333333,16.5
97.375,16.33333333
97.41666667,16.27777778
97.45833333,16.38888889
97.5,16.38888889
97.54166667,16.55555556
97.58333333,16.77777778
97.625,17
97.66666667,17.38888889
97.70833333,17.5
97.75,17.38888889
97.79166667,17.16666667
97.83333333,16.88888889
97.875,16.61111111
97.91666667,16.33333333
97.95833333,16.11111111
98,15.94444444
98.04166667,15.66666667
98.08333333,15.5
98.125,15.38888889
98.16666667,15.27777778
98.20833333,15.22222222
98.25,15.05555556
98.29166667,14.88888889
98.33333333,14.77777778
98.375,14.77777778
98.41666667,14.66666667
98.45833333,14.55555556
98.5,14.61111111
98.54166667,14.61111111
98.58333333,14.94444444
98.625,15.16666667
98.66666667,15.38888889
98.70833333,15.44444444
98.75,15.44444444
98.79166667,15.22222222
98.83333333,15
98.875,14.77777778
98.91666667,14.55555556
98.95833333,14.5
99,14.27777778
99.04166667,14.33333333
99.08333333,14.11111111
99.125,13.72222222
99.16666667,13.61111111
99.20833333,13.44444444
99.25,13.33333333
99.29166667,13.33333333
99.33333333,13.38888889
99.375,13.44444444
99.41666667,13.5
99.45833333,13.77777778
99.5,14.05555556
99.54166667,14.38888889
99.58333333,14.83333333
99.625,15.16666667
99.66666667,15.55555556
99.70833333,15.72222222
99.75,15.83333333
99.79166667,15.55555556
99.83333333,15.5
99.875,15.27777778
99.91666667,15.16666667
99.95833333,15
100,14.83333333
100.0416667,14.66666667
100.0833333,14.66666667
100.125,14.55555556
100.1666667,14.44444444
100.2083333,14.33333333
100.25,14.16666667
100.2916667,14
100.3333333,13.77777778
100.375,13.77777778
100.4166667,13.72222222
100.4583333,14.11111111
100.5,14.55555556
100.5416667,15.16666667
100.5833333,15.72222222
100.625,16.27777778
100.6666667,16.55555556
100.7083333,16.83333333
100.75,16.77777778
100.7916667,16.66666667
100.8333333,16.55555556
100.875,16.5
100.9166667,16.27777778
100.9583333,16.11111111
101,16
101.0416667,15.88888889
101.0833333,15.88888889
101.125,15.72222222
101.1666667,15.83333333
101.2083333,15.55555556
101.25,15.44444444
101.2916667,15.22222222
101.3333333,15
101.375,15
101.4166667,15
101.4583333,15.44444444
101.5,15.88888889
101.5416667,16.55555556
101.5833333,17.16666667
101.625,17.72222222
101.6666667,18.05555556
101.7083333,18.38888889
101.75,18.27777778
101.7916667,18.16666667
101.8333333,17.94444444
101.875,17.88888889
101.9166667,17.5
101.9583333,17.27777778
102,17.11111111
102.0416667,16.88888889
102.0833333,16.88888889
102.125,16.61111111
102.1666667,16.44444444
102.2083333,16.27777778
102.25,16.05555556
102.2916667,15.94444444
102.3333333,15.66666667
102.375,15.5
102.4166667,15.55555556
102.4583333,15.77777778
102.5,16.33333333
102.5416667,16.88888889
102.5833333,17.44444444
102.625,17.94444444
102.6666667,18.22222222
102.7083333,18.44444444
102.75,18.33333333
102.7916667,18.16666667
102.8333333,17.88888889
102.875,17.66666667
102.9166667,17.38888889
102.9583333,17.16666667
103,16.94444444
103.0416667,16.83333333
103.0833333,16.61111111
103.125,16.44444444
103.1666667,16.33333333
103.2083333,16.16666667
103.25,16.05555556
103.2916667,15.72222222
103.3333333,15.44444444
103.375,15.27777778
103.4166667,15.33333333
103.4583333,15.55555556
103.5,16.11111111
103.5416667,16.72222222
103.5833333,17.27777778
103.625,17.77777778
103.6666667,18.16666667
103.7083333,18.22222222
103.75,18.05555556
103.7916667,17.83333333
103.8333333,17.55555556
103.875,17.33333333
103.9166667,17.11111111
103.9583333,16.83333333
104,16.61111111
104.0416667,16.5
104.0833333,16.16666667
104.125,16.05555556
104.1666667,15.88888889
104.2083333,15.83333333
104.25,15.5
104.2916667,15.22222222
104.3333333,15
104.375,14.77777778
104.4166667,14.88888889
104.4583333,15.11111111
104.5,15.61111111
104.5416667,16.27777778
104.5833333,16.88888889
104.625,17.27777778
104.6666667,17.77777778
104.7083333,17.83333333
104.75,17.72222222
104.7916667,17.55555556
104.8333333,17.27777778
104.875,17.16666667
104.9166667,16.94444444
104.9583333,16.66666667
105,16.44444444
105.0416667,16.38888889
105.0833333,16.11111111
105.125,15.94444444
105.1666667,15.83333333
105.2083333,15.77777778
105.25,15.44444444
105.2916667,15.22222222
105.3333333,15
105.375,14.88888889
105.4166667,15.05555556
105.4583333,15.33333333
105.5,15.94444444
105.5416667,16.61111111
105.5833333,17.27777778
105.625,17.88888889
105.6666667,18.22222222
105.7083333,18.44444444
105.75,18.38888889
105.7916667,18.27777778
105.8333333,18.16666667
105.875,17.94444444
105.9166667,17.72222222
105.9583333,17.5
106,17.27777778
106.0416667,17.11111111
106.0833333,16.88888889
106.125,16.77777778
106.1666667,16.66666667
106.2083333,16.5
106.25,16.33333333
106.2916667,16.11111111
106.3333333,15.94444444
106.375,15.88888889
106.4166667,16
106.4583333,16.38888889
106.5,17
106.5416667,17.66666667
106.5833333,18.38888889
106.625,19
106.6666667,19.44444444
106.7083333,19.66666667
106.75,19.61111111
106.7916667,19.44444444
106.8333333,19.27777778
106.875,19.05555556
106.9166667,18.83333333
106.9583333,18.55555556
107,18.38888889
107.0416667,18.16666667
107.0833333,18.02777778
107.125,17.88888889
107.1666667,17.83333333
107.2083333,17.77777778
107.25,17.61111111
107.2916667,17.44444444
107.3333333,17.27777778
107.375,17.11111111
107.4166667,17.22222222
107.4583333,17.5
107.5,18.05555556
107.5416667,18.66666667
107.5833333,19.22222222
107.625,19.77777778
107.6666667,20.16666667
107.7083333,20.22222222
107.75,20.05555556
107.7916667,19.77777778
107.8333333,19.44444444
107.875,19.22222222
107.9166667,18.94444444
107.9583333,18.66666667
108,18.44444444
108.0416667,18.33333333
108.0833333,18
108.125,17.77777778
108.1666667,17.66666667
108.2083333,17.44444444
108.25,17.33333333
108.2916667,17
108.3333333,16.83333333
108.375,16.72222222
108.4166667,16.72222222
108.4583333,16.88888889
108.5,17.38888889
108.5416667,17.88888889
108.5833333,18.44444444
108.625,18.77777778
108.6666667,19.16666667
108.7083333,19.27777778
108.75,19.11111111
108.7916667,18.94444444
108.8333333,18.66666667
108.875,18.44444444
108.9166667,18.27777778
108.9583333,18.11111111
109,17.88888889
109.0416667,17.72222222
109.0833333,17.61111111
109.125,17.33333333
109.1666667,17.16666667
109.2083333,16.88888889
109.25,16.66666667
109.2916667,16.33333333
109.3333333,16.05555556
109.375,15.94444444
109.4166667,16.11111111
109.4583333,16.27777778
109.5,16.72222222
109.5416667,17.22222222
109.5833333,17.66666667
109.625,18.05555556
109.6666667,18.16666667
109.7083333,18.33333333
109.75,18.22222222
109.7916667,18
109.8333333,17.83333333
109.875,17.61111111
109.9166667,17.38888889
109.9583333,17.16666667
110,17
110.0416667,16.83333333
110.0833333,16.66666667
110.125,16.61111111
110.1666667,16.38888889
110.2083333,16.22222222
110.25,15.94444444
110.2916667,15.72222222
110.3333333,15.44444444
110.375,15.33333333
110.4166667,15.44444444
110.4583333,15.77777778
110.5,16.33333333
110.5416667,16.83333333
110.5833333,17.38888889
110.625,17.83333333
110.6666667,18.16666667
110.7083333,18.27777778
110.75,18.22222222
110.7916667,18.11111111
110.8333333,17.94444444
110.875,17.77777778
110.9166667,17.61111111
110.9583333,17.38888889
111,17.22222222
111.0416667,17.11111111
111.0833333,17.16666667
111.125,16.83333333
111.1666667,16.72222222
111.2083333,16.5
111.25,16.33333333
111.2916667,16
111.3333333,15.77777778
111.375,15.72222222
111.4166667,15.83333333
111.4583333,16.16666667
111.5,16.61111111
111.5416667,17.16666667
111.5833333,17.66666667
111.625,18.11111111
111.6666667,18.5
111.7083333,18.61111111
111.75,18.55555556
111.7916667,18.44444444
111.8333333,18.33333333
111.875,18.11111111
111.9166667,17.88888889
111.9583333,17.72222222
112,17.61111111
112.0416667,17.5
112.0833333,17.38888889
112.125,17.22222222
112.1666667,17.05555556
112.2083333,16.83333333
112.25,16.77777778
112.2916667,16.44444444
112.3333333,16.27777778
112.375,16.22222222
112.4166667,16.55555556
112.4583333,16.77777778
112.5,17.33333333
112.5416667,17.77777778
112.5833333,17.83333333
112.625,17.77777778
112.6666667,17.66666667
112.7083333,17.66666667
112.75,17.66666667
112.7916667,17.5
112.8333333,17.33333333
112.875,17.16666667
112.9166667,17
112.9583333,16.88888889
113,17.11111111
113.0416667,16.72222222
113.0833333,16.61111111
113.125,16.44444444
113.1666667,16.27777778
113.2083333,16.11111111
113.25,15.88888889
113.2916667,15.72222222
113.3333333,15.61111111
113.375,15.72222222
113.4166667,15.61111111
113.4583333,15.83333333
113.5,15.66666667
113.5416667,15.61111111
113.5833333,15.77777778
113.625,16.11111111
113.6666667,16.33333333
113.7083333,16.27777778
113.75,16.44444444
113.7916667,16.16666667
113.8333333,16.27777778
113.875,15.88888889
113.9166667,15.72222222
113.9583333,15.66666667
114,15.44444444
114.0416667,15.33333333
114.0833333,15.33333333
114.125,15.11111111
114.1666667,14.94444444
114.2083333,14.77777778
114.25,14.72222222
114.2916667,14.55555556
114.3333333,14.55555556
114.375,14.61111111
114.4166667,14.88888889
114.4583333,15.05555556
114.5,15.27777778
114.5416667,15.38888889
114.5833333,15.5
114.625,15.61111111
114.6666667,15.61111111
114.7083333,15.61111111
114.75,15.83333333
114.7916667,15.72222222
114.8333333,15.66666667
114.875,15.55555556
114.9166667,15.5
114.9583333,15.55555556
115,15.72222222
115.0416667,15.44444444
115.0833333,15.33333333
115.125,15.22222222
115.1666667,15.11111111
115.2083333,15.11111111
115.25,14.83333333
115.2916667,14.66666667
115.3333333,14.55555556
115.375,14.88888889
115.4166667,14.83333333
115.4583333,15.11111111
115.5,15.55555556
115.5416667,16.11111111
115.5833333,16.66666667
115.625,17.16666667
115.6666667,17.55555556
115.7083333,17.72222222
115.75,17.77777778
115.7916667,17.66666667
115.8333333,17.55555556
115.875,17.55555556
115.9166667,17.61111111
115.9583333,17.38888889
116,17.22222222
116.0416667,17.11111111
116.0833333,16.94444444
116.125,16.83333333
116.1666667,16.72222222
116.2083333,16.5
116.25,16.38888889
116.2916667,16.22222222
116.3333333,16.16666667
116.375,16.05555556
116.4166667,16.11111111
116.4583333,16.38888889
116.5,16.72222222
116.5416667,17.05555556
116.5833333,17.44444444
116.625,17.83333333
116.6666667,18.11111111
116.7083333,18.16666667
116.75,18.16666667
116.7916667,18.05555556
116.8333333,17.94444444
116.875,17.88888889
116.9166667,17.66666667
116.9583333,17.55555556
117,17.44444444
117.0416667,17.33333333
117.0833333,17.33333333
117.125,17.16666667
117.1666667,17.05555556
117.2083333,16.88888889
117.25,16.72222222
117.2916667,16.44444444
117.3333333,16.27777778
117.375,16.44444444
117.4166667,16.44444444
117.4583333,16.72222222
117.5,17
117.5416667,17.38888889
117.5833333,17.66666667
117.625,17.66666667
117.6666667,17.55555556
117.7083333,17.61111111
117.75,17.61111111
117.7916667,17.55555556
117.8333333,17.33333333
117.875,17.11111111
117.9166667,17
117.9583333,16.88888889
118,16.77777778
118.0416667,16.83333333
118.0833333,16.61111111
118.125,16.5
118.1666667,16.33333333
118.2083333,16.27777778
118.25,16.38888889
118.2916667,16.27777778
118.3333333,16.16666667
118.375,16.05555556
118.4166667,16.11111111
118.4583333,16.16666667
118.5,16.44444444
118.5416667,16.77777778
118.5833333,16.77777778
118.625,17.16666667
118.6666667,17.22222222
118.7083333,17.05555556
118.75,17
118.7916667,17.27777778
118.8333333,16.94444444
118.875,17
118.9166667,16.66666667
118.9583333,16.61111111
119,16.55555556
119.0416667,16.38888889
119.0833333,16.38888889
119.125,16.05555556
119.1666667,16.16666667
119.2083333,15.88888889
119.25,15.77777778
119.2916667,15.5
119.3333333,15.27777778
119.375,15.33333333
119.4166667,15.38888889
119.4583333,15.94444444
119.5,16.22222222
119.5416667,16.77777778
119.5833333,17.33333333
119.625,17.83333333
119.6666667,18.27777778
119.7083333,18.38888889
119.75,18.33333333
119.7916667,18.22222222
119.8333333,18
119.875,17.83333333
119.9166667,17.61111111
119.9583333,17.44444444
120,17.33333333
120.0416667,17.22222222
120.0833333,17.11111111
120.125,17
120.1666667,16.77777778
120.2083333,16.66666667
120.25,16.44444444
120.2916667,16.22222222
120.3333333,15.94444444
120.375,15.66666667
120.4166667,15.5
120.4583333,15.5
120.5,15.55555556
120.5416667,15.66666667
120.5833333,15.72222222
120.625,15.72222222
120.6666667,15.55555556
120.7083333,15.38888889
120.75,15.16666667
120.7916667,15.05555556
120.8333333,14.88888889
120.875,14.77777778
120.9166667,14.66666667
120.9583333,14.61111111
121,14.55555556
121.0416667,14.55555556
121.0833333,14.44444444
121.125,14.38888889
121.1666667,14.33333333
121.2083333,14.22222222
121.25,14.11111111
121.2916667,14
121.3333333,13.94444444
121.375,13.94444444
121.4166667,14.05555556
121.4583333,14.22222222
121.5,14.5
121.5416667,14.77777778
121.5833333,15.11111111
121.625,15.38888889
121.6666667,15.5
121.7083333,15.55555556
121.75,15.55555556
121.7916667,15.5
121.8333333,15.38888889
121.875,15.33333333
121.9166667,15.27777778
121.9583333,15.16666667
122,15.05555556
122.0416667,14.94444444
122.0833333,14.88888889
122.125,14.77777778
122.1666667,14.66666667
122.2083333,14.66666667
122.25,14.44444444
122.2916667,14.33333333
122.3333333,14.27777778
122.375,14.27777778
122.4166667,14.38888889
122.4583333,14.61111111
122.5,14.83333333
122.5416667,15.16666667
122.5833333,15.44444444
122.625,15.72222222
122.6666667,15.88888889
122.7083333,16
122.75,16
122.7916667,15.88888889
122.8333333,15.72222222
122.875,15.66666667
122.9166667,15.5
122.9583333,15.38888889
123,15.27777778
123.0416667,15.16666667
123.0833333,15.11111111
123.125,14.94444444
123.1666667,14.83333333
123.2083333,14.72222222
123.25,14.61111111
123.2916667,14.5
123.3333333,14.5
123.375,14.5
123.4166667,14.55555556
123.4583333,14.77777778
123.5,15
123.5416667,15.22222222
123.5833333,15.55555556
123.625,15.77777778
123.6666667,15.83333333
123.7083333,15.83333333
123.75,15.83333333
123.7916667,15.77777778
123.8333333,15.66666667
123.875,15.61111111
123.9166667,15.5
123.9583333,15.38888889
124,15.27777778
124.0416667,15.16666667
124.0833333,15.05555556
124.125,14.94444444
124.1666667,14.88888889
124.2083333,14.77777778
124.25,14.61111111
124.2916667,14.55555556
124.3333333,14.5
124.375,14.5
124.4166667,14.61111111
124.4583333,14.66666667
124.5,14.77777778
124.5416667,14.88888889
124.5833333,14.94444444
124.625,15
124.6666667,15
124.7083333,15
124.75,15
124.7916667,14.94444444
124.8333333,14.88888889
124.875,14.83333333
124.9166667,14.77777778
124.9583333,14.72222222
125,14.55555556
125.0416667,14.55555556
125.0833333,14.5
125.125,14.55555556
125.1666667,14.27777778
125.2083333,14.11111111
125.25,14
125.2916667,14.05555556
125.3333333,13.94444444
125.375,13.94444444
125.4166667,13.88888889
125.4583333,13.83333333
125.5,13.88888889
125.5416667,14
125.5833333,14
125.625,14.05555556
125.6666667,14.11111111
125.7083333,14.11111111
125.75,14.33333333
125.7916667,14.22222222
125.8333333,14.27777778
125.875,14.16666667
125.9166667,14.11111111
125.9583333,14.05555556
126,13.83333333
126.0416667,13.66666667
126.0833333,13.66666667
126.125,13.55555556
126.1666667,13.55555556
126.2083333,13.5
126.25,13.44444444
126.2916667,13.22222222
126.3333333,13.27777778
126.375,13.22222222
126.4166667,13.33333333
126.4583333,13.44444444
126.5,13.72222222
126.5416667,13.77777778
126.5833333,13.94444444
126.625,14.16666667
126.6666667,14.33333333
126.7083333,14.27777778
126.75,14.33333333
126.7916667,14.27777778
126.8333333,14.22222222
126.875,14.11111111
126.9166667,14.11111111
126.9583333,14.05555556
127,14.05555556
127.0416667,14
127.0833333,13.94444444
127.125,13.94444444
127.1666667,13.83333333
127.2083333,13.77777778
127.25,13.61111111
127.2916667,13.61111111
127.3333333,13.5
127.375,13.55555556
127.4166667,13.66666667
127.4583333,13.83333333
127.5,14.11111111
127.5416667,14.22222222
127.5833333,14.44444444
127.625,14.72222222
127.6666667,14.94444444
127.7083333,15.05555556
127.75,15
127.7916667,15
127.8333333,14.83333333
127.875,14.72222222
127.9166667,14.66666667
127.9583333,14.5
128,14.5
128.0416667,14.33333333
128.0833333,14.33333333
128.125,14.16666667
128.1666667,14.05555556
128.2083333,14
128.25,13.88888889
128.2916667,13.77777778
128.3333333,13.72222222
128.375,13.66666667
128.4166667,13.72222222
128.4583333,13.77777778
128.5,13.77777778
128.5416667,13.83333333
128.5833333,13.88888889
128.625,14
128.6666667,13.88888889
128.7083333,14
128.75,13.83333333
128.7916667,13.77777778
128.8333333,13.72222222
128.875,13.66666667
128.9166667,13.5
128.9583333,13.77777778
129,13.33333333
129.0416667,13.22222222
129.0833333,13.22222222
129.125,13.05555556
129.1666667,13.05555556
129.2083333,12.94444444
129.25,12.83333333
129.2916667,12.72222222
129.3333333,12.61111111
129.375,12.66666667
129.4166667,12.61111111
129.4583333,12.72222222
129.5,12.72222222
129.5416667,12.77777778
129.5833333,12.88888889
129.625,13
129.6666667,13.11111111
129.7083333,13.22222222
129.75,13.33333333
129.7916667,13.22222222
129.8333333,13.16666667
129.875,13.22222222
129.9166667,13.05555556
129.9583333,13
130,13
130.0416667,12.94444444
130.0833333,13
130.125,12.83333333
130.1666667,12.83333333
130.2083333,12.72222222
130.25,12.61111111
130.2916667,12.5
130.3333333,12.5
130.375,12.44444444
130.4166667,12.55555556
130.4583333,12.72222222
130.5,12.94444444
130.5416667,13.22222222
130.5833333,13.44444444
130.625,13.44444444
130.6666667,13.61111111
130.7083333,13.72222222
130.75,13.77777778
130.7916667,13.61111111
130.8333333,13.5
130.875,13.38888889
130.9166667,13.27777778
130.9583333,13.22222222
131,13.27777778
131.0416667,13.11111111
131.0833333,13.05555556
131.125,13.05555556
131.1666667,13
131.2083333,12.88888889
131.25,12.88888889
131.2916667,12.77777778
131.3333333,12.72222222
131.375,12.72222222
131.4166667,12.83333333
131.4583333,13.05555556
131.5,13.44444444
131.5416667,13.61111111
131.5833333,13.88888889
131.625,14.16666667
131.6666667,14.33333333
131.7083333,14.44444444
131.75,14.44444444
131.7916667,14.38888889
131.8333333,14.27777778
131.875,14.16666667
131.9166667,14.05555556
131.9583333,14
132,13.88888889
132.0416667,13.77777778
132.0833333,13.72222222
132.125,13.61111111
132.1666667,13.5
132.2083333,13.44444444
132.25,13.33333333
132.2916667,13.22222222
132.3333333,13.22222222
132.375,13.27777778
132.4166667,13.38888889
132.4583333,13.55555556
132.5,13.83333333
132.5416667,14.11111111
132.5833333,14.38888889
132.625,14.61111111
132.6666667,14.83333333
132.7083333,14.83333333
132.75,14.77777778
132.7916667,14.72222222
132.8333333,14.61111111
132.875,14.5
132.9166667,14.5
132.9583333,14.38888889
133,14.27777778
133.0416667,14.22222222
133.0833333,14.11111111
133.125,14.05555556
133.1666667,14
133.2083333,13.88888889
133.25,13.77777778
133.2916667,13.72222222
133.3333333,13.66666667
133.375,13.66666667
133.4166667,13.77777778
133.4583333,14.05555556
133.5,14.27777778
133.5416667,14.55555556
133.5833333,14.83333333
133.625,15.05555556
133.6666667,15.22222222
133.7083333,15.38888889
133.75,15.38888889
133.7916667,15.33333333
133.8333333,15.22222222
133.875,15.11111111
133.9166667,15.05555556
133.9583333,15
134,15
134.0416667,14.83333333
134.0833333,14.72222222
134.125,14.66666667
134.1666667,14.55555556
134.2083333,14.61111111
134.25,14.38888889
134.2916667,14.22222222
134.3333333,14.16666667
134.375,14.16666667
134.4166667,14.22222222
134.4583333,14.5
134.5,14.66666667
134.5416667,14.94444444
134.5833333,15.27777778
134.625,15.44444444
134.6666667,15.66666667
134.7083333,15.72222222
134.75,15.72222222
134.7916667,15.77777778
134.8333333,15.61111111
134.875,15.5
134.9166667,15.44444444
134.9583333,15.33333333
135,15.27777778
135.0416667,15.22222222
135.0833333,15.11111111
135.125,15
135.1666667,14.88888889
135.2083333,14.88888889
135.25,14.66666667
135.2916667,14.55555556
135.3333333,14.5
135.375,14.5
135.4166667,14.61111111
135.4583333,14.83333333
135.5,15.05555556
135.5416667,15.27777778
135.5833333,15.55555556
135.625,15.72222222
135.6666667,15.72222222
135.7083333,15.66666667
135.75,15.66666667
135.7916667,15.66666667
135.8333333,15.61111111
135.875,15.5
135.9166667,15.44444444
135.9583333,15.38888889
136,15.33333333
136.0416667,15.22222222
136.0833333,15.16666667
136.125,15.11111111
136.1666667,14.94444444
136.2083333,14.88888889
136.25,14.66666667
136.2916667,14.66666667
136.3333333,14.5
136.375,14.5
136.4166667,14.5
136.4583333,14.66666667
136.5,14.94444444
136.5416667,15.11111111
136.5833333,15.27777778
136.625,15.44444444
136.6666667,15.66666667
136.7083333,15.72222222
136.75,15.72222222
136.7916667,15.55555556
136.8333333,15.38888889
136.875,15.27777778
136.9166667,15.11111111
136.9583333,14.94444444
137,14.83333333
137.0416667,14.66666667
137.0833333,14.61111111
137.125,14.5
137.1666667,14.33333333
137.2083333,14.22222222
137.25,14.11111111
137.2916667,13.94444444
137.3333333,13.88888889
137.375,13.83333333
137.4166667,13.94444444
137.4583333,13.94444444
137.5,14
137.5416667,14.16666667
137.5833333,14.22222222
137.625,14.27777778
137.6666667,14.22222222
137.7083333,14.22222222
137.75,14.16666667
137.7916667,14.11111111
137.8333333,14.11111111
137.875,14
137.9166667,13.94444444
137.9583333,13.88888889
138,13.77777778
138.0416667,13.77777778
138.0833333,13.61111111
138.125,13.55555556
138.1666667,13.44444444
138.2083333,13.38888889
138.25,13.27777778
138.2916667,13.22222222
138.3333333,13.16666667
138.375,13.33333333
138.4166667,13.22222222
138.4583333,13.22222222
138.5,13.5
138.5416667,13.77777778
138.5833333,13.94444444
138.625,14.11111111
138.6666667,14.33333333
138.7083333,14.44444444
138.75,14.44444444
138.7916667,14.33333333
138.8333333,14.27777778
138.875,14.22222222
138.9166667,14.16666667
138.9583333,14.22222222
139,14.11111111
139.0416667,14.11111111
139.0833333,14.16666667
139.125,14.11111111
139.1666667,14.11111111
139.2083333,14
139.25,13.94444444
139.2916667,13.94444444
139.3333333,13.94444444
139.375,13.94444444
139.4166667,13.94444444
139.4583333,14
139.5,14.16666667
139.5416667,14.44444444
139.5833333,14.61111111
139.625,14.83333333
139.6666667,14.94444444
139.7083333,15
139.75,15
139.7916667,15
139.8333333,15
139.875,15
139.9166667,15.05555556
139.9583333,15.16666667
140,15.27777778
140.0416667,15.22222222
140.0833333,15.11111111
140.125,15.16666667
140.1666667,15.33333333
140.2083333,15.05555556
140.25,14.83333333
140.2916667,14.72222222
140.3333333,14.61111111
140.375,14.66666667
140.4166667,14.66666667
140.4583333,14.83333333
140.5,15.11111111
140.5416667,15.33333333
140.5833333,15.61111111
140.625,15.83333333
140.6666667,16
140.7083333,16.05555556
140.75,16.05555556
140.7916667,16
140.8333333,15.88888889
140.875,15.77777778
140.9166667,15.66666667
140.9583333,15.61111111
141,15.55555556
141.0416667,15.44444444
141.0833333,15.33333333
141.125,15.16666667
141.1666667,15
141.2083333,14.88888889
141.25,14.66666667
141.2916667,14.5
141.3333333,14.38888889
141.375,14.33333333
141.4166667,14.44444444
141.4583333,14.61111111
141.5,14.83333333
141.5416667,15.05555556
141.5833333,15.38888889
141.625,15.55555556
141.6666667,15.72222222
141.7083333,15.83333333
141.75,15.83333333
141.7916667,15.83333333
141.8333333,15.72222222
141.875,15.55555556
141.9166667,15.5
141.9583333,15.55555556
142,15.66666667
142.0416667,15.44444444
142.0833333,15.22222222
142.125,15.11111111
142.1666667,15.05555556
142.2083333,15
142.25,14.88888889
142.2916667,14.77777778
142.3333333,14.66666667
142.375,14.72222222
142.4166667,14.83333333
142.4583333,15
142.5,15.16666667
142.5416667,15.44444444
142.5833333,15.72222222
142.625,16
142.6666667,16.16666667
142.7083333,16.27777778
142.75,16.38888889
142.7916667,16.22222222
142.8333333,16.11111111
142.875,15.94444444
142.9166667,15.83333333
142.9583333,15.83333333
143,15.66666667
143.0416667,15.55555556
143.0833333,15.44444444
143.125,15.33333333
143.1666667,15.27777778
143.2083333,15.05555556
143.25,15.05555556
143.2916667,15
143.3333333,14.94444444
143.375,14.88888889
143.4166667,14.94444444
143.4583333,15.05555556
143.5,15.27777778
143.5416667,15.61111111
143.5833333,15.83333333
143.625,16.11111111
143.6666667,16.27777778
143.7083333,16.44444444
143.75,16.55555556
143.7916667,16.5
143.8333333,16.38888889
143.875,16.22222222
143.9166667,16.11111111
143.9583333,16.05555556
144,15.88888889
144.0416667,15.77777778
144.0833333,15.72222222
144.125,15.66666667
144.1666667,15.66666667
144.2083333,15.55555556
144.25,15.38888889
144.2916667,15.22222222
144.3333333,15.05555556
144.375,15
144.4166667,15.05555556
144.4583333,15.16666667
144.5,15.38888889
144.5416667,15.61111111
144.5833333,15.88888889
144.625,16.11111111
144.6666667,16.33333333
144.7083333,16.44444444
144.75,16.44444444
144.7916667,16.38888889
144.8333333,16.27777778
144.875,16.27777778
144.9166667,16.11111111
144.9583333,16.05555556
145,15.88888889
