$Tulloch Br1 inflow year 2005 YC 04/11/2023,
",,,",
Jday,Inflow
143.9166667,114.9936288
143.9583333,112.3885035
144,51.87597338
144.0416667,5.465099816
144.0833333,1.245929492
144.125,1.245929492
144.1666667,1.245929492
144.2083333,1.245929492
144.25,6.314597197
144.2916667,42.98456746
144.3333333,95.79498797
144.375,101.7414696
144.4166667,101.3733541
144.4583333,101.4583038
144.5,109.8116947
144.5416667,110.4346595
144.5833333,109.726745
144.625,109.7833782
144.6666667,109.528529
144.7083333,109.528529
144.75,109.528529
144.7916667,109.2736797
144.8333333,109.6417953
144.875,109.6984284
144.9166667,106.2438057
144.9583333,12.54424466
145,1.076030016
145.0416667,1.076030016
145.0833333,1.076030016
145.125,1.076030016
145.1666667,1.076030016
145.2083333,1.076030016
145.25,1.076030016
145.2916667,1.076030016
145.3333333,1.076030016
145.375,1.076030016
145.4166667,1.076030016
145.4583333,8.098541696
145.5,95.96488744
145.5416667,100.1274246
145.5833333,100.3539572
145.625,100.976922
145.6666667,106.0455897
145.7083333,107.0933031
145.75,106.9234037
145.7916667,107.8861674
145.8333333,108.310916
145.875,108.0843834
145.9166667,104.9412431
145.9583333,8.636556704
146,0.906130539
146.0416667,0.906130539
146.0833333,0.906130539
146.125,0.906130539
146.1666667,0.906130539
146.2083333,8.721506442
146.25,101.8264194
146.2916667,107.0083534
146.3333333,107.0649865
146.375,106.6685544
146.4166667,106.9800368
146.4583333,106.8384539
146.5,106.8101373
146.5416667,106.9517202
146.5833333,106.9517202
146.625,106.9234037
