$NML Br1 inflow year 2005 sum of NF MF Collierville PH Stanislaus PH YC 02/02/2023 ,
",,,",
Jday,Flow
126.083,66.03972262
126.125,66.03972262
126.167,66.03972262
126.208,66.03972262
126.250,66.03972262
126.292,66.03972262
126.333,66.03972262
126.375,66.03972262
126.417,66.03972262
126.458,66.03972262
126.500,66.03972262
126.542,66.03972262
126.583,66.03972262
126.625,66.03972262
126.667,66.03972262
126.708,66.03972262
126.750,66.03972262
126.792,66.03972262
126.833,66.03972262
126.875,66.03972262
126.917,66.03972262
126.958,66.03972262
127.000,55.50747799
127.042,55.50747799
127.083,55.50747799
127.125,55.50747799
127.167,55.50747799
127.208,55.50747799
127.250,55.50747799
127.292,55.50747799
127.333,55.50747799
127.375,55.50747799
127.417,55.50747799
127.458,55.50747799
127.500,55.50747799
127.542,55.50747799
127.583,55.50747799
127.625,55.50747799
127.667,55.50747799
127.708,55.50747799
127.750,55.50747799
127.792,55.50747799
127.833,55.50747799
127.875,55.50747799
127.917,55.50747799
127.958,55.50747799
128.000,61.31362262
128.042,61.31362262
128.083,61.31362262
128.125,61.31362262
128.167,61.31362262
128.208,61.31362262
128.250,61.31362262
128.292,61.31362262
128.333,61.31362262
128.375,61.31362262
128.417,61.31362262
128.458,61.31362262
128.500,61.31362262
128.542,61.31362262
128.583,61.31362262
128.625,61.31362262
128.667,61.31362262
128.708,61.31362262
128.750,61.31362262
128.792,61.31362262
128.833,61.31362262
128.875,61.31362262
128.917,61.31362262
128.958,61.31362262
129.000,104.9883943
129.042,104.9883943
129.083,104.9883943
129.125,104.9883943
129.167,104.9883943
129.208,104.9883943
129.250,104.9883943
129.292,104.9883943
129.333,104.9883943
129.375,104.9883943
129.417,104.9883943
129.458,104.9883943
129.500,104.9883943
129.542,104.9883943
129.583,104.9883943
129.625,104.9883943
129.667,104.9883943
129.708,104.9883943
129.750,104.9883943
129.792,104.9883943
129.833,104.9883943
129.875,104.9883943
129.917,104.9883943
129.958,104.9883943
130.000,75.78326684
130.042,75.78326684
130.083,75.78326684
130.125,75.78326684
130.167,75.78326684
130.208,75.78326684
130.250,75.78326684
130.292,75.78326684
130.333,75.78326684
130.375,75.78326684
130.417,75.78326684
130.458,75.78326684
130.500,75.78326684
130.542,75.78326684
130.583,75.78326684
130.625,75.78326684
130.667,75.78326684
130.708,75.78326684
130.750,75.78326684
130.792,75.78326684
130.833,75.78326684
130.875,75.78326684
130.917,75.78326684
130.958,75.78326684
131.000,74.97497331
131.042,74.97497331
131.083,74.97497331
131.125,74.97497331
131.167,74.97497331
131.208,74.97497331
131.250,74.97497331
131.292,74.97497331
131.333,74.97497331
131.375,74.97497331
131.417,74.97497331
131.458,74.97497331
131.500,74.97497331
131.542,74.97497331
131.583,74.97497331
131.625,74.97497331
131.667,74.97497331
131.708,74.97497331
131.750,74.97497331
131.792,74.97497331
131.833,74.97497331
131.875,74.97497331
131.917,74.97497331
131.958,74.97497331
132.000,75.74636262
132.042,75.74636262
132.083,75.74636262
132.125,75.74636262
132.167,75.74636262
132.208,75.74636262
132.250,75.74636262
132.292,75.74636262
132.333,75.74636262
132.375,75.74636262
132.417,75.74636262
132.458,75.74636262
132.500,75.74636262
132.542,75.74636262
132.583,75.74636262
132.625,75.74636262
132.667,75.74636262
132.708,75.74636262
132.750,75.74636262
132.792,75.74636262
132.833,75.74636262
132.875,75.74636262
132.917,75.74636262
132.958,75.74636262
133.000,73.24552684
133.042,73.24552684
133.083,73.24552684
133.125,73.24552684
133.167,73.24552684
133.208,73.24552684
133.250,73.24552684
133.292,73.24552684
133.333,73.24552684
133.375,73.24552684
133.417,73.24552684
133.458,73.24552684
133.500,73.24552684
133.542,73.24552684
133.583,73.24552684
133.625,73.24552684
133.667,73.24552684
133.708,73.24552684
133.750,73.24552684
133.792,73.24552684
133.833,73.24552684
133.875,73.24552684
133.917,73.24552684
133.958,73.24552684
134.000,77.40798946
134.042,77.40798946
134.083,77.40798946
134.125,77.40798946
134.167,77.40798946
134.208,77.40798946
134.250,77.40798946
134.292,77.40798946
134.333,77.40798946
134.375,77.40798946
134.417,77.40798946
134.458,77.40798946
134.500,77.40798946
134.542,77.40798946
134.583,77.40798946
134.625,77.40798946
134.667,77.40798946
134.708,77.40798946
134.750,77.40798946
134.792,77.40798946
134.833,77.40798946
134.875,77.40798946
134.917,77.40798946
134.958,77.40798946
135.000,90.04002376
135.042,90.04002376
135.083,90.04002376
135.125,90.04002376
135.167,90.04002376
135.208,90.04002376
135.250,90.04002376
135.292,90.04002376
135.333,90.04002376
135.375,90.04002376
135.417,90.04002376
135.458,90.04002376
135.500,90.04002376
135.542,90.04002376
135.583,90.04002376
135.625,90.04002376
135.667,90.04002376
135.708,90.04002376
135.750,90.04002376
135.792,90.04002376
135.833,90.04002376
135.875,90.04002376
135.917,90.04002376
135.958,90.04002376
136.000,216.9117699
136.042,216.9117699
136.083,216.9117699
136.125,216.9117699
136.167,216.9117699
136.208,216.9117699
136.250,216.9117699
136.292,216.9117699
136.333,216.9117699
136.375,216.9117699
136.417,216.9117699
136.458,216.9117699
136.500,216.9117699
136.542,216.9117699
136.583,216.9117699
136.625,216.9117699
136.667,216.9117699
136.708,216.9117699
136.750,216.9117699
136.792,216.9117699
136.833,216.9117699
136.875,216.9117699
136.917,216.9117699
136.958,216.9117699
137.000,133.1156311
137.042,133.1156311
137.083,133.1156311
137.125,133.1156311
137.167,133.1156311
137.208,133.1156311
137.250,133.1156311
137.292,133.1156311
137.333,133.1156311
137.375,133.1156311
137.417,133.1156311
137.458,133.1156311
137.500,133.1156311
137.542,133.1156311
137.583,133.1156311
137.625,133.1156311
137.667,133.1156311
137.708,133.1156311
137.750,133.1156311
137.792,133.1156311
137.833,133.1156311
137.875,133.1156311
137.917,133.1156311
137.958,133.1156311
138.000,127.6464821
138.042,127.6464821
138.083,127.6464821
138.125,127.6464821
138.167,127.6464821
138.208,127.6464821
138.250,127.6464821
138.292,127.6464821
138.333,127.6464821
138.375,127.6464821
138.417,127.6464821
138.458,127.6464821
138.500,127.6464821
138.542,127.6464821
138.583,127.6464821
138.625,127.6464821
138.667,127.6464821
138.708,127.6464821
138.750,127.6464821
138.792,127.6464821
138.833,127.6464821
138.875,127.6464821
138.917,127.6464821
138.958,127.6464821
139.000,118.1718831
139.042,118.1718831
139.083,118.1718831
139.125,118.1718831
139.167,118.1718831
139.208,118.1718831
139.250,118.1718831
139.292,118.1718831
139.333,118.1718831
139.375,118.1718831
139.417,118.1718831
139.458,118.1718831
139.500,118.1718831
139.542,118.1718831
139.583,118.1718831
139.625,118.1718831
139.667,118.1718831
139.708,118.1718831
139.750,118.1718831
139.792,118.1718831
139.833,118.1718831
139.875,118.1718831
139.917,118.1718831
139.958,118.1718831
140.000,148.3855984
140.042,148.3855984
140.083,148.3855984
140.125,148.3855984
140.167,148.3855984
140.208,148.3855984
140.250,148.3855984
140.292,148.3855984
140.333,148.3855984
140.375,148.3855984
140.417,148.3855984
140.458,148.3855984
140.500,148.3855984
140.542,148.3855984
140.583,148.3855984
140.625,148.3855984
140.667,148.3855984
140.708,148.3855984
140.750,148.3855984
140.792,148.3855984
140.833,148.3855984
140.875,148.3855984
140.917,148.3855984
140.958,148.3855984
141.000,188.4822078
141.042,188.4822078
141.083,188.4822078
141.125,188.4822078
141.167,188.4822078
141.208,188.4822078
141.250,188.4822078
141.292,188.4822078
141.333,188.4822078
141.375,188.4822078
141.417,188.4822078
141.458,188.4822078
141.500,188.4822078
141.542,188.4822078
141.583,188.4822078
141.625,188.4822078
141.667,188.4822078
141.708,188.4822078
141.750,188.4822078
141.792,188.4822078
141.833,188.4822078
141.875,188.4822078
141.917,188.4822078
141.958,188.4822078
142.000,185.0483767
142.042,185.0483767
142.083,185.0483767
142.125,185.0483767
142.167,185.0483767
142.208,185.0483767
142.250,185.0483767
142.292,185.0483767
142.333,185.0483767
142.375,185.0483767
142.417,185.0483767
142.458,185.0483767
142.500,185.0483767
142.542,185.0483767
142.583,185.0483767
142.625,185.0483767
142.667,185.0483767
142.708,185.0483767
142.750,185.0483767
142.792,185.0483767
142.833,185.0483767
142.875,185.0483767
142.917,185.0483767
142.958,185.0483767
143.000,180.632943
143.042,180.632943
143.083,180.632943
143.125,180.632943
143.167,180.632943
143.208,180.632943
143.250,180.632943
143.292,180.632943
143.333,180.632943
143.375,180.632943
143.417,180.632943
143.458,180.632943
143.500,180.632943
143.542,180.632943
143.583,180.632943
143.625,180.632943
143.667,180.632943
143.708,180.632943
143.750,180.632943
143.792,180.632943
143.833,180.632943
143.875,180.632943
143.917,180.632943
143.958,180.632943
144.000,178.1903666
144.042,178.1903666
144.083,178.1903666
144.125,178.1903666
144.167,178.1903666
144.208,178.1903666
144.250,178.1903666
144.292,178.1903666
144.333,178.1903666
144.375,178.1903666
144.417,178.1903666
144.458,178.1903666
144.500,178.1903666
144.542,178.1903666
144.583,178.1903666
144.625,178.1903666
144.667,178.1903666
144.708,178.1903666
144.750,178.1903666
144.792,178.1903666
144.833,178.1903666
144.875,178.1903666
144.917,178.1903666
144.958,178.1903666
145.000,178.5471275
145.042,178.5471275
145.083,178.5471275
145.125,178.5471275
145.167,178.5471275
145.208,178.5471275
145.250,178.5471275
145.292,178.5471275
145.333,178.5471275
145.375,178.5471275
145.417,178.5471275
145.458,178.5471275
145.500,178.5471275
145.542,178.5471275
145.583,178.5471275
145.625,178.5471275
145.667,178.5471275
145.708,178.5471275
145.750,178.5471275
145.792,178.5471275
145.833,178.5471275
145.875,178.5471275
145.917,178.5471275
145.958,178.5471275
146.000,182.0600674
146.042,182.0600674
146.083,182.0600674
146.125,182.0600674
146.167,182.0600674
146.208,182.0600674
146.250,182.0600674
146.292,182.0600674
146.333,182.0600674
146.375,182.0600674
146.417,182.0600674
146.458,182.0600674
146.500,182.0600674
146.542,182.0600674
146.583,182.0600674
146.625,182.0600674
146.667,182.0600674
146.708,182.0600674
146.750,182.0600674
146.792,182.0600674
146.833,182.0600674
146.875,182.0600674
146.917,182.0600674
146.958,182.0600674
147.000,190.2885617
147.042,190.2885617
147.083,190.2885617
147.125,190.2885617
147.167,190.2885617
147.208,190.2885617
147.250,190.2885617
147.292,190.2885617
147.333,190.2885617
147.375,190.2885617
147.417,190.2885617
147.458,190.2885617
147.500,190.2885617
147.542,190.2885617
147.583,190.2885617
147.625,190.2885617
147.667,190.2885617
147.708,190.2885617
147.750,190.2885617
147.792,190.2885617
147.833,190.2885617
147.875,190.2885617
147.917,190.2885617
147.958,190.2885617
148.000,186.5066766
148.042,186.5066766
148.083,186.5066766
148.125,186.5066766
148.167,186.5066766
148.208,186.5066766
148.250,186.5066766
148.292,186.5066766
148.333,186.5066766
148.375,186.5066766
148.417,186.5066766
148.458,186.5066766
148.500,186.5066766
148.542,186.5066766
148.583,186.5066766
148.625,186.5066766
148.667,186.5066766
148.708,186.5066766
148.750,186.5066766
148.792,186.5066766
148.833,186.5066766
148.875,186.5066766
148.917,186.5066766
148.958,186.5066766
149.000,175.5605179
149.042,175.5605179
149.083,175.5605179
149.125,175.5605179
149.167,175.5605179
149.208,175.5605179
149.250,175.5605179
149.292,175.5605179
149.333,175.5605179
149.375,175.5605179
149.417,175.5605179
149.458,175.5605179
149.500,175.5605179
149.542,175.5605179
149.583,175.5605179
149.625,175.5605179
149.667,175.5605179
149.708,175.5605179
149.750,175.5605179
149.792,175.5605179
149.833,175.5605179
149.875,175.5605179
149.917,175.5605179
149.958,175.5605179
150.000,137.7801973
150.042,137.7801973
150.083,137.7801973
150.125,137.7801973
150.167,137.7801973
150.208,137.7801973
150.250,137.7801973
150.292,137.7801973
150.333,137.7801973
150.375,137.7801973
150.417,137.7801973
150.458,137.7801973
150.500,137.7801973
150.542,137.7801973
150.583,137.7801973
150.625,137.7801973
150.667,137.7801973
150.708,137.7801973
150.750,137.7801973
150.792,137.7801973
150.833,137.7801973
150.875,137.7801973
150.917,137.7801973
150.958,137.7801973
151.000,127.3756689
151.042,127.3756689
151.083,127.3756689
151.125,127.3756689
151.167,127.3756689
151.208,127.3756689
151.250,127.3756689
151.292,127.3756689
151.333,127.3756689
151.375,127.3756689
151.417,127.3756689
151.458,127.3756689
151.500,127.3756689
151.542,127.3756689
151.583,127.3756689
151.625,127.3756689
151.667,127.3756689
151.708,127.3756689
151.750,127.3756689
151.792,127.3756689
151.833,127.3756689
151.875,127.3756689
151.917,127.3756689
151.958,127.3756689
152.000,148.2963358
152.042,148.2963358
152.083,148.2963358
152.125,148.2963358
152.167,148.2963358
152.208,148.2963358
152.250,148.2963358
152.292,148.2963358
152.333,148.2963358
152.375,148.2963358
152.417,148.2963358
152.458,148.2963358
152.500,148.2963358
152.542,148.2963358
152.583,148.2963358
152.625,148.2963358
152.667,148.2963358
152.708,148.2963358
152.750,148.2963358
152.792,148.2963358
152.833,148.2963358
152.875,148.2963358
152.917,148.2963358
152.958,148.2963358
153.000,149.8761396
153.042,149.8761396
153.083,149.8761396
153.125,149.8761396
153.167,149.8761396
153.208,149.8761396
153.250,149.8761396
153.292,149.8761396
153.333,149.8761396
153.375,149.8761396
153.417,149.8761396
153.458,149.8761396
153.500,149.8761396
153.542,149.8761396
153.583,149.8761396
153.625,149.8761396
153.667,149.8761396
153.708,149.8761396
153.750,149.8761396
153.792,149.8761396
153.833,149.8761396
153.875,149.8761396
153.917,149.8761396
153.958,149.8761396
154.000,145.4741672
154.042,145.4741672
154.083,145.4741672
154.125,145.4741672
154.167,145.4741672
154.208,145.4741672
154.250,145.4741672
154.292,145.4741672
154.333,145.4741672
154.375,145.4741672
154.417,145.4741672
154.458,145.4741672
154.500,145.4741672
154.542,145.4741672
154.583,145.4741672
154.625,145.4741672
154.667,145.4741672
154.708,145.4741672
154.750,145.4741672
154.792,145.4741672
154.833,145.4741672
154.875,145.4741672
154.917,145.4741672
154.958,145.4741672
155.000,136.7223391
155.042,136.7223391
155.083,136.7223391
155.125,136.7223391
155.167,136.7223391
155.208,136.7223391
155.250,136.7223391
155.292,136.7223391
155.333,136.7223391
155.375,136.7223391
155.417,136.7223391
155.458,136.7223391
155.500,136.7223391
155.542,136.7223391
155.583,136.7223391
155.625,136.7223391
155.667,136.7223391
155.708,136.7223391
155.750,136.7223391
155.792,136.7223391
155.833,136.7223391
155.875,136.7223391
155.917,136.7223391
155.958,136.7223391
156.000,136.9612554
156.042,136.9612554
156.083,136.9612554
156.125,136.9612554
156.167,136.9612554
156.208,136.9612554
156.250,136.9612554
156.292,136.9612554
156.333,136.9612554
156.375,136.9612554
156.417,136.9612554
156.458,136.9612554
156.500,136.9612554
156.542,136.9612554
156.583,136.9612554
156.625,136.9612554
156.667,136.9612554
156.708,136.9612554
156.750,136.9612554
156.792,136.9612554
156.833,136.9612554
156.875,136.9612554
156.917,136.9612554
156.958,136.9612554
157.000,126.3156496
157.042,126.3156496
157.083,126.3156496
157.125,126.3156496
157.167,126.3156496
157.208,126.3156496
157.250,126.3156496
157.292,126.3156496
157.333,126.3156496
157.375,126.3156496
157.417,126.3156496
157.458,126.3156496
157.500,126.3156496
157.542,126.3156496
157.583,126.3156496
157.625,126.3156496
157.667,126.3156496
157.708,126.3156496
157.750,126.3156496
157.792,126.3156496
157.833,126.3156496
157.875,126.3156496
157.917,126.3156496
157.958,126.3156496
158.000,103.9095183
158.042,103.9095183
158.083,103.9095183
158.125,103.9095183
158.167,103.9095183
158.208,103.9095183
158.250,103.9095183
158.292,103.9095183
158.333,103.9095183
158.375,103.9095183
158.417,103.9095183
158.458,103.9095183
158.500,103.9095183
158.542,103.9095183
158.583,103.9095183
158.625,103.9095183
158.667,103.9095183
158.708,103.9095183
158.750,103.9095183
158.792,103.9095183
158.833,103.9095183
158.875,103.9095183
158.917,103.9095183
158.958,103.9095183
159.000,102.7814486
159.042,102.7814486
159.083,102.7814486
159.125,102.7814486
159.167,102.7814486
159.208,102.7814486
159.250,102.7814486
159.292,102.7814486
159.333,102.7814486
159.375,102.7814486
159.417,102.7814486
159.458,102.7814486
159.500,102.7814486
159.542,102.7814486
159.583,102.7814486
159.625,102.7814486
159.667,102.7814486
159.708,102.7814486
159.750,102.7814486
159.792,102.7814486
159.833,102.7814486
159.875,102.7814486
159.917,102.7814486
159.958,102.7814486
160.000,106.4822542
160.042,106.4822542
160.083,106.4822542
160.125,106.4822542
160.167,106.4822542
160.208,106.4822542
160.250,106.4822542
160.292,106.4822542
160.333,106.4822542
160.375,106.4822542
160.417,106.4822542
160.458,106.4822542
160.500,106.4822542
160.542,106.4822542
160.583,106.4822542
160.625,106.4822542
160.667,106.4822542
160.708,106.4822542
160.750,106.4822542
160.792,106.4822542
160.833,106.4822542
160.875,106.4822542
160.917,106.4822542
160.958,106.4822542
161.000,97.12424347
161.042,97.12424347
161.083,97.12424347
161.125,97.12424347
161.167,97.12424347
161.208,97.12424347
161.250,97.12424347
161.292,97.12424347
161.333,97.12424347
161.375,97.12424347
161.417,97.12424347
161.458,97.12424347
161.500,97.12424347
161.542,97.12424347
161.583,97.12424347
161.625,97.12424347
161.667,97.12424347
161.708,97.12424347
161.750,97.12424347
161.792,97.12424347
161.833,97.12424347
161.875,97.12424347
161.917,97.12424347
161.958,97.12424347
162.000,100.5394154
162.042,100.5394154
162.083,100.5394154
162.125,100.5394154
162.167,100.5394154
162.208,100.5394154
162.250,100.5394154
162.292,100.5394154
162.333,100.5394154
162.375,100.5394154
162.417,100.5394154
162.458,100.5394154
162.500,100.5394154
162.542,100.5394154
162.583,100.5394154
162.625,100.5394154
162.667,100.5394154
162.708,100.5394154
162.750,100.5394154
162.792,100.5394154
162.833,100.5394154
162.875,100.5394154
162.917,100.5394154
162.958,100.5394154
163.000,103.3903968
163.042,103.3903968
163.083,103.3903968
163.125,103.3903968
163.167,103.3903968
163.208,103.3903968
163.250,103.3903968
163.292,103.3903968
163.333,103.3903968
163.375,103.3903968
163.417,103.3903968
163.458,103.3903968
163.500,103.3903968
163.542,103.3903968
163.583,103.3903968
163.625,103.3903968
163.667,103.3903968
163.708,103.3903968
163.750,103.3903968
163.792,103.3903968
163.833,103.3903968
163.875,103.3903968
163.917,103.3903968
163.958,103.3903968
164.000,105.6442028
164.042,105.6442028
164.083,105.6442028
164.125,105.6442028
164.167,105.6442028
164.208,105.6442028
164.250,105.6442028
164.292,105.6442028
164.333,105.6442028
164.375,105.6442028
164.417,105.6442028
164.458,105.6442028
164.500,105.6442028
164.542,105.6442028
164.583,105.6442028
164.625,105.6442028
164.667,105.6442028
164.708,105.6442028
164.750,105.6442028
164.792,105.6442028
164.833,105.6442028
164.875,105.6442028
164.917,105.6442028
164.958,105.6442028
165.000,114.4196863
165.042,114.4196863
165.083,114.4196863
165.125,114.4196863
165.167,114.4196863
165.208,114.4196863
165.250,114.4196863
165.292,114.4196863
165.333,114.4196863
165.375,114.4196863
165.417,114.4196863
165.458,114.4196863
165.500,114.4196863
165.542,114.4196863
165.583,114.4196863
165.625,114.4196863
165.667,114.4196863
165.708,114.4196863
165.750,114.4196863
165.792,114.4196863
165.833,114.4196863
165.875,114.4196863
165.917,114.4196863
165.958,114.4196863
166.000,127.1061998
166.042,127.1061998
166.083,127.1061998
166.125,127.1061998
166.167,127.1061998
166.208,127.1061998
166.250,127.1061998
166.292,127.1061998
166.333,127.1061998
166.375,127.1061998
166.417,127.1061998
166.458,127.1061998
166.500,127.1061998
166.542,127.1061998
166.583,127.1061998
166.625,127.1061998
166.667,127.1061998
166.708,127.1061998
166.750,127.1061998
166.792,127.1061998
166.833,127.1061998
166.875,127.1061998
166.917,127.1061998
166.958,127.1061998
167.000,120.3888252
167.042,120.3888252
167.083,120.3888252
167.125,120.3888252
167.167,120.3888252
167.208,120.3888252
167.250,120.3888252
167.292,120.3888252
167.333,120.3888252
167.375,120.3888252
167.417,120.3888252
167.458,120.3888252
167.500,120.3888252
167.542,120.3888252
167.583,120.3888252
167.625,120.3888252
167.667,120.3888252
167.708,120.3888252
167.750,120.3888252
167.792,120.3888252
167.833,120.3888252
167.875,120.3888252
167.917,120.3888252
167.958,120.3888252
168.000,112.4692684
168.042,112.4692684
168.083,112.4692684
168.125,112.4692684
168.167,112.4692684
168.208,112.4692684
168.250,112.4692684
168.292,112.4692684
168.333,112.4692684
168.375,112.4692684
168.417,112.4692684
168.458,112.4692684
168.500,112.4692684
168.542,112.4692684
168.583,112.4692684
168.625,112.4692684
168.667,112.4692684
168.708,112.4692684
168.750,112.4692684
168.792,112.4692684
168.833,112.4692684
168.875,112.4692684
168.917,112.4692684
168.958,112.4692684
169.000,96.97125279
169.042,96.97125279
169.083,96.97125279
169.125,96.97125279
169.167,96.97125279
169.208,96.97125279
169.250,96.97125279
169.292,96.97125279
169.333,96.97125279
169.375,96.97125279
169.417,96.97125279
169.458,96.97125279
169.500,96.97125279
169.542,96.97125279
169.583,96.97125279
169.625,96.97125279
169.667,96.97125279
169.708,96.97125279
169.750,96.97125279
169.792,96.97125279
169.833,96.97125279
169.875,96.97125279
169.917,96.97125279
169.958,96.97125279
170.000,83.93765955
170.042,83.93765955
170.083,83.93765955
170.125,83.93765955
170.167,83.93765955
170.208,83.93765955
170.250,83.93765955
170.292,83.93765955
170.333,83.93765955
170.375,83.93765955
170.417,83.93765955
170.458,83.93765955
170.500,83.93765955
170.542,83.93765955
170.583,83.93765955
170.625,83.93765955
170.667,83.93765955
170.708,83.93765955
170.750,83.93765955
170.792,83.93765955
170.833,83.93765955
170.875,83.93765955
170.917,83.93765955
170.958,83.93765955
171.000,75.7230992
171.042,75.7230992
171.083,75.7230992
171.125,75.7230992
171.167,75.7230992
171.208,75.7230992
171.250,75.7230992
171.292,75.7230992
171.333,75.7230992
171.375,75.7230992
171.417,75.7230992
171.458,75.7230992
171.500,75.7230992
171.542,75.7230992
171.583,75.7230992
171.625,75.7230992
171.667,75.7230992
171.708,75.7230992
171.750,75.7230992
171.792,75.7230992
171.833,75.7230992
171.875,75.7230992
171.917,75.7230992
171.958,75.7230992
172.000,76.57548745
172.042,76.57548745
172.083,76.57548745
172.125,76.57548745
172.167,76.57548745
172.208,76.57548745
172.250,76.57548745
172.292,76.57548745
172.333,76.57548745
172.375,76.57548745
172.417,76.57548745
172.458,76.57548745
172.500,76.57548745
172.542,76.57548745
172.583,76.57548745
172.625,76.57548745
172.667,76.57548745
172.708,76.57548745
172.750,76.57548745
172.792,76.57548745
172.833,76.57548745
172.875,76.57548745
172.917,76.57548745
172.958,76.57548745
173.000,82.65361392
173.042,82.65361392
173.083,82.65361392
173.125,82.65361392
173.167,82.65361392
173.208,82.65361392
173.250,82.65361392
173.292,82.65361392
173.333,82.65361392
173.375,82.65361392
173.417,82.65361392
173.458,82.65361392
173.500,82.65361392
173.542,82.65361392
173.583,82.65361392
173.625,82.65361392
173.667,82.65361392
173.708,82.65361392
173.750,82.65361392
173.792,82.65361392
173.833,82.65361392
173.875,82.65361392
173.917,82.65361392
173.958,82.65361392
174.000,76.51066412
174.042,76.51066412
174.083,76.51066412
174.125,76.51066412
174.167,76.51066412
174.208,76.51066412
174.250,76.51066412
174.292,76.51066412
174.333,76.51066412
174.375,76.51066412
174.417,76.51066412
174.458,76.51066412
174.500,76.51066412
174.542,76.51066412
174.583,76.51066412
174.625,76.51066412
174.667,76.51066412
174.708,76.51066412
174.750,76.51066412
174.792,76.51066412
174.833,76.51066412
174.875,76.51066412
174.917,76.51066412
174.958,76.51066412
175.000,76.84424222
175.042,76.84424222
175.083,76.84424222
175.125,76.84424222
175.167,76.84424222
175.208,76.84424222
175.250,76.84424222
175.292,76.84424222
175.333,76.84424222
175.375,76.84424222
175.417,76.84424222
175.458,76.84424222
175.500,76.84424222
175.542,76.84424222
175.583,76.84424222
175.625,76.84424222
175.667,76.84424222
175.708,76.84424222
175.750,76.84424222
175.792,76.84424222
175.833,76.84424222
175.875,76.84424222
175.917,76.84424222
175.958,76.84424222
176.000,71.54797012
176.042,71.54797012
176.083,71.54797012
176.125,71.54797012
176.167,71.54797012
176.208,71.54797012
176.250,71.54797012
176.292,71.54797012
176.333,71.54797012
176.375,71.54797012
176.417,71.54797012
176.458,71.54797012
176.500,71.54797012
176.542,71.54797012
176.583,71.54797012
176.625,71.54797012
176.667,71.54797012
176.708,71.54797012
176.750,71.54797012
176.792,71.54797012
176.833,71.54797012
176.875,71.54797012
176.917,71.54797012
176.958,71.54797012
177.000,80.21985422
177.042,80.21985422
177.083,80.21985422
177.125,80.21985422
177.167,80.21985422
177.208,80.21985422
177.250,80.21985422
177.292,80.21985422
177.333,80.21985422
177.375,80.21985422
177.417,80.21985422
177.458,80.21985422
177.500,80.21985422
177.542,80.21985422
177.583,80.21985422
177.625,80.21985422
177.667,80.21985422
177.708,80.21985422
177.750,80.21985422
177.792,80.21985422
177.833,80.21985422
177.875,80.21985422
177.917,80.21985422
177.958,80.21985422
178.000,78.92549369
178.042,78.92549369
178.083,78.92549369
178.125,78.92549369
178.167,78.92549369
178.208,78.92549369
178.250,78.92549369
178.292,78.92549369
178.333,78.92549369
178.375,78.92549369
178.417,78.92549369
178.458,78.92549369
178.500,78.92549369
178.542,78.92549369
178.583,78.92549369
178.625,78.92549369
178.667,78.92549369
178.708,78.92549369
178.750,78.92549369
178.792,78.92549369
178.833,78.92549369
178.875,78.92549369
178.917,78.92549369
178.958,78.92549369
179.000,77.19919369
179.042,77.19919369
179.083,77.19919369
179.125,77.19919369
179.167,77.19919369
179.208,77.19919369
179.250,77.19919369
179.292,77.19919369
179.333,77.19919369
179.375,77.19919369
179.417,77.19919369
179.458,77.19919369
179.500,77.19919369
179.542,77.19919369
179.583,77.19919369
179.625,77.19919369
179.667,77.19919369
179.708,77.19919369
179.750,77.19919369
179.792,77.19919369
179.833,77.19919369
179.875,77.19919369
179.917,77.19919369
179.958,77.19919369
180.000,62.19888596
180.042,62.19888596
180.083,62.19888596
180.125,62.19888596
180.167,62.19888596
180.208,62.19888596
180.250,62.19888596
180.292,62.19888596
180.333,62.19888596
180.375,62.19888596
180.417,62.19888596
180.458,62.19888596
180.500,62.19888596
180.542,62.19888596
180.583,62.19888596
180.625,62.19888596
180.667,62.19888596
180.708,62.19888596
180.750,62.19888596
180.792,62.19888596
180.833,62.19888596
180.875,62.19888596
180.917,62.19888596
180.958,62.19888596
181.000,44.1763
181.042,44.1763
181.083,44.1763
181.125,44.1763
181.167,44.1763
181.208,44.1763
181.250,44.1763
181.292,44.1763
181.333,44.1763
181.375,44.1763
181.417,44.1763
181.458,44.1763
181.500,44.1763
181.542,44.1763
181.583,44.1763
181.625,44.1763
181.667,44.1763
181.708,44.1763
181.750,44.1763
181.792,44.1763
181.833,44.1763
181.875,44.1763
181.917,44.1763
181.958,44.1763
182.000,69.9380569
182.042,69.9380569
182.083,69.9380569
182.125,69.9380569
182.167,69.9380569
182.208,69.9380569
182.250,69.9380569
182.292,69.9380569
182.333,69.9380569
182.375,69.9380569
182.417,69.9380569
182.458,69.9380569
182.500,69.9380569
182.542,69.9380569
182.583,69.9380569
182.625,69.9380569
182.667,69.9380569
182.708,69.9380569
182.750,69.9380569
182.792,69.9380569
182.833,69.9380569
182.875,69.9380569
182.917,69.9380569
182.958,69.9380569
183.000,72.51210052
183.042,72.51210052
183.083,72.51210052
183.125,72.51210052
183.167,72.51210052
183.208,72.51210052
183.250,72.51210052
183.292,72.51210052
183.333,72.51210052
183.375,72.51210052
183.417,72.51210052
183.458,72.51210052
183.500,72.51210052
183.542,72.51210052
183.583,72.51210052
183.625,72.51210052
183.667,72.51210052
183.708,72.51210052
183.750,72.51210052
183.792,72.51210052
183.833,72.51210052
183.875,72.51210052
183.917,72.51210052
183.958,72.51210052
184.000,62.97814697
184.042,62.97814697
184.083,62.97814697
184.125,62.97814697
184.167,62.97814697
184.208,62.97814697
184.250,62.97814697
184.292,62.97814697
