$NML Br1 inflow year 2005 sum of NF MF Collierville PH Stanislaus PH YC 02/02/2023 ,
",,,",
Jday,Flow
65.375,34.6675
65.417,34.6675
65.458,34.6675
65.500,34.6675
65.542,34.6675
65.583,34.6675
65.625,34.6675
65.667,34.6675
65.708,34.6675
65.750,34.6675
65.792,34.6675
65.833,34.6675
65.875,34.6675
65.917,34.6675
65.958,34.6675
66.000,39.3087
66.042,39.3087
66.083,39.3087
66.125,39.3087
66.167,39.3087
66.208,39.3087
66.250,39.3087
66.292,39.3087
66.333,39.3087
66.375,39.3087
66.417,39.3087
66.458,39.3087
66.500,39.3087
66.542,39.3087
66.583,39.3087
66.625,39.3087
66.667,39.3087
66.708,39.3087
66.750,39.3087
66.792,39.3087
66.833,39.3087
66.875,39.3087
66.917,39.3087
66.958,39.3087
67.000,40.5822
67.042,40.5822
67.083,40.5822
67.125,40.5822
67.167,40.5822
67.208,40.5822
67.250,40.5822
67.292,40.5822
67.333,40.5822
67.375,40.5822
67.417,40.5822
67.458,40.5822
67.500,40.5822
67.542,40.5822
67.583,40.5822
67.625,40.5822
67.667,40.5822
67.708,40.5822
67.750,40.5822
67.792,40.5822
67.833,40.5822
67.875,40.5822
67.917,40.5822
67.958,40.5822
68.000,40.0445
68.042,40.0445
68.083,40.0445
68.125,40.0445
68.167,40.0445
68.208,40.0445
68.250,40.0445
68.292,40.0445
68.333,40.0445
68.375,40.0445
68.417,40.0445
68.458,40.0445
68.500,40.0445
68.542,40.0445
68.583,40.0445
68.625,40.0445
68.667,40.0445
68.708,40.0445
68.750,40.0445
68.792,40.0445
68.833,40.0445
68.875,40.0445
68.917,40.0445
68.958,40.0445
69.000,40.3558
69.042,40.3558
69.083,40.3558
69.125,40.3558
69.167,40.3558
69.208,40.3558
69.250,40.3558
69.292,40.3558
69.333,40.3558
69.375,40.3558
69.417,40.3558
69.458,40.3558
69.500,40.3558
69.542,40.3558
69.583,40.3558
69.625,40.3558
69.667,40.3558
69.708,40.3558
69.750,40.3558
69.792,40.3558
69.833,40.3558
69.875,40.3558
69.917,40.3558
69.958,40.3558
70.000,40.0445
70.042,40.0445
70.083,40.0445
70.125,40.0445
70.167,40.0445
70.208,40.0445
70.250,40.0445
70.292,40.0445
70.333,40.0445
70.375,40.0445
70.417,40.0445
70.458,40.0445
70.500,40.0445
70.542,40.0445
70.583,40.0445
70.625,40.0445
70.667,40.0445
70.708,40.0445
70.750,40.0445
70.792,40.0445
70.833,40.0445
70.875,40.0445
70.917,40.0445
70.958,40.0445
71.000,37.1013
71.042,37.1013
71.083,37.1013
71.125,37.1013
71.167,37.1013
71.208,37.1013
71.250,37.1013
71.292,37.1013
71.333,37.1013
71.375,37.1013
71.417,37.1013
71.458,37.1013
71.500,37.1013
71.542,37.1013
71.583,37.1013
71.625,37.1013
71.667,37.1013
71.708,37.1013
71.750,37.1013
71.792,37.1013
71.833,37.1013
71.875,37.1013
71.917,37.1013
71.958,37.1013
72.000,42.45
72.042,42.45
72.083,42.45
72.125,42.45
72.167,42.45
72.208,42.45
72.250,42.45
72.292,42.45
72.333,42.45
72.375,42.45
72.417,42.45
72.458,42.45
72.500,42.45
72.542,42.45
72.583,42.45
72.625,42.45
72.667,42.45
72.708,42.45
72.750,42.45
72.792,42.45
72.833,42.45
72.875,42.45
72.917,42.45
72.958,42.45
73.000,40.8369
73.042,40.8369
73.083,40.8369
73.125,40.8369
73.167,40.8369
73.208,40.8369
73.250,40.8369
73.292,40.8369
73.333,40.8369
73.375,40.8369
73.417,40.8369
73.458,40.8369
73.500,40.8369
73.542,40.8369
73.583,40.8369
73.625,40.8369
73.667,40.8369
73.708,40.8369
73.750,40.8369
73.792,40.8369
73.833,40.8369
73.875,40.8369
73.917,40.8369
73.958,40.8369
74.000,27.1397
74.042,27.1397
74.083,27.1397
74.125,27.1397
74.167,27.1397
74.208,27.1397
74.250,27.1397
74.292,27.1397
74.333,27.1397
74.375,27.1397
74.417,27.1397
74.458,27.1397
74.500,27.1397
74.542,27.1397
74.583,27.1397
74.625,27.1397
74.667,27.1397
74.708,27.1397
74.750,27.1397
74.792,27.1397
74.833,27.1397
74.875,27.1397
74.917,27.1397
74.958,27.1397
75.000,28.2434
75.042,28.2434
75.083,28.2434
75.125,28.2434
75.167,28.2434
75.208,28.2434
75.250,28.2434
75.292,28.2434
75.333,28.2434
75.375,28.2434
75.417,28.2434
75.458,28.2434
75.500,28.2434
75.542,28.2434
75.583,28.2434
75.625,28.2434
75.667,28.2434
75.708,28.2434
75.750,28.2434
75.792,28.2434
75.833,28.2434
75.875,28.2434
75.917,28.2434
75.958,28.2434
76.000,28.4132
76.042,28.4132
76.083,28.4132
76.125,28.4132
76.167,28.4132
76.208,28.4132
76.250,28.4132
76.292,28.4132
76.333,28.4132
76.375,28.4132
76.417,28.4132
76.458,28.4132
76.500,28.4132
76.542,28.4132
76.583,28.4132
76.625,28.4132
76.667,28.4132
76.708,28.4132
76.750,28.4132
76.792,28.4132
76.833,28.4132
76.875,28.4132
76.917,28.4132
76.958,28.4132
77.000,33.0827
77.042,33.0827
77.083,33.0827
77.125,33.0827
77.167,33.0827
77.208,33.0827
77.250,33.0827
77.292,33.0827
77.333,33.0827
77.375,33.0827
77.417,33.0827
77.458,33.0827
77.500,33.0827
77.542,33.0827
77.583,33.0827
77.625,33.0827
77.667,33.0827
77.708,33.0827
77.750,33.0827
77.792,33.0827
77.833,33.0827
77.875,33.0827
77.917,33.0827
77.958,33.0827
78.000,29.2056
78.042,29.2056
78.083,29.2056
78.125,29.2056
78.167,29.2056
78.208,29.2056
78.250,29.2056
78.292,29.2056
78.333,29.2056
78.375,29.2056
78.417,29.2056
78.458,29.2056
78.500,29.2056
78.542,29.2056
78.583,29.2056
78.625,29.2056
78.667,29.2056
78.708,29.2056
78.750,29.2056
78.792,29.2056
78.833,29.2056
78.875,29.2056
78.917,29.2056
78.958,29.2056
79.000,32.7997
79.042,32.7997
79.083,32.7997
79.125,32.7997
79.167,32.7997
79.208,32.7997
79.250,32.7997
79.292,32.7997
79.333,32.7997
79.375,32.7997
79.417,32.7997
79.458,32.7997
79.500,32.7997
79.542,32.7997
79.583,32.7997
79.625,32.7997
79.667,32.7997
79.708,32.7997
79.750,32.7997
79.792,32.7997
79.833,32.7997
79.875,32.7997
79.917,32.7997
79.958,32.7997
80.000,34.1298
80.042,34.1298
80.083,34.1298
80.125,34.1298
80.167,34.1298
80.208,34.1298
80.250,34.1298
80.292,34.1298
80.333,34.1298
80.375,34.1298
80.417,34.1298
80.458,34.1298
80.500,34.1298
80.542,34.1298
80.583,34.1298
80.625,34.1298
80.667,34.1298
80.708,34.1298
80.750,34.1298
80.792,34.1298
80.833,34.1298
80.875,34.1298
80.917,34.1298
80.958,34.1298
81.000,39.1672
81.042,39.1672
81.083,39.1672
81.125,39.1672
81.167,39.1672
81.208,39.1672
81.250,39.1672
81.292,39.1672
81.333,39.1672
81.375,39.1672
81.417,39.1672
81.458,39.1672
81.500,39.1672
81.542,39.1672
81.583,39.1672
81.625,39.1672
81.667,39.1672
81.708,39.1672
81.750,39.1672
81.792,39.1672
81.833,39.1672
81.875,39.1672
81.917,39.1672
81.958,39.1672
82.000,46.5818
82.042,46.5818
82.083,46.5818
82.125,46.5818
82.167,46.5818
82.208,46.5818
82.250,46.5818
82.292,46.5818
82.333,46.5818
82.375,46.5818
82.417,46.5818
82.458,46.5818
82.500,46.5818
82.542,46.5818
82.583,46.5818
82.625,46.5818
82.667,46.5818
82.708,46.5818
82.750,46.5818
82.792,46.5818
82.833,46.5818
82.875,46.5818
82.917,46.5818
82.958,46.5818
83.000,33.0544
83.042,33.0544
83.083,33.0544
83.125,33.0544
83.167,33.0544
83.208,33.0544
83.250,33.0544
83.292,33.0544
83.333,33.0544
83.375,33.0544
83.417,33.0544
83.458,33.0544
83.500,33.0544
83.542,33.0544
83.583,33.0544
83.625,33.0544
83.667,33.0544
83.708,33.0544
83.750,33.0544
83.792,33.0544
83.833,33.0544
83.875,33.0544
83.917,33.0544
83.958,33.0544
84.000,31.7809
84.042,31.7809
84.083,31.7809
84.125,31.7809
84.167,31.7809
84.208,31.7809
84.250,31.7809
84.292,31.7809
84.333,31.7809
84.375,31.7809
84.417,31.7809
84.458,31.7809
84.500,31.7809
84.542,31.7809
84.583,31.7809
84.625,31.7809
84.667,31.7809
84.708,31.7809
84.750,31.7809
84.792,31.7809
84.833,31.7809
84.875,31.7809
84.917,31.7809
84.958,31.7809
85.000,35.0354
85.042,35.0354
85.083,35.0354
85.125,35.0354
85.167,35.0354
85.208,35.0354
85.250,35.0354
85.292,35.0354
85.333,35.0354
85.375,35.0354
85.417,35.0354
85.458,35.0354
85.500,35.0354
85.542,35.0354
85.583,35.0354
85.625,35.0354
85.667,35.0354
85.708,35.0354
85.750,35.0354
85.792,35.0354
85.833,35.0354
85.875,35.0354
85.917,35.0354
85.958,35.0354
86.000,35.8278
86.042,35.8278
86.083,35.8278
86.125,35.8278
86.167,35.8278
86.208,35.8278
86.250,35.8278
86.292,35.8278
86.333,35.8278
86.375,35.8278
86.417,35.8278
86.458,35.8278
86.500,35.8278
86.542,35.8278
86.583,35.8278
86.625,35.8278
86.667,35.8278
86.708,35.8278
86.750,35.8278
86.792,35.8278
86.833,35.8278
86.875,35.8278
86.917,35.8278
86.958,35.8278
87.000,41.035
87.042,41.035
87.083,41.035
87.125,41.035
87.167,41.035
87.208,41.035
87.250,41.035
87.292,41.035
87.333,41.035
87.375,41.035
87.417,41.035
87.458,41.035
87.500,41.035
87.542,41.035
87.583,41.035
87.625,41.035
87.667,41.035
87.708,41.035
87.750,41.035
87.792,41.035
87.833,41.035
87.875,41.035
87.917,41.035
87.958,41.035
88.000,38.1767
88.042,38.1767
88.083,38.1767
88.125,38.1767
88.167,38.1767
88.208,38.1767
88.250,38.1767
88.292,38.1767
88.333,38.1767
88.375,38.1767
88.417,38.1767
88.458,38.1767
88.500,38.1767
88.542,38.1767
88.583,38.1767
88.625,38.1767
88.667,38.1767
88.708,38.1767
88.750,38.1767
88.792,38.1767
88.833,38.1767
88.875,38.1767
88.917,38.1767
88.958,38.1767
89.000,38.7427
89.042,38.7427
89.083,38.7427
89.125,38.7427
89.167,38.7427
89.208,38.7427
89.250,38.7427
89.292,38.7427
89.333,38.7427
89.375,38.7427
89.417,38.7427
89.458,38.7427
89.500,38.7427
89.542,38.7427
89.583,38.7427
89.625,38.7427
89.667,38.7427
89.708,38.7427
89.750,38.7427
89.792,38.7427
89.833,38.7427
89.875,38.7427
89.917,38.7427
89.958,38.7427
90.000,47.55966143
90.042,47.55966143
90.083,47.55966143
90.125,47.55966143
90.167,47.55966143
90.208,47.55966143
90.250,47.55966143
90.292,47.55966143
90.333,47.55966143
90.375,47.55966143
90.417,47.55966143
90.458,47.55966143
90.500,47.55966143
90.542,47.55966143
90.583,47.55966143
90.625,47.55966143
90.667,47.55966143
90.708,47.55966143
90.750,47.55966143
90.792,47.55966143
90.833,47.55966143
90.875,47.55966143
90.917,47.55966143
90.958,47.55966143
91.000,69.1754037
91.042,69.1754037
91.083,69.1754037
91.125,69.1754037
91.167,69.1754037
91.208,69.1754037
91.250,69.1754037
91.292,69.1754037
91.333,69.1754037
91.375,69.1754037
91.417,69.1754037
91.458,69.1754037
91.500,69.1754037
91.542,69.1754037
91.583,69.1754037
91.625,69.1754037
91.667,69.1754037
91.708,69.1754037
91.750,69.1754037
91.792,69.1754037
91.833,69.1754037
91.875,69.1754037
91.917,69.1754037
91.958,69.1754037
92.000,67.7260818
92.042,67.7260818
92.083,67.7260818
92.125,67.7260818
92.167,67.7260818
92.208,67.7260818
92.250,67.7260818
92.292,67.7260818
92.333,67.7260818
92.375,67.7260818
92.417,67.7260818
92.458,67.7260818
92.500,67.7260818
92.542,67.7260818
92.583,67.7260818
92.625,67.7260818
92.667,67.7260818
92.708,67.7260818
92.750,67.7260818
92.792,67.7260818
92.833,67.7260818
92.875,67.7260818
92.917,67.7260818
92.958,67.7260818
93.000,48.1939939
93.042,48.1939939
93.083,48.1939939
93.125,48.1939939
93.167,48.1939939
93.208,48.1939939
93.250,48.1939939
93.292,48.1939939
93.333,48.1939939
93.375,48.1939939
93.417,48.1939939
93.458,48.1939939
93.500,48.1939939
93.542,48.1939939
93.583,48.1939939
93.625,48.1939939
93.667,48.1939939
93.708,48.1939939
93.750,48.1939939
93.792,48.1939939
93.833,48.1939939
93.875,48.1939939
93.917,48.1939939
93.958,48.1939939
94.000,52.87880505
94.042,52.87880505
94.083,52.87880505
94.125,52.87880505
94.167,52.87880505
94.208,52.87880505
94.250,52.87880505
94.292,52.87880505
94.333,52.87880505
94.375,52.87880505
94.417,52.87880505
94.458,52.87880505
94.500,52.87880505
94.542,52.87880505
94.583,52.87880505
94.625,52.87880505
94.667,52.87880505
94.708,52.87880505
94.750,52.87880505
94.792,52.87880505
94.833,52.87880505
94.875,52.87880505
94.917,52.87880505
94.958,52.87880505
95.000,49.45769182
95.042,49.45769182
95.083,49.45769182
95.125,49.45769182
95.167,49.45769182
95.208,49.45769182
95.250,49.45769182
95.292,49.45769182
95.333,49.45769182
95.375,49.45769182
95.417,49.45769182
95.458,49.45769182
95.500,49.45769182
95.542,49.45769182
95.583,49.45769182
95.625,49.45769182
95.667,49.45769182
95.708,49.45769182
95.750,49.45769182
95.792,49.45769182
95.833,49.45769182
95.875,49.45769182
95.917,49.45769182
95.958,49.45769182
96.000,61.07281621
96.042,61.07281621
96.083,61.07281621
96.125,61.07281621
96.167,61.07281621
96.208,61.07281621
96.250,61.07281621
96.292,61.07281621
96.333,61.07281621
96.375,61.07281621
96.417,61.07281621
96.458,61.07281621
96.500,61.07281621
96.542,61.07281621
96.583,61.07281621
96.625,61.07281621
96.667,61.07281621
96.708,61.07281621
96.750,61.07281621
96.792,61.07281621
96.833,61.07281621
96.875,61.07281621
96.917,61.07281621
96.958,61.07281621
97.000,57.59006642
97.042,57.59006642
97.083,57.59006642
97.125,57.59006642
97.167,57.59006642
97.208,57.59006642
97.250,57.59006642
97.292,57.59006642
97.333,57.59006642
97.375,57.59006642
97.417,57.59006642
97.458,57.59006642
97.500,57.59006642
97.542,57.59006642
97.583,57.59006642
97.625,57.59006642
97.667,57.59006642
97.708,57.59006642
97.750,57.59006642
97.792,57.59006642
97.833,57.59006642
97.875,57.59006642
97.917,57.59006642
97.958,57.59006642
98.000,59.34466642
98.042,59.34466642
98.083,59.34466642
98.125,59.34466642
98.167,59.34466642
98.208,59.34466642
98.250,59.34466642
98.292,59.34466642
98.333,59.34466642
98.375,59.34466642
98.417,59.34466642
98.458,59.34466642
98.500,59.34466642
98.542,59.34466642
98.583,59.34466642
98.625,59.34466642
98.667,59.34466642
98.708,59.34466642
98.750,59.34466642
98.792,59.34466642
98.833,59.34466642
98.875,59.34466642
98.917,59.34466642
98.958,59.34466642
99.000,58.22148316
99.042,58.22148316
99.083,58.22148316
99.125,58.22148316
99.167,58.22148316
99.208,58.22148316
99.250,58.22148316
99.292,58.22148316
99.333,58.22148316
99.375,58.22148316
99.417,58.22148316
99.458,58.22148316
99.500,58.22148316
99.542,58.22148316
99.583,58.22148316
99.625,58.22148316
99.667,58.22148316
99.708,58.22148316
99.750,58.22148316
99.792,58.22148316
99.833,58.22148316
99.875,58.22148316
99.917,58.22148316
99.958,58.22148316
100.000,54.66217758
100.042,54.66217758
100.083,54.66217758
100.125,54.66217758
100.167,54.66217758
100.208,54.66217758
100.250,54.66217758
100.292,54.66217758
100.333,54.66217758
100.375,54.66217758
100.417,54.66217758
100.458,54.66217758
100.500,54.66217758
100.542,54.66217758
100.583,54.66217758
100.625,54.66217758
100.667,54.66217758
100.708,54.66217758
100.750,54.66217758
100.792,54.66217758
100.833,54.66217758
100.875,54.66217758
100.917,54.66217758
100.958,54.66217758
101.000,53.57378873
101.042,53.57378873
101.083,53.57378873
101.125,53.57378873
101.167,53.57378873
101.208,53.57378873
101.250,53.57378873
101.292,53.57378873
101.333,53.57378873
101.375,53.57378873
101.417,53.57378873
101.458,53.57378873
101.500,53.57378873
101.542,53.57378873
101.583,53.57378873
101.625,53.57378873
101.667,53.57378873
101.708,53.57378873
101.750,53.57378873
101.792,53.57378873
101.833,53.57378873
101.875,53.57378873
101.917,53.57378873
101.958,53.57378873
102.000,58.93130547
102.042,58.93130547
102.083,58.93130547
102.125,58.93130547
102.167,58.93130547
102.208,58.93130547
102.250,58.93130547
102.292,58.93130547
102.333,58.93130547
102.375,58.93130547
102.417,58.93130547
102.458,58.93130547
102.500,58.93130547
102.542,58.93130547
102.583,58.93130547
102.625,58.93130547
102.667,58.93130547
102.708,58.93130547
102.750,58.93130547
102.792,58.93130547
102.833,58.93130547
102.875,58.93130547
102.917,58.93130547
102.958,58.93130547
103.000,56.45389431
103.042,56.45389431
103.083,56.45389431
103.125,56.45389431
103.167,56.45389431
103.208,56.45389431
103.250,56.45389431
103.292,56.45389431
103.333,56.45389431
103.375,56.45389431
103.417,56.45389431
103.458,56.45389431
103.500,56.45389431
103.542,56.45389431
103.583,56.45389431
103.625,56.45389431
103.667,56.45389431
103.708,56.45389431
103.750,56.45389431
103.792,56.45389431
103.833,56.45389431
103.875,56.45389431
103.917,56.45389431
103.958,56.45389431
104.000,56.66081105
104.042,56.66081105
104.083,56.66081105
104.125,56.66081105
104.167,56.66081105
104.208,56.66081105
104.250,56.66081105
104.292,56.66081105
104.333,56.66081105
104.375,56.66081105
104.417,56.66081105
104.458,56.66081105
104.500,56.66081105
104.542,56.66081105
104.583,56.66081105
104.625,56.66081105
104.667,56.66081105
104.708,56.66081105
104.750,56.66081105
104.792,56.66081105
104.833,56.66081105
104.875,56.66081105
104.917,56.66081105
104.958,56.66081105
105.000,55.23931663
105.042,55.23931663
105.083,55.23931663
105.125,55.23931663
105.167,55.23931663
105.208,55.23931663
105.250,55.23931663
105.292,55.23931663
105.333,55.23931663
105.375,55.23931663
105.417,55.23931663
105.458,55.23931663
105.500,55.23931663
105.542,55.23931663
105.583,55.23931663
105.625,55.23931663
105.667,55.23931663
105.708,55.23931663
105.750,55.23931663
105.792,55.23931663
105.833,55.23931663
105.875,55.23931663
105.917,55.23931663
105.958,55.23931663
106.000,49.10703336
106.042,49.10703336
106.083,49.10703336
106.125,49.10703336
106.167,49.10703336
106.208,49.10703336
106.250,49.10703336
106.292,49.10703336
106.333,49.10703336
106.375,49.10703336
106.417,49.10703336
106.458,49.10703336
106.500,49.10703336
106.542,49.10703336
106.583,49.10703336
106.625,49.10703336
106.667,49.10703336
106.708,49.10703336
106.750,49.10703336
106.792,49.10703336
106.833,49.10703336
106.875,49.10703336
106.917,49.10703336
106.958,49.10703336
107.000,60.5490501
107.042,60.5490501
107.083,60.5490501
107.125,60.5490501
107.167,60.5490501
107.208,60.5490501
107.250,60.5490501
107.292,60.5490501
107.333,60.5490501
107.375,60.5490501
107.417,60.5490501
107.458,60.5490501
107.500,60.5490501
107.542,60.5490501
107.583,60.5490501
107.625,60.5490501
107.667,60.5490501
107.708,60.5490501
107.750,60.5490501
107.792,60.5490501
107.833,60.5490501
107.875,60.5490501
107.917,60.5490501
107.958,60.5490501
108.000,60.84086684
108.042,60.84086684
108.083,60.84086684
108.125,60.84086684
108.167,60.84086684
108.208,60.84086684
108.250,60.84086684
108.292,60.84086684
108.333,60.84086684
108.375,60.84086684
108.417,60.84086684
108.458,60.84086684
108.500,60.84086684
108.542,60.84086684
108.583,60.84086684
108.625,60.84086684
108.667,60.84086684
108.708,60.84086684
108.750,60.84086684
108.792,60.84086684
108.833,60.84086684
108.875,60.84086684
108.917,60.84086684
108.958,60.84086684
109.000,57.4926501
109.042,57.4926501
109.083,57.4926501
109.125,57.4926501
109.167,57.4926501
109.208,57.4926501
109.250,57.4926501
109.292,57.4926501
109.333,57.4926501
109.375,57.4926501
109.417,57.4926501
109.458,57.4926501
109.500,57.4926501
109.542,57.4926501
109.583,57.4926501
109.625,57.4926501
109.667,57.4926501
109.708,57.4926501
109.750,57.4926501
109.792,57.4926501
109.833,57.4926501
109.875,57.4926501
109.917,57.4926501
109.958,57.4926501
110.000,52.65102778
110.042,52.65102778
110.083,52.65102778
110.125,52.65102778
110.167,52.65102778
110.208,52.65102778
110.250,52.65102778
110.292,52.65102778
110.333,52.65102778
110.375,52.65102778
110.417,52.65102778
110.458,52.65102778
110.500,52.65102778
110.542,52.65102778
110.583,52.65102778
110.625,52.65102778
110.667,52.65102778
110.708,52.65102778
110.750,52.65102778
110.792,52.65102778
110.833,52.65102778
110.875,52.65102778
110.917,52.65102778
110.958,52.65102778
111.000,50.18648458
111.042,50.18648458
111.083,50.18648458
111.125,50.18648458
111.167,50.18648458
111.208,50.18648458
111.250,50.18648458
111.292,50.18648458
111.333,50.18648458
111.375,50.18648458
111.417,50.18648458
111.458,50.18648458
111.500,50.18648458
111.542,50.18648458
111.583,50.18648458
111.625,50.18648458
111.667,50.18648458
111.708,50.18648458
111.750,50.18648458
111.792,50.18648458
111.833,50.18648458
111.875,50.18648458
111.917,50.18648458
111.958,50.18648458
112.000,52.02890031
112.042,52.02890031
112.083,52.02890031
112.125,52.02890031
112.167,52.02890031
112.208,52.02890031
112.250,52.02890031
112.292,52.02890031
112.333,52.02890031
112.375,52.02890031
112.417,52.02890031
112.458,52.02890031
112.500,52.02890031
112.542,52.02890031
112.583,52.02890031
112.625,52.02890031
112.667,52.02890031
112.708,52.02890031
112.750,52.02890031
112.792,52.02890031
112.833,52.02890031
112.875,52.02890031
112.917,52.02890031
112.958,52.02890031
113.000,45.64423936
113.042,45.64423936
113.083,45.64423936
113.125,45.64423936
113.167,45.64423936
113.208,45.64423936
113.250,45.64423936
113.292,45.64423936
113.333,45.64423936
113.375,45.64423936
113.417,45.64423936
113.458,45.64423936
113.500,45.64423936
113.542,45.64423936
113.583,45.64423936
113.625,45.64423936
113.667,45.64423936
113.708,45.64423936
113.750,45.64423936
113.792,45.64423936
113.833,45.64423936
113.875,45.64423936
113.917,45.64423936
113.958,45.64423936
114.000,48.76971538
114.042,48.76971538
114.083,48.76971538
114.125,48.76971538
114.167,48.76971538
114.208,48.76971538
114.250,48.76971538
114.292,48.76971538
114.333,48.76971538
114.375,48.76971538
114.417,48.76971538
114.458,48.76971538
114.500,48.76971538
114.542,48.76971538
114.583,48.76971538
114.625,48.76971538
114.667,48.76971538
114.708,48.76971538
114.750,48.76971538
114.792,48.76971538
114.833,48.76971538
114.875,48.76971538
114.917,48.76971538
114.958,48.76971538
115.000,49.54129514
115.042,49.54129514
115.083,49.54129514
115.125,49.54129514
115.167,49.54129514
115.208,49.54129514
115.250,49.54129514
115.292,49.54129514
115.333,49.54129514
115.375,49.54129514
115.417,49.54129514
115.458,49.54129514
115.500,49.54129514
115.542,49.54129514
115.583,49.54129514
115.625,49.54129514
115.667,49.54129514
115.708,49.54129514
115.750,49.54129514
115.792,49.54129514
115.833,49.54129514
115.875,49.54129514
115.917,49.54129514
115.958,49.54129514
116.000,47.60575609
116.042,47.60575609
116.083,47.60575609
116.125,47.60575609
116.167,47.60575609
116.208,47.60575609
116.250,47.60575609
116.292,47.60575609
116.333,47.60575609
116.375,47.60575609
116.417,47.60575609
116.458,47.60575609
116.500,47.60575609
116.542,47.60575609
116.583,47.60575609
116.625,47.60575609
116.667,47.60575609
116.708,47.60575609
116.750,47.60575609
116.792,47.60575609
116.833,47.60575609
116.875,47.60575609
116.917,47.60575609
116.958,47.60575609
117.000,55.20314494
117.042,55.20314494
117.083,55.20314494
117.125,55.20314494
117.167,55.20314494
117.208,55.20314494
117.250,55.20314494
117.292,55.20314494
117.333,55.20314494
117.375,55.20314494
117.417,55.20314494
117.458,55.20314494
117.500,55.20314494
117.542,55.20314494
117.583,55.20314494
117.625,55.20314494
117.667,55.20314494
117.708,55.20314494
117.750,55.20314494
117.792,55.20314494
117.833,55.20314494
117.875,55.20314494
117.917,55.20314494
117.958,55.20314494
118.000,50.81200031
118.042,50.81200031
118.083,50.81200031
118.125,50.81200031
118.167,50.81200031
118.208,50.81200031
118.250,50.81200031
118.292,50.81200031
118.333,50.81200031
118.375,50.81200031
118.417,50.81200031
118.458,50.81200031
118.500,50.81200031
118.542,50.81200031
118.583,50.81200031
118.625,50.81200031
118.667,50.81200031
118.708,50.81200031
118.750,50.81200031
118.792,50.81200031
118.833,50.81200031
118.875,50.81200031
118.917,50.81200031
118.958,50.81200031
119.000,58.91878915
119.042,58.91878915
119.083,58.91878915
119.125,58.91878915
119.167,58.91878915
119.208,58.91878915
119.250,58.91878915
119.292,58.91878915
119.333,58.91878915
119.375,58.91878915
119.417,58.91878915
119.458,58.91878915
119.500,58.91878915
119.542,58.91878915
119.583,58.91878915
119.625,58.91878915
119.667,58.91878915
119.708,58.91878915
119.750,58.91878915
119.792,58.91878915
119.833,58.91878915
119.875,58.91878915
119.917,58.91878915
119.958,58.91878915
120.000,57.85173336
120.042,57.85173336
120.083,57.85173336
120.125,57.85173336
120.167,57.85173336
120.208,57.85173336
120.250,57.85173336
120.292,57.85173336
120.333,57.85173336
120.375,57.85173336
120.417,57.85173336
120.458,57.85173336
120.500,57.85173336
120.542,57.85173336
120.583,57.85173336
120.625,57.85173336
120.667,57.85173336
120.708,57.85173336
120.750,57.85173336
120.792,57.85173336
120.833,57.85173336
120.875,57.85173336
120.917,57.85173336
120.958,57.85173336
121.000,61.6810501
121.042,61.6810501
121.083,61.6810501
121.125,61.6810501
121.167,61.6810501
121.208,61.6810501
121.250,61.6810501
121.292,61.6810501
121.333,61.6810501
121.375,61.6810501
121.417,61.6810501
121.458,61.6810501
121.500,61.6810501
121.542,61.6810501
121.583,61.6810501
121.625,61.6810501
121.667,61.6810501
121.708,61.6810501
121.750,61.6810501
121.792,61.6810501
121.833,61.6810501
121.875,61.6810501
121.917,61.6810501
121.958,61.6810501
122.000,61.86383894
122.042,61.86383894
122.083,61.86383894
122.125,61.86383894
122.167,61.86383894
122.208,61.86383894
122.250,61.86383894
122.292,61.86383894
122.333,61.86383894
122.375,61.86383894
122.417,61.86383894
122.458,61.86383894
122.500,61.86383894
122.542,61.86383894
122.583,61.86383894
122.625,61.86383894
122.667,61.86383894
122.708,61.86383894
122.750,61.86383894
122.792,61.86383894
122.833,61.86383894
122.875,61.86383894
122.917,61.86383894
122.958,61.86383894
123.000,59.15585568
123.042,59.15585568
123.083,59.15585568
123.125,59.15585568
123.167,59.15585568
123.208,59.15585568
123.250,59.15585568
123.292,59.15585568
123.333,59.15585568
123.375,59.15585568
123.417,59.15585568
123.458,59.15585568
123.500,59.15585568
123.542,59.15585568
123.583,59.15585568
123.625,59.15585568
123.667,59.15585568
123.708,59.15585568
123.750,59.15585568
123.792,59.15585568
123.833,59.15585568
123.875,59.15585568
123.917,59.15585568
123.958,59.15585568
124.000,59.29735568
124.042,59.29735568
124.083,59.29735568
124.125,59.29735568
124.167,59.29735568
124.208,59.29735568
124.250,59.29735568
124.292,59.29735568
124.333,59.29735568
124.375,59.29735568
124.417,59.29735568
124.458,59.29735568
124.500,59.29735568
124.542,59.29735568
124.583,59.29735568
124.625,59.29735568
124.667,59.29735568
124.708,59.29735568
124.750,59.29735568
124.792,59.29735568
124.833,59.29735568
124.875,59.29735568
124.917,59.29735568
124.958,59.29735568
125.000,66.56211146
125.042,66.56211146
125.083,66.56211146
125.125,66.56211146
125.167,66.56211146
125.208,66.56211146
125.250,66.56211146
125.292,66.56211146
125.333,66.56211146
125.375,66.56211146
125.417,66.56211146
125.458,66.56211146
125.500,66.56211146
125.542,66.56211146
125.583,66.56211146
125.625,66.56211146
125.667,66.56211146
125.708,66.56211146
125.750,66.56211146
125.792,66.56211146
125.833,66.56211146
125.875,66.56211146
125.917,66.56211146
125.958,66.56211146
126.000,66.03972262
126.042,66.03972262
