Segment#, Branch#, Distance(m), XCenter(m), YCenter(m), UTMZONE, BottomElev(m)
128,  4,       43743.10,   716942.86703,  4207764.98666, 10,   212.890
127,  4,       43341.67,   716798.30644,  4208120.87402, 10,   216.890
126,  4,       42969.51,   716784.14853,  4208492.53116, 10,   220.890
125,  4,       42583.32,   716853.40010,  4208866.38432, 10,   227.890
124,  4,       42180.82,   717050.82899,  4209210.30125, 10,   230.890
123,  4,       41779.08,   717234.96810,  4209557.75925, 10,   239.890
122,  4,       41438.13,   717209.75809,  4209864.16298, 10,   244.890
121,  4,       41194.42,   717080.88854,  4210070.10404, 10,   249.890
120,  4,       40953.24,   716968.94888,  4210283.70732, 10,   260.890
119,  4,       40639.26,   716822.38064,  4210561.36515, 10,   258.890
118,  4,       40298.46,   716649.50336,  4210854.43718, 10,   263.890
117,  4,       40004.37,   716500.10318,  4211107.03989, 10,   267.890
116,  4,       39737.74,   716357.18678,  4211330.38289, 10,   274.890
143,  5,       49444.74,   719320.72991,  4203265.18402, 10,   198.890
142,  5,       49049.95,   719687.92166,  4203120.53988, 10,   204.890
141,  5,       48649.95,   720049.06222,  4202952.12795, 10,   210.890
140,  5,       48205.85,   720370.84650,  4202658.45192, 10,   217.890
139,  5,       47733.92,   720699.53013,  4202325.25570, 10,   229.890
138,  5,       47080.82,   721218.62967,  4201928.93500, 10,   255.890
137,  5,       46441.26,   721676.37474,  4201493.77554, 10,   278.890
136,  5,       46055.43,   721890.91567,  4201173.08638, 10,   291.890
