$Br1 inflow Tw year 2005 YC 03/22/2023,
",,,",
Jday,Tw
187.9583333,16.1275963
188,16.24025499
188.0416667,16.20637646
188.0833333,16.20637646
188.125,16.20637646
188.1666667,16.24025499
188.2083333,16.20637646
188.25,16.2583706
188.2916667,16.24025499
188.3333333,16.24025499
188.375,16.27413352
188.4166667,16.24025499
188.4583333,16.27413352
188.5,16.29671921
188.5416667,16.27413352
188.5833333,16.27413352
188.625,16.27413352
188.6666667,16.27413352
188.7083333,16.27413352
188.75,16.27413352
188.7916667,16.27413352
188.8333333,16.29671921
188.875,16.29671921
188.9166667,16.29671921
188.9583333,16.2583706
189,15.75644372
189.0416667,15.75644372
189.0833333,15.75644372
189.125,15.75644372
189.1666667,15.75644372
189.2083333,15.78767848
189.25,15.78767848
189.2916667,15.75644372
189.3333333,15.75644372
189.375,15.78767848
189.4166667,15.76446931
189.4583333,15.81891324
189.5,15.81891324
189.5416667,15.78767848
189.5833333,15.78767848
189.625,15.75644372
189.6666667,15.73562054
189.7083333,15.73562054
189.75,15.73562054
189.7916667,15.73562054
189.8333333,15.75644372
189.875,15.73562054
189.9166667,15.73562054
189.9583333,15.76446931
190,15.68057411
190.0416667,15.68057411
190.0833333,15.68057411
190.125,15.68057411
190.1666667,15.68057411
190.2083333,15.68057411
190.25,15.7112399
190.2916667,15.7112399
190.3333333,15.74190569
190.375,15.77257148
190.4166667,15.67013922
190.4583333,15.74190569
190.5,15.7112399
190.5416667,15.68057411
190.5833333,15.66013025
190.625,15.62946446
190.6666667,15.62946446
190.7083333,15.59879866
190.75,15.59879866
190.7916667,15.59879866
190.8333333,15.59879866
190.875,15.59879866
190.9166667,15.62946446
190.9583333,15.67013922
191,15.78627489
191.0416667,15.78627489
191.0833333,15.81098562
191.125,15.78627489
191.1666667,15.78627489
191.2083333,15.78627489
191.25,15.78627489
191.2916667,15.78627489
191.3333333,15.82745944
191.375,15.85217017
191.4166667,15.7943402
191.4583333,15.85217017
191.5,15.8768809
191.5416667,15.92630236
191.5833333,15.8768809
191.625,15.82745944
191.6666667,15.81098562
191.7083333,15.76156416
191.75,15.7121427
191.7916667,15.7121427
191.8333333,15.7121427
191.875,15.7121427
191.9166667,15.7121427
191.9583333,15.7943402
192,16.59320877
192.0416667,16.59320877
192.0833333,16.59320877
192.125,16.59320877
192.1666667,16.59320877
192.2083333,16.59320877
192.25,16.59320877
192.2916667,16.59320877
192.3333333,16.63681339
192.375,16.68041801
192.4166667,16.68041801
192.4583333,16.68041801
192.5,16.68041801
192.5416667,16.63681339
192.5833333,16.63681339
192.625,16.59320877
192.6666667,16.6186448
192.7083333,16.59320877
192.75,16.59320877
192.7916667,16.59320877
192.8333333,16.59320877
192.875,16.63681339
192.9166667,16.63681339
192.9583333,16.63681339
193,16.72986047
193.0416667,16.76858135
193.0833333,16.76858135
193.125,16.80004207
193.1666667,16.72986047
193.2083333,16.72986047
193.25,16.76858135
193.2916667,16.76858135
193.3333333,16.80730223
193.375,16.80730223
193.4166667,16.87183704
193.4583333,16.87183704
193.5,16.87183704
193.5416667,16.83311616
193.5833333,16.80730223
193.625,16.80730223
193.6666667,16.80004207
193.7083333,16.80730223
193.75,16.80730223
193.7916667,16.80730223
193.8333333,16.80730223
193.875,16.80730223
193.9166667,16.83311616
193.9583333,16.83311616
194,16.47382
194.0416667,16.47382
194.0833333,16.51806515
194.125,16.49041193
194.1666667,16.51806515
194.2083333,16.51806515
194.25,16.47382
194.2916667,16.47382
194.3333333,16.51806515
194.375,16.60655547
194.4166667,16.60655547
194.4583333,16.56231031
194.5,16.51806515
194.5416667,16.51806515
194.5833333,16.47382
194.625,16.44432323
194.6666667,16.49041193
194.7083333,16.44432323
194.75,16.44432323
194.7916667,16.44432323
194.8333333,16.44432323
194.875,16.44432323
194.9166667,16.44432323
194.9583333,16.44432323
195,16.28089494
195.0416667,16.28089494
195.0833333,16.31286541
195.125,16.3218571
195.1666667,16.31286541
195.2083333,16.31286541
195.25,16.28089494
195.2916667,16.31286541
195.3333333,16.36082111
195.375,16.40877681
195.4166667,16.50468821
195.4583333,16.50468821
195.5,16.50468821
195.5416667,16.36082111
195.5833333,16.36082111
195.625,16.28089494
195.6666667,16.3218571
195.7083333,16.23293924
195.75,16.23293924
195.7916667,16.23293924
195.8333333,16.28089494
195.875,16.23293924
195.9166667,16.28089494
195.9583333,16.28089494
196,16.07289287
196.0416667,16.07289287
196.0833333,16.10335637
196.125,16.10335637
196.1666667,16.14905162
196.2083333,16.14905162
196.25,16.10335637
196.2916667,16.07289287
196.3333333,16.14905162
196.375,16.0202164
196.4166667,16.19474687
196.4583333,16.14905162
196.5,16.14905162
196.5416667,16.10335637
196.5833333,15.93580712
196.625,15.84441663
196.6666667,15.84441663
196.7083333,15.84441663
196.75,15.84441663
196.7916667,15.84441663
196.8333333,16.0202164
196.875,15.89011188
196.9166667,15.89011188
196.9583333,15.93580712
197,16.14407277
197.0416667,16.14407277
197.0833333,16.14407277
197.125,16.14407277
197.1666667,16.14407277
197.2083333,16.14407277
197.25,16.14407277
197.2916667,16.14407277
197.3333333,16.24012993
197.375,16.1800942
197.4166667,16.24012993
197.4583333,16.24012993
197.5,16.24012993
197.5416667,16.19210135
197.5833333,16.19210135
197.625,16.14407277
197.6666667,16.14407277
197.7083333,16.14407277
197.75,16.19210135
197.7916667,16.19210135
197.8333333,16.1800942
197.875,16.19210135
197.9166667,16.19210135
197.9583333,16.19210135
198,16.68977022
198.0416667,16.68977022
198.0833333,16.73379907
198.125,16.73379907
198.1666667,16.77782793
198.2083333,16.77782793
198.25,16.73379907
198.2916667,16.73379907
198.3333333,16.77782793
198.375,16.75917682
198.4166667,16.80718049
198.4583333,16.80718049
198.5,16.77782793
198.5416667,16.77782793
198.5833333,16.77782793
198.625,16.80718049
198.6666667,16.73379907
198.7083333,16.73379907
198.75,16.73379907
198.7916667,16.73379907
198.8333333,16.75917682
198.875,16.77782793
198.9166667,16.77782793
198.9583333,16.77782793
199,16.65936193
199.0416667,16.65936193
199.0833333,16.65936193
199.125,16.65936193
199.1666667,16.68926054
199.2083333,16.65936193
199.25,16.65936193
199.2916667,16.68926054
199.3333333,16.73410846
199.375,16.68583466
199.4166667,16.86865221
199.4583333,16.82380429
199.5,16.77895638
199.5416667,16.77895638
199.5833333,16.73410846
199.625,16.68926054
199.6666667,16.61451401
199.7083333,16.61451401
199.75,16.61451401
199.7916667,16.61451401
199.8333333,16.61451401
199.875,16.61451401
199.9166667,16.61451401
199.9583333,16.61451401
200,16.46050132
200.0416667,16.51128702
200.0833333,16.55995665
200.125,16.51128702
200.1666667,16.51128702
200.2083333,16.46050132
200.25,16.51128702
200.2916667,16.51128702
200.3333333,16.59592985
200.375,16.69750125
200.4166667,16.74828695
200.4583333,16.64671555
200.5,16.64671555
200.5416667,16.55995665
200.5833333,16.64671555
200.625,16.54514415
200.6666667,16.51128702
200.7083333,16.51128702
200.75,16.51128702
200.7916667,16.51128702
200.8333333,16.54514415
200.875,16.54514415
200.9166667,16.54514415
200.9583333,16.59592985
201,16.32986363
201.0416667,16.32986363
201.0833333,16.4282816
201.125,16.32986363
201.1666667,16.32986363
201.2083333,16.32986363
201.25,16.32986363
201.2916667,16.37443026
201.3333333,16.41899688
201.375,16.50813014
201.4166667,16.55269676
201.4583333,16.55269676
201.5,16.62697447
201.5416667,16.4282816
201.5833333,16.50813014
201.625,16.50813014
201.6666667,16.46356351
201.7083333,16.46356351
201.75,16.41899688
201.7916667,16.41899688
201.8333333,16.37443026
201.875,16.37443026
201.9166667,16.41899688
201.9583333,16.41899688
202,16.68762652
202.0416667,16.68762652
202.0833333,16.76813234
202.125,16.68762652
202.1666667,16.71982885
202.2083333,16.71982885
202.25,16.68762652
202.2916667,16.71982885
202.3333333,16.75203118
202.375,16.7842335
202.4166667,16.81643583
202.4583333,16.87010638
202.5,16.96671336
202.5416667,16.76813234
202.5833333,16.81643583
202.625,16.83790405
202.6666667,16.83790405
202.7083333,16.7842335
202.75,16.75203118
202.7916667,16.71982885
202.8333333,16.75203118
202.875,16.75203118
202.9166667,16.75203118
202.9583333,16.75203118
203,16.95899529
203.0416667,16.95899529
203.0833333,17.02997862
203.125,16.995501
203.1666667,16.995501
203.2083333,16.995501
203.25,16.995501
203.2916667,16.995501
203.3333333,17.03200671
203.375,17.09284957
203.4166667,17.23887242
203.4583333,17.31188385
203.5,17.20236671
203.5416667,17.09284957
203.5833333,17.12935528
203.625,17.09284957
203.6666667,17.03200671
203.7083333,16.995501
203.75,16.95899529
203.7916667,17.02997862
203.8333333,16.92248957
203.875,16.92248957
203.9166667,16.92248957
203.9583333,16.95899529
204,17.01065402
204.0416667,17.01065402
204.0833333,17.01065402
204.125,17.05400662
204.1666667,17.01065402
204.2083333,17.05400662
204.25,17.08923062
204.2916667,17.01065402
204.3333333,17.05400662
204.375,17.09735923
204.4166667,17.12626097
204.4583333,17.21296618
204.5,17.4297292
204.5416667,17.09735923
204.5833333,17.09735923
204.625,17.09735923
204.6666667,17.09735923
204.7083333,17.05400662
204.75,17.09735923
204.7916667,17.08923062
204.8333333,17.09735923
204.875,17.09735923
204.9166667,17.09735923
204.9583333,17.09735923
205,17.09850366
205.0416667,17.09850366
205.0833333,17.09850366
205.125,17.09850366
205.1666667,17.09850366
205.2083333,17.09850366
205.25,17.12405544
205.2916667,17.09850366
205.3333333,17.12002095
205.375,17.15229688
205.4166667,17.15229688
205.4583333,17.18457282
205.5,17.28140063
205.5416667,17.28140063
205.5833333,17.18457282
205.625,17.18457282
205.6666667,17.12002095
205.7083333,17.09850366
205.75,17.09850366
205.7916667,17.12405544
205.8333333,17.09850366
205.875,17.06622772
205.9166667,17.03395178
205.9583333,17.03395178
206,16.53252934
206.0416667,16.53252934
206.0833333,16.53252934
206.125,16.58039937
206.1666667,16.58039937
206.2083333,16.58039937
206.25,16.52787531
206.2916667,16.58039937
206.3333333,16.6282694
206.375,16.6282694
206.4166667,16.70805279
206.4583333,16.70805279
206.5,16.70805279
206.5416667,16.66018276
206.5833333,16.53252934
206.625,16.48465931
206.6666667,16.43678928
206.7083333,16.38891925
206.75,16.38891925
206.7916667,16.52787531
206.8333333,16.38891925
206.875,16.38891925
206.9166667,16.34104922
206.9583333,16.38891925
207,15.70057179
207.0416667,15.70057179
207.0833333,15.70057179
207.125,15.70057179
207.1666667,15.70057179
207.2083333,15.70057179
207.25,15.70057179
207.2916667,15.70057179
207.3333333,15.74597689
207.375,15.83678709
207.4166667,15.8821922
207.4583333,15.8821922
207.5,15.69994116
207.5416667,15.74597689
207.5833333,15.70057179
207.625,15.70057179
207.6666667,15.62489662
207.7083333,15.62489662
207.75,15.62489662
207.7916667,15.57949151
207.8333333,15.57949151
207.875,15.62489662
207.9166667,15.62489662
207.9583333,15.69994116
208,14.8508615
208.0416667,14.8508615
208.0833333,14.89750009
208.125,14.89750009
208.1666667,14.92859248
208.2083333,14.92859248
208.25,14.89750009
208.2916667,14.89750009
208.3333333,14.92859248
208.375,15.02186966
208.4166667,15.11514685
208.4583333,15.11514685
208.5,14.9360417
208.5416667,14.97523107
208.5833333,14.97523107
208.625,14.92859248
208.6666667,14.92859248
208.7083333,14.89750009
208.75,14.89750009
208.7916667,14.89750009
208.8333333,14.89750009
208.875,14.89750009
208.9166667,14.89750009
208.9583333,14.9360417
209,14.12227606
209.0416667,14.12227606
209.0833333,14.12227606
209.125,14.12227606
209.1666667,14.12227606
209.2083333,14.12227606
209.25,14.12227606
209.2916667,14.12227606
209.3333333,14.15653644
209.375,14.36209871
209.4166667,14.25931757
209.4583333,14.31070814
209.5,14.19329497
209.5416667,14.36209871
209.5833333,14.31070814
209.625,14.25931757
209.6666667,14.207927
209.7083333,14.15653644
209.75,14.15653644
209.7916667,14.15653644
209.8333333,14.15653644
209.875,14.15653644
209.9166667,14.15653644
209.9583333,14.19329497
210,14.09322603
210.0416667,14.09322603
210.0833333,14.09322603
210.125,14.09322603
210.1666667,14.09322603
210.2083333,14.15136556
210.25,14.15136556
210.2916667,14.15136556
210.3333333,14.15136556
210.375,14.2095051
210.4166667,14.26764463
210.4583333,14.32578417
210.5,14.20102641
210.5416667,14.26764463
210.5833333,14.32578417
210.625,14.2095051
210.6666667,14.2095051
210.7083333,14.2095051
210.75,14.2095051
210.7916667,14.2095051
210.8333333,14.26764463
210.875,14.2095051
210.9166667,14.26764463
210.9583333,14.26764463
211,14.06677607
211.0416667,14.06677607
211.0833333,14.06677607
211.125,14.06677607
211.1666667,14.06677607
211.2083333,14.20452855
211.25,14.06677607
211.2916667,14.12511829
211.3333333,14.18346052
211.375,14.24180275
211.4166667,14.24180275
211.4583333,14.24180275
211.5,14.24180275
211.5416667,14.24180275
211.5833333,14.28069756
211.625,14.28069756
211.6666667,14.20452855
211.7083333,14.28069756
211.75,14.28069756
211.7916667,14.28069756
211.8333333,14.28069756
211.875,14.28069756
211.9166667,14.33903979
211.9583333,14.33903979
212,14.23239794
212.0416667,14.23239794
212.0833333,14.23239794
212.125,14.23239794
212.1666667,14.23239794
212.2083333,14.37105583
212.25,14.23239794
212.2916667,14.29182275
212.3333333,14.35124756
212.375,14.41067237
212.4166667,14.52952199
212.4583333,14.52952199
212.5,14.47009718
212.5416667,14.47009718
212.5833333,14.47009718
212.625,14.41067237
212.6666667,14.37105583
212.7083333,14.41067237
212.75,14.41067237
212.7916667,14.41067237
212.8333333,14.41067237
212.875,14.41067237
212.9166667,14.41067237
212.9583333,14.47009718
213,14.22078125
213.0416667,14.16849737
213.0833333,14.11621349
213.125,14.11621349
213.1666667,14.16849737
213.2083333,14.11657657
213.25,14.16849737
213.2916667,14.22078125
213.3333333,14.27306513
213.375,14.27306513
213.4166667,14.46477269
213.4583333,14.67390822
213.5,14.67390822
213.5416667,14.36020493
213.5833333,14.27306513
213.625,14.11621349
213.6666667,14.11657657
213.7083333,13.92450593
213.75,13.87222205
213.7916667,13.76765428
213.8333333,13.7153704
213.875,13.66308652
213.9166667,13.66308652
213.9583333,13.7153704
214,14.07819638
214.0416667,14.07819638
214.0833333,14.01357407
214.125,14.01357407
214.1666667,14.01357407
214.2083333,14.0647334
214.25,14.01357407
214.2916667,14.01357407
214.3333333,14.33668564
214.375,14.50901182
214.4166667,14.27206333
214.4583333,14.37976719
214.5,14.33668564
214.5416667,14.27206333
214.5833333,14.20744101
214.625,14.01357407
214.6666667,13.90587021
214.7083333,13.8412479
214.75,13.8412479
214.7916667,13.8412479
214.8333333,13.8412479
214.875,13.90587021
214.9166667,14.0647334
214.9583333,13.90587021
215,13.68892422
215.0416667,13.68892422
215.0833333,13.64202364
215.125,13.64202364
215.1666667,13.64202364
215.2083333,13.64202364
215.25,13.64202364
215.2916667,13.68892422
215.3333333,13.7592751
215.375,13.65326024
215.4166667,14.04067861
215.4583333,13.89997685
215.5,13.08237472
215.5416667,13.04818174
215.5833333,13.00194793
215.625,13.06206291
215.6666667,13.00524747
215.7083333,13.0178187
215.75,13.08917028
215.7916667,13.24292536
215.8333333,13.30222431
215.875,13.50140898
215.9166667,13.39719905
215.9583333,13.40876957
216,13.27124124
216.0416667,13.2585528
216.0833333,13.28782918
216.125,13.22590958
216.1666667,13.13810556
216.2083333,13.03812063
216.25,12.87130154
216.2916667,12.85033169
216.3333333,12.79389478
216.375,12.79129651
216.4166667,12.87730991
216.4583333,12.94414408
216.5,13.0236667
216.5416667,12.84854107
216.5833333,12.8987873
216.625,12.92934676
216.6666667,12.93813571
216.7083333,12.89227139
216.75,12.97956787
216.7916667,13.04199501
216.8333333,13.11711058
216.875,13.29432694
216.9166667,13.2585528
216.9583333,13.28342214
217,13.51902822
217.0416667,13.50789026
217.0833333,13.47536741
217.125,13.42056864
217.1666667,13.42317204
217.2083333,13.34609734
217.25,13.24719225
217.2916667,13.18125552
217.3333333,13.20634425
217.375,13.16113747
217.4166667,13.18099082
217.4583333,13.19212878
217.5,13.2820538
217.5416667,13.22509715
217.5833333,13.25806551
217.625,13.32444776
217.6666667,13.37924653
217.7083333,13.45632123
217.75,13.5329504
217.7916667,13.59888713
217.8333333,13.6536859
217.875,13.63493301
217.9166667,13.79840969
217.9583333,13.82024009
218,13.49193835
218.0416667,13.40314409
218.0833333,13.36483871
218.125,13.27083536
218.1666667,13.22263656
218.2083333,13.11926452
218.25,13.07897491
218.2916667,12.98819642
218.3333333,12.98235619
218.375,13.06095341
218.4166667,13.09779928
218.4583333,13.02159857
218.5,12.90855197
218.5416667,13.01046452
218.5833333,12.98673692
218.625,13.11436129
218.6666667,13.11634552
218.7083333,13.16829391
218.75,13.24542939
218.7916667,13.33620789
218.8333333,13.38763154
218.875,13.40896265
218.9166667,13.50213763
218.9583333,13.51525591
219,13.32397434
219.0416667,13.22374457
219.0833333,13.16980424
219.125,13.10210362
219.1666667,13.03385259
219.2083333,12.93918181
219.25,12.87093078
219.2916667,12.80323017
219.3333333,12.80823874
219.375,12.753748
219.4166667,12.78572674
219.4583333,12.87274663
219.5,12.8270076
219.5416667,12.85397777
219.5833333,12.83768804
219.625,12.96295925
219.6666667,13.05818044
219.7083333,13.09335191
219.75,13.1885731
219.7916667,13.28324388
219.8333333,13.36415438
219.875,13.40488483
219.9166667,13.44506487
219.9583333,13.47203504
220,14.11484313
220.0416667,14.12154106
220.0833333,13.99145535
220.125,13.937716
220.1666667,13.85094015
220.2083333,13.85539656
220.25,13.75760855
220.2916667,13.67083271
220.3333333,13.69643247
220.375,13.73304441
220.4166667,13.76494063
220.4583333,13.73304441
220.5,13.74405657
220.5416667,13.75506873
220.5833333,13.65550631
220.625,13.69241655
220.6666667,13.67738845
220.7083333,13.74258046
220.75,13.81834415
220.7916667,13.88353615
220.8333333,13.92670383
220.875,14.03951993
220.9166667,14.07167545
220.9583333,14.17347939
221,13.77850974
221.0416667,13.79743948
221.0833333,13.71597969
221.125,13.64124866
221.1666667,13.56651762
221.2083333,13.53352715
221.25,13.43337739
221.2916667,13.27826935
221.3333333,13.29509956
221.375,13.41115255
221.4166667,13.42798276
221.4583333,13.3862422
221.5,13.33128391
221.5416667,13.36941199
221.5833333,13.27178037
221.625,13.43749825
221.6666667,13.31125982
221.7083333,13.33204932
221.75,13.41948971
221.7916667,13.48201976
221.8333333,13.61170909
221.875,13.64882042
221.9166667,13.7535994
221.9583333,13.77850974
222,13.77627434
222.0416667,13.75131532
222.0833333,13.66095606
222.125,13.59838187
222.1666667,13.51016252
222.2083333,13.47417434
222.25,13.30807864
222.2916667,13.28440015
222.3333333,13.28636682
222.375,13.274998
222.4166667,13.26758976
222.4583333,13.29323492
222.5,13.274998
222.5416667,13.30064316
222.5833333,13.20866371
222.625,13.34945391
222.6666667,13.37313241
222.7083333,13.31893456
222.75,13.40715391
222.7916667,13.40518725
222.8333333,13.53332811
222.875,13.57077004
222.9166667,13.60872488
222.9583333,13.63385714
223,13.62214494
223.0416667,13.54181097
223.0833333,13.42405252
223.125,13.36184698
223.1666667,13.27486036
223.2083333,13.29948528
223.25,13.13165896
223.2916667,13.10667988
223.3333333,13.11784793
223.375,13.04299898
223.4166667,13.06112741
223.4583333,13.08590848
223.5,13.11119529
223.5416667,13.14861976
223.5833333,13.13049134
223.625,13.12450058
223.6666667,13.13165896
223.7083333,13.21864557
223.75,13.36814547
223.7916667,13.38048114
223.8333333,13.44268668
223.875,13.54780172
223.9166667,13.59736387
223.9583333,13.62214494
224,13.79070105
224.0416667,13.77884058
224.0833333,13.74420802
224.125,13.60067004
224.1666667,13.53045609
224.2083333,13.43747004
224.25,13.34353516
224.2916667,13.36494549
224.3333333,13.3393181
224.375,13.35428864
224.4166667,13.39298012
224.4583333,13.33056771
224.5,13.35428864
224.5416667,13.31559717
224.5833333,13.36256461
224.625,13.35898012
224.6666667,13.42919407
224.7083333,13.42560957
224.75,13.61021991
224.7916667,13.65122198
224.8333333,13.70910105
224.875,13.81800647
224.9166667,13.85263903
224.9583333,13.87588554
225,12.73415091
225.0416667,12.73415091
225.0833333,12.66629436
225.125,12.56763321
225.1666667,12.44853804
225.2083333,12.36024746
225.25,12.22384195
225.2916667,12.22989045
225.3333333,12.03307413
225.375,12.07747536
225.4166667,12.07053559
225.4583333,12.08784593
225.5,12.1833834
225.5416667,12.36175888
225.5833333,12.52202923
225.625,12.65600348
225.6666667,12.60376532
225.7083333,12.50087858
225.75,12.57055804
225.7916667,12.5786962
225.8333333,12.66317068
225.875,12.73102723
225.9166667,12.75146126
225.9583333,12.78538953
226,13.07636862
226.0416667,13.06035702
226.0833333,12.97258082
226.125,12.89380376
226.1666667,12.78428443
226.2083333,12.67412463
226.25,12.54795324
226.2916667,12.53577901
226.3333333,12.35837592
226.375,12.33599233
226.4166667,12.31360874
226.4583333,12.3979909
226.5,12.59346298
226.5416667,12.58446384
226.5833333,12.82733025
226.625,12.59160273
226.6666667,12.72975121
226.7083333,12.79719164
226.75,12.79328357
226.7916667,12.87206063
226.8333333,12.90981536
226.875,12.99759156
226.9166667,13.06035702
226.9583333,13.07636862
227,13.17670914
227.0416667,13.06771331
227.0833333,13.06603414
227.125,13.01785859
227.1666667,12.88130532
227.2083333,12.77323268
227.25,12.72442881
227.2916667,12.58724721
227.3333333,12.55415157
227.375,12.5076552
227.4166667,12.5789958
227.4583333,12.48114861
227.5,12.54988684
227.5416667,12.56559507
227.5833333,12.55184406
227.625,12.60064794
227.6666667,12.61572784
227.7083333,12.64714431
227.75,12.66222421
227.7916667,12.7221213
227.8333333,12.70872058
227.875,12.74013704
227.9166667,12.75521695
227.9583333,12.74013704
228,13.30114209
228.0416667,13.31963088
228.0833333,13.28005493
228.125,13.24047898
228.1666667,13.13901836
228.2083333,13.16132708
228.25,13.13512138
228.2916667,13.10838088
228.3333333,13.13680188
228.375,13.17194604
228.4166667,13.14574035
228.4583333,13.02411044
228.5,13.13680188
228.5416667,13.16300758
228.5833333,13.22878922
228.625,13.25384923
228.6666667,13.22206724
228.7083333,13.30121913
228.75,13.33132181
228.7916667,13.40993889
228.8333333,13.47572054
228.875,13.51476168
228.9166667,13.49245296
228.9583333,13.59337877
229,13.70660628
229.0416667,13.6170891
229.0833333,13.57805382
229.125,13.51228204
229.1666667,13.42084324
229.2083333,13.31550145
229.25,13.22352791
229.2916667,13.20557863
229.3333333,13.18816407
229.375,13.13522582
229.4166667,13.0956558
229.4583333,13.04942326
229.5,13.19641655
229.5416667,13.27678039
229.5833333,13.39037466
229.625,13.29350586
229.6666667,13.35927763
229.7083333,13.37669219
229.75,13.38127322
229.7916667,13.45987852
229.8333333,13.52565029
229.875,13.56468557
229.9166667,13.54306485
229.9583333,13.6170891
230,13.06934363
230.0416667,13.00059418
230.0833333,12.95269123
230.125,12.87371608
230.1666667,12.76237407
230.2083333,12.65103205
230.25,12.53969004
230.2916667,12.42834803
230.3333333,12.39014566
230.375,12.36747939
230.4166667,12.36099655
230.4583333,12.35129596
230.5,12.44061904
230.5416667,12.50059931
230.5833333,12.56403837
230.625,12.60051134
230.6666667,12.65424981
230.7083333,12.72042883
230.75,12.80379418
230.7916667,12.89895276
230.8333333,12.97857525
230.875,13.01029478
230.9166667,13.0575504
230.9583333,13.07373383
231,13.22538748
231.0416667,13.21056908
231.0833333,13.15006061
231.125,13.0592979
231.1666667,13.0106054
231.2083333,12.86233664
231.25,12.74070225
231.2916667,12.64932211
231.3333333,12.60456424
231.375,12.63544802
231.4166667,12.66643268
231.4583333,12.86527045
231.5,12.71212275
231.5416667,12.68113809
231.5833333,12.74164656
231.625,12.77220346
231.6666667,12.86296618
231.7083333,12.91984269
231.75,12.95309935
231.7916667,13.04386206
231.8333333,13.08861993
231.875,13.13431
231.9166667,13.16456424
231.9583333,13.24082332
232,13.00140291
232.0416667,13.02221969
232.0833333,12.97406869
232.125,12.89293757
232.1666667,12.87525302
232.2083333,12.68318393
232.25,12.56973227
232.2916667,12.47211108
232.3333333,12.46559364
232.375,12.43759982
232.4166667,12.43447723
232.4583333,12.52558098
232.5,12.67048164
232.5416667,12.81811755
232.5833333,12.65119599
232.625,12.6328422
232.6666667,12.63935964
232.7083333,12.77829143
232.75,12.84977289
232.7916667,12.93024441
232.8333333,13.01137554
232.875,13.02221969
232.9166667,13.05454022
232.9583333,13.08686075
233,13.10402828
233.0416667,13.05003053
233.0833333,13.00218594
233.125,12.92222648
233.1666667,12.923309
233.2083333,12.75076476
233.25,12.60042242
233.2916667,12.50407783
233.3333333,12.5363008
233.375,12.50902828
233.4166667,12.44479855
233.4583333,12.48560335
233.5,12.5396011
233.5416667,12.52541341
233.5833333,12.68994344
233.625,12.80817092
233.6666667,12.77594795
233.7083333,12.81057927
233.75,12.88472197
233.7916667,12.98106657
233.8333333,13.06168143
233.875,13.10952603
233.9166667,13.14164089
233.9583333,13.17375576
234,13.45822683
234.0416667,13.44436953
234.0833333,13.40164286
234.125,13.33120158
234.1666667,13.23246832
234.2083333,13.18749357
234.25,13.03384703
234.2916667,12.94897107
234.3333333,12.9866242
234.375,12.92946283
234.4166667,12.86721887
234.4583333,12.97729598
234.5,13.11483715
234.5416667,13.10322793
234.5833333,13.10547601
234.625,13.14027074
234.6666667,13.22572409
234.7083333,13.25626415
234.75,13.32670542
234.7916667,13.41158139
234.8333333,13.46816536
234.875,13.50465466
234.9166667,13.55304132
234.9583333,13.56689862
235,13.89848969
235.0416667,13.87309178
235.0833333,13.78277241
235.125,13.7319766
235.1666667,13.65578288
235.2083333,13.61911273
235.25,13.53047922
235.2916667,13.45376718
235.3333333,13.46789283
235.375,13.42953681
235.4166667,13.34654728
235.4583333,13.44741988
235.5,13.53773925
235.5416667,13.56313716
235.5833333,13.53657171
235.625,13.55704466
235.6666667,13.63323838
235.7083333,13.64451063
235.75,13.668741
235.7916667,13.74493472
235.8333333,13.82061011
235.875,13.96905514
235.9166667,13.9871232
235.9583333,14.02496089
236,13.84420913
236.0416667,13.83100041
236.0833333,13.79082388
236.125,13.69671173
236.1666667,13.60259958
236.2083333,13.49472834
236.25,13.40006583
236.2916667,13.36566292
236.3333333,13.29796822
236.375,13.29704749
236.4166667,13.15645054
236.4583333,13.30282111
236.5,13.37573907
236.5416667,13.34299764
236.5833333,13.37051581
236.625,13.37795091
236.6666667,13.41959854
236.7083333,13.44079273
236.75,13.47519563
236.7916667,13.4831811
236.8333333,13.55032544
236.875,13.72277452
236.9166667,13.51126002
236.9583333,13.59793707
237,13.46155182
237.0416667,13.41269778
237.0833333,13.36851201
237.125,13.29566521
237.1666667,13.19356026
237.2083333,13.07652769
237.25,13.03760731
237.2916667,12.93550236
237.3333333,12.91091249
237.375,12.91558077
237.4166667,12.82449512
237.4583333,12.95477257
237.5,13.00167245
237.5416667,13.11430815
237.5833333,13.06078584
237.625,13.03787872
237.6666667,13.07679911
237.7083333,13.16457353
237.75,13.20349392
237.7916667,13.29126835
237.8333333,13.37904277
237.875,13.42263143
237.9166667,13.45188958
237.9583333,13.39777015
238,13.82773838
238.0416667,13.82773838
238.0833333,13.77870112
238.125,13.79807048
238.1666667,13.61793979
238.2083333,13.53098712
238.25,13.51066956
238.2916667,13.44848829
238.3333333,13.46507507
238.375,13.4811563
238.4166667,13.44425197
238.4583333,13.49774308
238.5,13.4563849
238.5416667,13.4811563
238.5833333,13.43863241
238.625,13.47325969
238.6666667,13.54757389
238.7083333,13.62188809
238.75,13.70884076
238.7916667,13.78264942
238.8333333,13.91096026
238.875,13.88173502
238.9166667,13.99690185
238.9583333,14.02167325
239,13.90482817
239.0416667,13.89196193
239.0833333,13.86569335
239.125,13.86587638
239.1666667,13.66186462
239.2083333,13.57019265
239.25,13.53814028
239.2916667,13.45933454
239.3333333,13.45408684
239.375,13.53472733
239.4166667,13.48219017
239.4583333,13.50889163
239.5,13.40863214
239.5416667,13.44830305
239.5833333,13.43324899
239.625,13.55337736
239.6666667,13.5720274
