$Br1 inflow Tw year 2005 YC 03/22/2023,
",,,",
Jday,Tw
92.125,8.180832202
92.16666667,8.180832202
92.20833333,8.180832202
92.25,8.180832202
92.29166667,8.180832202
92.33333333,8.180832202
92.375,8.180832202
92.41666667,8.180832202
92.45833333,8.113278218
92.5,8.113278218
92.54166667,8.100142722
92.58333333,8.068242228
92.625,8.068242228
92.66666667,8.068242228
92.70833333,8.068242228
92.75,8.068242228
92.79166667,8.000688244
92.83333333,8.000688244
92.875,8.000688244
92.91666667,8.000688244
92.95833333,8.000688244
93,7.157090105
93.04166667,7.183300472
93.08333333,7.183300472
93.125,7.157090105
93.16666667,7.183300472
93.20833333,7.183300472
93.25,7.183300472
93.29166667,7.183300472
93.33333333,7.183300472
93.375,7.183300472
93.41666667,7.183300472
93.45833333,7.183300472
93.5,7.183300472
93.54166667,7.183300472
93.58333333,7.157090105
93.625,7.183300472
93.66666667,7.099427296
93.70833333,7.183300472
93.75,7.099427296
93.79166667,7.099427296
93.83333333,7.099427296
93.875,7.099427296
93.91666667,7.099427296
93.95833333,7.099427296
94,7.01166796
94.04166667,6.790532047
94.08333333,7.01166796
94.125,7.01166796
94.16666667,7.01166796
94.20833333,7.01166796
94.25,7.01166796
94.29166667,6.920686328
94.33333333,6.920686328
94.375,6.920686328
94.41666667,6.920686328
94.45833333,6.829704695
94.5,6.738723063
94.54166667,6.738723063
94.58333333,6.790532047
94.625,6.678068641
94.66666667,6.678068641
94.70833333,6.587087009
94.75,6.587087009
94.79166667,6.587087009
94.83333333,6.496105377
94.875,6.496105377
94.91666667,6.496105377
94.95833333,6.587087009
95,6.509232165
95.04166667,6.679409878
95.08333333,6.655621596
95.125,6.655621596
95.16666667,6.655621596
95.20833333,6.655621596
95.25,6.655621596
95.29166667,6.655621596
95.33333333,6.655621596
95.375,6.655621596
95.41666667,6.655621596
95.45833333,6.743455254
95.5,6.743455254
95.54166667,6.743455254
95.58333333,6.679409878
95.625,6.743455254
95.66666667,6.655621596
95.70833333,6.655621596
95.75,6.655621596
95.79166667,6.655621596
95.83333333,6.743455254
95.875,6.743455254
95.91666667,6.743455254
95.95833333,6.743455254
96,6.830349285
96.04166667,7.028058633
96.08333333,7.093961749
96.125,7.093961749
96.16666667,7.192816423
96.20833333,7.291671097
96.25,7.390525771
96.29166667,7.253914105
96.33333333,7.456428887
96.375,7.456428887
96.41666667,7.390525771
96.45833333,7.390525771
96.5,7.390525771
96.54166667,7.390525771
96.58333333,7.291671097
96.625,7.291671097
96.66666667,7.192816423
96.70833333,7.192816423
96.75,7.253914105
96.79166667,7.093961749
96.83333333,7.192816423
96.875,7.192816423
96.91666667,7.291671097
96.95833333,7.390525771
97,7.534472138
97.04166667,7.726119773
97.08333333,7.726119773
97.125,7.726119773
97.16666667,7.82194359
97.20833333,7.82194359
97.25,7.917767407
97.29166667,7.467262377
97.33333333,7.82194359
97.375,7.82194359
97.41666667,7.82194359
97.45833333,7.726119773
97.5,7.630295956
97.54166667,7.534472138
97.58333333,7.470589594
97.625,7.183118142
97.66666667,7.183118142
97.70833333,7.119235597
97.75,7.467262377
97.79166667,7.119235597
97.83333333,7.02341178
97.875,6.927587963
97.91666667,6.831764145
97.95833333,6.735940328
98,6.727987715
98.04166667,6.664934215
98.08333333,6.664934215
98.125,6.664934215
98.16666667,6.570353966
98.20833333,6.570353966
98.25,6.570353966
98.29166667,6.231441407
98.33333333,6.475773717
98.375,6.381193468
98.41666667,6.286613219
98.45833333,6.286613219
98.5,6.19203297
98.54166667,6.12897947
98.58333333,6.12897947
98.625,6.12897947
98.66666667,6.034399221
98.70833333,5.939818972
98.75,6.231441407
98.79166667,5.845238723
98.83333333,5.750658474
98.875,5.750658474
98.91666667,5.687604974
98.95833333,5.687604974
99,5.774416287
99.04166667,5.774416287
99.08333333,5.681251937
99.125,5.681251937
99.16666667,5.588087586
99.20833333,5.588087586
99.25,5.588087586
99.29166667,5.74142058
99.33333333,5.494923236
99.375,5.494923236
99.41666667,5.588087586
99.45833333,5.588087586
99.5,5.588087586
99.54166667,5.681251937
99.58333333,5.681251937
99.625,5.681251937
99.66666667,5.681251937
99.70833333,5.774416287
99.75,5.774416287
99.79166667,5.836525854
99.83333333,6.022854555
99.875,6.116018906
99.91666667,6.209183256
99.95833333,6.364457174
100,6.560493456
100.0416667,6.501170749
100.0833333,6.59608708
100.125,6.59608708
100.1666667,6.59608708
100.2083333,6.691003411
100.25,6.691003411
100.2916667,6.59608708
100.3333333,6.59608708
100.375,6.59608708
100.4166667,6.59608708
100.4583333,6.560493456
100.5,6.501170749
100.5416667,6.501170749
100.5833333,6.406254418
100.625,6.406254418
100.6666667,6.501170749
100.7083333,6.406254418
100.75,6.406254418
100.7916667,6.501170749
100.8333333,6.59608708
100.875,6.691003411
100.9166667,6.691003411
100.9583333,6.785919742
101,7.164447315
101.0416667,6.883218846
101.0833333,6.883218846
101.125,6.979183063
101.1666667,7.075147279
101.2083333,7.171111496
101.25,7.331051857
101.2916667,7.171111496
101.3333333,7.267075713
101.375,7.267075713
101.4166667,7.331051857
101.4583333,7.164447315
101.5,7.267075713
101.5416667,7.267075713
101.5833333,7.267075713
101.625,7.267075713
101.6666667,7.267075713
101.7083333,7.171111496
101.75,7.075147279
101.7916667,7.075147279
101.8333333,7.171111496
101.875,7.171111496
101.9166667,7.171111496
101.9583333,7.267075713
102,7.347506605
102.0416667,7.196770839
102.0833333,7.292814868
102.125,7.388858897
102.1666667,7.388858897
102.2083333,7.388858897
102.25,7.484902925
102.2916667,7.484902925
102.3333333,7.484902925
102.375,7.484902925
102.4166667,7.484902925
102.4583333,7.347506605
102.5,7.484902925
102.5416667,7.388858897
102.5833333,7.388858897
102.625,7.388858897
102.6666667,7.292814868
102.7083333,7.292814868
102.75,7.196770839
102.7916667,7.196770839
102.8333333,7.196770839
102.875,7.196770839
102.9166667,7.292814868
102.9583333,7.292814868
103,7.452191217
103.0416667,7.514893585
103.0833333,7.514893585
103.125,7.60429102
103.1666667,7.60429102
103.2083333,7.60429102
103.25,7.60429102
103.2916667,7.60429102
103.3333333,7.60429102
103.375,7.60429102
103.4166667,7.60429102
103.4583333,7.60429102
103.5,7.514893585
103.5416667,7.514893585
103.5833333,7.514893585
103.625,7.42549615
103.6666667,7.336098716
103.7083333,7.452191217
103.75,7.276500426
103.7916667,7.276500426
103.8333333,7.187102991
103.875,7.187102991
103.9166667,7.187102991
103.9583333,7.187102991
104,7.138973786
104.0416667,7.23137451
104.0833333,7.23137451
104.125,7.23137451
104.1666667,6.988180937
104.2083333,7.138973786
104.25,7.138973786
104.2916667,7.138973786
104.3333333,7.046573061
104.375,7.046573061
104.4166667,7.046573061
104.4583333,7.046573061
104.5,6.954172336
104.5416667,6.954172336
104.5833333,6.861771612
104.625,6.954172336
104.6666667,6.861771612
104.7083333,6.988180937
104.75,6.800171129
104.7916667,6.707770404
104.8333333,6.707770404
104.875,6.800171129
104.9166667,6.800171129
104.9583333,6.861771612
105,6.756304578
105.0416667,6.844252202
105.0833333,6.932199826
105.125,6.932199826
105.1666667,6.937696553
105.2083333,6.932199826
105.25,6.932199826
105.2916667,6.932199826
105.3333333,6.932199826
105.375,6.932199826
105.4166667,7.020147451
105.4583333,6.932199826
105.5,6.932199826
105.5416667,6.932199826
105.5833333,6.932199826
105.625,6.932199826
105.6666667,6.844252202
105.7083333,6.937696553
105.75,6.932199826
105.7916667,6.932199826
105.8333333,7.020147451
105.875,7.020147451
105.9166667,7.020147451
105.9583333,7.108095075
106,7.328880543
106.0416667,7.410233791
106.0833333,7.491587039
106.125,7.572940287
106.1666667,7.564465991
106.2083333,7.627175786
106.25,7.572940287
106.2916667,7.627175786
106.3333333,7.627175786
106.375,7.708529034
106.4166667,7.708529034
106.4583333,7.708529034
106.5,7.627175786
106.5416667,7.627175786
106.5833333,7.627175786
106.625,7.627175786
106.6666667,7.572940287
106.7083333,7.564465991
106.75,7.491587039
106.7916667,7.491587039
106.8333333,7.491587039
106.875,7.491587039
106.9166667,7.491587039
106.9583333,7.491587039
107,7.385171669
107.0416667,7.481765533
107.0833333,7.546161441
107.125,7.642755305
107.1666667,7.739349168
107.2083333,7.739349168
107.25,7.835943031
107.2916667,7.835943031
107.3333333,7.835943031
107.375,7.835943031
107.4166667,7.61055735
107.4583333,7.739349168
107.5,7.739349168
107.5416667,7.642755305
107.5833333,7.642755305
107.625,7.642755305
107.6666667,7.546161441
107.7083333,7.481765533
107.75,7.385171669
107.7916667,7.385171669
107.8333333,7.385171669
107.875,7.61055735
107.9166667,7.481765533
107.9583333,7.481765533
108,7.503454444
108.0416667,7.503454444
108.0833333,7.601135498
108.125,7.601135498
108.1666667,7.698816552
108.2083333,7.698816552
108.25,7.698816552
108.2916667,7.698816552
108.3333333,7.601135498
108.375,7.601135498
108.4166667,7.402381685
108.4583333,7.601135498
108.5,7.503454444
108.5416667,7.340652687
108.5833333,7.438333741
108.625,7.340652687
108.6666667,7.242971633
108.7083333,7.145290579
108.75,7.080169876
108.7916667,6.982488822
108.8333333,6.982488822
108.875,7.402381685
108.9166667,7.080169876
108.9583333,7.080169876
109,7.010258524
109.0416667,7.010258524
109.0833333,7.076983961
109.125,7.076983961
109.1666667,7.010258524
109.2083333,7.010258524
109.25,7.010258524
109.2916667,7.010258524
109.3333333,6.910170368
109.375,6.810082212
109.4166667,6.748917229
109.4583333,6.810082212
109.5,6.709994056
109.5416667,6.709994056
109.5833333,6.709994056
109.625,6.543180463
109.6666667,6.543180463
109.7083333,6.543180463
109.75,6.443092307
109.7916667,6.443092307
109.8333333,6.443092307
109.875,6.748917229
109.9166667,6.443092307
109.9583333,6.443092307
110,6.762093416
110.0416667,6.849795724
110.0833333,6.849795724
110.125,6.849795724
110.1666667,6.908263929
110.2083333,6.908263929
110.25,6.849795724
110.2916667,6.849795724
110.3333333,6.762093416
110.375,6.762093416
110.4166667,6.739558796
110.4583333,6.674391107
110.5,6.674391107
110.5416667,6.674391107
110.5833333,6.586688799
110.625,6.674391107
110.6666667,6.586688799
110.7083333,6.586688799
110.75,6.586688799
110.7916667,6.586688799
110.8333333,6.674391107
110.875,6.674391107
110.9166667,6.849795724
110.9583333,6.849795724
111,6.689297295
111.0416667,6.689297295
111.0833333,6.689297295
111.125,6.693291564
111.1666667,6.689297295
111.2083333,6.785159757
111.25,6.785159757
111.2916667,6.785159757
111.3333333,6.785159757
111.375,6.689297295
111.4166667,6.689297295
111.4583333,6.689297295
111.5,6.689297295
111.5416667,6.625388986
111.5833333,6.693291564
111.625,6.625388986
111.6666667,6.625388986
111.7083333,6.625388986
111.75,6.625388986
111.7916667,6.689297295
111.8333333,6.689297295
111.875,6.689297295
111.9166667,6.689297295
111.9583333,6.785159757
112,7.390855332
112.0416667,7.472716566
112.0833333,7.527290722
112.125,7.689307749
112.1666667,7.609151957
112.2083333,7.691013191
112.25,7.772874425
112.2916667,7.772874425
112.3333333,7.827448582
112.375,7.827448582
112.4166667,7.827448582
112.4583333,7.827448582
112.5,7.827448582
112.5416667,7.772874425
112.5833333,7.689307749
112.625,7.772874425
112.6666667,7.691013191
112.7083333,7.691013191
112.75,7.691013191
112.7916667,7.691013191
112.8333333,7.609151957
112.875,7.609151957
112.9166667,7.609151957
112.9583333,7.691013191
113,7.904114842
113.0416667,7.904114842
113.0833333,7.904114842
113.125,7.940385574
113.1666667,7.976656307
113.2083333,7.976656307
113.25,7.976656307
113.2916667,7.976656307
113.3333333,7.976656307
113.375,7.976656307
113.4166667,7.976656307
113.4583333,7.976656307
113.5,7.976656307
113.5416667,7.976656307
113.5833333,7.940385574
113.625,7.904114842
113.6666667,7.904114842
113.7083333,7.904114842
113.75,7.904114842
113.7916667,7.904114842
113.8333333,7.976656307
113.875,7.904114842
113.9166667,7.904114842
113.9583333,7.904114842
114,7.844515018
114.0416667,7.844515018
114.0833333,7.930686323
114.125,7.893584788
114.1666667,7.930686323
114.2083333,7.930686323
114.25,7.930686323
114.2916667,7.930686323
114.3333333,7.988133859
114.375,7.930686323
114.4166667,7.930686323
114.4583333,7.930686323
114.5,7.930686323
114.5416667,7.930686323
114.5833333,7.930686323
114.625,7.844515018
114.6666667,7.844515018
114.7083333,7.844515018
114.75,7.844515018
114.7916667,7.844515018
114.8333333,7.893584788
114.875,7.844515018
114.9166667,7.844515018
114.9583333,7.844515018
115,7.998990276
115.0416667,7.998990276
115.0833333,8.077631067
115.125,8.077631067
115.1666667,8.130058262
115.2083333,8.130058262
115.25,8.077631067
115.2916667,7.949293665
115.3333333,7.998990276
115.375,7.998990276
115.4166667,7.998990276
115.4583333,7.920349484
115.5,7.920349484
115.5416667,7.920349484
115.5833333,7.920349484
115.625,7.920349484
115.6666667,7.841708692
115.7083333,7.841708692
115.75,7.841708692
115.7916667,7.789281498
115.8333333,7.949293665
115.875,7.841708692
115.9166667,7.841708692
115.9583333,7.841708692
116,8.049155122
116.0416667,8.123661518
116.0833333,8.123661518
116.125,8.198167915
116.1666667,8.247838845
116.2083333,8.247838845
116.25,8.198167915
116.2916667,8.2530129
116.3333333,8.198167915
116.375,8.198167915
116.4166667,8.247838845
116.4583333,8.322345242
116.5,8.322345242
116.5416667,8.322345242
116.5833333,8.322345242
116.625,8.322345242
116.6666667,8.322345242
116.7083333,8.247838845
116.75,8.247838845
116.7916667,8.322345242
116.8333333,8.2530129
116.875,8.322345242
116.9166667,8.322345242
116.9583333,8.322345242
117,8.386793771
117.0416667,8.386793771
117.0833333,8.473944602
117.125,8.473944602
117.1666667,8.473944602
117.2083333,8.473944602
117.25,8.561095434
117.2916667,8.500574024
117.3333333,8.619195989
117.375,8.619195989
117.4166667,8.619195989
117.4583333,8.619195989
117.5,8.619195989
117.5416667,8.619195989
117.5833333,8.561095434
117.625,8.561095434
117.6666667,8.561095434
117.7083333,8.473944602
117.75,8.473944602
117.7916667,8.386793771
117.8333333,8.500574024
117.875,8.386793771
117.9166667,8.386793771
117.9583333,8.299642939
118,8.449577112
118.0416667,8.449577112
118.0833333,8.366312332
118.125,8.366312332
118.1666667,8.366312332
118.2083333,8.366312332
118.25,8.310802479
118.2916667,8.310802479
118.3333333,8.310802479
118.375,8.2275377
118.4166667,8.2275377
118.4583333,8.061008141
118.5,8.061008141
118.5416667,8.147742286
118.5833333,8.061008141
118.625,8.005498288
118.6666667,8.005498288
118.7083333,7.922233509
118.75,7.922233509
118.7916667,7.922233509
118.8333333,7.922233509
118.875,7.922233509
118.9166667,7.922233509
118.9583333,8.005498288
119,7.769810792
119.0416667,7.738856697
119.0833333,7.738856697
119.125,7.738856697
119.1666667,7.800764887
119.2083333,7.800764887
119.25,7.800764887
119.2916667,7.800764887
119.3333333,7.800764887
119.375,7.800764887
119.4166667,7.800764887
119.4583333,7.800764887
119.5,7.738856697
119.5416667,7.769810792
119.5833333,7.738856697
119.625,7.738856697
119.6666667,7.738856697
119.7083333,7.738856697
119.75,7.738856697
119.7916667,7.738856697
119.8333333,7.800764887
119.875,7.800764887
119.9166667,7.800764887
119.9583333,7.800764887
120,8.234433229
120.0416667,8.035844773
120.0833333,8.129604568
120.125,8.129604568
120.1666667,8.192111098
120.2083333,8.192111098
120.25,8.285870893
120.2916667,8.285870893
120.3333333,8.285870893
120.375,8.285870893
120.4166667,8.379630688
120.4583333,8.379630688
120.5,8.379630688
120.5416667,8.234433229
120.5833333,8.285870893
120.625,8.285870893
120.6666667,8.285870893
120.7083333,8.192111098
120.75,8.192111098
120.7916667,8.192111098
120.8333333,8.192111098
120.875,8.192111098
120.9166667,8.285870893
120.9583333,8.285870893
121,8.259660996
121.0416667,8.306604252
121.0833333,8.406013497
121.125,8.406013497
121.1666667,8.406013497
121.2083333,8.406013497
121.25,8.406013497
121.2916667,8.505422743
121.3333333,8.505422743
121.375,8.406013497
121.4166667,8.406013497
121.4583333,8.406013497
121.5,8.306604252
121.5416667,8.259660996
121.5833333,8.306604252
121.625,8.207195006
121.6666667,8.140922175
121.7083333,8.140922175
121.75,8.04151293
121.7916667,8.04151293
121.8333333,8.04151293
121.875,7.942103684
121.9166667,7.942103684
121.9583333,7.942103684
122,7.818438374
122.0416667,7.818438374
122.0833333,7.818438374
122.125,7.818438374
122.1666667,7.818438374
122.2083333,7.818438374
122.25,7.778410952
122.2916667,7.818438374
122.3333333,7.818438374
122.375,7.722372561
122.4166667,7.722372561
122.4583333,7.722372561
122.5,7.722372561
122.5416667,7.722372561
122.5833333,7.722372561
122.625,7.722372561
122.6666667,7.722372561
122.7083333,7.778410952
122.75,7.722372561
122.7916667,7.722372561
122.8333333,7.722372561
122.875,7.818438374
122.9166667,7.818438374
122.9583333,8.010570001
123,7.841547854
123.0416667,7.938024637
123.0833333,8.034501421
123.125,8.130978204
123.1666667,8.227454987
123.2083333,8.227454987
123.25,7.964823743
123.2916667,8.227454987
123.3333333,8.227454987
123.375,8.130978204
123.4166667,8.034501421
123.4583333,7.938024637
123.5,7.841547854
123.5416667,7.841547854
123.5833333,7.841547854
123.625,7.841547854
123.6666667,7.777229999
123.7083333,7.964823743
123.75,7.777229999
123.7916667,7.777229999
123.8333333,7.777229999
123.875,7.841547854
123.9166667,7.938024637
123.9583333,7.938024637
124,8.382621376
124.0416667,8.47250453
124.0833333,8.47250453
124.125,8.532426632
124.1666667,8.622309786
124.2083333,8.622309786
124.25,8.31957833
124.2916667,8.532426632
124.3333333,8.532426632
124.375,8.47250453
124.4166667,8.47250453
124.4583333,8.47250453
124.5,8.382621376
124.5416667,8.292738222
124.5833333,8.202855069
124.625,8.202855069
124.6666667,8.112971915
124.7083333,8.31957833
124.75,8.053049812
124.7916667,7.963166659
124.8333333,8.053049812
124.875,8.053049812
124.9166667,8.053049812
124.9583333,8.053049812
125,8.322119838
125.0416667,8.322119838
125.0833333,8.322119838
125.125,8.322119838
125.1666667,8.4135307
125.2083333,8.4135307
125.25,8.341163768
125.2916667,8.504941563
125.3333333,8.504941563
125.375,8.504941563
