$NML Br1 inflow Tw year 2005 gap filled with dly averaged filled Tw YC 02/02/2023,
",,,",
Jday,Tw (deg C)
57.000,6.076115807
57.042,6.079023078
57.083,6.068621068
57.125,5.978138656
57.167,5.967043179
57.208,5.955947701
57.250,5.860068304
57.292,5.768892425
57.333,5.758490415
57.375,5.673013028
57.417,5.661917551
57.458,5.651515541
57.500,5.661917551
57.542,5.592932626
57.583,5.693817048
57.625,5.715314536
57.667,5.736812023
57.708,5.833384887
57.750,5.923867299
57.792,5.934962777
57.833,6.010038154
57.875,6.010038154
57.917,6.079023078
57.958,6.068621068
58.000,6.14870147
58.042,6.121427867
58.083,6.121427867
58.125,6.051503945
58.167,6.051503945
58.208,5.981580023
58.250,5.972831079
58.292,5.916026345
58.333,5.846685686
58.375,5.83735348
58.417,5.780548746
58.458,5.780548746
58.500,5.729289236
58.542,5.73803818
58.583,5.807378839
58.625,5.816711045
58.667,5.882847985
58.708,5.900345872
58.750,5.970269794
58.792,5.970269794
58.833,6.035823471
58.875,6.096415187
58.917,6.087666244
58.958,6.14825796
59.000,6.14825796
59.042,6.172510664
59.083,6.172510664
59.125,6.091282119
59.167,6.091282119
59.208,6.010685913
59.250,6.001200818
59.292,5.914299282
59.333,5.904814187
59.375,5.814100547
59.417,5.728463691
59.458,5.65735258
59.500,5.590685913
59.542,5.600171008
59.583,5.548662426
59.625,5.638743727
59.667,5.648861161
59.708,5.735130357
59.750,5.744615452
59.792,5.825843998
59.833,5.892510664
59.875,5.892510664
59.917,5.953504341
59.958,6.010685913
60.000,6.001200818
60.042,6.054052508
60.083,6.054052508
60.125,6.046693769
60.167,6.039794952
60.208,5.972022284
60.250,5.908040681
60.292,5.901141864
60.333,5.893783125
60.375,5.833369196
60.417,5.833369196
60.458,5.77628641
60.500,5.783185228
60.542,5.790543966
60.583,5.804341601
60.625,5.811700339
60.667,5.88258076
60.708,5.889939498
60.750,5.950813349
60.792,5.957712166
60.833,6.014794952
60.875,6.068310064
60.917,6.068310064
60.958,6.125392849
61.000,6.125392849
61.042,6.441091669
61.083,6.441091669
61.125,6.441091669
61.167,6.441091669
61.208,6.388500795
61.250,6.388500795
61.292,6.388500795
61.333,6.388500795
61.375,6.330960192
61.417,6.330960192
61.458,6.330960192
61.500,6.339196851
61.542,6.356219279
61.583,6.364455938
61.625,6.389715025
61.667,6.398500795
61.708,6.406737454
61.750,6.414974113
61.792,6.464278057
61.833,6.516868931
61.875,6.508632272
61.917,6.552986487
61.958,6.544200718
62.000,6.535964059
62.042,6.08720056
62.083,6.078670909
62.125,6.070141258
62.167,6.061042964
62.208,5.995502753
62.250,5.986404459
62.292,5.928825255
62.333,5.866315101
62.375,5.808735897
62.417,5.808735897
62.458,5.763285044
62.500,5.763285044
62.542,5.782616794
62.583,5.802421028
62.625,5.802421028
62.667,5.308542971
62.708,5.308542971
62.750,5.308542971
62.792,5.308542971
62.833,5.308542971
62.875,5.308542971
62.917,5.802421028
62.958,5.308542971
63.000,5.4152313
63.042,5.142298844
63.083,5.142298844
63.125,5.376295667
63.167,5.288546858
63.208,5.288546858
63.250,5.288546858
63.292,5.288546858
63.333,5.20079805
63.375,5.258078522
63.417,5.20079805
63.458,5.20079805
63.500,5.20079805
63.542,5.20079805
63.583,5.288546858
63.625,5.288546858
63.667,5.288546858
63.708,5.288546858
63.750,5.288546858
63.792,5.288546858
63.833,5.288546858
63.875,5.288546858
63.917,5.258078522
63.958,5.288546858
64.000,5.288546858
64.042,5.363354774
64.083,5.363354774
64.125,5.457730737
64.167,5.457730737
64.208,5.457730737
64.250,5.5521067
64.292,5.5521067
64.333,5.457730737
64.375,5.367287105
64.417,5.363354774
64.458,5.363354774
64.500,5.363354774
64.542,5.363354774
64.583,5.363354774
64.625,5.268978811
64.667,5.268978811
64.708,5.268978811
64.750,5.268978811
64.792,5.268978811
64.833,5.268978811
64.875,5.268978811
64.917,5.367287105
64.958,5.363354774
65.000,5.363354774
65.042,5.438128226
65.083,5.438128226
65.125,5.528332308
65.167,5.528332308
65.208,5.528332308
65.250,5.618536389
65.292,5.618536389
65.333,5.618536389
65.375,5.571555097
65.417,5.528332308
65.458,5.528332308
65.500,5.528332308
65.542,5.618536389
65.583,5.618536389
65.625,5.618536389
65.667,5.618536389
65.708,5.618536389
65.750,5.618536389
65.792,5.528332308
65.833,5.528332308
65.875,5.618536389
65.917,5.571555097
65.958,5.618536389
66.000,5.618536389
66.042,5.670922378
66.083,5.770994372
66.125,5.770994372
66.167,5.770994372
66.208,5.837709035
66.250,5.837709035
66.292,5.770994372
66.333,5.770994372
66.375,5.770994372
66.417,5.770994372
66.458,5.837709035
66.500,5.837709035
66.542,5.837709035
66.583,5.837709035
66.625,5.789062927
66.667,5.837709035
66.708,5.770994372
66.750,5.770994372
66.792,5.770994372
66.833,5.770994372
66.875,5.770994372
66.917,5.770994372
66.958,5.770994372
67.000,5.770994372
67.042,5.81478866
67.083,5.921812525
67.125,5.8806495
67.167,5.97944076
67.208,5.97944076
67.250,5.97944076
67.292,5.97944076
67.333,5.8806495
67.375,5.97944076
67.417,5.8806495
67.458,5.97944076
67.500,5.97944076
67.542,5.97944076
67.583,5.97944076
67.625,5.921812525
67.667,5.97944076
67.708,5.8806495
67.750,5.8806495
67.792,5.8806495
67.833,5.8806495
67.875,5.8806495
67.917,5.8806495
67.958,5.8806495
68.000,5.8806495
68.042,6.070145542
68.083,6.110428227
68.125,6.070145542
68.167,6.171912326
68.208,6.171912326
68.250,6.171912326
68.292,6.171912326
68.333,6.171912326
68.375,6.171912326
68.417,6.171912326
68.458,6.171912326
68.500,6.171912326
68.542,6.171912326
68.583,6.171912326
68.625,6.110428227
68.667,6.070145542
68.708,6.070145542
68.750,6.070145542
68.792,6.070145542
68.833,5.968378757
68.875,5.968378757
68.917,6.070145542
68.958,6.070145542
69.000,6.070145542
69.042,5.998754444
69.083,6.097983055
69.125,6.197211667
69.167,6.197211667
69.208,6.263364075
69.250,6.263364075
69.292,6.263364075
69.333,6.197211667
69.375,6.197211667
69.417,6.197211667
69.458,6.197211667
69.500,6.197211667
69.542,6.197211667
69.583,6.097983055
69.625,6.097983055
69.667,6.097983055
69.708,5.998754444
69.750,5.998754444
69.792,5.899525832
69.833,5.899525832
69.875,5.899525832
69.917,5.899525832
69.958,5.998754444
70.000,5.998754444
70.042,6.071236235
70.083,6.175005375
70.125,6.175005375
70.167,6.278774515
70.208,6.347953942
70.250,6.347953942
70.292,6.347953942
70.333,6.184373423
70.375,6.278774515
70.417,6.347953942
70.458,6.347953942
70.500,6.278774515
70.542,6.278774515
70.583,6.278774515
70.625,6.175005375
70.667,6.175005375
70.708,6.071236235
70.750,6.071236235
70.792,6.184373423
70.833,5.967467095
70.875,5.967467095
70.917,5.967467095
70.958,6.071236235
71.000,6.071236235
71.042,6.11982389
71.083,6.211738459
71.125,6.211738459
71.167,6.303653028
71.208,6.303653028
71.250,6.303653028
71.292,6.364929408
71.333,6.210461868
71.375,6.364929408
71.417,6.364929408
71.458,6.303653028
71.500,6.303653028
71.542,6.211738459
71.583,6.11982389
71.625,6.11982389
71.667,6.11982389
71.708,6.11982389
71.750,6.11982389
71.792,6.210461868
71.833,6.11982389
71.875,6.11982389
71.917,6.11982389
71.958,6.11982389
72.000,6.11982389
72.042,6.191637184
72.083,6.296526073
72.125,6.296526073
72.167,6.296526073
72.208,6.296526073
72.250,6.401414962
72.292,6.401414962
72.333,6.228785332
72.375,6.296526073
72.417,6.296526073
72.458,6.296526073
72.500,6.191637184
72.542,6.191637184
72.583,6.191637184
72.625,6.086748295
72.667,6.191637184
72.708,6.191637184
72.750,6.086748295
72.792,6.228785332
72.833,6.086748295
72.875,6.086748295
72.917,6.191637184
72.958,6.191637184
73.000,6.296526073
73.042,6.325605963
73.083,6.427477065
73.125,6.427477065
73.167,6.427477065
73.208,6.495391133
73.250,6.495391133
73.292,6.495391133
73.333,6.140257153
73.375,6.495391133
73.417,6.495391133
73.458,6.325605963
73.500,6.223734861
73.542,6.121863759
73.583,6.121863759
73.625,6.053949691
73.667,5.952078589
73.708,5.952078589
73.750,5.850207488
73.792,5.850207488
73.833,5.748336386
73.875,5.646465284
73.917,5.646465284
73.958,5.646465284
74.000,5.646465284
74.042,5.822387043
74.083,5.927386464
74.125,5.927386464
74.167,6.07858563
74.208,6.154185212
74.250,6.154185212
74.292,6.002986047
74.333,6.002986047
74.375,5.927386464
74.417,5.927386464
74.458,5.851786881
74.500,5.822387043
74.542,5.927386464
74.583,5.801387159
74.625,5.801387159
74.667,5.650187993
74.708,5.650187993
74.750,5.57458841
74.792,5.57458841
74.833,5.725787576
74.875,5.57458841
74.917,5.57458841
74.958,5.57458841
75.000,5.57458841
75.042,5.843021261
75.083,5.905844824
75.125,5.776975976
75.167,5.854297285
75.208,5.854297285
75.250,5.905844824
75.292,5.854297285
75.333,5.776975976
75.375,5.776975976
75.417,5.776975976
75.458,5.854297285
75.500,5.843021261
75.542,5.854297285
75.583,5.776975976
75.625,5.776975976
75.667,5.776975976
75.708,5.854297285
75.750,5.854297285
75.792,5.854297285
75.833,5.854297285
75.875,5.854297285
75.917,5.854297285
75.958,5.905844824
76.000,6.060487443
76.042,5.951610226
76.083,6.030452265
76.125,5.893666076
76.167,5.962059171
76.208,6.030452265
76.250,6.098845359
76.292,5.962059171
76.333,5.893666076
76.375,6.098845359
76.417,5.893666076
76.458,5.962059171
76.500,5.951610226
76.542,5.962059171
76.583,5.962059171
76.625,5.962059171
76.667,5.893666076
76.708,5.893666076
76.750,5.893666076
76.792,5.962059171
76.833,5.84807068
76.875,5.84807068
76.917,5.84807068
76.958,5.84807068
77.000,6.098845359
77.042,5.715031407
77.083,5.945436668
77.125,5.756386198
77.167,5.756386198
77.208,5.756386198
77.250,5.756386198
77.292,5.756386198
77.333,5.756386198
77.375,5.756386198
77.417,5.693369374
77.458,5.693369374
77.500,5.693369374
77.542,5.693369374
77.583,5.693369374
77.625,5.693369374
77.667,5.693369374
77.708,5.693369374
77.750,5.715031407
77.792,5.693369374
77.833,5.598844139
77.875,5.598844139
77.917,5.598844139
77.958,5.598844139
78.000,5.598844139
78.042,5.844362381
78.083,5.844362381
78.125,5.892165999
78.167,5.892165999
78.208,5.907602584
78.250,6.035576852
78.292,5.963871425
78.333,5.892165999
78.375,5.963871425
78.417,5.844362381
78.458,5.844362381
78.500,5.844362381
78.542,5.892165999
78.583,5.892165999
78.625,5.892165999
78.667,5.892165999
78.708,5.892165999
78.750,5.907602584
78.792,5.963871425
78.833,5.963871425
78.875,5.892165999
78.917,5.892165999
78.958,5.963871425
79.000,5.892165999
79.042,5.881451123
79.083,6.056602116
79.125,6.056602116
79.167,6.056602116
79.208,5.760426653
79.250,5.881451123
79.292,5.969026619
79.333,5.969026619
79.375,5.969026619
79.417,5.881451123
79.458,5.881451123
79.500,5.823067459
79.542,5.823067459
79.583,5.647916467
79.625,5.647916467
79.667,5.647916467
79.708,5.647916467
79.750,5.760426653
79.792,5.560340971
79.833,5.472765475
79.875,5.472765475
79.917,5.472765475
79.958,5.472765475
80.000,5.385189979
80.042,5.361649251
80.083,5.361649251
80.125,5.533014646
80.167,5.533014646
80.208,5.284296816
80.250,5.704380042
80.292,5.533014646
80.333,5.304527453
80.375,5.361649251
80.417,5.304527453
80.458,5.304527453
80.500,5.133162058
80.542,5.133162058
80.583,5.133162058
80.625,5.218844755
80.667,5.218844755
80.708,5.133162058
80.750,5.284296816
80.792,5.133162058
80.833,5.04747936
80.875,5.133162058
80.917,5.133162058
80.958,5.133162058
81.000,5.218844755
81.042,5.595474005
81.083,5.595474005
81.125,5.678807338
81.167,5.678807338
81.208,5.678807338
81.250,5.734362894
81.292,5.734362894
81.333,5.734362894
81.375,5.734362894
81.417,5.817696227
81.458,5.792233264
81.500,5.817696227
81.542,5.817696227
81.583,5.817696227
81.625,5.817696227
81.667,5.817696227
81.708,5.901029561
81.750,5.817696227
81.792,5.901029561
81.833,5.901029561
81.875,5.901029561
81.917,5.792233264
81.958,5.901029561
82.000,5.901029561
82.042,5.60462161
82.083,5.60462161
82.125,5.60462161
82.167,5.506707475
82.208,5.506707475
82.250,5.506707475
82.292,5.40879334
82.333,5.343517249
82.375,5.343517249
82.417,5.343517249
82.458,5.179647065
82.500,5.147688979
82.542,5.147688979
82.583,5.049774844
82.625,5.049774844
82.667,5.049774844
82.708,5.049774844
82.750,5.049774844
82.792,4.951860708
82.833,4.886584618
82.875,4.788670483
82.917,5.179647065
82.958,4.690756348
83.000,4.690756348
83.042,4.831148019
83.083,4.831148019
83.125,4.917763316
83.167,4.917763316
83.208,4.917763316
83.250,4.917763316
83.292,4.831148019
83.333,4.831148019
83.375,4.744532722
83.417,4.744532722
83.458,4.838365961
83.500,4.744532722
83.542,4.744532722
83.583,4.744532722
83.625,4.831148019
83.667,4.744532722
83.708,4.744532722
83.750,4.831148019
83.792,4.917763316
83.833,4.917763316
83.875,4.917763316
83.917,4.838365961
83.958,4.917763316
84.000,4.917763316
84.042,5.151390376
84.083,5.206599637
84.125,5.289413528
84.167,5.37222742
84.208,5.37222742
84.250,5.37222742
84.292,5.37222742
84.333,5.289413528
84.375,5.37222742
84.417,5.37222742
84.458,5.368201744
84.500,5.455041311
84.542,5.455041311
84.583,5.455041311
84.625,5.455041311
84.667,5.37222742
84.708,5.455041311
84.750,5.37222742
84.792,5.37222742
84.833,5.37222742
84.875,5.37222742
84.917,5.37222742
84.958,5.37222742
85.000,5.37222742
85.042,5.297248435
85.083,5.450273027
85.125,5.450273027
85.167,5.524234913
85.208,5.450273027
85.250,5.450273027
85.292,5.450273027
85.333,5.450273027
85.375,5.542087782
85.417,5.542087782
85.458,5.542087782
85.500,5.542087782
85.542,5.542087782
85.583,5.542087782
85.625,5.524234913
85.667,5.542087782
85.708,5.542087782
85.750,5.633902537
85.792,5.542087782
85.833,5.542087782
85.875,5.633902537
85.917,5.633902537
85.958,5.633902537
86.000,5.633902537
86.042,5.552171334
86.083,5.645246637
86.125,5.738321939
86.167,5.881813031
86.208,5.893447444
86.250,5.893447444
86.292,5.831397242
86.333,5.738321939
86.375,5.738321939
86.417,5.893447444
86.458,5.831397242
86.500,5.893447444
86.542,5.893447444
86.583,5.893447444
86.625,5.881813031
86.667,5.986522747
86.708,5.986522747
86.750,5.986522747
86.792,5.986522747
86.833,5.986522747
86.875,5.986522747
86.917,5.986522747
86.958,5.986522747
87.000,6.07959805
87.042,6.11365637
87.083,6.11365637
87.125,6.11365637
87.167,6.042347302
87.208,6.212392002
87.250,6.11365637
87.292,6.11365637
87.333,6.212392002
87.375,6.212392002
87.417,6.11365637
87.458,6.11365637
87.500,6.11365637
87.542,6.11365637
87.583,6.11365637
87.625,6.042347302
87.667,6.014920738
87.708,6.014920738
87.750,5.916185106
87.792,5.850361351
87.833,5.916185106
87.875,5.850361351
87.917,5.850361351
87.958,5.850361351
88.000,5.751625719
88.042,5.837292811
88.083,5.837292811
88.125,5.933413395
88.167,5.717809587
88.208,5.997493783
88.250,5.997493783
88.292,5.933413395
88.333,5.741172228
88.375,5.741172228
88.417,5.741172228
88.458,5.741172228
88.500,5.645051645
88.542,5.645051645
88.583,5.645051645
88.625,5.645051645
88.667,5.645051645
88.708,5.645051645
88.750,5.645051645
88.792,5.645051645
88.833,5.548931062
88.875,5.717809587
88.917,5.452810479
88.958,5.548931062
89.000,5.548931062
89.042,5.526965608
89.083,5.621925432
89.125,5.621925432
89.167,5.716885257
89.208,5.716885257
89.250,5.716885257
89.292,5.621925432
89.333,5.551365007
89.375,5.526965608
89.417,5.526965608
89.458,5.526965608
89.500,5.463659058
89.542,5.463659058
89.583,5.463659058
89.625,5.463659058
89.667,5.463659058
89.708,5.463659058
89.750,5.463659058
89.792,5.463659058
89.833,5.526965608
89.875,5.551365007
89.917,5.526965608
89.958,5.621925432
90.000,5.621925432
90.042,6.070305864
90.083,6.166504334
90.125,6.358901274
90.167,6.423033587
90.208,6.423033587
90.250,6.519232057
90.292,6.358901274
90.333,6.319486623
90.375,6.358901274
90.417,6.358901274
90.458,6.262702804
90.500,6.358901274
90.542,6.358901274
90.583,6.262702804
90.625,6.262702804
90.667,6.262702804
90.708,6.262702804
90.750,6.262702804
90.792,6.262702804
90.833,6.262702804
90.875,6.319486623
90.917,6.358901274
90.958,6.358901274
91.000,6.423033587
91.042,7.729191285
91.083,7.729191285
91.125,7.729191285
91.167,7.800784652
91.208,7.800784652
91.250,7.872378018
91.292,7.872378018
91.333,7.921598457
91.375,7.943971384
91.417,7.943971384
91.458,8.01556475
91.500,8.01556475
91.542,8.01556475
91.583,8.01556475
91.625,8.01556475
91.667,8.01556475
91.708,7.943971384
91.750,7.943971384
91.792,7.943971384
91.833,7.943971384
91.875,7.921598457
91.917,7.943971384
91.958,8.01556475
92.000,8.01556475
92.042,8.068242229
92.083,8.113278219
92.125,8.113278219
92.167,8.180832203
92.208,8.180832203
92.250,8.180832203
92.292,8.180832203
92.333,8.180832203
92.375,8.180832203
92.417,8.180832203
92.458,8.180832203
92.500,8.113278219
92.542,8.113278219
92.583,8.100142722
92.625,8.068242229
92.667,8.068242229
92.708,8.068242229
92.750,8.068242229
92.792,8.068242229
92.833,8.000688245
92.875,8.000688245
92.917,8.000688245
92.958,8.000688245
93.000,8.000688245
93.042,7.157090105
93.083,7.183300472
93.125,7.183300472
93.167,7.157090105
93.208,7.183300472
93.250,7.183300472
93.292,7.183300472
93.333,7.183300472
93.375,7.183300472
93.417,7.183300472
93.458,7.183300472
93.500,7.183300472
93.542,7.183300472
93.583,7.183300472
93.625,7.157090105
93.667,7.183300472
93.708,7.099427296
93.750,7.183300472
93.792,7.099427296
93.833,7.099427296
93.875,7.099427296
93.917,7.099427296
93.958,7.099427296
94.000,7.099427296
94.042,7.01166796
94.083,6.790532049
94.125,7.01166796
94.167,7.01166796
94.208,7.01166796
94.250,7.01166796
94.292,7.01166796
94.333,6.920686328
94.375,6.920686328
94.417,6.920686328
94.458,6.920686328
94.500,6.829704696
94.542,6.738723063
94.583,6.738723063
94.625,6.790532049
94.667,6.678068642
94.708,6.678068642
94.750,6.58708701
94.792,6.58708701
94.833,6.58708701
94.875,6.496105377
94.917,6.496105377
94.958,6.496105377
95.000,6.58708701
95.042,6.509232166
95.083,6.679409879
95.125,6.655621596
95.167,6.655621596
95.208,6.655621596
95.250,6.655621596
95.292,6.655621596
95.333,6.655621596
95.375,6.655621596
95.417,6.655621596
95.458,6.655621596
95.500,6.743455254
95.542,6.743455254
95.583,6.743455254
95.625,6.679409879
95.667,6.743455254
95.708,6.655621596
95.750,6.655621596
95.792,6.655621596
95.833,6.655621596
95.875,6.743455254
95.917,6.743455254
95.958,6.743455254
96.000,6.743455254
96.042,6.830349286
96.083,7.028058633
96.125,7.093961749
96.167,7.093961749
96.208,7.192816423
96.250,7.291671097
96.292,7.390525771
96.333,7.253914104
96.375,7.456428887
96.417,7.456428887
96.458,7.390525771
96.500,7.390525771
96.542,7.390525771
96.583,7.390525771
96.625,7.291671097
96.667,7.291671097
96.708,7.192816423
96.750,7.192816423
96.792,7.253914104
96.833,7.093961749
96.875,7.192816423
96.917,7.192816423
96.958,7.291671097
97.000,7.390525771
97.042,7.534472139
97.083,7.726119774
97.125,7.726119774
97.167,7.726119774
97.208,7.821943591
97.250,7.821943591
97.292,7.917767408
97.333,7.467262379
97.375,7.821943591
97.417,7.821943591
97.458,7.821943591
97.500,7.726119774
97.542,7.630295957
97.583,7.534472139
97.625,7.470589595
97.667,7.183118143
97.708,7.183118143
97.750,7.119235598
97.792,7.467262379
97.833,7.119235598
97.875,7.023411781
97.917,6.927587963
97.958,6.831764146
98.000,6.735940329
98.042,6.727987714
98.083,6.664934215
98.125,6.664934215
98.167,6.664934215
98.208,6.570353966
98.250,6.570353966
98.292,6.570353966
98.333,6.231441406
98.375,6.475773717
98.417,6.381193468
98.458,6.286613218
98.500,6.286613218
98.542,6.192032969
98.583,6.12897947
98.625,6.12897947
98.667,6.12897947
98.708,6.034399221
98.750,5.939818972
98.792,6.231441406
98.833,5.845238723
98.875,5.750658473
98.917,5.750658473
98.958,5.687604974
99.000,5.687604974
99.042,5.774416287
99.083,5.774416287
99.125,5.681251937
99.167,5.681251937
99.208,5.588087586
99.250,5.588087586
99.292,5.588087586
99.333,5.74142058
99.375,5.494923235
99.417,5.494923235
99.458,5.588087586
99.500,5.588087586
99.542,5.588087586
99.583,5.681251937
99.625,5.681251937
99.667,5.681251937
99.708,5.681251937
99.750,5.774416287
99.792,5.774416287
99.833,5.836525854
99.875,6.022854555
99.917,6.116018906
99.958,6.209183256
100.000,6.364457174
100.042,6.560493456
100.083,6.501170749
100.125,6.59608708
100.167,6.59608708
100.208,6.59608708
100.250,6.691003411
100.292,6.691003411
100.333,6.59608708
100.375,6.59608708
100.417,6.59608708
100.458,6.59608708
100.500,6.560493456
100.542,6.501170749
100.583,6.501170749
100.625,6.406254418
100.667,6.406254418
100.708,6.501170749
100.750,6.406254418
100.792,6.406254418
100.833,6.501170749
100.875,6.59608708
100.917,6.691003411
100.958,6.691003411
101.000,6.785919742
101.042,7.164447314
101.083,6.883218846
101.125,6.883218846
101.167,6.979183063
101.208,7.075147279
101.250,7.171111496
101.292,7.331051857
101.333,7.171111496
101.375,7.267075713
101.417,7.267075713
101.458,7.331051857
101.500,7.164447314
101.542,7.267075713
101.583,7.267075713
101.625,7.267075713
101.667,7.267075713
101.708,7.267075713
101.750,7.171111496
101.792,7.075147279
101.833,7.075147279
101.875,7.171111496
101.917,7.171111496
101.958,7.171111496
102.000,7.267075713
102.042,7.347506606
102.083,7.196770839
102.125,7.292814867
102.167,7.388858896
102.208,7.388858896
102.250,7.388858896
102.292,7.484902925
102.333,7.484902925
102.375,7.484902925
102.417,7.484902925
102.458,7.484902925
102.500,7.347506606
102.542,7.484902925
102.583,7.388858896
102.625,7.388858896
102.667,7.388858896
102.708,7.292814867
102.750,7.292814867
102.792,7.196770839
102.833,7.196770839
102.875,7.196770839
102.917,7.196770839
102.958,7.292814867
103.000,7.292814867
103.042,7.452191219
103.083,7.514893586
103.125,7.514893586
103.167,7.604291021
103.208,7.604291021
103.250,7.604291021
103.292,7.604291021
103.333,7.604291021
103.375,7.604291021
103.417,7.604291021
103.458,7.604291021
103.500,7.604291021
103.542,7.514893586
103.583,7.514893586
103.625,7.514893586
103.667,7.425496151
103.708,7.336098717
103.750,7.452191219
103.792,7.276500427
103.833,7.276500427
103.875,7.187102992
103.917,7.187102992
103.958,7.187102992
104.000,7.187102992
104.042,7.138973785
104.083,7.23137451
104.125,7.23137451
104.167,7.23137451
104.208,6.988180936
104.250,7.138973785
104.292,7.138973785
104.333,7.138973785
104.375,7.046573061
104.417,7.046573061
104.458,7.046573061
104.500,7.046573061
104.542,6.954172336
104.583,6.954172336
104.625,6.861771611
104.667,6.954172336
104.708,6.861771611
104.750,6.988180936
104.792,6.800171128
104.833,6.707770404
104.875,6.707770404
104.917,6.800171128
104.958,6.800171128
105.000,6.861771611
105.042,6.756304578
105.083,6.844252203
105.125,6.932199827
105.167,6.932199827
105.208,6.937696553
105.250,6.932199827
105.292,6.932199827
105.333,6.932199827
105.375,6.932199827
105.417,6.932199827
105.458,7.020147451
105.500,6.932199827
105.542,6.932199827
105.583,6.932199827
105.625,6.932199827
105.667,6.932199827
105.708,6.844252203
105.750,6.937696553
105.792,6.932199827
105.833,6.932199827
105.875,7.020147451
105.917,7.020147451
105.958,7.020147451
106.000,7.108095076
106.042,7.328880543
106.083,7.410233792
106.125,7.49158704
106.167,7.572940288
106.208,7.564465991
106.250,7.627175786
106.292,7.572940288
106.333,7.627175786
106.375,7.627175786
106.417,7.708529034
106.458,7.708529034
106.500,7.708529034
106.542,7.627175786
106.583,7.627175786
106.625,7.627175786
106.667,7.627175786
106.708,7.572940288
106.750,7.564465991
106.792,7.49158704
106.833,7.49158704
106.875,7.49158704
106.917,7.49158704
106.958,7.49158704
107.000,7.49158704
107.042,7.385171669
107.083,7.481765532
107.125,7.546161441
107.167,7.642755304
107.208,7.739349168
107.250,7.739349168
107.292,7.835943031
107.333,7.835943031
107.375,7.835943031
107.417,7.835943031
107.458,7.61055735
107.500,7.739349168
107.542,7.739349168
107.583,7.642755304
107.625,7.642755304
107.667,7.642755304
107.708,7.546161441
107.750,7.481765532
107.792,7.385171669
107.833,7.385171669
107.875,7.385171669
107.917,7.61055735
107.958,7.481765532
108.000,7.481765532
108.042,7.503454444
108.083,7.503454444
108.125,7.601135498
108.167,7.601135498
108.208,7.698816552
108.250,7.698816552
108.292,7.698816552
108.333,7.698816552
108.375,7.601135498
108.417,7.601135498
108.458,7.402381687
108.500,7.601135498
108.542,7.503454444
108.583,7.340652688
108.625,7.438333742
108.667,7.340652688
108.708,7.242971634
108.750,7.145290579
108.792,7.080169877
108.833,6.982488823
108.875,6.982488823
108.917,7.402381687
108.958,7.080169877
109.000,7.080169877
109.042,7.010258524
109.083,7.010258524
109.125,7.076983962
109.167,7.076983962
109.208,7.010258524
109.250,7.010258524
109.292,7.010258524
109.333,7.010258524
109.375,6.910170368
109.417,6.810082212
109.458,6.748917228
109.500,6.810082212
109.542,6.709994056
109.583,6.709994056
109.625,6.709994056
109.667,6.543180463
109.708,6.543180463
109.750,6.543180463
109.792,6.443092307
109.833,6.443092307
109.875,6.443092307
109.917,6.748917228
109.958,6.443092307
110.000,6.443092307
110.042,6.762093415
110.083,6.849795723
110.125,6.849795723
110.167,6.849795723
110.208,6.908263928
110.250,6.908263928
110.292,6.849795723
110.333,6.849795723
110.375,6.762093415
110.417,6.762093415
110.458,6.739558794
110.500,6.674391106
110.542,6.674391106
110.583,6.674391106
110.625,6.586688798
110.667,6.674391106
110.708,6.586688798
110.750,6.586688798
110.792,6.586688798
110.833,6.586688798
110.875,6.674391106
110.917,6.674391106
110.958,6.849795723
111.000,6.849795723
111.042,6.689297294
111.083,6.689297294
111.125,6.689297294
111.167,6.693291564
111.208,6.689297294
111.250,6.785159757
111.292,6.785159757
111.333,6.785159757
111.375,6.785159757
111.417,6.689297294
111.458,6.689297294
111.500,6.689297294
111.542,6.689297294
111.583,6.625388986
111.625,6.693291564
111.667,6.625388986
111.708,6.625388986
111.750,6.625388986
111.792,6.625388986
111.833,6.689297294
111.875,6.689297294
111.917,6.689297294
111.958,6.689297294
112.000,6.785159757
112.042,7.390855331
112.083,7.472716565
112.125,7.527290722
112.167,7.689307748
112.208,7.609151956
112.250,7.69101319
112.292,7.772874425
112.333,7.772874425
112.375,7.827448581
112.417,7.827448581
112.458,7.827448581
112.500,7.827448581
112.542,7.827448581
112.583,7.772874425
112.625,7.689307748
112.667,7.772874425
112.708,7.69101319
112.750,7.69101319
112.792,7.69101319
112.833,7.69101319
112.875,7.609151956
112.917,7.609151956
112.958,7.609151956
113.000,7.69101319
113.042,7.904114841
113.083,7.904114841
113.125,7.904114841
113.167,7.940385574
113.208,7.976656307
113.250,7.976656307
113.292,7.976656307
113.333,7.976656307
113.375,7.976656307
113.417,7.976656307
113.458,7.976656307
113.500,7.976656307
113.542,7.976656307
113.583,7.976656307
113.625,7.940385574
113.667,7.904114841
113.708,7.904114841
113.750,7.904114841
113.792,7.904114841
113.833,7.904114841
113.875,7.976656307
113.917,7.904114841
113.958,7.904114841
114.000,7.904114841
114.042,7.844515018
114.083,7.844515018
114.125,7.930686323
114.167,7.893584789
114.208,7.930686323
114.250,7.930686323
114.292,7.930686323
114.333,7.930686323
114.375,7.988133859
114.417,7.930686323
114.458,7.930686323
114.500,7.930686323
114.542,7.930686323
114.583,7.930686323
114.625,7.930686323
114.667,7.844515018
114.708,7.844515018
114.750,7.844515018
114.792,7.844515018
114.833,7.844515018
114.875,7.893584789
114.917,7.844515018
114.958,7.844515018
115.000,7.844515018
