$NML Br1 inflow Tw year 2005 gap filled with dly averaged filled Tw YC 02/02/2023,
",,,",
Jday,Tw (deg C)
115.042,7.998990275
115.083,7.998990275
115.125,8.077631066
115.167,8.077631066
115.208,8.130058261
115.250,8.130058261
115.292,8.077631066
115.333,7.949293664
115.375,7.998990275
115.417,7.998990275
115.458,7.998990275
115.500,7.920349483
115.542,7.920349483
115.583,7.920349483
115.625,7.920349483
115.667,7.920349483
115.708,7.841708692
115.750,7.841708692
115.792,7.841708692
115.833,7.789281497
115.875,7.949293664
115.917,7.841708692
115.958,7.841708692
116.000,7.841708692
116.042,8.049155122
116.083,8.123661518
116.125,8.123661518
116.167,8.198167914
116.208,8.247838845
116.250,8.247838845
116.292,8.198167914
116.333,8.253012901
116.375,8.198167914
116.417,8.198167914
116.458,8.247838845
116.500,8.322345242
116.542,8.322345242
116.583,8.322345242
116.625,8.322345242
116.667,8.322345242
116.708,8.322345242
116.750,8.247838845
116.792,8.247838845
116.833,8.322345242
116.875,8.253012901
116.917,8.322345242
116.958,8.322345242
117.000,8.322345242
117.042,8.38679377
117.083,8.38679377
117.125,8.473944601
117.167,8.473944601
117.208,8.473944601
117.250,8.473944601
117.292,8.561095433
117.333,8.500574022
117.375,8.619195988
117.417,8.619195988
117.458,8.619195988
117.500,8.619195988
117.542,8.619195988
117.583,8.619195988
117.625,8.561095433
117.667,8.561095433
117.708,8.561095433
117.750,8.473944601
117.792,8.473944601
117.833,8.38679377
117.875,8.500574022
117.917,8.38679377
117.958,8.38679377
118.000,8.299642938
118.042,8.449577111
118.083,8.449577111
118.125,8.366312332
118.167,8.366312332
118.208,8.366312332
118.250,8.366312332
118.292,8.310802479
118.333,8.310802479
118.375,8.310802479
118.417,8.2275377
118.458,8.2275377
118.500,8.061008141
118.542,8.061008141
118.583,8.147742286
118.625,8.061008141
118.667,8.005498288
118.708,8.005498288
118.750,7.922233508
118.792,7.922233508
118.833,7.922233508
118.875,7.922233508
118.917,7.922233508
118.958,7.922233508
119.000,8.005498288
119.042,7.769810792
119.083,7.738856697
119.125,7.738856697
119.167,7.738856697
119.208,7.800764886
119.250,7.800764886
119.292,7.800764886
119.333,7.800764886
119.375,7.800764886
119.417,7.800764886
119.458,7.800764886
119.500,7.800764886
119.542,7.738856697
119.583,7.769810792
119.625,7.738856697
119.667,7.738856697
119.708,7.738856697
119.750,7.738856697
119.792,7.738856697
119.833,7.738856697
119.875,7.800764886
119.917,7.800764886
119.958,7.800764886
120.000,7.800764886
120.042,8.234433228
120.083,8.035844773
120.125,8.129604568
120.167,8.129604568
120.208,8.192111098
120.250,8.192111098
120.292,8.285870894
120.333,8.285870894
120.375,8.285870894
120.417,8.285870894
120.458,8.379630689
120.500,8.379630689
120.542,8.379630689
120.583,8.234433228
120.625,8.285870894
120.667,8.285870894
120.708,8.285870894
120.750,8.192111098
120.792,8.192111098
120.833,8.192111098
120.875,8.192111098
120.917,8.192111098
120.958,8.285870894
121.000,8.285870894
121.042,8.259660997
121.083,8.306604252
121.125,8.406013497
121.167,8.406013497
121.208,8.406013497
121.250,8.406013497
121.292,8.406013497
121.333,8.505422743
121.375,8.505422743
121.417,8.406013497
121.458,8.406013497
121.500,8.406013497
121.542,8.306604252
121.583,8.259660997
121.625,8.306604252
121.667,8.207195006
121.708,8.140922175
121.750,8.140922175
121.792,8.04151293
121.833,8.04151293
121.875,8.04151293
121.917,7.942103684
121.958,7.942103684
122.000,7.942103684
122.042,7.818438374
122.083,7.818438374
122.125,7.818438374
122.167,7.818438374
122.208,7.818438374
122.250,7.818438374
122.292,7.778410952
122.333,7.818438374
122.375,7.818438374
122.417,7.722372561
122.458,7.722372561
122.500,7.722372561
122.542,7.722372561
122.583,7.722372561
122.625,7.722372561
122.667,7.722372561
122.708,7.722372561
122.750,7.778410952
122.792,7.722372561
122.833,7.722372561
122.875,7.722372561
122.917,7.818438374
122.958,7.818438374
123.000,8.010570001
123.042,7.841547854
123.083,7.938024638
123.125,8.034501421
123.167,8.130978204
123.208,8.227454987
123.250,8.227454987
123.292,7.964823744
123.333,8.227454987
123.375,8.227454987
123.417,8.130978204
123.458,8.034501421
123.500,7.938024638
123.542,7.841547854
123.583,7.841547854
123.625,7.841547854
123.667,7.841547854
123.708,7.777229999
123.750,7.964823744
123.792,7.777229999
123.833,7.777229999
123.875,7.777229999
123.917,7.841547854
123.958,7.938024638
124.000,7.938024638
124.042,8.382621376
124.083,8.47250453
124.125,8.47250453
124.167,8.532426632
124.208,8.622309786
124.250,8.622309786
124.292,8.319578331
124.333,8.532426632
124.375,8.532426632
124.417,8.47250453
124.458,8.47250453
124.500,8.47250453
124.542,8.382621376
124.583,8.292738222
124.625,8.202855069
124.667,8.202855069
124.708,8.112971915
124.750,8.319578331
124.792,8.053049813
124.833,7.963166659
124.875,8.053049813
124.917,8.053049813
124.958,8.053049813
125.000,8.053049813
125.042,8.322119839
125.083,8.322119839
125.125,8.322119839
125.167,8.322119839
125.208,8.413530701
125.250,8.413530701
125.292,8.341163768
125.333,8.504941563
125.375,8.504941563
125.417,8.504941563
125.458,8.504941563
125.500,8.413530701
125.542,8.413530701
125.583,8.322119839
125.625,8.322119839
125.667,8.322119839
125.708,8.322119839
125.750,8.322119839
125.792,8.261179264
125.833,8.261179264
125.875,8.169768402
125.917,8.169768402
125.958,8.169768402
126.000,8.341163768
126.042,8.210412743
126.083,8.210412743
126.125,8.210412743
126.167,8.210412743
126.208,8.210412743
126.250,8.1182788
126.292,8.1182788
126.333,8.1182788
126.375,8.056856172
126.417,8.056856172
126.458,8.021666124
126.500,7.964722229
126.542,7.964722229
126.583,7.872588287
126.625,7.872588287
126.667,7.872588287
126.708,7.872588287
126.750,7.872588287
126.792,7.872588287
126.833,7.872588287
126.875,7.872588287
126.917,7.964722229
126.958,8.056856172
127.000,8.021666124
127.042,8.237049343
127.083,8.296530819
127.125,8.296530819
127.167,8.296530819
127.208,8.296530819
127.250,8.296530819
127.292,8.296530819
127.333,8.296530819
127.375,8.296530819
127.417,8.564197456
127.458,8.289095634
127.500,8.296530819
127.542,8.296530819
127.583,8.296530819
127.625,8.237049343
127.667,8.237049343
127.708,8.237049343
127.750,8.147827131
127.792,8.237049343
127.833,8.237049343
127.875,8.237049343
127.917,8.237049343
127.958,8.296530819
128.000,8.289095634
128.042,8.292722283
128.083,8.388880903
128.125,8.388880903
128.167,8.485039523
128.208,8.485039523
128.250,8.485039523
128.292,8.54914527
128.333,8.54914527
128.375,8.54914527
128.417,8.64530389
128.458,8.551816343
128.500,8.64530389
128.542,8.64530389
128.583,8.64530389
128.625,8.64530389
128.667,8.64530389
128.708,8.64530389
128.750,8.64530389
128.792,8.54914527
128.833,8.54914527
128.875,8.54914527
128.917,8.54914527
128.958,8.54914527
129.000,8.551816343
129.042,10.2564864
129.083,10.2564864
129.125,10.2564864
129.167,10.2564864
129.208,10.2564864
129.250,10.2564864
129.292,10.2564864
129.333,10.2564864
129.375,10.19493832
129.417,10.19493832
129.458,10.19493832
129.500,10.07184218
129.542,9.969262056
129.583,9.907713983
129.625,9.84616591
129.667,9.784617838
129.708,9.983366823
129.750,9.682037716
129.792,9.682037716
129.833,9.682037716
129.875,9.620489644
129.917,9.620489644
129.958,9.682037716
130.000,9.682037716
130.042,8.177130889
130.083,8.177130889
130.125,8.177130889
130.167,8.063350412
130.208,8.177130889
130.250,8.093108383
130.292,8.093108383
130.333,8.093108383
130.375,8.093108383
130.417,8.093108383
130.458,8.093108383
130.500,8.009085877
130.542,8.009085877
130.583,8.009085877
130.625,7.925063371
130.667,8.009085877
130.708,8.063350412
130.750,7.925063371
130.792,7.925063371
130.833,7.925063371
130.875,8.009085877
130.917,8.093108383
130.958,8.093108383
131.000,8.177130889
131.042,8.603811369
131.083,8.525174017
131.125,8.525174017
131.167,8.86320541
131.208,8.68244872
131.250,8.68244872
131.292,8.734873621
131.333,8.813510973
131.375,8.813510973
131.417,8.892148324
131.458,8.892148324
131.500,8.892148324
131.542,8.892148324
131.583,8.892148324
131.625,8.892148324
131.667,8.892148324
131.708,8.86320541
131.750,8.970785676
131.792,8.970785676
131.833,9.049423028
131.875,9.101847929
131.917,9.101847929
131.958,9.18048528
132.000,9.18048528
132.042,10.23078182
132.083,10.29367373
132.125,10.35656564
132.167,10.39762008
132.208,10.39849358
132.250,10.39849358
132.292,10.39849358
132.333,10.39849358
132.375,10.46138549
132.417,10.46138549
132.458,10.39849358
132.500,10.39849358
132.542,10.35656564
132.583,10.35656564
132.625,10.35656564
132.667,10.35656564
132.708,10.39762008
132.750,10.39849358
132.792,10.39849358
132.833,10.39849358
132.875,10.39849358
132.917,10.46138549
132.958,10.5242774
133.000,10.58716931
133.042,10.14609488
133.083,10.1963232
133.125,10.27166569
133.167,10.34700817
133.208,10.42235066
133.250,10.42235066
133.292,10.49769314
133.333,10.49769314
133.375,10.49769314
133.417,10.37473839
133.458,10.49769314
133.500,10.42235066
133.542,10.42235066
133.583,10.42235066
133.625,10.34700817
133.667,10.34700817
133.708,10.34700817
133.750,10.27166569
133.792,10.27166569
133.833,10.27166569
133.875,10.37473839
133.917,10.34700817
133.958,10.42235066
134.000,10.49769314
134.042,10.63305357
134.083,10.70921926
134.125,10.78538496
134.167,10.86155065
134.208,10.86155065
134.250,10.86155065
134.292,10.86155065
134.333,10.86155065
134.375,10.86155065
134.417,10.63358249
134.458,10.70921926
134.500,10.63305357
134.542,10.63305357
134.583,10.58227644
134.625,10.50611074
134.667,10.50611074
134.708,10.42994504
134.750,10.42994504
134.792,10.42994504
134.833,10.35377935
134.875,10.63358249
134.917,10.42994504
134.958,10.50611074
135.000,10.58227644
135.042,11.14950068
135.083,11.14950068
135.125,11.21969539
135.167,11.21969539
135.208,11.2898901
135.250,11.2898901
135.292,11.2898901
135.333,11.2898901
135.375,11.21969539
135.417,11.03884652
135.458,11.14950068
135.500,11.10270421
135.542,11.0325095
135.583,10.96231479
135.625,10.96231479
135.667,10.96231479
135.708,10.82192537
135.750,10.82192537
135.792,10.7751289
135.833,10.7751289
135.875,11.03884652
135.917,10.82192537
135.958,10.82192537
136.000,10.82192537
136.042,13.82465138
136.083,13.82465138
136.125,13.85052749
136.167,13.85052749
136.208,13.85052749
136.250,13.85052749
136.292,13.85052749
136.333,13.85052749
136.375,13.85052749
136.417,13.66454293
136.458,13.80740064
136.500,13.7297723
136.542,13.66076933
136.583,13.63489322
136.625,13.56589025
136.667,13.51413803
136.708,13.48826192
136.750,13.47101117
136.792,13.44513506
136.833,13.44513506
136.875,13.44513506
136.917,13.41925895
136.958,13.44513506
137.000,13.44513506
137.042,11.75607503
137.083,11.75607503
137.125,11.7411268
137.167,11.75607503
137.208,11.75607503
137.250,11.75607503
137.292,11.75607503
137.333,11.75607503
137.375,11.75607503
137.417,11.75607503
137.458,11.75607503
137.500,11.75607503
137.542,11.75607503
137.583,11.7411268
137.625,11.70824068
137.667,11.70824068
137.708,11.70824068
137.750,11.70824068
137.792,11.70824068
137.833,11.70824068
137.875,11.70824068
137.917,11.75607503
137.958,11.75607503
138.000,11.75607503
138.042,11.56567507
138.083,11.56567507
138.125,11.72596035
138.167,11.6445039
138.208,11.69180119
138.250,11.69180119
138.292,11.73909849
138.333,11.73909849
138.375,11.73909849
138.417,11.73909849
138.458,11.78639578
138.500,11.78639578
138.542,11.73909849
138.583,11.72596035
138.625,11.78639578
138.667,11.78639578
138.708,11.78639578
138.750,11.73909849
138.792,11.78639578
138.833,11.73909849
138.875,11.73909849
138.917,11.78639578
138.958,11.73909849
139.000,11.73909849
139.042,11.93359873
139.083,11.93359873
139.125,11.94570031
139.167,11.93359873
139.208,11.93359873
139.250,11.93359873
139.292,11.93359873
139.333,11.93359873
139.375,11.93359873
139.417,11.93359873
139.458,11.93359873
139.500,11.93359873
139.542,11.93359873
139.583,11.94570031
139.625,11.98069679
139.667,11.93359873
139.708,11.93359873
139.750,11.93359873
139.792,11.93359873
139.833,11.93359873
139.875,11.93359873
139.917,11.98069679
139.958,11.98069679
140.000,12.05919356
140.042,12.59954331
140.083,12.59954331
140.125,12.59954331
140.167,12.59954331
140.208,12.62815121
140.250,12.67106305
140.292,12.67106305
140.333,12.7139749
140.375,12.7139749
140.417,12.67106305
140.458,12.67106305
140.500,12.62815121
140.542,12.62815121
140.583,12.59954331
140.625,12.59954331
140.667,12.55663146
140.708,12.55663146
140.750,12.51371962
140.792,12.51371962
140.833,12.59954331
140.875,12.51371962
140.917,12.51371962
140.958,12.55663146
141.000,12.55663146
141.042,13.30002874
141.083,13.33080883
141.125,13.35132889
141.167,13.35132889
141.208,13.38210899
141.250,13.35132889
141.292,13.29297496
141.333,13.35132889
141.375,13.35132889
141.417,13.35132889
141.458,13.35132889
141.500,13.33080883
141.542,13.30002874
141.583,13.26924864
141.625,13.23846855
141.667,13.21794849
141.708,13.18716839
141.750,13.18716839
141.792,13.18716839
141.833,13.29297496
141.875,13.21794849
141.917,13.23846855
141.958,13.30002874
142.000,13.33080883
142.042,13.16927805
142.083,13.19833532
142.125,13.19833532
142.167,13.22739259
142.208,13.25644985
142.250,13.28550712
142.292,13.24696588
142.333,13.28550712
142.375,13.28550712
142.417,13.28550712
142.458,13.28550712
142.500,13.30487863
142.542,13.28550712
142.583,13.28550712
142.625,13.22739259
142.667,13.22739259
142.708,13.19833532
142.750,13.19833532
142.792,13.19833532
142.833,13.24696588
142.875,13.22739259
142.917,13.22739259
142.958,13.28550712
143.000,13.28550712
143.042,13.05495424
143.083,13.05495424
143.125,13.05495424
143.167,13.05495424
143.208,13.05495424
143.250,13.10587241
143.292,13.07510935
143.333,13.16697422
143.375,13.16697422
143.417,13.19752513
143.458,13.16697422
143.500,13.13642332
143.542,13.10587241
143.583,13.07532151
143.625,13.05495424
143.667,13.02440333
143.708,12.99385242
143.750,12.96330152
143.792,12.99385242
143.833,13.07510935
143.875,13.02440333
143.917,13.02440333
143.958,13.07532151
144.000,13.10587241
144.042,13.17804579
144.083,13.17804579
144.125,13.17804579
144.167,13.17804579
144.208,13.24739671
144.250,13.28207217
144.292,13.31674764
144.333,13.33986461
144.375,13.33986461
144.417,13.33986461
144.458,13.31674764
144.500,13.28207217
144.542,13.23656063
144.583,13.21272125
144.625,13.17804579
144.667,13.15492881
144.708,13.15492881
144.750,13.12025335
144.792,13.15492881
144.833,13.15492881
144.875,13.17804579
144.917,13.28207217
144.958,13.31674764
145.000,13.23656063
145.042,13.50810031
145.083,13.5408573
145.125,13.5408573
145.167,13.57361429
145.208,13.59545228
145.250,13.62820927
145.292,13.62820927
145.333,13.62820927
145.375,13.59545228
145.417,13.57361429
145.458,13.5408573
145.500,13.47534332
145.542,13.48103029
145.583,13.42074833
145.625,13.38799134
145.667,13.35523435
145.708,13.35523435
145.750,13.32247736
145.792,13.35523435
145.833,13.35523435
145.875,13.38799134
145.917,13.42074833
145.958,13.45350532
146.000,13.48103029
146.042,13.86374351
146.083,13.83161858
146.125,13.86374351
146.167,13.86374351
146.208,13.91728506
146.250,13.94940999
146.292,13.98153491
146.333,14.00295153
146.375,13.98153491
146.417,13.94940999
146.458,13.91728506
146.500,13.88516013
146.542,13.85749699
146.583,13.83161858
146.625,13.79949365
146.667,13.76736872
146.708,13.73524379
146.750,13.73524379
146.792,13.73524379
146.833,13.76736872
146.875,13.79949365
146.917,13.83161858
146.958,13.86374351
147.000,13.85749699
147.042,13.92123808
147.083,13.92123808
147.125,13.92123808
147.167,13.95445255
147.208,14.00981
147.250,14.07623894
147.292,14.09838191
147.333,14.09838191
147.375,14.09838191
147.417,14.09838191
147.458,14.04302447
147.500,14.04302447
147.542,13.97567291
147.583,13.95445255
147.625,13.92123808
147.667,13.88802362
147.708,13.85480915
147.750,13.85480915
147.792,13.88802362
147.833,13.92123808
147.875,13.92123808
147.917,13.97659553
147.958,13.97659553
148.000,13.97659553
148.042,14.37104451
148.083,14.35115008
148.125,14.37104451
148.167,14.37104451
148.208,14.43072781
148.250,14.40254403
148.292,14.51030554
148.333,14.54014719
148.375,14.51030554
148.417,14.51030554
148.458,14.46056946
148.500,14.46056946
148.542,14.40088616
148.583,14.37104451
148.625,14.35115008
148.667,14.32130843
148.708,14.40254403
148.750,14.32130843
148.792,14.32130843
148.833,14.35115008
148.875,14.37104451
148.917,14.37104451
148.958,14.40088616
149.000,14.40088616
149.042,14.38094328
149.083,14.41345154
149.125,14.41345154
149.167,14.41345154
149.208,14.44595979
149.250,14.30305891
149.292,14.46763197
149.333,14.46763197
149.375,14.41345154
149.417,14.38094328
149.458,14.34843502
149.500,14.32676285
149.542,14.29425459
149.583,14.22923807
149.625,14.19672981
149.667,14.17505764
149.708,14.30305891
149.750,14.14254938
149.792,14.14254938
149.833,14.14254938
149.875,14.17505764
149.917,14.19672981
149.958,14.22923807
150.000,14.26174633
150.042,13.62217425
150.083,13.6666775
150.125,13.71118075
150.167,13.74084959
150.208,13.78535284
150.250,13.7507392
150.292,13.78535284
150.333,13.78535284
150.375,13.78535284
150.417,13.78535284
150.458,13.78535284
150.500,13.78535284
150.542,13.78535284
150.583,13.78535284
150.625,13.78535284
150.667,13.74084959
150.708,13.7507392
150.750,13.71118075
150.792,13.71118075
150.833,13.71118075
150.875,13.71118075
150.917,13.71118075
150.958,13.78535284
151.000,13.82985609
151.042,13.75784703
151.083,13.78993932
151.125,13.83807777
151.167,13.88621622
151.208,13.93435466
151.250,13.91396268
151.292,14.0145854
151.333,14.0145854
151.375,14.06272385
151.417,14.06272385
151.458,14.06272385
151.500,14.0145854
151.542,14.0145854
151.583,13.98249311
151.625,13.93435466
151.667,13.88621622
151.708,13.83807777
151.750,13.83807777
151.792,13.78993932
151.833,13.78993932
151.875,13.78993932
151.917,13.83807777
151.958,13.91396268
152.000,13.93435466
152.042,14.50569858
152.083,14.54863626
152.125,14.59157394
152.167,14.63451161
152.208,14.67744929
152.250,14.67744929
152.292,14.67744929
152.333,14.63451161
152.375,14.59157394
152.417,14.45709552
152.458,14.54863626
152.500,14.50569858
152.542,14.43413579
152.583,14.39119811
152.625,14.34826044
152.667,14.34826044
152.708,14.30532276
152.750,14.27669765
152.792,14.27669765
152.833,14.27669765
152.875,14.27669765
152.917,14.27669765
152.958,14.45709552
153.000,14.30532276
153.042,14.60790006
153.083,14.64723809
153.125,14.68657613
153.167,14.72591417
153.208,14.72591417
153.250,14.75213953
153.292,14.75213953
153.333,14.75213953
153.375,14.72591417
153.417,14.57320609
153.458,14.64723809
153.500,14.60790006
153.542,14.56856202
153.583,14.50299862
153.625,14.50299862
153.667,14.46366058
153.708,14.42432254
153.750,14.42432254
153.792,14.39809718
153.833,14.39809718
153.875,14.42432254
153.917,14.42432254
153.958,14.57320609
154.000,14.46366058
154.042,14.43612483
154.083,14.46400836
154.125,14.50583365
154.167,14.54765895
154.208,14.54765895
154.250,14.58948424
154.292,14.58948424
154.333,14.58948424
154.375,14.58948424
154.417,14.48027375
154.458,14.54765895
154.500,14.54765895
154.542,14.50583365
154.583,14.46400836
154.625,14.46400836
154.667,14.43612483
154.708,14.39429953
154.750,14.35247424
154.792,14.35247424
154.833,14.35247424
154.875,14.39429953
154.917,14.39429953
154.958,14.48027375
155.000,14.46400836
155.042,14.41005268
155.083,14.45421031
155.125,14.49836793
155.167,14.52780634
155.208,14.57196396
155.250,14.57196396
155.292,14.61612159
155.333,14.61612159
155.375,14.61612159
155.417,14.57196396
155.458,14.57196396
155.500,14.52780634
155.542,14.52780634
155.583,14.49836793
155.625,14.49836793
155.667,14.49407483
155.708,14.41005268
155.750,14.41005268
155.792,14.36589506
155.833,14.36589506
155.875,14.41005268
155.917,14.41005268
155.958,14.45421031
156.000,14.49836793
156.042,14.24351986
156.083,14.28518979
156.125,14.30342039
156.167,14.36852966
156.208,14.36852966
156.250,14.4101996
156.292,14.4101996
156.333,14.43797956
156.375,14.4101996
156.417,14.4101996
156.458,14.4101996
156.500,14.4101996
156.542,14.36852966
156.583,14.36852966
156.625,14.28518979
156.667,14.30342039
156.708,14.2157399
156.750,14.17406997
156.792,14.17406997
156.833,14.17406997
156.875,14.17406997
156.917,14.17406997
156.958,14.2157399
157.000,14.2157399
157.042,13.59771549
157.083,13.59771549
157.125,13.41658902
157.167,13.6451377
157.208,13.6451377
157.250,13.6451377
157.292,13.6451377
157.333,13.6451377
157.375,13.59771549
157.417,13.59771549
157.458,13.56610069
157.500,13.51867848
157.542,13.42383407
157.583,13.37641187
157.625,13.34479707
157.667,13.41658902
157.708,13.20253045
157.750,13.17091565
157.792,13.17091565
157.833,13.12349344
157.875,13.12349344
157.917,13.12349344
157.958,13.17091565
158.000,13.17091565
158.042,12.61342655
158.083,12.65276633
158.125,12.59170771
158.167,12.711776
158.208,12.711776
158.250,12.711776
158.292,12.711776
158.333,12.711776
158.375,12.711776
158.417,12.711776
158.458,12.65276633
158.500,12.65276633
158.542,12.65276633
158.583,12.65276633
158.625,12.61342655
158.667,12.59170771
158.708,12.4954072
158.750,12.43639753
158.792,12.43639753
158.833,12.43639753
158.875,12.37738786
158.917,12.43639753
158.958,12.43639753
159.000,12.43639753
159.042,12.42689685
159.083,12.42689685
159.125,12.4893076
159.167,12.4893076
159.208,12.55171834
159.250,12.5933255
159.292,12.5933255
159.333,12.5933255
159.375,12.55778605
159.417,12.65573625
159.458,12.65573625
159.500,12.65573625
159.542,12.5933255
159.583,12.5933255
159.625,12.5933255
159.667,12.5933255
159.708,12.55171834
159.750,12.55171834
159.792,12.55171834
159.833,12.55778605
159.875,12.4893076
159.917,12.4893076
159.958,12.55171834
160.000,12.55171834
160.042,12.73082435
160.083,12.73082435
160.125,12.73082435
160.167,12.73082435
160.208,12.77128075
160.250,12.77128075
160.292,12.77128075
160.333,12.77128075
160.375,12.81131573
160.417,12.83196536
160.458,12.83196536
160.500,12.83196536
160.542,12.83196536
160.583,12.83196536
160.625,12.77128075
160.667,12.83196536
160.708,12.83196536
160.750,12.83196536
160.792,12.83196536
160.833,12.81131573
160.875,12.83196536
160.917,12.89264996
160.958,12.89264996
161.000,12.95333456
161.042,12.30313974
161.083,12.34878917
161.125,12.41726332
161.167,12.41726332
161.208,12.48573747
161.250,12.48573747
161.292,12.48573747
161.333,12.48573747
161.375,12.45245142
161.417,12.48573747
161.458,12.48573747
161.500,12.48573747
161.542,12.48573747
161.583,12.48573747
161.625,12.48573747
161.667,12.41726332
161.708,12.41726332
161.750,12.41726332
161.792,12.41726332
161.833,12.45245142
161.875,12.41726332
161.917,12.41726332
161.958,12.55421162
162.000,12.55421162
162.042,12.88486463
162.083,12.92927618
162.125,12.9958935
162.167,12.9958935
162.208,13.06251082
162.250,13.12912815
162.292,13.12912815
162.333,13.12912815
162.375,13.07870253
162.417,13.19574547
162.458,13.19574547
162.500,13.19574547
162.542,13.19574547
162.583,13.12912815
162.625,13.12912815
162.667,13.06251082
162.708,13.06251082
162.750,12.9958935
162.792,12.9958935
162.833,12.9958935
162.875,12.9958935
162.917,13.06251082
162.958,13.06251082
163.000,13.19574547
163.042,13.46947149
163.083,13.59319665
163.125,13.51144186
163.167,13.57439742
163.208,13.63735298
163.250,13.70030853
163.292,13.70030853
163.333,13.70030853
163.375,13.70030853
163.417,13.70030853
163.458,13.70030853
163.500,13.70030853
163.542,13.59319665
163.583,13.63735298
163.625,13.57439742
163.667,13.51144186
163.708,13.51144186
163.750,13.46947149
163.792,13.46947149
163.833,13.51144186
163.875,13.51144186
163.917,13.57439742
163.958,13.57439742
164.000,13.63735298
164.042,13.89513292
164.083,14.03152863
164.125,13.95808479
164.167,14.0000527
164.208,14.06300457
164.250,14.06300457
164.292,14.12595644
164.333,14.12595644
164.375,14.12595644
164.417,14.12595644
164.458,14.12595644
164.500,14.12595644
164.542,14.03152863
164.583,14.06300457
164.625,14.0000527
164.667,13.95808479
164.708,13.95808479
164.750,13.95808479
164.792,13.95808479
164.833,13.95808479
164.875,13.95808479
164.917,14.0000527
164.958,14.06300457
165.000,14.12595644
165.042,14.6786385
165.083,14.7804352
165.125,14.77482436
165.167,14.83253587
165.208,14.83253587
165.250,14.89024739
165.292,14.89024739
165.333,14.9479589
165.375,14.9479589
165.417,14.9479589
165.458,14.9479589
165.500,14.89024739
165.542,14.7804352
165.583,14.71711284
165.625,14.71711284
165.667,14.6786385
165.708,14.6786385
165.750,14.6786385
165.792,14.6786385
165.833,14.6786385
165.875,14.6786385
165.917,14.6786385
165.958,14.71711284
166.000,14.71711284
166.042,14.89443802
166.083,14.86442171
166.125,14.89443802
166.167,14.92610358
166.208,14.97360192
166.250,15.02110026
166.292,15.11609694
166.333,15.11609694
166.375,15.0685986
166.417,15.0685986
166.458,14.97360192
166.500,14.89443802
166.542,14.79944134
166.583,14.75194301
166.625,14.72027745
166.667,14.67277911
166.708,14.67277911
166.750,14.67277911
166.792,14.86442171
166.833,14.75194301
166.875,14.79944134
166.917,14.79944134
166.958,14.79944134
167.000,14.75194301
167.042,14.69569819
167.083,14.79756258
167.125,14.79756258
167.167,14.88244956
167.208,14.93338175
167.250,14.80605127
167.292,15.08617833
167.333,15.08617833
167.375,15.03524613
167.417,14.98431394
167.458,14.93338175
167.500,14.88244956
167.542,14.79756258
167.583,14.74663038
167.625,14.6617434
167.667,14.61081121
167.708,14.61081121
167.750,14.61081121
167.792,14.80605127
167.833,14.6617434
167.875,14.69569819
167.917,14.69569819
167.958,14.74663038
168.000,14.74663038
168.042,14.46153249
168.083,14.46153249
168.125,14.46153249
168.167,14.46153249
168.208,14.40575578
168.250,14.15940861
168.292,14.34997906
168.333,14.31279458
168.375,14.25701786
168.417,14.20124114
168.458,14.14546443
168.500,14.08968771
168.542,14.08968771
168.583,14.08968771
168.625,14.05250323
168.667,14.05250323
168.708,14.05250323
168.750,13.99672651
168.792,14.15940861
168.833,13.94094979
168.875,13.94094979
168.917,13.94094979
168.958,13.88517308
169.000,13.82939636
169.042,12.90875885
169.083,12.90875885
169.125,12.86530725
169.167,12.86530725
169.208,12.80012986
169.250,12.70960571
169.292,12.80012986
169.333,12.73495247
169.375,12.73495247
169.417,12.73495247
169.458,12.66977508
169.500,12.66977508
169.542,12.66977508
169.583,12.66977508
169.625,12.66977508
169.667,12.60459769
169.708,12.60459769
169.750,12.60459769
169.792,12.70960571
169.833,12.60459769
169.875,12.56114609
169.917,12.60459769
169.958,12.66977508
170.000,12.66977508
170.042,12.36925347
170.083,12.36925347
170.125,12.43612255
170.167,12.43612255
170.208,12.50299162
170.250,12.50299162
170.292,12.50299162
170.333,12.50299162
170.375,12.50299162
170.417,12.547571
170.458,12.547571
170.500,12.48906056
170.542,12.547571
170.583,12.547571
170.625,12.547571
170.667,12.50299162
170.708,12.50299162
170.750,12.43612255
170.792,12.43612255
170.833,12.43612255
170.875,12.43612255
170.917,12.50299162
170.958,12.48906056
171.000,12.547571
171.042,12.57328943
171.083,12.64118373
171.125,12.70907803
171.167,12.77697232
171.208,12.77697232
171.250,12.82223519
171.292,12.82223519
171.333,12.89012949
171.375,12.89012949
171.417,12.95802379
171.458,13.02591808
171.500,12.86231169
171.542,13.02591808
171.583,13.02591808
171.625,12.95802379
171.667,12.89012949
171.708,12.82223519
171.750,12.82223519
171.792,12.82223519
171.833,12.82223519
171.875,12.82223519
171.917,12.82223519
171.958,12.86231169
172.000,13.02591808
172.042,13.39257349
172.083,13.43191216
172.125,13.43191216
172.167,13.43191216
172.208,13.49092017
172.250,13.49092017
172.292,13.54992817
172.333,13.54992817
172.375,13.60893617
172.417,13.60893617
172.458,13.64827484
172.500,13.50649172
172.542,13.64827484
172.583,13.60893617
172.625,13.60893617
172.667,13.49092017
172.708,13.43191216
172.750,13.39257349
172.792,13.39257349
172.833,13.39257349
172.875,13.43191216
172.917,13.43191216
172.958,13.50649172
173.000,13.54992817
173.042,13.79593346
173.083,13.79593346
173.125,13.89389584
