$Green Spring met year 2006 YC 04/11/2023,,,,,,
",,,",,,,,,
Jday,Tair(degC),Dew point(degC),WindSpeed(cms),WindDir(rad),CloudCover,Solar
79.20833333,6.666666667,2.93,0,1.7278767,6,0
79.25,6.111111111,2.57,1.34112,1.4835305,6,19.9648196
79.29166667,6.666666667,3.29,2.2352,1.6406102,6,136.2598938
79.33333333,8.333333333,3.39,3.12928,2.4783686,6,147.2405446
79.375,7.222222222,4.36,3.57632,2.6354483,6,209.6306058
79.41666667,7.777777778,4.19,2.2352,3.0717808,6,411.7744043
79.45833333,8.888888889,3.32,3.57632,3.0717808,6,161.2159183
79.5,10.55555556,3.6,5.36448,2.4260087,6,62.88918174
79.54166667,8.888888889,3.32,6.7056,2.4260087,6,50.41116949
79.58333333,6.666666667,6.23,7.59968,2.7227148,6,57.39885635
79.625,3.888888889,3.75,5.81152,3.1241407,6,206.6358829
79.66666667,3.888888889,3.75,2.2352,5.9690286,6,199.648196
79.70833333,5,3.5,0.89408,0,6,25.95426548
79.75,3.888888889,3.16,1.34112,0.9424782,6,0.49912049
79.79166667,3.888888889,3.75,0.89408,1.3264508,6,0
79.83333333,4.444444444,4.15,0.44704,1.8151432,6,0
79.875,4.444444444,3.56,0.89408,1.8325965,6,0
79.91666667,4.444444444,3.56,1.78816,2.1293026,6,0
79.95833333,3.888888889,2.71,0.89408,2.0245828,6,0
80,3.888888889,3.01,1.34112,2.1467559,0,0
80.04166667,4.444444444,3.41,0.44704,2.0245828,0,0
80.08333333,3.333333333,3.04,0.44704,1.8675031,0,0
80.125,2.777777778,2.64,1.34112,1.4835305,0,0
80.16666667,3.888888889,3.31,0,1.6929701,0,0
80.20833333,3.888888889,3.31,0,1.7278767,0,0
80.25,4.444444444,3.41,0,2.0245828,0,25.95426548
80.29166667,5,2.86,0,2.1293026,0,254.5514499
80.33333333,6.111111111,3.27,0,1.7278767,0,437.2295492
80.375,8.333333333,2.99,2.2352,1.919863,0,453.2014049
80.41666667,10,3.51,2.68224,2.1118493,0,712.2449392
80.45833333,10,4.58,3.57632,3.2637671,0,699.766927
80.5,11.11111111,2.42,3.57632,3.0019676,0,640.3715887
80.54166667,12.22222222,4.21,2.68224,2.967061,0,755.9723549
80.58333333,12.77777778,3.45,2.68224,2.7576214,0,660.8355288
80.625,13.33333333,3.42,3.12928,3.4383001,0,530.0659604
80.66666667,13.33333333,3.14,2.68224,4.3807783,0,306.9591014
80.70833333,12.77777778,1.77,2.68224,3.8571793,0,115.2968332
80.75,10.55555556,2.41,0.89408,4.0491656,0,3.99296392
80.79166667,7.777777778,2.46,1.34112,4.2935118,0,0
80.83333333,6.111111111,2.75,0.89408,5.4977895,0,0
80.875,5,2.53,0,0.4188792,0,0
80.91666667,6.666666667,3.11,0.89408,0.4014259,0,0
80.95833333,5.555555556,3.24,3.12928,0.4363325,0,0
81,4.444444444,2.63,0.44704,4.2935118,0,0
81.04166667,3.888888889,2.56,0,5.3581631,0,0
81.08333333,3.888888889,2.09,0.89408,0.4188792,0,0
81.125,2.777777778,2.06,0.44704,0.1570797,0,0
81.16666667,2.777777778,1.46,0,0.4188792,0,0
81.20833333,2.777777778,1.46,1.34112,0.6806787,0,0
81.25,2.777777778,1,0,1.9722229,0,38.93139822
81.29166667,5,2.86,0,1.7802366,0,208.1332443
81.33333333,7.777777778,2.66,0,1.570797,0,427.7462599
81.375,11.66666667,2.16,0.44704,2.8448879,0,575.9850455
81.41666667,13.33333333,3.14,0.89408,1.6231569,0,684.2941918
81.45833333,13.88888889,3.93,1.34112,2.6005417,0,760.2507543
81.5,14.44444444,5.26,1.78816,3.5430199,0,760.4451004
81.54166667,15.55555556,4.3,2.2352,3.9618991,0,613.9182027
81.58333333,15,4.96,1.78816,4.0317123,0,581.4753709
81.625,16.11111111,5.11,2.2352,3.9968057,0,462.1855737
81.66666667,16.11111111,5.98,1.78816,4.014259,0,218.1156541
81.70833333,14.44444444,6.04,1.34112,4.3982316,0,61.89094076
81.75,12.22222222,4.93,0.89408,4.4156849,0,2.49560245
81.79166667,10.55555556,5.73,0.44704,5.4628829,0,0
81.83333333,11.11111111,5.22,0.44704,0,0,0
81.875,9.444444444,5.8,1.34112,0.5585056,0,0
81.91666667,8.333333333,5.62,0.44704,1.3439041,0,0
81.95833333,7.222222222,5.53,0,0.8377584,0,0
82,7.222222222,5.85,0.44704,1.5184371,0,0
82.04166667,6.666666667,5.46,0.44704,1.4660772,0,0
82.08333333,6.111111111,5.07,0.89408,1.4835305,0,0
82.125,6.111111111,4.75,0,1.3264508,0,0
82.16666667,6.111111111,4.44,1.34112,1.4660772,0,0
82.20833333,6.111111111,3.95,1.34112,1.5184371,0,0.49912049
82.25,5.555555556,2.39,0.44704,1.74533,0,54.40413341
82.29166667,7.222222222,3.28,2.2352,1.2740909,0,235.0857508
82.33333333,11.11111111,3.65,0.44704,1.9896762,0,432.2383443
82.375,14.44444444,4.99,0.89408,1.8849564,0,617.9111666
82.41666667,16.11111111,7.08,2.2352,2.2863823,0,753.6719399
82.45833333,17.22222222,8.37,2.68224,2.8274346,0,764.911596
82.5,18.33333333,7.44,4.02336,2.3212889,0,732.7088793
82.54166667,19.44444444,8.46,4.02336,2.443462,0,688.7862762
82.58333333,20.55555556,9.78,4.02336,2.6005417,0,628.8918174
82.625,21.11111111,3.79,3.57632,2.8274346,0,489.1380802
82.66666667,21.11111111,7,4.02336,2.8099813,0,242.0734377
82.70833333,19.44444444,7.21,2.68224,2.7750747,0,80.85751938
82.75,17.22222222,7,1.34112,3.0194209,0,2.99472294
82.79166667,12.77777778,7.45,0.44704,5.9166687,0,0
82.83333333,10.55555556,6.13,0.89408,1.3264508,0,0
82.875,10,5.97,0,1.570797,0,0
82.91666667,10,5.97,0.44704,1.4486239,0,0
82.95833333,10,4.58,0.89408,1.5009838,0,0
83,8.333333333,4.73,0.89408,1.4311706,0,0
83.04166667,7.222222222,4.36,1.34112,5.23599,0,0
83.08333333,10.55555556,2.9,1.34112,5.759589,0,0
83.125,10,2.13,2.2352,6.108655,0,0
83.16666667,9.444444444,2.31,1.34112,0.872665,0,0
83.20833333,10,3.51,1.34112,1.2042777,0,0
83.25,10,2.84,0.89408,1.4137173,0,21.96130156
83.29166667,10.55555556,5.33,1.34112,3.5779265,0,126.277484
83.33333333,13.33333333,3.69,0,1.6580635,0,212.6253287
83.375,15,5.78,0.89408,2.4958219,0,342.3966561
83.41666667,18.33333333,7.44,1.78816,1.9722229,0,450.206682
83.45833333,17.77777778,7.52,1.34112,1.9896762,0,611.9217207
83.5,19.44444444,0.48,2.68224,3.2463138,0,762.6561087
83.54166667,20,3.26,3.12928,2.6703549,0,646.3610346
83.58333333,20.55555556,4.99,2.2352,2.2165691,0,591.9569011
83.625,20,4.49,2.2352,3.665193,0,438.7269107
83.66666667,20,4.88,1.34112,2.617995,0,198.1508345
83.70833333,18.33333333,7.44,1.78816,2.6529016,0,88.84344722
83.75,16.66666667,7.33,1.78816,3.0019676,0,6.98768686
83.79166667,13.33333333,6.21,1.34112,1.9024097,0,0
83.83333333,13.88888889,5.27,0,1.6231569,0,0
83.875,13.33333333,7.77,1.78816,1.9373163,0,0
83.91666667,12.22222222,8.12,2.2352,1.4660772,0,0
83.95833333,11.11111111,8.51,0.89408,1.4137173,0,0
84,11.11111111,7.42,0.44704,2.0245828,2,0
84.04166667,10.55555556,7.08,1.78816,1.8849564,2,0
84.08333333,12.22222222,9.6,1.78816,2.1293026,2,0
84.125,11.11111111,10.96,2.68224,3.49066,2,0
84.16666667,11.11111111,10.81,0.89408,1.5358904,2,0
84.20833333,10.55555556,9.64,4.91744,1.570797,2,0
84.25,10.55555556,9.95,4.02336,1.6231569,2,7.48680735
84.29166667,10.55555556,9.79,4.02336,1.7627833,2,27.45162695
84.33333333,10.55555556,10.41,5.36448,1.9373163,2,42.92436214
84.375,11.11111111,10.96,5.36448,2.1642092,2,37.43403675
84.41666667,8.888888889,8.74,2.68224,4.5727646,2,151.732629
84.45833333,8.888888889,8.74,1.78816,5.6548692,2,488.1398392
84.5,10,9.99,1.34112,5.410523,2,544.5404546
84.54166667,13.88888889,11.41,2.68224,3.6302864,2,588.9621782
84.58333333,14.44444444,6.29,3.12928,3.1939539,2,656.3434444
84.625,15,5.78,6.25856,4.8171108,2,374.839488
84.66666667,14.44444444,6.04,4.91744,4.9567372,2,337.9045717
84.70833333,13.88888889,5.77,4.4704,4.7647509,2,131.7678094
84.75,11.11111111,5.85,3.12928,5.0789103,2,4.9912049
84.79166667,9.444444444,4.45,4.91744,4.7822042,2,0
84.83333333,8.333333333,4.36,2.68224,5.1138169,2,0
84.875,7.777777778,5.42,1.78816,5.3058032,2,0
84.91666667,7.222222222,5.37,0.89408,5.7944956,2,0
84.95833333,6.111111111,4.75,0.89408,5.8643088,2,0
85,5,4.56,0.89408,5.9166687,0,0
85.04166667,4.444444444,4.3,0.44704,5.3930697,0,0
85.08333333,3.888888889,3.75,0.89408,5.7421357,0,0
85.125,3.888888889,3.75,1.34112,5.3756164,0,0
85.16666667,5.555555556,5.42,0.89408,5.7770423,0,0
85.20833333,3.888888889,3.75,0.89408,6.1435616,0,0.99824098
85.25,4.444444444,4.3,0.44704,5.9864819,0,89.8416882
85.29166667,6.111111111,2.57,1.34112,5.8468555,0,277.011872
85.33333333,8.888888889,3.32,0.44704,6.1784682,0,454.6987664
85.375,11.11111111,3.88,0.89408,6.0912017,0,639.8724682
85.41666667,14.44444444,2.98,1.34112,4.8345641,0,722.7264695
85.45833333,14.44444444,6.54,0.89408,4.5204047,0,749.1798555
85.5,15.55555556,7.34,1.78816,4.6425778,0,682.2977098
85.54166667,15,8.71,1.34112,3.316127,0,697.770445
85.58333333,15.55555556,7.34,1.78816,3.7000996,0,591.9569011
85.625,16.66666667,5.92,0.44704,4.712391,0,439.7251517
85.66666667,15,6.81,1.34112,3.6477397,0,218.1156541
85.70833333,13.33333333,6.9,2.2352,5.1836301,0,168.2036051
85.75,12.77777778,7.03,2.2352,4.5029514,0,7.48680735
85.79166667,10,5.78,1.34112,5.1138169,0,0
85.83333333,8.333333333,5.79,0,1.570797,0,0
85.875,7.222222222,5.2,0,0.4712391,0,0
85.91666667,7.222222222,5.85,0.89408,0.7155853,0,0
85.95833333,6.666666667,5.93,0.44704,1.4660772,0,0
86,6.111111111,5.96,0,1.8151432,1,0
86.04166667,5.555555556,5.42,0.44704,1.4835305,1,0
86.08333333,6.111111111,5.96,0,1.4660772,1,0
86.125,5.555555556,5.42,0,1.5533437,1,0
86.16666667,5,4.86,0,1.4486239,1,0
86.20833333,4.444444444,4.01,1.34112,1.3788107,1,0.99824098
86.25,4.444444444,4.3,0.89408,0.8901183,1,81.85576036
86.29166667,7.777777778,5.25,0,1.4486239,1,228.0980639
86.33333333,9.444444444,6.35,0.44704,1.6580635,1,449.208441
86.375,13.33333333,6.67,1.78816,2.1293026,1,612.4208412
86.41666667,15,8.48,4.4704,2.4085554,1,725.7211925
86.45833333,16.66666667,8.63,5.36448,2.6529016,1,774.13588
86.5,17.77777778,9.16,5.81152,2.4260087,1,440.7233927
86.54166667,16.66666667,8.38,7.15264,2.5481818,1,281.5039564
86.58333333,16.11111111,6.81,5.36448,2.6529016,1,206.1367624
86.625,15.55555556,6.56,5.81152,2.5132752,1,100.822339
86.66666667,15.55555556,6.56,4.4704,2.4085554,1,19.9648196
86.70833333,15,6.81,5.36448,2.3911021,1,6.98768686
86.75,12.22222222,5.16,6.7056,2.2340224,1,0
86.79166667,8.333333333,8.18,5.81152,2.443462,1,0
86.83333333,8.333333333,8.18,3.12928,2.1467559,1,0
86.875,8.333333333,8.18,4.02336,2.3736488,1,0
86.91666667,8.888888889,8.59,4.4704,2.3736488,1,0
86.95833333,8.888888889,8.74,3.57632,2.5132752,1,0
87,8.888888889,8.44,3.12928,2.6005417,5,0
87.04166667,9.444444444,8.99,3.12928,2.5307285,5,0
87.08333333,9.444444444,8.84,0.89408,1.570797,5,0
87.125,10.55555556,8.32,2.2352,1.570797,5,0
87.16666667,11.11111111,8.86,4.4704,2.1642092,5,0
87.20833333,11.11111111,9.2,4.91744,2.3212889,5,0
87.25,11.11111111,9.37,5.36448,2.268929,5,13.97537372
87.29166667,11.11111111,9.2,4.4704,2.1991158,5,66.88214566
87.33333333,11.11111111,10.02,4.02336,2.094396,5,223.106859
87.375,12.22222222,9.78,4.91744,1.8849564,5,337.4054512
87.41666667,12.22222222,11.28,6.25856,2.1467559,5,402.7902354
87.45833333,13.33333333,11.04,8.49376,2.3561955,5,420.7585731
87.5,13.33333333,9.77,7.15264,2.3212889,5,69.8768686
87.54166667,11.11111111,10.18,8.9408,2.3038356,5,262.5373777
87.58333333,8.333333333,8.03,7.59968,2.3561955,5,209.1314853
87.625,8.333333333,8.18,4.91744,3.3859402,5,128.2739659
87.66666667,6.111111111,5.96,4.4704,3.4557534,5,73.37071203
87.70833333,6.666666667,6.23,1.34112,5.9864819,5,21.46218107
87.75,6.666666667,6.52,1.34112,5.1836301,5,5.49032539
87.79166667,6.666666667,6.52,0.89408,0.0872665,5,0
87.83333333,6.111111111,4.44,0.44704,5.759589,5,0
87.875,6.111111111,5.37,0.44704,5.8992154,5,0
87.91666667,5,3.5,0.89408,0.9424782,5,0
87.95833333,4.444444444,2.63,2.2352,0.6457721,5,0
88,3.888888889,3.16,1.34112,0.9424782,1,0
88.04166667,4.444444444,3.41,0.89408,1.3089975,1,0
88.08333333,3.888888889,3.6,0.89408,1.4486239,1,0
88.125,3.888888889,3.01,1.34112,1.3264508,1,0
88.16666667,4.444444444,3.71,1.34112,1.4311706,1,0
88.20833333,4.444444444,3.86,2.2352,1.9722229,1,0.49912049
88.25,5,4.27,0.89408,2.0245828,1,27.45162695
88.29166667,6.666666667,4.33,0.44704,1.8675031,1,44.9208441
88.33333333,7.222222222,4.36,2.2352,1.6231569,1,107.8100258
88.375,6.666666667,3.82,2.68224,2.2340224,1,268.5268236
88.41666667,8.888888889,4.32,2.68224,1.7104234,1,541.5457317
88.45833333,8.333333333,5.44,3.57632,1.7104234,1,734.7053613
88.5,10.55555556,4.48,4.4704,2.0769427,1,503.1134539
88.54166667,11.66666667,6.8,5.81152,2.2165691,1,793.0397003
88.58333333,12.22222222,4.45,3.12928,1.9373163,1,394.3051871
88.625,13.33333333,5.25,3.57632,2.1293026,1,292.9837276
88.66666667,13.33333333,5,4.02336,2.7227148,1,231.5919074
88.70833333,11.66666667,5.54,3.12928,3.3335803,1,98.82585702
88.75,11.11111111,5.65,1.78816,3.4033935,1,5.98944588
88.79166667,7.777777778,5.76,0.44704,2.9147011,1,0
88.83333333,7.222222222,4.7,0,1.2391843,1,0
88.875,6.111111111,4.75,0.89408,0.5410523,1,0
88.91666667,6.111111111,4.6,0.89408,0.8552117,1,0
88.95833333,5.555555556,5.12,0.89408,1.2042777,1,0
89,5.555555556,4.52,0,1.6406102,3,0
89.04166667,5,4.56,0,0.3665193,3,0
89.08333333,5,4.12,0,4.4505915,3,0
89.125,6.111111111,4.11,0,4.1713387,3,0
89.16666667,7.222222222,3.28,1.34112,0.7679452,3,0
89.20833333,6.666666667,2.75,1.34112,1.0122914,3,0.49912049
89.25,5.555555556,3.57,0.44704,0.174533,3,51.40941047
89.29166667,7.222222222,4.53,0,1.570797,3,138.2563757
89.33333333,9.444444444,5.05,0.44704,2.2165691,3,295.4793301
89.375,11.66666667,5.76,0.89408,1.8500498,3,455.6970074
89.41666667,13.33333333,6.67,2.2352,1.9896762,3,589.9604192
89.45833333,13.33333333,7.34,2.68224,2.5132752,3,517.5879481
89.5,14.44444444,8.4,2.68224,3.4033935,3,443.2189951
89.54166667,13.88888889,8.52,3.57632,2.8972478,3,472.1679835
89.58333333,13.88888889,7.43,3.57632,3.1241407,3,388.3157412
89.625,13.33333333,7.34,3.57632,3.4208468,3,128.2739659
89.66666667,13.33333333,7.98,3.12928,3.1241407,3,50.91028998
89.70833333,12.77777778,7.66,1.78816,3.3335803,3,24.45690401
89.75,12.22222222,7.92,0.44704,3.1939539,3,1.49736147
89.79166667,11.11111111,7.79,0,1.396264,3,0
89.83333333,10,8.76,1.34112,2.3212889,3,0
89.875,8.333333333,8.18,2.2352,5.1312702,3,0
89.91666667,8.888888889,8.74,2.68224,5.0789103,3,0
89.95833333,8.333333333,8.18,0.89408,5.3756164,3,0
90,7.777777778,7.63,2.2352,5.0265504,4,0
90.04166667,7.777777778,7.63,0.89408,0.4014259,4,0
90.08333333,7.222222222,7.07,1.34112,0.6457721,4,0
90.125,7.777777778,7.48,0.89408,0.6283188,4,0
90.16666667,7.777777778,7.48,0.89408,1.0821046,4,0
90.20833333,7.777777778,7.63,0.89408,1.2566376,4,0
90.25,7.777777778,7.63,0.89408,1.4486239,4,37.93315724
90.29166667,8.888888889,8.29,0,1.7802366,4,160.2176773
90.33333333,9.444444444,6.7,0.44704,2.0245828,4,189.1666657
90.375,10,7.77,0.44704,1.8849564,4,290.4881252
90.41666667,9.444444444,8.05,2.2352,2.1118493,4,484.6459958
90.45833333,9.444444444,7.88,4.02336,2.4085554,4,288.4916432
90.5,11.11111111,7.42,4.91744,2.3911021,4,369.8482831
90.54166667,12.22222222,7.73,7.59968,2.2514757,4,455.6970074
90.58333333,12.77777778,8.07,5.81152,2.2863823,4,231.0927869
90.625,13.33333333,6.67,5.36448,2.1293026,4,121.2862791
90.66666667,11.11111111,7.24,6.25856,2.094396,4,20.46394009
90.70833333,11.11111111,6.46,4.4704,2.2514757,4,13.97537372
90.75,11.11111111,7.42,6.7056,2.1991158,4,1.99648196
90.79166667,10,9.24,8.49376,2.3387422,4,0
90.83333333,8.333333333,8.18,4.02336,3.5779265,4,0
90.875,6.666666667,6.52,5.36448,4.6251245,4,0
90.91666667,6.666666667,6.52,1.34112,4.9741905,4,0
90.95833333,5.555555556,4.67,0.89408,0.3316127,4,0
91,5.555555556,4.82,0.89408,6.1959215,0,0
91.04166667,5.555555556,4.52,1.78816,0.3839726,0,0
91.08333333,5,3.66,1.34112,0.7504919,0,0
91.125,5,3.34,1.78816,0.4188792,0,0
91.16666667,5,2.86,1.78816,0.4188792,0,0
91.20833333,5,2.53,3.12928,0.4188792,0,2.49560245
91.25,3.333333333,2.46,2.2352,0.4188792,0,113.3003512
91.29166667,6.111111111,2.57,0,1.1519178,0,244.5690401
91.33333333,8.888888889,2.89,0.44704,2.3561955,0,383.3245363
91.375,11.11111111,1.64,0.44704,0.6632254,0,644.8636731
91.41666667,13.33333333,1.97,0.44704,1.6580635,0,781.1235669
91.45833333,13.88888889,3.08,1.34112,3.839726,0,806.3286354
91.5,15.55555556,4,0.89408,4.3458717,0,806.5172994
91.54166667,14.44444444,4.44,1.78816,2.2863823,0,782.1218078
91.58333333,15,1.87,2.68224,3.6826463,0,712.2449392
91.625,15.55555556,3.37,3.12928,4.014259,0,512.0976227
91.66666667,16.11111111,3.54,2.2352,3.3859402,0,277.011872
91.70833333,13.88888889,3.08,1.78816,2.7576214,0,100.3232185
91.75,12.22222222,4.21,0.89408,3.1590473,0,7.48680735
91.79166667,9.444444444,4.25,0.44704,3.1765006,0,0
91.83333333,7.777777778,4.55,0,0.4188792,0,0
91.875,7.222222222,4.18,0.44704,1.3439041,0,0
91.91666667,7.222222222,4.7,0.44704,1.4137173,0,0
91.95833333,8.333333333,5.44,0.89408,1.4311706,0,0
92,7.222222222,5.37,0.44704,5.5676027,2,0
92.04166667,6.666666667,5.77,0,1.5882503,2,0
92.08333333,7.222222222,5.2,0,1.4311706,2,0
92.125,7.777777778,5.59,0.44704,1.4486239,2,0
92.16666667,7.222222222,5.2,0.44704,1.9896762,2,0
92.20833333,7.222222222,5.69,0,1.7278767,2,1.49736147
92.25,7.777777778,5.42,0.89408,2.2165691,2,51.90853096
92.29166667,7.777777778,6.56,0.44704,2.7750747,2,120.2880381
92.33333333,8.888888889,6.85,1.34112,2.2340224,2,227.5989434
92.375,10.55555556,6.32,0.89408,1.8849564,2,427.2471394
92.41666667,12.77777778,6.6,0.89408,1.9722229,2,558.5158283
92.45833333,13.33333333,7.12,4.02336,2.5132752,2,529.5668399
92.5,13.88888889,6.02,4.4704,2.6354483,2,597.946347
92.54166667,15,4.67,4.91744,2.6005417,2,631.8865403
92.58333333,15,6.04,7.15264,2.3561955,2,380.8289339
92.625,15,6.81,4.91744,2.443462,2,197.651714
92.66666667,13.88888889,7.2,4.02336,2.6529016,2,97.32849555
92.70833333,13.88888889,6.74,4.02336,2.6878082,2,29.44810891
92.75,12.77777778,7.03,4.02336,2.3212889,2,0.99824098
92.79166667,10.55555556,7.44,4.4704,2.617995,2,0
92.83333333,10,9.39,5.81152,2.0594894,2,0
92.875,11.11111111,10.96,4.4704,1.7278767,2,0
92.91666667,11.66666667,11.36,5.36448,1.8325965,2,0
92.95833333,11.66666667,11.52,5.36448,1.8849564,2,0
93,12.22222222,12.21,4.91744,2.1293026,5,0
93.04166667,12.22222222,12.07,6.7056,2.0769427,5,0
93.08333333,12.22222222,12.07,6.25856,2.0769427,5,0
93.125,12.22222222,12.07,5.81152,2.1293026,5,0
93.16666667,12.77777778,12,5.81152,2.094396,5,0
93.20833333,13.33333333,11.21,7.15264,2.0071295,5,0.99824098
93.25,13.33333333,11.73,6.7056,2.0245828,5,49.912049
93.29166667,14.44444444,10.85,5.36448,1.7278767,5,179.1842559
93.33333333,14.44444444,11.04,5.36448,1.4137173,5,259.0435343
93.375,15.55555556,11.15,5.81152,2.3911021,5,402.7902354
93.41666667,16.11111111,12.28,8.49376,2.3038356,5,433.2365853
93.45833333,15.55555556,11.35,8.9408,2.2165691,5,308.4564628
93.5,16.66666667,12.02,8.9408,2.3038356,5,239.0787147
93.54166667,16.11111111,11.68,8.49376,2.3736488,5,181.1807379
93.58333333,16.11111111,13.59,7.59968,2.5307285,5,61.39182027
93.625,15.55555556,13.41,6.7056,2.4783686,5,102.8188209
93.66666667,14.44444444,14.28,6.25856,2.5307285,5,94.33377261
93.70833333,11.66666667,11.52,4.02336,2.7576214,5,43.42348263
93.75,11.66666667,11.52,1.34112,5.7072291,5,3.99296392
93.79166667,11.11111111,10.96,0.89408,5.8643088,5,0
93.83333333,11.11111111,10.96,0.89408,0.5759589,5,0
93.875,11.66666667,11.52,1.78816,0.7155853,5,0
93.91666667,11.66666667,11.52,0.89408,1.4835305,5,0
93.95833333,11.11111111,10.96,0.44704,2.0420361,5,0
94,11.11111111,10.96,0.89408,2.3561955,6,0
94.04166667,10.55555556,10.41,0.89408,3.2986737,6,0
94.08333333,10.55555556,10.41,0.89408,4.9043773,6,0
94.125,10.55555556,10.55,1.34112,3.2288605,6,0
94.16666667,10.55555556,10.55,0.89408,3.1241407,6,0
94.20833333,11.11111111,10.96,2.2352,2.5132752,6,0
94.25,11.66666667,11.52,4.4704,2.4783686,6,16.47097617
94.29166667,12.22222222,12.07,3.57632,2.3736488,6,76.86455546
94.33333333,14.44444444,12.13,4.02336,2.3038356,6,177.6868944
94.375,14.44444444,10.07,6.25856,2.2514757,6,403.7884764
94.41666667,15.55555556,9.46,7.59968,2.268929,6,412.7726452
94.45833333,16.11111111,9.3,9.38784,2.3212889,6,406.2840789
94.5,15,9.15,9.83488,2.2863823,6,382.3262953
94.54166667,11.11111111,9.2,7.59968,2.4085554,6,170.6992076
94.58333333,8.888888889,8.74,4.91744,3.4557534,6,50.91028998
94.625,8.888888889,8.59,1.78816,5.5676027,6,32.44283185
94.66666667,8.888888889,8.74,1.78816,5.585056,6,44.42172361
94.70833333,7.777777778,7.48,1.78816,5.4977895,6,40.42875969
94.75,6.666666667,5.46,1.34112,0,6,2.99472294
94.79166667,6.666666667,4.33,2.68224,0.2617995,6,0
94.83333333,6.666666667,4.99,5.36448,0.6283188,6,0
94.875,6.666666667,5.46,3.57632,1.0646513,6,0
94.91666667,7.222222222,5.2,2.68224,1.1170112,6,0
94.95833333,6.666666667,5.62,1.34112,1.2391843,6,0
95,6.666666667,5.31,0.44704,0.4537858,3,0
95.04166667,6.666666667,5.77,4.02336,1.7278767,3,0
95.08333333,6.111111111,5.22,5.36448,2.1293026,3,0
95.125,6.111111111,4.91,3.12928,1.8675031,3,0
95.16666667,7.222222222,5.85,1.78816,2.0420361,3,0
95.20833333,7.222222222,5.2,3.57632,2.268929,3,1.99648196
95.25,7.222222222,5.85,4.02336,2.3736488,3,51.40941047
95.29166667,7.222222222,5.85,4.4704,2.4260087,3,158.2211953
95.33333333,6.666666667,5.77,4.02336,2.3911021,3,336.9063308
95.375,7.222222222,6.63,3.12928,2.0420361,3,363.8588372
95.41666667,8.333333333,6.3,2.68224,2.1816625,3,440.7233927
95.45833333,11.11111111,6.66,3.57632,2.3911021,3,642.8671911
95.5,7.222222222,6.01,2.2352,2.617995,3,314.4459087
95.54166667,10.55555556,5.73,1.34112,3.6128331,3,130.2704479
95.58333333,13.88888889,6.5,1.34112,3.9444458,3,424.2524165
95.625,10,7.6,1.34112,4.0666189,3,291.4863662
95.66666667,11.11111111,6.26,3.57632,4.9567372,3,145.2440626
95.70833333,10.55555556,6.51,0.44704,5.3407098,3,104.3161824
95.75,11.11111111,8.16,0.44704,0.698132,3,11.97889176
95.79166667,8.333333333,6.13,1.34112,0.9948381,3,0
95.83333333,8.333333333,6.46,0.89408,0.7155853,3,0
95.875,8.333333333,6.3,0.44704,5.8468555,3,0
95.91666667,8.333333333,6.95,0,2.268929,3,0
95.95833333,6.666666667,5.93,0,0.3665193,3,0
96,6.111111111,5.67,0.89408,1.0297447,0,0
96.04166667,5,4.71,0.44704,0.9948381,0,0
96.08333333,5,4.86,0,1.0821046,0,0
96.125,4.444444444,4.3,0.44704,1.396264,0,0
96.16666667,4.444444444,4.3,0.89408,2.1467559,0,0
96.20833333,3.888888889,3.75,0.44704,4.5902179,0,4.9912049
96.25,4.444444444,2.95,0.44704,0.2443462,0,125.7783635
96.29166667,7.222222222,4.18,0.44704,0.698132,0,311.4511858
96.33333333,8.888888889,5.08,0.89408,0.3141594,0,494.6284056
96.375,11.11111111,4.57,0.44704,1.6406102,0,579.9780094
96.41666667,13.88888889,7.43,0.89408,2.8972478,0,715.2396622
96.45833333,14.44444444,8.17,2.2352,3.6302864,0,499.12049
96.5,15.55555556,5.47,2.2352,3.1241407,0,828.8713498
96.54166667,16.11111111,7.34,1.78816,3.7873661,0,829.0550174
96.58333333,17.22222222,7,1.78816,4.6949377,0,745.1868916
96.625,17.22222222,7.29,2.68224,4.537858,0,569.9955996
96.66666667,16.11111111,6.54,2.2352,4.537858,0,290.4881252
96.70833333,13.88888889,6.74,2.68224,3.9618991,0,179.1842559
96.75,13.88888889,6.74,3.12928,4.1364321,0,11.47977127
96.79166667,11.11111111,6.26,2.2352,4.9392839,0,0
96.83333333,9.444444444,6.53,0.44704,1.0995579,0,0
96.875,8.333333333,6.3,0.44704,1.2042777,0,0
96.91666667,8.888888889,6.16,0.44704,1.0995579,0,0
96.95833333,8.333333333,7.11,0.44704,1.3788107,0,0
97,7.777777778,7.03,0,1.8500498,1,0
97.04166667,7.222222222,6.78,0.44704,1.1170112,1,0
97.08333333,7.222222222,6.47,0,1.4660772,1,0
97.125,7.777777778,6.72,0.44704,1.2042777,1,0
97.16666667,6.666666667,5.93,0.89408,1.5184371,1,0
97.20833333,6.111111111,5.82,0.44704,1.4137173,1,4.49208441
97.25,6.666666667,6.08,0,1.5882503,1,127.7748454
97.29166667,11.11111111,7.79,0.89408,1.3264508,1,219.1138951
97.33333333,12.77777778,8.07,1.34112,1.5009838,1,448.2102
97.375,14.44444444,8.61,2.68224,1.7976899,1,690.7827582
97.41666667,16.11111111,9.76,4.02336,0.6806787,1,806.0795914
97.45833333,16.66666667,9.6,4.4704,0.9424782,1,833.0836196
97.5,17.22222222,7.57,4.4704,1.74533,1,833.2661798
