$Tulloch branch 1 inflow year 2006 YC 04/11/2023,
",,,",
Jday,Inflow
87.33333333,114.7954127
87.375,119.5242815
87.41666667,119.7791307
87.45833333,119.6658644
87.5,119.552598
87.54166667,119.7791307
87.58333333,119.4959649
87.625,119.5809146
87.66666667,119.5242815
87.70833333,119.9773467
87.75,119.6092312
87.79166667,119.9773467
87.83333333,120.1189296
87.875,120.232196
87.91666667,120.0906131
87.95833333,115.0785785
88,6.541129832
88.04166667,0.764547643
88.08333333,0.764547643
88.125,0.764547643
88.16666667,0.764547643
88.20833333,0.764547643
88.25,0.764547643
88.29166667,0.764547643
88.33333333,0.764547643
88.375,0.764547643
88.41666667,0.764547643
88.45833333,0.764547643
88.5,9.68427014
88.54166667,105.5925244
88.58333333,109.5851621
88.625,109.8683279
88.66666667,109.6417953
88.70833333,109.8116947
88.75,109.7550616
88.79166667,109.8400113
88.83333333,109.528529
88.875,109.6134787
88.91666667,105.6491576
88.95833333,7.079144839
89,0.736231063
89.04166667,0.736231063
89.08333333,0.736231063
89.125,0.736231063
89.16666667,0.736231063
89.20833333,0.736231063
89.25,9.769219878
89.29166667,112.218604
89.33333333,116.1546085
89.375,115.8997593
89.41666667,115.6165935
89.45833333,115.7581764
89.5,115.3617443
89.54166667,115.9280759
89.58333333,115.4183775
89.625,115.7015433
89.66666667,115.6732267
89.70833333,116.2112417
89.75,116.0413422
89.79166667,115.786493
89.83333333,115.4183775
89.875,115.8714427
89.91666667,111.3124735
89.95833333,8.466657228
90,0.934447119
90.04166667,0.934447119
90.08333333,0.934447119
90.125,0.934447119
90.16666667,0.934447119
90.20833333,0.934447119
90.25,9.797536458
90.29166667,117.8819199
90.33333333,121.9028741
90.375,122.4975223
90.41666667,122.3276228
90.45833333,122.2993062
90.5,122.2709897
90.54166667,122.2143565
90.58333333,122.2143565
90.625,187.7955543
90.66666667,122.3276228
90.70833333,122.6674218
90.75,122.1010902
90.79166667,122.3276228
90.83333333,122.8090047
90.875,122.384256
90.91666667,118.9013167
90.95833333,47.06215489
91,4.105904007
91.04166667,0.821180801
91.08333333,0.821180801
91.125,0.821180801
91.16666667,0.821180801
91.20833333,0.821180801
91.25,0.821180801
91.29166667,0.821180801
91.33333333,0.821180801
91.375,0.821180801
91.41666667,0.821180801
91.45833333,0.821180801
91.5,10.05238567
91.54166667,114.6255132
91.58333333,119.2977488
91.625,119.3260654
91.66666667,118.9579499
91.70833333,119.4110151
91.75,119.6092312
91.79166667,119.0995328
91.83333333,119.7508141
91.875,119.1278494
91.91666667,116.2112417
91.95833333,46.21265751
92,3.313039785
92.04166667,0.87781396
92.08333333,0.87781396
92.125,0.87781396
92.16666667,0.87781396
92.20833333,0.87781396
92.25,9.514370664
92.29166667,111.6522724
92.33333333,116.2112417
92.375,116.2961914
92.41666667,116.0413422
92.45833333,115.8997593
92.5,115.6165935
92.54166667,115.7581764
92.58333333,115.2767946
92.625,115.4750106
92.66666667,115.5882769
92.70833333,115.8148096
92.75,115.7015433
92.79166667,115.7581764
92.83333333,115.8714427
92.875,115.248478
92.91666667,115.1918448
92.95833333,110.9726745
93,6.569446411
93.04166667,0.764547643
93.08333333,0.764547643
93.125,0.764547643
93.16666667,0.764547643
93.20833333,0.764547643
93.25,10.16565199
93.29166667,117.5421209
93.33333333,122.044457
93.375,122.1860399
93.41666667,122.1294068
93.45833333,118.7031007
93.5,48.73283307
93.54166667,45.64632592
93.58333333,45.16494407
93.625,45.50474303
93.66666667,45.1366275
93.70833333,45.16494407
93.75,45.39147671
93.79166667,45.24989381
93.83333333,48.78946623
93.875,118.9296333
93.91666667,122.1860399
93.95833333,117.3722214
94,15.00778706
94.04166667,43.94733116
94.08333333,45.56137619
94.125,45.41979329
94.16666667,45.22157723
94.20833333,45.90117514
94.25,45.61800934
94.29166667,44.0322809
94.33333333,3.879371372
94.375,0.934447119
94.41666667,0.934447119
94.45833333,0.787200906
94.5,0.639954693
94.54166667,0.492708481
94.58333333,0.345462268
94.625,0.198216056
94.66666667,2.237009769
94.70833333,0.906130539
94.75,0.906130539
94.79166667,0.906130539
94.83333333,0.906130539
94.875,0.906130539
94.91666667,0.906130539
94.95833333,0.906130539
95,7.05082826
95.04166667,42.53150219
95.08333333,6.059747982
95.125,0.736231063
95.16666667,0.736231063
95.20833333,0.736231063
95.25,9.004672236
95.29166667,88.12119496
95.33333333,90.89621974
95.375,90.83958658
95.41666667,91.00948605
95.45833333,90.83958658
95.5,89.28217471
95.54166667,47.17542121
95.58333333,45.16494407
95.625,45.33484355
95.66666667,45.16494407
95.70833333,45.50474303
95.75,45.30652697
95.79166667,45.24989381
95.83333333,45.47642645
95.875,44.74019538
95.91666667,43.80574827
95.95833333,3.794421634
96,0.906130539
96.04166667,0.906130539
96.08333333,0.906130539
96.125,0.906130539
96.16666667,0.906130539
96.20833333,0.906130539
96.25,9.882486196
96.29166667,116.4094577
96.33333333,120.6003115
96.375,120.7135778
96.41666667,120.6569446
96.45833333,120.6286281
96.5,120.6003115
96.54166667,120.5719949
96.58333333,120.7418944
96.625,120.6003115
96.66666667,180.9429421
96.70833333,204.3607532
96.75,204.3324366
96.79166667,204.3890698
96.83333333,204.3041201
96.875,204.4173864
96.91666667,204.4740195
96.95833333,203.8793714
97,205.0120345
97.04166667,204.445703
97.08333333,204.3324366
97.125,204.3890698
97.16666667,204.5023361
97.20833333,203.8510548
97.25,200.4247487
97.29166667,89.19722498
97.33333333,83.13747699
97.375,83.13747699
97.41666667,83.13747699
97.45833333,83.13747699
97.5,83.13747699
97.54166667,82.9958941
97.58333333,84.21350701
97.625,83.19411015
97.66666667,67.67662466
97.70833333,10.703667
97.75,116.6076738
97.79166667,120.3737788
97.83333333,121.0250602
97.875,120.6286281
97.91666667,121.4781254
97.95833333,121.1383265
98,121.2515928
98.04166667,120.7418944
98.08333333,120.770211
98.125,121.2232762
98.16666667,120.9967436
98.20833333,120.7135778
98.25,120.7135778
98.29166667,121.4781254
98.33333333,121.0250602
98.375,120.7985275
98.41666667,120.4020954
98.45833333,121.0816933
98.5,120.6852612
98.54166667,120.2888291
98.58333333,121.0250602
98.625,120.2888291
98.66666667,121.0533768
98.70833333,120.7135778
98.75,120.3737788
98.79166667,121.0250602
98.83333333,120.2888291
98.875,120.6569446
98.91666667,121.0533768
98.95833333,120.4587286
99,119.5809146
99.04166667,91.60413422
99.08333333,90.18830525
99.125,90.47147105
99.16666667,90.32988815
99.20833333,90.75463684
99.25,90.32988815
99.29166667,90.10335551
99.33333333,90.58473736
99.375,90.07503894
99.41666667,90.15998867
99.45833333,90.44315447
99.5,89.93345604
99.54166667,90.35820473
99.58333333,90.21662183
99.625,90.30157157
99.66666667,90.52810421
99.70833333,90.07503894
99.75,90.35820473
99.79166667,90.24493841
99.83333333,90.81127
99.875,90.55642078
99.91666667,90.18830525
99.95833333,90.86790316
100,89.87682288
100.0416667,90.49978763
100.0833333,90.64137052
100.125,90.01840578
100.1666667,90.6696871
100.2083333,90.01840578
100.25,90.47147105
100.2916667,90.44315447
100.3333333,90.52810421
100.375,89.87682288
100.4166667,90.49978763
100.4583333,90.24493841
100.5,90.38652131
100.5416667,90.18830525
100.5833333,90.38652131
100.625,90.01840578
100.6666667,90.21662183
100.7083333,90.13167209
100.75,90.24493841
100.7916667,90.35820473
100.8333333,90.18830525
100.875,90.61305394
100.9166667,90.01840578
100.9583333,90.47147105
101,90.35820473
101.0416667,90.52810421
101.0833333,90.38652131
101.125,90.44315447
101.1666667,90.83958658
101.2083333,90.10335551
101.25,90.61305394
101.2916667,90.58473736
101.3333333,90.52810421
101.375,90.04672236
101.4166667,90.27325499
101.4583333,90.13167209
101.5,90.38652131
101.5416667,90.41483789
101.5833333,90.41483789
101.625,90.30157157
101.6666667,90.30157157
101.7083333,90.18830525
101.75,90.18830525
101.7916667,90.30157157
101.8333333,90.58473736
101.875,90.38652131
101.9166667,90.30157157
101.9583333,90.44315447
102,87.07348152
102.0416667,6.427863514
102.0833333,1.104346595
102.125,1.104346595
102.1666667,1.104346595
102.2083333,1.104346595
102.25,10.27891831
102.2916667,110.604559
102.3333333,114.6538298
102.375,114.5405635
102.4166667,114.172448
102.4583333,114.2573977
102.5,114.370664
102.5416667,114.3423474
102.5833333,114.2857143
102.625,114.0874982
102.6666667,114.2573977
102.7083333,114.2573977
102.75,114.5688801
102.7916667,114.6255132
102.8333333,114.3989806
102.875,114.2573977
102.9166667,113.634433
102.9583333,102.0812686
103,99.33456039
103.0416667,47.23205437
103.0833333,45.07999434
103.125,45.19326065
103.1666667,45.16494407
103.2083333,45.22157723
103.25,47.93996885
103.2916667,111.4823729
103.3333333,114.3423474
103.375,114.6255132
103.4166667,114.5405635
103.4583333,114.5971967
103.5,114.3140309
103.5416667,114.3140309
103.5833333,113.8892822
103.625,114.0591817
103.6666667,114.6821464
103.7083333,114.2857143
103.75,114.2857143
103.7916667,114.3423474
103.8333333,114.370664
103.875,114.2290811
103.9166667,110.9443579
103.9583333,47.40195384
104,44.82514512
104.0416667,45.07999434
104.0833333,45.33484355
104.125,45.27821039
104.1666667,45.27821039
104.2083333,45.22157723
104.25,47.54353674
104.2916667,111.4540563
104.3333333,114.2573977
104.375,114.0025485
104.4166667,114.3423474
104.4583333,114.3140309
104.5,114.4556138
104.5416667,114.2857143
104.5833333,114.5688801
104.625,114.3140309
104.6666667,114.370664
104.7083333,114.2857143
104.75,114.3140309
104.7916667,114.172448
104.8333333,114.3989806
104.875,114.2857143
104.9166667,113.9742319
104.9583333,102.0246354
105,101.5998867
105.0416667,101.8547359
105.0833333,101.9113691
105.125,101.5998867
105.1666667,101.8264194
105.2083333,101.6848365
105.25,102.1662183
105.2916667,113.5777998
105.3333333,114.4272972
105.375,114.4272972
105.4166667,114.5405635
105.4583333,114.3140309
105.5,114.3423474
105.5416667,114.370664
105.5833333,114.5122469
105.625,114.1441314
105.6666667,114.2573977
105.7083333,114.4272972
105.75,114.4272972
105.7916667,114.5405635
105.8333333,114.2007645
105.875,114.1158148
105.9166667,111.3124735
105.9583333,47.65680306
106,45.10831092
106.0416667,45.30652697
106.0833333,45.30652697
106.125,45.36316013
106.1666667,45.61800934
106.2083333,45.64632592
106.25,48.47798386
106.2916667,117.2589551
106.3333333,120.2888291
106.375,120.3454623
106.4166667,120.3737788
106.4583333,120.3171457
106.5,120.3454623
106.5416667,120.2888291
106.5833333,120.232196
106.625,120.3737788
106.6666667,120.3171457
106.7083333,120.2605125
106.75,120.3171457
106.7916667,120.3171457
106.8333333,120.3737788
106.875,120.430412
106.9166667,116.6926235
106.9583333,47.79838595
107,45.61800934
107.0416667,44.93841144
107.0833333,44.96672802
107.125,44.68356223
107.1666667,43.91901458
107.2083333,44.62692907
107.25,48.53461702
107.2916667,117.0890556
107.3333333,120.2888291
107.375,120.0056633
107.4166667,120.2038794
107.4583333,120.232196
107.5,120.2605125
107.5416667,120.3171457
107.5833333,120.2038794
107.625,120.232196
107.6666667,120.2038794
107.7083333,120.1472462
107.75,120.0339799
107.7916667,120.0056633
107.8333333,120.1472462
107.875,119.9490302
107.9166667,120.1472462
107.9583333,119.9773467
108,120.1472462
108.0416667,120.232196
108.0833333,120.1189296
108.125,120.2038794
108.1666667,120.4020954
108.2083333,120.2038794
108.25,120.2605125
108.2916667,120.0906131
108.3333333,119.9773467
108.375,120.2888291
108.4166667,143.5084242
108.4583333,150.1628203
108.5,149.8230214
108.5416667,149.7097551
108.5833333,141.9226957
108.625,134.9001841
108.6666667,134.9001841
108.7083333,138.7795554
108.75,135.041767
108.7916667,134.9001841
108.8333333,135.5514654
108.875,134.9001841
108.9166667,134.5320685
108.9583333,135.239983
109,134.9285006
109.0416667,134.6170183
109.0833333,135.4098825
109.125,135.239983
109.1666667,135.0984001
109.2083333,134.5887017
109.25,135.4098825
109.2916667,138.5530228
109.3333333,145.2640521
109.375,138.6379725
109.4166667,132.8897069
109.4583333,128.6988532
109.5,128.0192553
109.5416667,126.0654113
109.5833333,136.8257115
109.625,134.4471188
109.6666667,131.8986266
109.7083333,134.163953
109.75,134.0506867
109.7916667,133.4843551
109.8333333,134.4188022
109.875,133.9374204
109.9166667,134.163953
109.9583333,133.3994054
110,130.9075464
110.0416667,131.6154609
110.0833333,132.6065411
110.125,132.5215914
110.1666667,132.8897069
110.2083333,132.6631743
110.25,132.1817924
110.2916667,132.5782246
110.3333333,131.8419935
110.375,132.0968427
110.4166667,150.1628203
110.4583333,149.2850064
110.5,148.633725
110.5416667,154.5235736
110.5833333,148.4071924
110.625,148.5770919
110.6666667,156.4491009
110.7083333,143.4801076
110.75,128.1891548
110.7916667,130.1713153
110.8333333,170.1826419
110.875,172.334702
110.9166667,172.7594507
110.9583333,171.4285714
111,172.0515362
111.0416667,152.3715135
111.0833333,150.8990514
111.125,150.9556846
111.1666667,150.4459861
111.2083333,151.3804332
111.25,151.1822172
111.2916667,151.7202322
111.3333333,155.4580207
111.375,156.1659352
111.4166667,156.3358346
111.4583333,156.5057341
111.5,157.185332
111.5416667,157.3835481
111.5833333,157.7799802
111.625,158.063146
111.6666667,157.0154325
111.7083333,157.4401812
111.75,157.3269149
111.7916667,157.4118646
111.8333333,157.6383973
111.875,157.5534475
111.9166667,156.9021662
111.9583333,152.2582472
112,150.4743027
112.0416667,119.3826986
112.0833333,115.8431262
112.125,115.786493
112.1666667,116.2961914
112.2083333,115.6165935
112.25,115.8714427
112.2916667,115.8714427
112.3333333,123.120487
112.375,203.2564066
112.4166667,207.0791448
112.4583333,205.9181651
112.5,206.3712304
112.5416667,205.8615319
112.5833333,205.9464817
112.625,206.4561801
112.6666667,206.2013309
112.7083333,206.4561801
112.75,206.7676625
112.7916667,206.9658785
112.8333333,207.0791448
112.875,207.0225117
112.9166667,203.8793714
112.9583333,120.1189296
113,115.984709
113.0416667,115.786493
113.0833333,115.786493
113.125,115.8431262
113.1666667,115.984709
113.2083333,115.786493
113.25,115.7298598
113.2916667,115.9563925
113.3333333,115.8148096
113.375,115.7581764
113.4166667,115.5033272
113.4583333,115.8431262
113.5,115.786493
113.5416667,115.6449101
113.5833333,115.5316438
113.625,125.3008637
113.6666667,234.4046439
113.7083333,238.3123319
113.75,239.0768795
113.7916667,239.3034121
113.8333333,239.2750956
113.875,238.708764
113.9166667,238.7937137
113.9583333,239.1335127
114,238.8786635
114.0416667,239.5299448
114.0833333,239.4166785
114.125,239.4733116
114.1666667,239.7281608
114.2083333,239.8131106
114.25,235.4240408
114.2916667,122.922271
114.3333333,116.2112417
114.375,116.4660909
114.4166667,116.324508
114.4583333,116.3811412
114.5,116.4377743
114.5416667,116.4094577
114.5833333,116.3528246
114.625,116.3528246
114.6666667,116.2961914
114.7083333,116.1546085
114.75,115.8714427
114.7916667,115.9563925
114.8333333,116.2395583
114.875,116.324508
114.9166667,115.984709
114.9583333,115.9280759
115,115.8148096
115.0416667,116.0130256
115.0833333,116.0413422
115.125,115.786493
115.1666667,115.984709
115.2083333,111.6239558
115.25,7.702109585
115.2916667,1.132663174
115.3333333,75.69021662
115.375,143.1119921
115.4166667,125.2583888
115.4583333,107.4047855
115.5,89.55118222
115.5416667,71.69757893
115.5833333,53.84397565
115.625,35.99037236
115.6666667,18.13676908
115.7083333,0.283165794
115.75,114.7954127
115.7916667,135.2116664
115.8333333,126.6034263
115.875,233.0171315
115.9166667,238.2273821
115.9583333,236.9814526
116,237.6893671
116.0416667,238.1424324
116.0833333,237.8026334
116.125,237.83095
116.1666667,237.8875832
116.2083333,237.9158998
116.25,238.5954977
116.2916667,237.3212516
116.3333333,237.8592666
116.375,237.0380858
116.4166667,237.7460003
116.4583333,235.7638397
116.5,236.75492
116.5416667,237.5761008
116.5833333,238.2273821
116.625,236.9531361
116.6666667,237.4628345
116.7083333,238.3406484
116.75,237.094719
116.7916667,237.7743169
116.8333333,238.2556987
116.875,236.8681863
116.9166667,237.5194676
