$Tulloch Br1 inflow Tw year 2006 YC 04/11/2023,
",,,",
Jday,Inflow Tw
256.6666667,10.369
256.7083333,10.369
256.75,10.394
256.7916667,10.32
256.8333333,10.32
256.875,10.345
256.9166667,10.369
256.9583333,10.394
257,10.394
257.0416667,10.418
257.0833333,10.418
257.125,10.443
257.1666667,10.443
257.2083333,10.443
257.25,10.467
257.2916667,10.467
257.3333333,10.59
257.375,10.394
257.4166667,10.418
257.4583333,10.418
257.5,10.418
257.5416667,10.369
257.5833333,10.296
257.625,10.369
257.6666667,10.418
257.7083333,10.345
257.75,10.369
257.7916667,10.418
257.8333333,10.418
257.875,10.394
257.9166667,10.32
257.9583333,10.32
258,10.32
258.0416667,10.32
258.0833333,10.32
258.125,10.296
258.1666667,10.296
258.2083333,10.32
258.25,10.345
258.2916667,10.369
258.3333333,10.418
258.375,10.32
258.4166667,10.369
258.4583333,10.369
258.5,10.369
258.5416667,10.345
258.5833333,10.296
258.625,10.418
258.6666667,10.443
258.7083333,10.418
258.75,10.467
258.7916667,10.492
258.8333333,10.467
258.875,10.418
258.9166667,10.418
258.9583333,10.492
259,10.638
259.0416667,10.687
259.0833333,10.638
259.125,10.614
259.1666667,10.614
259.2083333,10.638
259.25,10.638
259.2916667,10.638
259.3333333,10.638
259.375,10.222
259.4166667,10.296
259.4583333,10.345
259.5,10.369
259.5416667,10.369
259.5833333,10.369
259.625,10.369
259.6666667,10.394
259.7083333,10.443
259.75,10.467
259.7916667,10.443
259.8333333,10.443
259.875,10.443
259.9166667,10.369
259.9583333,10.369
260,10.443
260.0416667,10.565
260.0833333,10.59
260.125,10.638
260.1666667,10.638
260.2083333,10.663
260.25,10.638
260.2916667,10.638
260.3333333,10.614
260.375,10.638
260.4166667,10.785
260.4583333,10.467
260.5,10.443
260.5416667,10.443
260.5833333,10.467
260.625,10.443
260.6666667,10.418
260.7083333,10.32
260.75,10.222
260.7916667,10.222
260.8333333,10.222
260.875,10.247
260.9166667,10.345
260.9583333,10.467
261,10.516
261.0416667,10.516
261.0833333,10.541
261.125,10.565
261.1666667,10.614
261.2083333,10.638
261.25,10.663
261.2916667,10.663
261.3333333,10.687
261.375,10.712
261.4166667,10.369
261.4583333,10.443
261.5,10.418
261.5416667,10.443
261.5833333,10.418
261.625,10.418
261.6666667,10.394
261.7083333,10.369
261.75,10.345
261.7916667,10.369
261.8333333,10.369
261.875,10.394
261.9166667,10.492
261.9583333,10.638
262,10.712
262.0416667,10.736
262.0833333,10.761
262.125,10.761
262.1666667,10.761
262.2083333,10.785
262.25,10.761
262.2916667,10.761
262.3333333,10.736
262.375,10.81
262.4166667,10.956
262.4583333,11.053
262.5,10.418
262.5416667,10.345
262.5833333,10.369
262.625,10.32
262.6666667,10.32
262.7083333,10.222
262.75,10.247
262.7916667,10.296
262.8333333,10.32
262.875,10.369
262.9166667,10.418
262.9583333,10.418
263,10.443
263.0416667,10.59
263.0833333,10.663
263.125,10.687
263.1666667,10.663
263.2083333,10.638
263.25,10.59
263.2916667,10.565
263.3333333,10.614
263.375,10.663
263.4166667,10.81
263.4583333,10.907
263.5,10.418
263.5416667,10.418
263.5833333,10.394
263.625,10.418
263.6666667,10.443
263.7083333,10.345
263.75,10.345
263.7916667,10.369
263.8333333,10.369
263.875,10.394
263.9166667,10.394
263.9583333,10.418
264,10.418
264.0416667,10.418
264.0833333,10.443
264.125,10.516
264.1666667,10.541
264.2083333,10.565
264.25,10.565
264.2916667,10.59
264.3333333,10.614
264.375,10.687
264.4166667,10.785
264.4583333,10.565
264.5,10.59
264.5416667,10.541
264.5833333,10.516
264.625,10.516
264.6666667,10.516
264.7083333,10.541
264.75,10.369
264.7916667,10.369
264.8333333,10.296
264.875,10.296
264.9166667,10.443
264.9583333,10.565
265,10.565
265.0416667,10.59
265.0833333,10.638
265.125,10.638
265.1666667,10.687
265.2083333,10.761
265.25,10.712
265.2916667,10.687
265.3333333,10.663
265.375,10.687
265.4166667,10.932
265.4583333,10.541
265.5,10.59
265.5416667,10.492
265.5833333,10.492
265.625,10.492
265.6666667,10.443
265.7083333,10.369
265.75,10.369
265.7916667,10.443
265.8333333,10.492
265.875,10.467
265.9166667,10.59
265.9583333,10.712
266,10.761
266.0416667,10.785
266.0833333,10.785
266.125,10.761
266.1666667,10.761
266.2083333,10.834
266.25,10.81
266.2916667,10.81
266.3333333,10.785
266.375,10.785
266.4166667,10.956
266.4583333,11.127
266.5,10.565
266.5416667,10.614
266.5833333,10.492
266.625,10.369
266.6666667,10.32
266.7083333,10.271
266.75,10.296
266.7916667,10.296
266.8333333,10.369
266.875,10.418
266.9166667,10.638
266.9583333,10.736
267,10.761
267.0416667,10.761
267.0833333,10.761
267.125,10.761
267.1666667,10.761
267.2083333,10.736
267.25,10.687
267.2916667,10.663
267.3333333,10.663
267.375,10.761
267.4166667,10.492
267.4583333,10.516
267.5,10.443
267.5416667,10.443
267.5833333,10.443
267.625,10.418
267.6666667,10.418
267.7083333,10.418
267.75,10.418
267.7916667,10.394
267.8333333,10.418
267.875,10.443
267.9166667,10.663
267.9583333,10.81
268,10.81
268.0416667,10.785
268.0833333,10.785
268.125,10.736
268.1666667,10.712
268.2083333,10.663
268.25,10.638
268.2916667,10.614
268.3333333,10.638
268.375,10.687
268.4166667,10.834
268.4583333,10.98
268.5,10.443
268.5416667,10.443
268.5833333,10.443
268.625,10.418
268.6666667,10.418
268.7083333,10.394
268.75,10.369
268.7916667,10.369
268.8333333,10.418
268.875,10.443
268.9166667,10.663
268.9583333,10.736
269,10.81
269.0416667,10.834
269.0833333,10.81
269.125,10.81
269.1666667,10.81
269.2083333,10.81
269.25,10.785
269.2916667,10.761
269.3333333,10.736
269.375,10.761
269.4166667,10.883
269.4583333,11.029
269.5,10.492
269.5416667,10.467
269.5833333,10.492
269.625,10.443
269.6666667,10.418
269.7083333,10.394
269.75,10.345
269.7916667,10.369
269.8333333,10.394
269.875,10.418
269.9166667,10.467
269.9583333,10.492
270,10.638
270.0416667,10.761
270.0833333,10.834
270.125,10.834
270.1666667,10.785
270.2083333,10.761
270.25,10.712
270.2916667,10.712
270.3333333,10.736
270.375,10.785
270.4166667,10.907
270.4583333,11.053
270.5,10.443
270.5416667,10.418
270.5833333,10.467
270.625,10.418
270.6666667,10.418
270.7083333,10.394
270.75,10.418
270.7916667,10.443
270.8333333,10.467
270.875,10.443
270.9166667,10.418
270.9583333,10.467
271,10.638
271.0416667,10.736
271.0833333,10.761
271.125,10.785
271.1666667,10.81
271.2083333,10.785
271.25,10.761
271.2916667,10.785
271.3333333,10.418
271.375,10.467
271.4166667,10.516
271.4583333,10.516
271.5,10.492
271.5416667,10.443
271.5833333,10.418
271.625,10.394
271.6666667,10.369
271.7083333,10.394
271.75,10.394
271.7916667,10.418
271.8333333,10.467
271.875,10.467
271.9166667,10.467
271.9583333,10.516
272,10.663
272.0416667,10.761
272.0833333,10.785
272.125,10.761
272.1666667,10.761
272.2083333,10.761
272.25,10.761
272.2916667,10.736
272.3333333,10.736
272.375,10.443
272.4166667,10.492
272.4583333,10.516
272.5,10.467
272.5416667,10.443
272.5833333,10.443
272.625,10.418
272.6666667,10.369
272.7083333,10.369
272.75,10.369
272.7916667,10.394
272.8333333,10.418
272.875,10.443
272.9166667,10.467
272.9583333,10.492
273,10.638
273.0416667,10.785
273.0833333,10.81
273.125,10.785
273.1666667,10.785
273.2083333,10.81
273.25,10.81
273.2916667,10.81
273.3333333,10.785
273.375,10.418
273.4166667,10.467
273.4583333,10.516
273.5,10.516
273.5416667,10.492
273.5833333,10.467
273.625,10.443
273.6666667,10.394
273.7083333,10.345
273.75,10.32
273.7916667,10.345
273.8333333,10.369
273.875,10.467
273.9166667,10.516
273.9583333,10.516
274,10.687
274.0416667,10.81
274.0833333,10.834
274.125,10.834
274.1666667,10.834
274.2083333,10.81
274.25,10.81
274.2916667,10.834
274.3333333,10.541
274.375,10.565
274.4166667,10.614
274.4583333,10.541
274.5,10.516
274.5416667,10.467
274.5833333,10.418
274.625,10.345
274.6666667,10.296
274.7083333,10.32
274.75,10.394
274.7916667,10.418
274.8333333,10.443
274.875,10.492
274.9166667,10.541
274.9583333,10.59
275,10.81
275.0416667,10.883
275.0833333,10.858
275.125,10.858
275.1666667,10.834
275.2083333,10.834
275.25,10.834
275.2916667,10.883
275.3333333,10.492
275.375,10.418
275.4166667,10.369
275.4583333,10.32
275.5,10.345
275.5416667,10.394
275.5833333,10.369
275.625,10.394
275.6666667,10.418
275.7083333,10.418
275.75,10.443
275.7916667,10.418
275.8333333,10.418
275.875,10.443
275.9166667,10.467
275.9583333,10.663
276,10.785
276.0416667,10.858
276.0833333,10.858
276.125,10.834
276.1666667,10.834
276.2083333,10.834
276.25,10.81
276.2916667,10.785
276.3333333,10.394
276.375,10.369
276.4166667,10.369
276.4583333,10.369
276.5,10.418
276.5416667,10.443
276.5833333,10.492
276.625,10.516
276.6666667,10.516
276.7083333,10.541
276.75,10.492
276.7916667,10.467
276.8333333,10.467
276.875,10.467
276.9166667,10.467
276.9583333,10.492
277,10.638
277.0416667,10.761
277.0833333,10.81
277.125,10.834
277.1666667,10.858
277.2083333,10.858
277.25,10.858
277.2916667,10.907
277.3333333,10.345
277.375,10.296
277.4166667,10.296
277.4583333,10.32
277.5,10.369
277.5416667,10.369
277.5833333,10.418
277.625,10.443
277.6666667,10.467
277.7083333,10.467
277.75,10.467
277.7916667,10.418
277.8333333,10.443
277.875,10.467
277.9166667,10.467
277.9583333,10.638
278,10.785
278.0416667,10.834
278.0833333,10.883
278.125,10.907
278.1666667,10.932
278.2083333,10.932
278.25,10.907
278.2916667,10.858
278.3333333,10.81
278.375,10.369
278.4166667,10.418
278.4583333,10.467
278.5,10.443
278.5416667,10.467
278.5833333,10.394
278.625,10.369
278.6666667,10.418
278.7083333,10.467
278.75,10.492
278.7916667,10.516
278.8333333,10.565
278.875,10.59
278.9166667,10.614
278.9583333,10.761
279,10.858
279.0416667,10.834
279.0833333,10.81
279.125,10.81
279.1666667,10.81
279.2083333,10.81
279.25,10.81
279.2916667,10.785
279.3333333,10.761
279.375,10.271
279.4166667,10.369
279.4583333,10.443
279.5,10.516
279.5416667,10.541
279.5833333,10.541
279.625,10.565
279.6666667,10.541
279.7083333,10.541
279.75,10.492
279.7916667,10.467
279.8333333,10.467
279.875,10.492
279.9166667,10.516
279.9583333,10.663
280,10.785
280.0416667,10.81
280.0833333,10.858
280.125,10.858
280.1666667,10.834
280.2083333,10.81
280.25,10.785
280.2916667,10.761
280.3333333,10.736
280.375,10.394
280.4166667,10.467
280.4583333,10.516
280.5,10.565
280.5416667,10.59
280.5833333,10.565
280.625,10.516
280.6666667,10.516
280.7083333,10.492
280.75,10.467
280.7916667,10.492
280.8333333,10.516
280.875,10.516
280.9166667,10.541
280.9583333,10.712
281,10.834
281.0416667,10.858
281.0833333,10.858
281.125,10.834
281.1666667,10.834
281.2083333,10.834
281.25,10.81
281.2916667,10.81
281.3333333,10.834
281.375,10.858
281.4166667,10.541
281.4583333,10.565
281.5,10.565
281.5416667,10.614
281.5833333,10.59
281.625,10.565
281.6666667,10.541
281.7083333,10.516
281.75,10.516
281.7916667,10.492
281.8333333,10.516
281.875,10.492
281.9166667,10.467
281.9583333,10.492
282,10.663
282.0416667,10.761
282.0833333,10.81
282.125,10.834
282.1666667,10.858
282.2083333,10.834
282.25,10.834
282.2916667,10.81
282.3333333,10.956
282.375,10.956
282.4166667,10.516
282.4583333,10.59
282.5,10.638
282.5416667,10.614
282.5833333,10.59
282.625,10.516
282.6666667,10.516
282.7083333,10.467
282.75,10.467
282.7916667,10.467
282.8333333,10.492
282.875,10.516
282.9166667,10.516
282.9583333,10.541
283,10.736
283.0416667,10.858
283.0833333,10.883
283.125,10.883
283.1666667,10.883
283.2083333,11.053
283.25,11.078
283.2916667,11.029
283.3333333,10.956
283.375,10.467
283.4166667,10.516
283.4583333,10.565
283.5,10.541
283.5416667,10.565
283.5833333,10.59
283.625,10.565
283.6666667,10.516
283.7083333,10.492
283.75,10.492
283.7916667,10.492
283.8333333,10.492
283.875,10.516
283.9166667,10.541
283.9583333,10.565
284,10.736
284.0416667,10.834
284.0833333,10.858
284.125,10.858
284.1666667,10.858
284.2083333,10.883
284.25,10.858
284.2916667,10.834
284.3333333,10.785
284.375,10.467
284.4166667,10.492
284.4583333,10.516
284.5,10.541
284.5416667,10.541
284.5833333,10.516
284.625,10.541
284.6666667,10.541
284.7083333,10.541
284.75,10.541
284.7916667,10.565
284.8333333,10.565
284.875,10.565
284.9166667,10.565
284.9583333,10.59
285,10.81
285.0416667,10.907
285.0833333,10.907
285.125,10.932
285.1666667,10.932
285.2083333,10.956
285.25,10.956
285.2916667,10.492
285.3333333,10.467
285.375,10.467
285.4166667,10.516
285.4583333,10.541
285.5,10.565
285.5416667,10.541
285.5833333,10.541
285.625,10.541
285.6666667,10.541
285.7083333,10.516
285.75,10.467
285.7916667,10.443
285.8333333,10.467
285.875,10.516
285.9166667,10.541
285.9583333,10.565
286,10.712
286.0416667,10.834
286.0833333,10.883
286.125,10.883
286.1666667,10.834
286.2083333,10.785
286.25,10.736
286.2916667,10.712
286.3333333,10.736
286.375,10.81
286.4166667,10.541
286.4583333,10.59
286.5,10.59
286.5416667,10.565
286.5833333,10.565
286.625,10.492
286.6666667,10.467
286.7083333,10.516
286.75,10.516
286.7916667,10.565
286.8333333,10.614
286.875,10.614
286.9166667,10.736
286.9583333,10.907
287,10.98
287.0416667,11.005
287.0833333,11.005
287.125,11.005
287.1666667,11.005
287.2083333,11.005
287.25,10.98
287.2916667,10.956
287.3333333,10.907
287.375,10.638
287.4166667,10.712
287.4583333,10.736
287.5,10.761
287.5416667,10.736
287.5833333,10.712
287.625,10.687
287.6666667,10.638
287.7083333,10.638
287.75,10.59
287.7916667,10.565
287.8333333,10.565
287.875,10.59
287.9166667,10.736
287.9583333,10.834
288,10.858
288.0416667,10.883
288.0833333,10.907
288.125,10.932
288.1666667,10.932
288.2083333,10.907
288.25,10.883
288.2916667,10.858
288.3333333,10.834
288.375,10.883
288.4166667,11.005
288.4583333,11.151
288.5,11.37
288.5416667,11.467
288.5833333,11.492
288.625,11.467
288.6666667,11.297
288.7083333,11.127
288.75,10.956
288.7916667,10.858
288.8333333,10.81
288.875,10.785
288.9166667,10.785
288.9583333,10.81
289,10.858
289.0416667,10.907
289.0833333,10.932
289.125,10.956
289.1666667,11.005
289.2083333,11.078
289.25,11.102
289.2916667,11.078
289.3333333,10.98
289.375,11.053
289.4166667,10.516
289.4583333,10.541
289.5,10.565
289.5416667,10.565
289.5833333,10.565
289.625,10.467
289.6666667,10.467
289.7083333,10.443
289.75,10.443
289.7916667,10.467
289.8333333,10.492
289.875,10.516
289.9166667,10.687
289.9583333,10.834
290,10.858
290.0416667,10.858
290.0833333,10.834
290.125,10.858
290.1666667,10.883
290.2083333,10.907
290.25,10.907
290.2916667,10.907
290.3333333,10.858
290.375,10.858
290.4166667,11.029
290.4583333,11.224
290.5,10.614
290.5416667,10.663
290.5833333,10.663
290.625,10.638
290.6666667,10.614
290.7083333,10.59
290.75,10.516
290.7916667,10.565
290.8333333,10.59
290.875,10.785
290.9166667,10.883
290.9583333,10.932
291,10.932
291.0416667,10.932
291.0833333,10.907
291.125,10.858
291.1666667,10.834
291.2083333,10.761
291.25,10.712
291.2916667,10.687
291.3333333,10.687
291.375,10.712
291.4166667,10.59
291.4583333,10.687
291.5,10.663
291.5416667,10.663
291.5833333,10.638
291.625,10.565
291.6666667,10.541
291.7083333,10.516
291.75,10.516
291.7916667,10.541
291.8333333,10.59
291.875,10.614
291.9166667,10.638
291.9583333,10.638
292,10.785
292.0416667,10.883
292.0833333,10.907
292.125,10.883
292.1666667,10.834
292.2083333,10.81
292.25,10.785
292.2916667,10.785
292.3333333,10.761
292.375,10.785
292.4166667,10.858
292.4583333,11.175
292.5,11.346
292.5416667,10.614
292.5833333,10.638
292.625,10.638
292.6666667,10.614
292.7083333,10.565
292.75,10.541
292.7916667,10.516
292.8333333,10.541
292.875,10.565
292.9166667,10.712
292.9583333,10.81
293,10.834
293.0416667,10.834
293.0833333,10.858
293.125,10.883
293.1666667,10.883
293.2083333,10.907
293.25,10.907
293.2916667,10.907
293.3333333,10.883
293.375,10.907
293.4166667,10.907
293.4583333,11.224
293.5,11.443
293.5416667,10.638
293.5833333,10.663
293.625,10.614
293.6666667,10.614
293.7083333,10.541
293.75,10.516
293.7916667,10.492
293.8333333,10.516
293.875,10.541
293.9166667,10.712
293.9583333,10.834
294,10.858
294.0416667,10.883
294.0833333,10.883
294.125,10.883
294.1666667,10.907
294.2083333,10.907
294.25,10.907
294.2916667,10.907
294.3333333,10.907
294.375,10.907
294.4166667,10.932
294.4583333,11.248
294.5,11.419
294.5416667,10.663
294.5833333,10.638
294.625,10.565
294.6666667,10.516
294.7083333,10.492
294.75,10.443
294.7916667,10.443
294.8333333,10.467
294.875,10.492
294.9166667,10.516
294.9583333,10.712
295,10.834
295.0416667,10.883
295.0833333,10.907
295.125,10.932
295.1666667,10.956
295.2083333,10.956
295.25,10.98
295.2916667,10.956
295.3333333,10.932
295.375,10.932
295.4166667,10.956
295.4583333,11.273
295.5,10.712
295.5416667,10.712
295.5833333,10.638
295.625,10.614
295.6666667,10.59
295.7083333,10.565
295.75,10.565
295.7916667,10.565
295.8333333,10.565
295.875,10.565
295.9166667,10.59
295.9583333,10.614
296,10.761
296.0416667,10.858
296.0833333,10.907
296.125,10.932
296.1666667,10.956
296.2083333,10.932
296.25,10.956
296.2916667,10.98
296.3333333,10.956
296.375,10.98
296.4166667,11.005
296.4583333,11.54
296.5,11.904
296.5416667,11.686
296.5833333,11.565
296.625,10.59
296.6666667,10.541
296.7083333,10.516
296.75,10.516
296.7916667,10.516
296.8333333,10.516
296.875,10.541
296.9166667,10.736
296.9583333,10.858
297,10.883
297.0416667,10.907
297.0833333,10.932
297.125,10.932
297.1666667,10.956
297.2083333,10.956
297.25,10.956
297.2916667,10.98
297.3333333,11.005
297.375,11.029
297.4166667,11.127
297.4583333,11.589
297.5,11.953
297.5416667,11.71
297.5833333,10.663
297.625,10.638
297.6666667,10.614
297.7083333,10.565
297.75,10.516
297.7916667,10.516
297.8333333,10.516
297.875,10.541
297.9166667,10.541
297.9583333,10.785
298,10.858
298.0416667,10.907
298.0833333,10.932
298.125,10.956
298.1666667,10.956
298.2083333,10.956
298.25,10.907
298.2916667,10.858
298.3333333,10.834
298.375,10.712
298.4166667,10.785
298.4583333,11.394
298.5,11.759
298.5416667,11.832
298.5833333,11.783
298.625,10.59
298.6666667,10.59
298.7083333,10.516
298.75,10.516
298.7916667,10.516
298.8333333,10.492
298.875,10.565
298.9166667,10.614
298.9583333,10.614
299,10.785
299.0416667,10.834
299.0833333,10.834
299.125,10.883
299.1666667,10.907
299.2083333,10.883
299.25,10.883
299.2916667,10.785
299.3333333,10.565
299.375,10.369
299.4166667,10.516
299.4583333,11.248
299.5,10.687
299.5416667,10.687
299.5833333,10.638
299.625,10.59
299.6666667,10.59
299.7083333,10.565
299.75,10.541
299.7916667,10.565
299.8333333,10.614
299.875,10.638
299.9166667,10.638
299.9583333,10.81
300,10.883
300.0416667,10.883
300.0833333,10.858
300.125,10.858
300.1666667,10.858
300.2083333,10.81
300.25,10.785
300.2916667,10.761
300.3333333,10.761
300.375,10.443
300.4166667,10.467
300.4583333,11.151
300.5,10.663
300.5416667,10.687
300.5833333,10.687
300.625,10.663
300.6666667,10.638
300.7083333,10.614
300.75,10.59
300.7916667,10.59
300.8333333,10.59
300.875,10.59
300.9166667,10.614
300.9583333,10.614
301,10.761
301.0416667,10.858
301.0833333,10.907
301.125,10.907
301.1666667,10.907
301.2083333,10.883
301.25,10.883
301.2916667,10.932
301.3333333,10.932
301.375,10.907
301.4166667,10.907
301.4583333,11.151
301.5,11.54
301.5416667,10.736
301.5833333,10.712
301.625,10.761
301.6666667,10.712
301.7083333,10.59
301.75,10.541
301.7916667,10.541
301.8333333,10.565
301.875,10.565
301.9166667,10.59
301.9583333,10.565
302,10.736
302.0416667,10.834
302.0833333,10.858
302.125,10.81
302.1666667,10.81
302.2083333,10.883
302.25,10.883
302.2916667,10.883
302.3333333,10.883
302.375,10.834
302.4166667,11.127
302.4583333,11.467
302.5,11.467
302.5416667,11.516
302.5833333,11.565
302.625,10.663
302.6666667,10.687
302.7083333,10.59
302.75,10.59
302.7916667,10.565
302.8333333,10.541
302.875,10.565
302.9166667,10.565
302.9583333,10.541
303,10.712
303.0416667,10.81
303.0833333,10.834
303.125,10.614
303.1666667,10.32
303.2083333,10.467
303.25,10.467
303.2916667,10.516
303.3333333,10.663
303.375,10.81
303.4166667,10.907
303.4583333,11.102
303.5,11.37
303.5416667,11.613
303.5833333,11.662
303.625,10.785
303.6666667,10.712
303.7083333,10.638
303.75,10.59
303.7916667,10.565
303.8333333,10.565
303.875,10.565
303.9166667,10.614
303.9583333,10.59
304,10.712
304.0416667,10.492
304.0833333,10.492
304.125,10.516
304.1666667,10.492
304.2083333,10.394
304.25,10.834
304.2916667,10.81
304.3333333,10.785
304.375,10.81
304.4166667,10.858
304.4583333,11.2
304.5,11.662
304.5416667,11.977
304.5833333,11.686
304.625,10.663
304.6666667,10.687
304.7083333,10.638
304.75,10.59
304.7916667,10.516
304.8333333,10.541
304.875,10.541
304.9166667,10.541
304.9583333,10.492
305,10.663
305.0416667,10.467
305.0833333,10.614
305.125,10.565
305.1666667,10.541
305.2083333,10.565
305.25,10.883
305.2916667,10.858
305.3333333,11.005
305.375,11.078
305.4166667,11.151
305.4583333,11.394
305.5,11.467
305.5416667,10.98
305.5833333,10.98
305.625,10.907
305.6666667,10.834
305.7083333,10.761
305.75,10.785
305.7916667,10.761
305.8333333,10.712
305.875,10.687
305.9166667,10.736
305.9583333,10.907
306,10.956
306.0416667,10.98
306.0833333,10.98
306.125,11.005
306.1666667,11.005
306.2083333,10.98
306.25,11.005
306.2916667,11.005
306.3333333,11.029
306.375,11.127
306.4166667,11.346
306.4583333,11.492
306.5,11.662
306.5416667,11.734
306.5833333,11.71
306.625,11.565
306.6666667,10.687
306.7083333,10.638
306.75,10.59
306.7916667,10.59
306.8333333,10.736
306.875,11.029
306.9166667,11.127
306.9583333,10.956
307,11.005
307.0416667,11.029
307.0833333,11.151
307.125,11.151
307.1666667,11.127
307.2083333,11.078
307.25,11.053
307.2916667,11.151
307.3333333,11.102
307.375,11.224
307.4166667,11.346
307.4583333,11.565
307.5,11.637
307.5416667,11.929
307.5833333,11.856
307.625,11.637
307.6666667,10.712
307.7083333,10.638
307.75,10.638
307.7916667,10.663
307.8333333,10.81
307.875,10.907
307.9166667,10.932
307.9583333,10.907
308,10.858
308.0416667,10.785
308.0833333,10.712
308.125,10.761
308.1666667,10.736
308.2083333,10.712
308.25,10.761
308.2916667,10.712
308.3333333,10.663
308.375,10.883
308.4166667,10.956
308.4583333,11.394
308.5,11.516
308.5416667,11.686
308.5833333,11.832
308.625,11.929
308.6666667,11.321
308.7083333,11.029
308.75,10.956
308.7916667,10.98
308.8333333,11.029
308.875,11.053
308.9166667,11.053
308.9583333,11.053
309,11.078
309.0416667,11.078
309.0833333,11.053
309.125,11.053
309.1666667,11.029
309.2083333,10.98
309.25,10.883
309.2916667,10.834
309.3333333,10.883
309.375,10.907
309.4166667,10.956
309.4583333,11.273
309.5,11.516
309.5416667,11.71
309.5833333,11.589
309.625,11.492
309.6666667,10.663
309.7083333,10.687
309.75,10.614
309.7916667,10.712
309.8333333,10.614
309.875,10.834
309.9166667,10.858
309.9583333,10.883
310,10.932
310.0416667,10.932
310.0833333,10.98
310.125,10.98
310.1666667,10.956
310.2083333,10.956
310.25,10.907
310.2916667,10.858
310.3333333,10.883
310.375,10.932
310.4166667,11.029
310.4583333,11.443
310.5,11.565
310.5416667,11.734
310.5833333,11.637
310.625,10.883
310.6666667,10.834
310.7083333,10.81
310.75,10.761
310.7916667,10.712
310.8333333,10.687
310.875,10.663
310.9166667,10.81
310.9583333,10.98
311,10.98
311.0416667,10.956
311.0833333,10.932
311.125,10.932
311.1666667,10.907
311.2083333,10.858
311.25,10.834
311.2916667,10.81
311.3333333,10.858
311.375,10.956
311.4166667,11.005
311.4583333,11.419
311.5,11.832
311.5416667,11.71
311.5833333,11.929
311.625,11.977
311.6666667,11.346
311.7083333,11.078
311.75,11.029
311.7916667,11.029
311.8333333,11.029
311.875,11.005
311.9166667,10.98
311.9583333,10.932
312,10.956
312.0416667,10.956
312.0833333,10.956
312.125,11.005
312.1666667,11.005
312.2083333,11.005
312.25,10.98
312.2916667,10.98
312.3333333,11.029
312.375,11.005
312.4166667,11.053
312.4583333,11.102
312.5,11.127
312.5416667,11.175
312.5833333,11.175
312.625,11.273
312.6666667,11.175
312.7083333,11.053
312.75,11.005
312.7916667,10.59
312.8333333,10.614
312.875,10.614
312.9166667,10.59
312.9583333,10.59
313,10.614
313.0416667,10.492
313.0833333,10.565
313.125,10.614
313.1666667,10.98
313.2083333,11.005
313.25,11.005
313.2916667,11.005
313.3333333,11.029
313.375,11.029
313.4166667,11.053
313.4583333,11.273
313.5,11.467
313.5416667,11.443
313.5833333,11.443
313.625,11.346
313.6666667,11.224
313.7083333,11.078
313.75,11.029
313.7916667,10.614
313.8333333,10.516
313.875,10.443
313.9166667,10.443
313.9583333,10.443
314,10.443
314.0416667,10.394
314.0833333,10.271
314.125,10.663
314.1666667,10.222
314.2083333,10.198
314.25,10.638
314.2916667,10.001
314.3333333,9.903
314.375,10.149
314.4166667,10.443
314.4583333,11.248
314.5,11.492
314.5416667,11.589
314.5833333,11.467
314.625,11.443
314.6666667,11.321
314.7083333,11.175
314.75,11.078
314.7916667,10.663
314.8333333,10.687
314.875,10.687
314.9166667,10.663
314.9583333,10.663
315,10.81
315.0416667,10.956
315.0833333,11.005
315.125,10.956
315.1666667,10.932
315.2083333,10.883
315.25,10.81
315.2916667,10.858
315.3333333,10.932
315.375,10.834
315.4166667,11.005
315.4583333,10.883
315.5,10.932
315.5416667,10.883
315.5833333,10.932
315.625,11.005
315.6666667,10.883
315.7083333,10.858
315.75,10.81
315.7916667,10.638
315.8333333,10.638
315.875,10.687
315.9166667,10.687
315.9583333,10.663
316,10.443
316.0416667,10.834
316.0833333,10.98
316.125,10.98
316.1666667,11.029
316.2083333,11.053
316.25,10.858
316.2916667,10.956
316.3333333,10.907
316.375,11.029
316.4166667,11.224
316.4583333,11.151
316.5,10.98
316.5416667,11.321
316.5833333,11.37
316.625,11.053
316.6666667,10.956
316.7083333,10.956
316.75,10.956
316.7916667,10.956
316.8333333,11.029
316.875,11.078
316.9166667,11.029
316.9583333,10.907
317,10.883
317.0416667,10.858
317.0833333,10.834
317.125,10.858
317.1666667,10.81
317.2083333,10.81
317.25,11.102
317.2916667,11.053
317.3333333,11.102
317.375,11.175
317.4166667,11.248
317.4583333,11.297
317.5,11.248
317.5416667,11.248
317.5833333,11.248
317.625,11.127
317.6666667,10.98
317.7083333,10.59
317.75,10.59
317.7916667,10.638
317.8333333,10.638
317.875,10.687
317.9166667,10.883
317.9583333,10.883
318,10.932
318.0416667,10.98
318.0833333,10.956
318.125,10.98
318.1666667,11.005
318.2083333,10.98
318.25,10.883
318.2916667,10.858
318.3333333,10.834
318.375,10.883
318.4166667,11.029
318.4583333,11.127
318.5,11.419
318.5416667,11.516
318.5833333,11.297
318.625,10.663
318.6666667,10.59
318.7083333,10.541
318.75,10.516
318.7916667,10.492
318.8333333,10.516
318.875,10.687
318.9166667,10.785
318.9583333,10.81
319,10.712
319.0416667,10.736
319.0833333,10.761
319.125,10.614
319.1666667,10.81
319.2083333,10.81
319.25,10.834
319.2916667,10.834
319.3333333,10.932
319.375,11.029
319.4166667,10.834
319.4583333,11.394
