elev_true,sed_temp,water_temp
975.8633333333332,17.851666666666667,17.851666666666667
972.63,17.75,17.75
969.88,17.75,17.75
967.38,17.667,17.667
964.4300000000001,17.639000000000003,17.639000000000003
961.1966666666667,17.648333333333337,17.648333333333337
956.9633333333333,17.62966666666667,17.62966666666667
952.43,17.62966666666667,17.62966666666667
949.6800000000001,17.5835,17.5835
946.0300000000001,17.611333333333334,17.611333333333334
940.7633333333333,17.59266666666667,17.59266666666667
937.38,17.5835,17.5835
934.03,17.611,17.611
932.43,17.556,17.556
928.1966666666667,17.555666666666667,17.555666666666667
922.88,17.4165,17.4165
920.63,17.556,17.556
915.6800000000001,16.472,16.472
913.08,16.389,16.389
911.4300000000001,15.944,15.944
907.0633333333334,15.907333333333332,15.907333333333332
900.6300000000001,15.129666666666665,15.129666666666665
894.23,13.9445,13.9445
890.73,13.778,13.778
887.83,13.167,13.167
886.6800000000001,12.9165,12.9165
883.73,12.694500000000001,12.694500000000001
878.9300000000001,12.222,12.222
873.53,11.944,11.944
871.13,11.722,11.722
865.38,11.5835,11.5835
862.23,11.389,11.389
856.33,11.333,11.333
853.33,11.278,11.278
850.73,11.278,11.278
845.83,11.167,11.167
843.53,11.111,11.111
835.48,11.0,11.0
833.33,10.944,10.944
824.83,10.889,10.889
820.53,10.833,10.833
814.63,10.778,10.778
807.9300000000001,10.722,10.722
803.53,10.667,10.667
793.33,10.611,10.611
790.03,10.611,10.611
786.13,10.556,10.556
780.23,10.5,10.5
766.73,10.389,10.389
762.13,10.278,10.278
755.9300000000001,10.333,10.333
755.23,10.222,10.222
743.13,9.833,9.833
738.83,9.667,9.667
731.33,9.667,9.667
726.4300000000001,9.611,9.611
725.13,9.5,9.5
715.53,9.444,9.444
698.23,9.444,9.444
689.63,9.389,9.389
684.4300000000001,9.444,9.444
671.63,9.444,9.444
662.73,9.389,9.389
657.8299999999999,9.389,9.389
644.73,9.389,9.389
631.2633333333333,9.370333333333333,9.370333333333333
609.63,9.333,9.333
577.13,9.444,9.444
