elev_true,sed_temp,water_temp
1006.0799999999999,10.4165,10.4165
1003.33,10.778,10.778
1000.43,10.870333333333335,10.870333333333335
997.73,9.611,9.611
995.13,10.778,10.778
990.13,10.611,10.611
987.23,6.833,6.833
982.73,9.185333333333332,9.185333333333332
977.03,10.556,10.556
973.43,10.667,10.667
964.43,10.5835,10.5835
956.03,10.556,10.556
952.0799999999999,10.5835,10.5835
950.43,10.5,10.5
937.33,10.444,10.444
929.98,10.472000000000001,10.472000000000001
924.6800000000001,10.472000000000001,10.472000000000001
910.73,10.444,10.444
900.23,10.444,10.444
897.1300000000001,10.444,10.444
896.03,10.444,10.444
876.9300000000001,10.444,10.444
864.48,10.444,10.444
861.9300000000001,10.389,10.389
847.73,10.333,10.333
836.63,10.333,10.333
833.63,9.556,9.556
824.1300000000001,10.25,10.25
806.4300000000001,8.444,8.444
798.8800000000001,9.8885,9.8885
787.4300000000001,9.083,9.083
772.33,9.667,9.667
769.73,9.611,9.611
751.03,9.389,9.389
739.53,9.056,9.056
734.63,9.333,9.333
717.8299999999999,9.167,9.167
710.9300000000001,9.0,9.0
710.3299999999999,9.278,9.278
679.8299999999999,8.944,8.944
631.53,8.833,8.833
595.4300000000001,8.833,8.833
589.23,8.833,8.833
