elev_true,sed_temp,water_temp
987.79,11.444,11.444
984.1899999999999,10.711000000000002,10.711000000000002
979.99,8.278,8.278
976.69,7.444,7.444
975.04,9.333499999999999,9.333499999999999
971.5899999999999,6.889,6.889
969.29,10.305250000000001,10.305250000000001
965.7233333333334,9.981333333333334,9.981333333333334
962.04,6.833,6.833
957.59,11.5,11.5
950.19,11.407333333333332,11.407333333333332
945.49,11.472000000000001,11.472000000000001
940.89,11.5,11.5
931.69,11.389,11.389
929.09,11.444,11.444
925.19,11.472000000000001,11.472000000000001
923.34,11.472000000000001,11.472000000000001
910.09,11.444,11.444
908.44,11.389,11.389
905.79,11.444,11.444
903.19,11.5,11.5
899.59,11.5,11.5
887.4233333333333,11.425666666666666,11.425666666666666
884.59,11.472000000000001,11.472000000000001
877.89,11.5,11.5
865.59,11.444,11.444
863.6566666666668,11.444333333333333,11.444333333333333
858.59,11.444,11.444
848.99,11.444,11.444
845.24,11.4165,11.4165
842.14,10.972000000000001,10.972000000000001
839.49,10.805499999999999,10.805499999999999
832.99,9.778,9.778
830.34,10.611,10.611
828.39,10.222000000000001,10.222000000000001
822.0233333333332,10.925666666666666,10.925666666666666
818.49,10.778,10.778
815.59,10.667,10.667
811.59,10.667,10.667
807.69,9.278,9.278
802.09,10.5,10.5
801.4566666666666,10.481333333333334,10.481333333333334
797.89,10.333,10.333
794.59,10.333,10.333
787.39,9.278,9.278
785.39,9.278,9.278
779.065,10.18075,10.18075
776.49,10.222,10.222
773.29,10.167,10.167
763.39,10.111,10.111
758.99,10.0,10.0
755.19,10.056,10.056
751.59,10.056,10.056
742.69,9.611,9.611
731.89,10.0,10.0
723.99,9.556,9.556
713.19,9.889,9.889
706.99,9.556,9.556
693.19,9.944,9.944
671.89,9.722,9.722
653.19,9.889,9.889
633.79,9.611,9.611
629.19,9.611,9.611
615.49,9.833,9.833
575.39,9.778,9.778
548.49,9.778,9.778
