elev_true,sed_temp,water_temp
1050.0200000000002,11.555714285714286,11.555714285714286
1044.72,11.333,11.333
1041.82,11.0555,11.0555
1039.82,10.481333333333334,10.481333333333334
1033.92,8.278,8.278
1029.32,11.389,11.389
1024.6599999999999,9.6,9.6
1018.52,11.389,11.389
1011.82,8.611,8.611
1007.02,11.389,11.389
996.22,11.389,11.389
988.62,11.333,11.333
986.02,11.333,11.333
972.77,11.333,11.333
955.22,11.333,11.333
952.92,11.333,11.333
943.42,11.333,11.333
925.7866666666667,11.333,11.333
918.12,11.278,11.278
913.22,11.0,11.0
909.22,11.278,11.278
898.12,10.778,10.778
894.12,10.722,10.722
886.62,10.685333333333332,10.685333333333332
880.52,10.611,10.611
875.8199999999999,10.389,10.389
865.92,10.333,10.333
854.12,10.167,10.167
848.0699999999999,10.194500000000001,10.194500000000001
845.92,9.333,9.333
837.12,9.778,9.778
835.42,10.056,10.056
829.22,9.722,9.722
826.22,9.722,9.722
823.92,9.611,9.611
821.3199999999999,9.667,9.667
817.27,8.667,8.667
811.12,9.389,9.389
803.42,9.361,9.361
790.52,9.222,9.222
788.8199999999999,9.222,9.222
785.52,9.278,9.278
763.9200000000001,9.0,9.0
753.27,8.861,8.861
742.3199999999999,8.944,8.944
734.12,8.833,8.833
727.52,8.833,8.833
