elev_true,sed_temp,water_temp
1003.12,9.96042857142857,9.96042857142857
999.395,10.1805,10.1805
995.2533333333332,9.851999999999999,9.851999999999999
993.1700000000001,9.389,9.389
990.42,7.722,7.722
987.42,5.667,5.667
981.82,10.056,10.056
977.7866666666665,10.055666666666667,10.055666666666667
971.72,10.111,10.111
969.42,10.111,10.111
956.22,10.111,10.111
944.27,10.0835,10.0835
935.62,10.056,10.056
932.3199999999999,10.0,10.0
921.12,10.111,10.111
892.3199999999999,10.056,10.056
888.02,10.0,10.0
876.8199999999999,10.111,10.111
872.22,10.056,10.056
858.1700000000001,9.972000000000001,9.972000000000001
849.3199999999999,10.056,10.056
842.72,9.111,9.111
840.42,8.778,8.778
826.3199999999999,8.222,8.222
816.8199999999999,9.944,9.944
813.0699999999999,9.027999999999999,9.027999999999999
808.62,9.944,9.944
802.42,9.944,9.944
797.12,10.0,10.0
794.87,8.056,8.056
775.12,9.778,9.778
768.62,9.722,9.722
765.17,9.611,9.611
752.8199999999999,9.667,9.667
749.22,9.667,9.667
743.3199999999999,9.667,9.667
725.9200000000001,9.5,9.5
722.02,9.5,9.5
702.17,9.472000000000001,9.472000000000001
693.12,9.611,9.611
