elev_true,sed_temp,water_temp
1014.0,11.099999999999998,11.099999999999998
996.939632,11.05,11.05
994.643044,11.06,11.06
979.55118,11.05,11.05
945.758528,11.03,11.03
909.3412040000001,10.989999999999998,10.989999999999998
887.031492,10.94,10.94
881.12598,10.35,10.35
871.611544,10.19,10.19
854.223092,9.97,9.97
827.648288,9.59,9.59
803.698156,9.23,9.23
784.3412,9.06,9.06
751.8608839999999,8.860000000000001,8.860000000000001
718.7244000000001,8.809999999999999,8.809999999999999
685.587916,8.790000000000001,8.790000000000001
648.18634,8.76,8.76
617.510486,8.76,8.76
