elev_true,sed_temp,water_temp
1037.391076,11.45,11.45
1032.469816,11.45,11.45
1026.23622,11.44,11.44
1023.283464,11.43,11.43
1018.03412,11.419999999999998,11.419999999999998
1013.440944,11.419999999999998,11.419999999999998
1008.519684,11.419999999999998,11.419999999999998
998.677164,11.419999999999998,11.419999999999998
996.70866,11.419999999999998,11.419999999999998
991.459316,11.419999999999998,11.419999999999998
984.897636,11.419999999999998,11.419999999999998
981.288712,11.419999999999998,11.419999999999998
974.727032,11.409999999999998,11.409999999999998
958.814958,11.409999999999998,11.409999999999998
952.745404,11.409999999999998,11.409999999999998
945.527556,11.409999999999998,11.409999999999998
936.01312,11.409999999999998,11.409999999999998
932.73228,11.419999999999998,11.419999999999998
928.795272,11.409999999999998,11.409999999999998
923.217844,11.409999999999998,11.409999999999998
916.656164,11.409999999999998,11.409999999999998
910.094484,11.409999999999998,11.409999999999998
905.829392,11.409999999999998,11.409999999999998
901.5643,11.409999999999998,11.409999999999998
896.971124,11.409999999999998,11.409999999999998
875.973748,11.409999999999998,11.409999999999998
851.039364,11.33,11.33
829.057736,11.16,11.16
804.4514360000001,10.78,10.78
781.8136400000001,10.62,10.62
763.440936,10.5,10.5
753.9265,10.39,10.39
