elev_true,sed_temp,water_temp
996.0,12.62,12.62
988.782152,11.55,11.55
978.283464,11.400000000000002,11.400000000000002
972.049868,11.31,11.31
960.566928,11.26,11.26
948.755904,10.93,10.93
931.695536,10.75,10.75
920.868764,10.689999999999998,10.689999999999998
908.729656,10.63,10.63
886.09186,10.5,10.5
864.438316,10.34,10.34
838.847764,9.94,9.94
813.585296,9.19,9.19
791.275584,8.850000000000001,8.850000000000001
766.3412,8.719999999999999,8.719999999999999
733.8608839999999,8.639999999999999,8.639999999999999
695.475056,8.590000000000002,8.590000000000002
668.5721679999999,8.580000000000002,8.580000000000002
640.685028,8.580000000000002,8.580000000000002
634.7795160000001,8.580000000000002,8.580000000000002
