elev_true,sed_temp,water_temp
838.8805772,22.380000000000003,22.380000000000003
830.7769024,22.15,22.15
826.2493432,19.050000000000004,19.050000000000004
822.5748024,18.089999999999996,18.089999999999996
818.8674532,17.14,17.14
816.2755896,16.97,16.97
811.8464556,16.470000000000002,16.470000000000002
808.598424,15.91,15.91
802.5616784,14.68,14.68
799.1167964,13.65,13.65
795.639106,12.91,12.91
791.7349064,12.7,12.7
784.7139088,12.01,12.01
776.4133836,11.390000000000002,11.390000000000002
767.6535408,11.199999999999998,11.199999999999998
755.9081336,10.41,10.41
744.6876608,10.240000000000002,10.240000000000002
724.8713872,10.130000000000004,10.130000000000004
704.5301792,10.07,10.07
684.5498636,10.01,10.01
