elev_true,sed_temp,water_temp
504.6300048828125,17.980000000000004,17.980000000000004
500.3649128828125,17.52,17.52
492.1628128828125,17.230000000000004,17.230000000000004
488.5538888828125,15.665000000000003,15.665000000000003
485.7651748828125,13.525000000000002,13.525000000000002
481.3360408828125,12.6,12.6
479.2034948828125,12.44,12.44
476.0866968828125,12.17,12.17
473.4620248828125,11.97,11.97
469.8531008828125,11.76,11.76
466.9003448828125,11.59,11.59
463.9475888828125,11.54,11.54
458.6982448828125,11.36,11.36
453.4489008828125,11.24,11.24
440.3255408828125,11.109999999999998,11.109999999999998
425.2336768828125,10.92,10.92
406.8609728828125,10.73,10.73
389.4725208828125,10.64,10.64
379.6300008828125,10.61,10.61
374.7087408828125,10.48,10.48
