elev_true,sed_temp,water_temp
503.2297599378906,21.9,21.9
494.8308095378906,19.405,19.405
491.1234603378906,17.700000000000003,17.700000000000003
489.2533815378906,17.19,17.19
486.6615179378906,16.59,16.59
483.80718713789065,16.16,16.16
480.0670295378906,15.74,15.74
476.75338113789064,15.369999999999996,15.369999999999996
472.2258219378906,14.97,14.97
467.5342207378906,14.69,14.69
460.97254073789065,14.449999999999998,14.449999999999998
454.67332793789063,14.27,14.27
444.5027239378906,14.119999999999996,14.119999999999996
434.1024611378906,13.96,13.96
423.86624033789064,13.83,13.83
413.8596783378906,13.699999999999998,13.699999999999998
