elev_true,sed_temp,water_temp
979.0,17.75,17.75
976.375328,17.740000000000002,17.740000000000002
972.766404,17.709999999999997,17.709999999999997
968.173228,17.650000000000002,17.650000000000002
964.564304,17.630000000000003,17.630000000000003
960.627296,17.62,17.62
956.690288,17.61,17.61
952.75328,17.6,17.6
948.816272,17.6,17.6
944.879264,17.59,17.59
941.27034,17.59,17.59
936.677164,17.59,17.59
927.490812,17.58,17.58
920.601048,17.58,17.58
913.055116,16.375,16.375
906.493436,15.9,15.9
900.2598399999999,15.1,15.1
894.026244,13.87,13.87
887.792648,13.15,13.15
886.808396,13.01,13.01
878.93438,12.249999999999998,12.249999999999998
871.060364,11.72,11.72
862.202096,11.409999999999998,11.409999999999998
853.343828,11.26,11.26
836.611544,10.999999999999998,10.999999999999998
820.535428,10.86,10.86
806.7559,10.75,10.75
790.023616,10.61,10.61
755.90288,10.32,10.32
725.0629839999999,9.52,9.52
698.1600960000001,9.46,9.46
684.380568,9.46,9.46
671.585292,9.429999999999998,9.429999999999998
657.805764,9.410000000000002,9.410000000000002
644.6824039999999,9.38,9.38
631.2309600000001,9.39,9.39
