elev_true,sed_temp,water_temp
494.08171698632816,13.745000000000001,13.745000000000001
491.29300298632813,12.915,12.915
487.35599498632814,12.5,12.5
480.7943149863281,12.225,12.225
473.9045509863281,12.05,12.05
470.62371098632815,11.54,11.54
463.73394698632814,10.94,10.94
456.51609898632813,10.44,10.44
453.5633429863281,10.159999999999998,10.159999999999998
445.03315898632815,9.859999999999998,9.859999999999998
432.07384098632815,9.825000000000001,9.825000000000001
418.7864389863281,9.81,9.81
403.03840698632814,9.849999999999998,9.849999999999998
374.4950989863281,9.859999999999998,9.859999999999998
358.74706698632815,9.859999999999998,9.859999999999998
