360,100,20
370,460,54
380,1180,90
390,2280,128
400,3900,170
410,6000,215
420,8300,265
430,11060,310
431,11376,315
440,14460,368
450,18550,452
460,23560,553
470,29620,660
481,37623,796
485,40918,851
490,45349,917
495,50124,997
500,55300,1075
501.5,56938,1103
505,60907,1167
510,66970,1257
515,78000,1440
525,95000,1800
555,178000,2222
