elev_true,sed_temp,water_temp
972.4068239999999,17.68,17.68
969.454068,17.49,17.49
966.501312,17.41,17.41
963.548556,16.625,16.625
960.7598419999999,14.89,14.89
956.986876,14.369999999999996,14.369999999999996
954.03412,13.82,13.82
951.409448,13.040000000000001,13.040000000000001
948.456692,12.449999999999998,12.449999999999998
943.863516,12.359999999999998,12.359999999999998
940.582676,12.12,12.12
934.020996,11.76,11.76
929.755904,11.59,11.59
914.66404,11.23,11.23
892.026244,11.06,11.06
867.09186,10.74,10.74
831.330704,10.169999999999998,10.169999999999998
802.459312,9.869999999999996,9.869999999999996
768.994744,9.71,9.71
732.57742,9.52,9.52
704.362196,9.5,9.5
685.333324,9.49,9.49
628.246708,9.49,9.49
573.128596,9.52,9.52
