elev_true,sed_temp,water_temp
503.9162789035156,24.030000000000005,24.030000000000005
501.56227620351564,23.697499999999998,23.697499999999998
498.1009900035156,20.53,20.53
494.86936260351564,18.419999999999998,18.419999999999998
492.55363637018235,17.290000000000003,17.290000000000003
489.5352635701823,16.470000000000002,16.470000000000002
486.2653597035157,15.73,15.73
484.59213130351566,15.585,15.585
480.40359223684897,15.066666666666665,15.066666666666665
477.5055169035156,14.65,14.65
475.5042045035156,14.57,14.57
470.22205210351564,14.29,14.29
469.79554290351564,14.449999999999998,14.449999999999998
461.56063450351564,14.24,14.24
456.04882330351563,13.880000000000004,13.880000000000004
451.9149649035156,13.78,13.78
434.49370450351563,13.39,13.39
426.4720507035156,13.235,13.235
387.5120757035156,13.02,13.02
