elev_true,sed_temp,water_temp
1043.766404,11.76,11.76
1038.188976,11.7,11.7
1027.690288,11.68,11.68
1015.879264,11.68,11.68
1001.771652,11.68,11.68
988.976376,11.68,11.68
977.82152,11.67,11.67
965.026244,11.67,11.67
952.230968,11.67,11.67
932.545928,11.64,11.64
920.40682,11.61,11.61
909.580048,11.380000000000004,11.380000000000004
902.3622,11.24,11.24
886.2860840000001,10.94,10.94
868.5695479999999,10.76,10.76
853.1496,10.660000000000002,10.660000000000002
822.965872,10.560000000000002,10.560000000000002
785.89238,10.279999999999998,10.279999999999998
751.4435599999999,9.66,9.66
713.057732,9.25,9.25
683.530172,9.19,9.19
653.01836,9.1,9.1
620.20996,9.06,9.06
584.12072,9.06,9.06
560.4986719999999,9.08,9.08
