elev_true,sed_temp,water_temp
498.5876578964844,14.98,14.98
493.6663978964844,14.98,14.98
490.3855578964844,14.94,14.94
487.1047178964844,14.91,14.91
480.8711218964844,14.849999999999998,14.849999999999998
475.2936938964844,14.830000000000004,14.830000000000004
470.3724338964844,14.810000000000002,14.810000000000002
465.77925789648435,13.86,13.86
460.52991389648435,13.54,13.54
455.2805698964844,13.32,13.32
451.01547789648436,13.179999999999998,13.179999999999998
446.0942178964844,13.03,13.03
442.15720989648435,12.89,12.89
438.54828589648434,12.750000000000002,12.750000000000002
434.61127789648435,12.58,12.58
429.3619338964844,12.400000000000002,12.400000000000002
423.45642189648436,12.259999999999998,12.259999999999998
418.8632458964844,12.14,12.14
413.6139018964844,12.03,12.03
406.0679698964844,11.88,11.88
399.17820589648437,11.829999999999998,11.829999999999998
389.3356858964844,11.78,11.78
377.8527458964844,11.76,11.76
364.72938589648436,11.75,11.75
360.4642938964844,11.72,11.72
